window_size_1_RMSE,Plain_w200,Linear_w200
0.4591772853260426,0.7323456920220199,0.7444153950326182
0.4338549739248544,0.7007370592546794,0.6841663618264175
0.4418249365612866,0.72420348953046,0.7297993130051756
0.44271016970110416,0.6929399211127902,0.7285926059325623
0.4792485627549125,0.7349591404096558,0.7087646869868118
0.5029577547574632,0.729747545872346,0.6990874381116552
0.46448650246144807,0.7043630491452403,0.6635531983886458
0.4230428451599622,0.6771639057918193,0.6508683545614872
0.4737192143818568,0.7386095163813233,0.7364934939025258
0.3929732061247026,0.6793945732523803,0.6634404128016342
0.40455633057179907,0.6440866562248511,0.6301609522798582
0.408444794073787,0.7225706239508285,0.7268750684969137
0.45351708426917325,0.6859354009478794,0.7071701871451187
0.5282720324166483,0.7246434698822773,0.7282987771034548
0.40038396539909216,0.6985972855979162,0.7059447413729772
0.40640109599063196,0.6832240881172897,0.676959820217148
0.41073951678296483,0.6572112352589815,0.6338461702483101
0.4618070668686836,0.7247020090175156,0.7154737255917223
0.5509995098714182,0.7865856311095317,0.7648382343205149
0.3943866238284384,0.6565719640376849,0.6564480661299218
0.38586017710816717,0.6714611219767047,0.7045229607144101
0.46258957175334997,0.7491191977059105,0.7126828975218779
0.4447984996806785,0.7036002419538852,0.6729863579643791
0.415805540055456,0.7353180895337701,0.6708355076384218
0.4504897318673146,0.7288142564057428,0.6944636036218821
0.40261208114398994,0.6649627646489491,0.6656894904712638
0.47737898732811584,0.7185408762268295,0.7266375186638709
0.4709226825901495,0.6941986036808321,0.7310275810717748
0.42611838555140724,0.7085614847095597,0.7195848012452708
0.4254360523384222,0.6473209008707121,0.6466188135172399
0.38855965536122755,0.6534822426880526,0.6760164717722523
0.41662397730506756,0.6791509968361599,0.6768664094550908
0.39995944783652715,0.691714527906359,0.6828699747573307
0.5098307445349487,0.758817925328061,0.7519147437513121
0.4650447781426621,0.7661188565624422,0.7277715538851416
0.42447412098525383,0.7351614780275527,0.6845525476901435
0.45613106214652993,0.6842108634821318,0.6746745129154078
0.4390003456461233,0.7165236818186497,0.6955352304425761
0.42467631526094435,0.7311787598635759,0.7181321978573477
0.42864405276092776,0.6714203824749945,0.7191623694180785
0.4470273628149249,0.7554904296627879,0.7358658176548977
0.44009047777069454,0.6648668998570777,0.6672353693202879
0.3469230799150459,0.6321531611551143,0.6354310587588418
0.45023492497562906,0.6374163259735498,0.6511957077187489
0.4208548238892025,0.7049386855230872,0.6640925944595371
0.43119377347574384,0.6948888348484092,0.6906078967161706
0.4217721921828293,0.6816830670482679,0.7150384888308752
0.4151390136244508,0.7095598508684321,0.7289078626477472
0.47252926359774977,0.735499875357869,0.7023743165980123
0.46217132443350223,0.7412795578730774,0.7588436639451268
0.4028592441799048,0.6625636187218145,0.6461715485662242
0.45438644214678414,0.6729875519583082,0.6738799861564754
0.4351876757595845,0.6830558979709036,0.6779990585827046
0.42424845761684643,0.6637800704302402,0.641594457738111
0.45704554604828374,0.7220130889576494,0.6960950146247066
0.4282487579356,0.7487831763314396,0.7297706811944145
0.4556916910144872,0.6980563560992075,0.7400174792739156
0.3859186775285029,0.7000977556102421,0.6803392330669351
0.4382772377179765,0.6776925088393954,0.6616441146353591
0.48213624324228044,0.7520519039758572,0.7068387537838341
0.47901707737018606,0.7243512040938369,0.7409976378654419
0.40825471018734555,0.6778391037901302,0.7040575429782931
0.4302852580134747,0.7386292747697104,0.6987044274635061
0.4937282624197252,0.7114471690382246,0.7046863024696887
0.47567695923650627,0.6969177934968025,0.6991647367662085
0.38674256897182757,0.7039005996234029,0.6682495968311496
0.4829312270126266,0.7333914161793147,0.7615404570651257
0.41483257235187126,0.7098671180001402,0.6943254816629815
0.45619557458036586,0.6970347462229256,0.6869025348714799
0.39263227732572,0.6963325232545573,0.6813797459696831
0.4401346320997224,0.7322215274486598,0.7208378803878481
0.4890298016701237,0.7117708021971895,0.6876677877425378
0.4299983469772719,0.6847115034211702,0.6698384460338832
0.4207031411463311,0.693130654739007,0.6633251329053471
0.4207271588206599,0.7211922388858478,0.7051464428393932
0.4387382496747533,0.6726802727176119,0.7032690588850798
0.4487727131330481,0.7151505141583336,0.6841192674429841
0.409109292679902,0.7111920736396432,0.6705659616670814
0.40513193487229754,0.6957799432131718,0.6920506907160358
0.4607430384611611,0.7181920739120352,0.7108262109276705
0.4239184238983665,0.7025300735575641,0.7070247168674012
0.4076511274670554,0.7458531397177265,0.7050626015528594
0.4387316535686234,0.6842663214140449,0.6947668494990764
0.47706429375532694,0.7391686605991371,0.7100218465016468
0.46800078867910067,0.7424561180512452,0.7586083171655618
0.3940856848417386,0.7076157367737352,0.6749285132459388
0.4102757907885926,0.690449357880252,0.6600298450800082
0.49103095242837014,0.7120334442832451,0.7226738734275469
0.3779934384201873,0.6666185280643986,0.6428192237180131
0.47209477876241535,0.7447264843084019,0.7199893593333607
0.4237953907438923,0.6905387834088645,0.6902866077874655
0.4571311925670641,0.7017584140412855,0.6651088127480997
0.47407271117190874,0.7027363340887745,0.7150295908150488
0.4397354065631142,0.6877181653587193,0.6911931409997609
0.39648483986773003,0.7278298385111447,0.6937235582832535
0.4727777024712316,0.7269061006664614,0.6764186095049809
0.4391837463474023,0.6729214585737832,0.6677681578954475
0.45086543750801644,0.6790681111503251,0.6664201735567393
0.39856236611574575,0.6987448954097677,0.6561932397962699
0.44818929817300657,0.7063132213053565,0.6963312339236234
0.43229970942945123,0.6947406713128589,0.7057028689182097
0.43337679024353165,0.7271766903448653,0.7203494142536832
0.4195597666931023,0.7151487510327651,0.6618841084423288
0.399900624548191,0.6383160099866275,0.6326759981366074
0.43549794946539694,0.6983383648142748,0.7211184538817121
0.4396671055484823,0.7266723542641234,0.7161814191062058
0.4388480928341902,0.69763399059273,0.6642908475135947
0.4185891263637074,0.6645698841660754,0.6772168087405537
0.4560666422364019,0.6741623192154975,0.6761807471844279
0.4618743711481718,0.7191291048546843,0.7249958756176288
0.4597781758070444,0.7124157320310489,0.7019974630778725
0.43125714718237373,0.7138534298203306,0.7001582054959647
0.46271081023463906,0.7020305365239693,0.6886027744425525
0.42650975348084313,0.665134810053141,0.7040114124469209
0.4667702393370485,0.6868972813552671,0.6609349633877684
0.41885057310439094,0.7077522691831376,0.6585538236254791
0.4569729521753484,0.6747495690435856,0.6891566864934344
0.45757050413058914,0.6914591362169138,0.6931153470310096
0.44054374728033624,0.7030161164867752,0.6687854187045272
0.4653164175921685,0.7209335305694924,0.6978838726879367
0.4431360358931583,0.6717412830339036,0.6627258355246117
0.40587296818471075,0.7037331592198939,0.6503649041167228
0.39449241607984403,0.7061651774173703,0.6622529043200406
0.4838457993020798,0.7534321604139385,0.7254794756568137
0.48590160707326036,0.7222691649033173,0.6991404342309997
