window_size_1_RMSE,Exp_wAll,Linear_w200
0.49374230743219677,0.91912761603572,0.7444153950326182
0.4507661618044934,0.784384458050907,0.6841663618264175
0.46605610506499445,0.7863869825887516,0.7297993130051756
0.4620744035449502,0.7885621706771114,0.7285926059325623
0.4944252449668259,0.7869333289965392,0.7087646869868118
0.5071714039708317,0.8266211043152891,0.6990874381116552
0.492390000544779,0.8454493829380315,0.6635531983886458
0.4450955434717063,0.7716994130680739,0.6508683545614872
0.5083376579941978,0.9244490575841712,0.7364934939025258
0.40686457662347236,0.7075815658020052,0.6634404128016342
0.40658598158398873,0.622434667479382,0.6301609522798582
0.4288143474388872,0.7250382010920658,0.7268750684969137
0.4613824000451927,0.6950753719112476,0.7071701871451187
0.5423062076491446,0.9223733487039576,0.7282987771034548
0.4063780152969936,0.8732261460587578,0.7059447413729772
0.40489228710991443,0.6508848037767665,0.676959820217148
0.42005541274684755,0.6936805455483794,0.6338461702483101
0.49357805355117884,0.8364288129001791,0.7154737255917223
0.5721159566201134,0.7917219435527089,0.7648382343205149
0.4138390540939338,0.8009383251352227,0.6564480661299218
0.40457847546090664,0.7865776609015219,0.7045229607144101
0.48451618251522094,0.7550381244732374,0.7126828975218779
0.4479059743103113,0.6962539780798863,0.6729863579643791
0.42616241611091177,0.6297208460923521,0.6708355076384218
0.47162984917959094,0.7910349813930556,0.6944636036218821
0.4173306161755942,0.7307651330227312,0.6656894904712638
0.4924817111655669,0.8620860468794254,0.7266375186638709
0.4855575402674988,0.7757396430262381,0.7310275810717748
0.4323480028380672,0.6843102897505584,0.7195848012452708
0.4400595029741631,0.7243762410768285,0.6466188135172399
0.39653319491369565,0.6449675990548772,0.6760164717722523
0.41794459952772584,0.7403115392399553,0.6768664094550908
0.40080792670622256,0.7373402916193118,0.6828699747573307
0.5255305391500263,0.9196313426514356,0.7519147437513121
0.4782761065434654,0.8866020172090943,0.7277715538851416
0.4264493380173272,0.7697713002427129,0.6845525476901435
0.4711474343861661,0.794669407910266,0.6746745129154078
0.4540195218268705,0.8654844516062038,0.6955352304425761
0.44061374512241896,0.7419597201958672,0.7181321978573477
0.4395556317361144,0.7872461683401761,0.7191623694180785
0.4543102264430503,0.6913423775206746,0.7358658176548977
0.44347935410387235,0.7144842810602181,0.6672353693202879
0.33984105914644425,0.5963547461940749,0.6354310587588418
0.46742225010684635,0.730322072552759,0.6511957077187489
0.4217275335211415,0.6708592285063618,0.6640925944595371
0.456559217545717,0.8760134229291441,0.6906078967161706
0.44469881589972926,0.8059294128078254,0.7150384888308752
0.4377914842099153,0.9161913850164738,0.7289078626477472
0.49525573056613864,0.8514087984825658,0.7023743165980123
0.4780813917336994,0.89677749625993,0.7588436639451268
0.41560377140363514,0.7366703577950259,0.6461715485662242
0.467114684258095,0.6962163736099133,0.6738799861564754
0.45819554330518897,0.7599971411662183,0.6779990585827046
0.45053687981795465,0.788771534061722,0.641594457738111
0.4697343439359851,0.8025258315035115,0.6960950146247066
0.4485526910521638,0.8162369108300269,0.7297706811944145
0.47022790020418304,0.7086114259732886,0.7400174792739156
0.41692950682038443,0.8603557288460065,0.6803392330669351
0.4405102007039169,0.6416448059567098,0.6616441146353591
0.48639174218545395,0.7597548201571455,0.7068387537838341
0.4963473273848843,0.8493918394918222,0.7409976378654419
0.43696038449379715,0.8237303111104126,0.7040575429782931
0.44529385709252284,0.8154981487680323,0.6987044274635061
0.5127164817166553,0.8852697830145329,0.7046863024696887
0.4792694111006547,0.6956443053353315,0.6991647367662085
0.3996744368445595,0.828174942334554,0.6682495968311496
0.5055901806734546,0.8178535155727367,0.7615404570651257
0.4337428238790491,0.8127997379746688,0.6943254816629815
0.47115970499645793,0.7778928013099525,0.6869025348714799
0.408452589020045,0.7144443286067207,0.6813797459696831
0.4515627259065829,0.7283314278882626,0.7208378803878481
0.49451706130167544,0.7315510134659349,0.6876677877425378
0.4508647403006407,0.7561001245203124,0.6698384460338832
0.4314508790725601,0.7173220634794921,0.6633251329053471
0.4324745117515768,0.7852570193083264,0.7051464428393932
0.4619420916326347,0.83612547860746,0.7032690588850798
0.452453127265569,0.7468606873952317,0.6841192674429841
0.41832105214311693,0.7374737867221809,0.6705659616670814
0.42012963441586865,0.6828105425176848,0.6920506907160358
0.472450359384754,0.7561681405959986,0.7108262109276705
0.4444181470083507,0.7757862921179425,0.7070247168674012
0.42737915424949563,0.7623316938279733,0.7050626015528594
0.4413573509862372,0.6592148834096071,0.6947668494990764
0.48075624487040597,0.74145985782859,0.7100218465016468
0.4921123973183014,0.8123827591311519,0.7586083171655618
0.3909452863390564,0.6849839034284433,0.6749285132459388
0.44115257247099976,0.7284808164022187,0.6600298450800082
0.48931605897444297,0.7264255224714569,0.7226738734275469
0.3829477861915811,0.6869534176445562,0.6428192237180131
0.48946759598149003,0.8183839174123001,0.7199893593333607
0.4234669820120744,0.7508289225563243,0.6902866077874655
0.47665661552118044,0.791425952661799,0.6651088127480997
0.48013536156440795,0.7438516858155181,0.7150295908150488
0.4496248580025086,0.7756186656174863,0.6911931409997609
0.42698726425781425,0.8493619636013512,0.6937235582832535
0.4757281459749701,0.7033858093945881,0.6764186095049809
0.4511202642375162,0.7205083603217126,0.6677681578954475
0.4463739450798556,0.6339272419044698,0.6664201735567393
0.4137400895830601,0.7538340879914397,0.6561932397962699
0.4682514713577463,0.7340680010093484,0.6963312339236234
0.4497722339714296,0.8118358747661696,0.7057028689182097
0.4489066698477336,0.8224958084647824,0.7203494142536832
0.4418564287443821,0.7545726354485442,0.6618841084423288
0.40902304548138085,0.6991511857783358,0.6326759981366074
0.4493065966758411,0.7245041414137252,0.7211184538817121
0.4554977220713646,0.8487192649015171,0.7161814191062058
0.4484950034538258,0.7812027000488807,0.6642908475135947
0.42895572639246715,0.7130705873803938,0.6772168087405537
0.46426266770623653,0.7382940835778778,0.6761807471844279
0.4823732313117833,0.8531895827951747,0.7249958756176288
0.49701451944053987,0.7987014344194274,0.7019974630778725
0.4423875970670166,0.844472252824762,0.7001582054959647
0.5025967285237907,0.7804092539126118,0.6886027744425525
0.4482621577484821,0.8500486486230195,0.7040114124469209
0.47398232680665875,0.7457245121180159,0.6609349633877684
0.43899662482371354,0.7478096375953363,0.6585538236254791
0.4760175776130843,0.7323006237381918,0.6891566864934344
0.46868542912330624,0.7102139120130184,0.6931153470310096
0.4541446058724744,0.7571943539687271,0.6687854187045272
0.4682608415376955,0.6759810612417464,0.6978838726879367
0.4646728625236616,0.7810079394284289,0.6627258355246117
0.4166811154740704,0.7217753859862671,0.6503649041167228
0.40278705110287716,0.7422631857966215,0.6622529043200406
0.5164170638331386,0.9401760862587092,0.7254794756568137
0.4970004503206735,0.9062705504737631,0.6991404342309997
0.454462809483184,0.7594341418728386,0.7040271597076345
0.44424444810638264,0.7725180574996254,0.6633219566398841
0.468886681904492,0.7354343741076367,0.720475546258869
0.46725698067399063,0.6542293317689931,0.709131854174635
0.4214344540158763,0.7699983101021022,0.7078341539377088
0.4562755521270202,0.8584565199136598,0.6974249274248989
0.4653020395721362,0.7128026286097007,0.6976872800661063
0.4363218639405202,0.8139763634240303,0.7051356320040602
0.42074669819447563,0.7541608910267743,0.6336746133708538
0.42364311431162377,0.8580985715937995,0.7119740815519596
0.4396960994377919,0.687282825765658,0.7009366611285351
0.41279556378805937,0.7045542133416791,0.6786321746990679
0.46735432349528805,0.7364159036910449,0.6588415034344415
0.43700954700048183,0.7182080198383517,0.6574245250383892
0.4063995104709352,0.8364364527348371,0.6752997370902453
0.48276408490817374,0.7713081213400766,0.7019492011828321
0.4223809442479994,0.8148425074540014,0.6642784389068779
0.49589936619122504,0.8145457007653722,0.707572539995697
0.46687909700406716,0.7175416313735004,0.7158980892122274
0.4709930489573553,0.7867381714147541,0.7356991591259527
0.45571890978293483,0.726059276370616,0.6934572687346231
0.4747170431963948,0.8676297505828872,0.6915978061988366
0.4612880004194229,0.7876233678459382,0.6752609357939334
0.4530076815242073,0.7249262712816887,0.7105379540808217
0.4161472898445234,0.6405190372510181,0.6807974178616538
0.49461563450531204,0.7818258764976097,0.7267522565185398
0.45825568726452004,0.822653356076801,0.7317542654855835
0.45600116823519415,0.7984815125371603,0.6844342661842002
0.4548519433386156,0.8262166842810602,0.7389824687490381
0.4483651472064592,0.7562025595458485,0.6423985847590892
0.49351545011242137,0.7578807316743148,0.6975274137885461
0.48337482188499636,0.7964465742035642,0.701086354626717
0.5127357159552246,0.8690731958269058,0.7452397501500744
0.5164976967064285,0.8716291885546952,0.7595250029603348
0.48558806789961756,0.8883735669247305,0.7450842563729313
0.4355167253955454,0.7585310106660181,0.6620773581451121
0.5143652151701378,0.8164112618395102,0.7160344054120421
0.414389199979433,0.8259914664645633,0.6549300886046978
0.4566766033389244,0.8915321693525357,0.7371212141340356
0.4094869687387259,0.7888815793406198,0.6854458416668759
0.4223480753546332,0.7342479121802308,0.6660467957294154
0.44781302504600407,0.7913554486599669,0.6846804787726077
0.4908621941398266,0.8713936999551296,0.7274754381974847
0.45085504918060126,0.8387412888481007,0.7190492139948499
0.4413953508843916,0.8016562102243612,0.7135474726335445
0.40397212037103614,0.8328157746142405,0.6834080995147805
0.43713908229751175,0.8237845244004705,0.7044654938696776
0.3943735655535097,0.8195839798713165,0.6911404268271408
0.4492270156975317,0.7466219417472639,0.7126488170681232
0.3948028386555739,0.8389025791451991,0.7040169046073085
0.47637317937900187,0.7747655977043134,0.678692416922396
0.4691252303802135,0.8531926662010747,0.706224763877928
0.4296537269025719,0.7064100981655094,0.7096126978293501
0.4514392990897473,0.8725839108194685,0.6844524033775967
0.5087596155166929,0.813087083945097,0.7272199443159354
0.4681347869844867,0.7915803199005421,0.6848698219977856
0.43125286111052896,0.8526875570958892,0.6943362538081316
0.4699792006808514,0.7640309571924452,0.7182847276142609
0.4085471631747122,0.6892920344160836,0.6803950696744749
0.4355714861188194,0.6673628629199729,0.6616517547965168
0.4845651644299737,0.6631274256463365,0.6528233099221802
0.48726680522352067,0.7221274224667986,0.6748021017402237
0.4304718206663463,0.9603929070149014,0.7089029482850998
0.5159365761124117,0.9054675329873372,0.717740487454125
0.4358651970964089,0.7197921683692279,0.6747182286435937
0.42194702301275183,0.7152358772953084,0.671025278122572
0.43411908448223036,0.7509500322278982,0.6614639676762479
0.4433680638585411,0.7979842336552179,0.7005207496336173
0.41042633939422757,0.7312853842592334,0.6680422541182991
0.511400164531925,0.8284757678150028,0.7171039480813295
0.4589996791648443,0.7064091238541695,0.7131774478125799
0.4399280618747972,0.725227343681898,0.6855945853496681
0.41856851623663466,0.7452973951365689,0.6546875931651368
0.437599884325637,0.7144514777296044,0.6489311088104033
0.4125487072635356,0.6435168847164232,0.6442624000229352
0.4160259221403684,0.7069425944854376,0.6727161154053853
0.5258246572296824,0.8408855290259548,0.7276902720526796
0.4596877938927396,0.8552527862992929,0.7267694601713629
0.4853908426694481,0.8283123351013562,0.7438496725917711
0.4550430174334499,0.7393095075620252,0.6775553509067772
0.4952571226530917,0.7195228569422497,0.7013875159831029
0.4433629411653562,0.7565949879655233,0.68940575144145
0.48675767448166324,0.9040481220673772,0.7126777134177225
0.4329512296504054,0.7074617186757791,0.7024867068611107
0.45431921548519527,0.6876141430317749,0.6900500922999429
0.4626735214466065,0.8881686727925334,0.7086612630954384
0.3922466939669302,0.6373038016604012,0.6243423713270595
0.47296363975406663,0.7964364879153321,0.736986234049664
0.42847223790200206,0.751560951509293,0.6935321869972391
0.47257366509307686,0.7273784922466863,0.7370261126542929
0.461726595640177,0.665245581400614,0.6885989197021732
0.4296842107542311,0.7126314026527443,0.6859791244863378
0.4042947232619058,0.7909783649313458,0.7045240153074641
0.4431430330478484,0.744326702058519,0.7044744638641096
0.38960389721804767,0.7786921525692497,0.6513013959773669
0.40403736601551443,0.810387750244298,0.6561394229461708
0.4901218847317286,0.8154827470668148,0.696126930258687
0.4281917792578811,0.7029523871778509,0.6439046473764956
0.5185489201541849,0.8442558449549793,0.7164267167921895
0.435220052192181,0.76997248735222,0.6575350817420711
0.4366793853542887,0.7793467410126539,0.7090852701209717
0.4057742844272074,0.8365755444122749,0.6637001898677297
0.5145666694281535,0.8448905438000086,0.7619881976747638
0.45957623085981353,0.7484566580199862,0.7139551045436764
0.46653402319531734,0.7431872286415705,0.6840554055328261
0.5129225464795981,0.9036832897200684,0.7471979076413526
0.49575700190266336,0.8080658425018471,0.7540146681822232
0.4647038666188837,0.7024719075812073,0.6917804724705451
0.4425696823833497,0.7591582081009607,0.6899339744645558
0.41012833238197155,0.7195343184142778,0.6668342163103129
0.409210308250396,0.698894366171037,0.6456457082044063
0.48506105450137355,0.7125457574209391,0.6967983956781069
0.4887557104440491,0.925671672685056,0.7321246724944536
0.46252180041573365,0.8704370381833937,0.6773921201444647
0.41582579561903826,0.6480643911839745,0.7035293843176059
0.4662126506160986,0.8084847348000124,0.7268481096051721
0.47404970728354134,0.8675525088219911,0.7173639198128642
0.48732599786730374,0.8730574385150114,0.7836330904247967
0.44190212620818825,0.7360919407016425,0.6655122092992894
0.5531569150216388,0.8690909719547399,0.7358398494111831
0.4076126038992204,0.7682485062176415,0.691442592854643
0.43644031433645053,0.7368965531247913,0.6733425234625154
0.41457940053823905,0.6911279362008983,0.6931656569177866
0.4471349933928662,0.7033439678784924,0.7496121009947978
0.5700373566234126,0.8554149065757503,0.7701004340582407
0.4342323684396665,0.6665576217693671,0.6511969546151569
0.48362684687635027,0.7745651026511009,0.7477318927932991
0.44893936842411647,0.7423040285835072,0.6696119320995169
0.42730273972565613,0.6436714947592914,0.6720441123280928
0.5031724372595174,0.7592017238332585,0.7378493680364646
0.4410282279793104,0.7632234876762277,0.7181188360265708
0.43661639440772,0.750600751487447,0.6678594016770296
0.4178508868617775,0.7570915601162759,0.6850957490664807
0.4152483544947297,0.6786077387898746,0.6891459073854574
0.4396154744811194,0.7908214022680506,0.6969756844083154
0.4159775562618189,0.7629230111474876,0.7038306908870751
0.47622185887307056,0.7734628232421822,0.7034018205243652
0.45383756804099223,0.8208141202697816,0.7171583821062799
0.4782637979707389,0.8417678802111942,0.7213889639815706
0.42990112961151516,0.7868406552259315,0.6713643004984998
0.4484803409949714,0.7764906492899574,0.6458892608501688
0.4533953925930377,0.9200411652844857,0.7230200156549378
0.4187196573139127,0.7092841690829027,0.6886718658201602
0.42588655870443703,0.8184982173866389,0.7103034194839869
0.44785496186410695,0.8556504730992599,0.6771607785683497
0.46833748120655927,0.7446800751341425,0.6529669871843162
0.4859181454397124,0.8629235606481964,0.7309698620007432
0.49834093375186694,0.8192700758768394,0.7017044426080845
0.48181564859689163,0.7805724594342859,0.6916366971899213
0.4524375112104182,0.8091552544706896,0.7012920606801158
0.4449233578169787,0.7775448051779589,0.68039809205623
0.4609020840062004,0.7051701473910269,0.669012800462857
0.41516182037723526,0.6871505700583369,0.6967765302970352
0.4684228368999168,0.877220457206922,0.7430662644910635
0.46179176271648137,0.8736768376574264,0.7304798555045713
0.46228710141425,0.6916840603536266,0.6899762961174428
0.4546389709122083,0.7395640517887958,0.6699834848090406
0.42973294811583446,0.7359096452588674,0.6401443464295881
0.4250834623863845,0.6900816918379472,0.671281696719271
0.4324258861478097,0.8580521660833064,0.7241960492905254
0.4271405456305674,0.7633681594953009,0.7015722839872036
0.47687153055561665,0.7576313146396366,0.7143654795912688
0.48902412639187715,0.79255387283086,0.7126201198037703
0.4347512720748815,0.7699890531159614,0.6631682562265486
0.45683309579346004,0.8014554859688852,0.6743121839522979
0.4692226060331312,0.9100010290339366,0.7198638443215417
0.44801255204539814,0.7096524317439119,0.6964608739035664
0.46048575259465396,0.8627571337574976,0.6948075595606675
0.38841084325206054,0.7252784398164462,0.681296255570609
0.43306566097790644,0.7293644227254258,0.6773905924567236
0.47582742820267,0.8889781077438063,0.7183476615881174
0.4685919398618005,0.7586779862120671,0.6802598086576872
0.5096012841839195,0.8320292315162213,0.7303065502314655
0.4544368423935034,0.6849826212209209,0.676936773596594
0.43350309438026763,0.69660908090457,0.7086050274475797
0.4281575429832308,0.7390332364106825,0.7213080359508038
0.37080395388052495,0.655179636608547,0.6405898014314201
0.43203606819234397,0.7067100354776469,0.6913888344539607
0.4113673132842481,0.7128642559505279,0.6963837549390758
0.46375019022039715,0.7545490763657077,0.6849218239101886
0.40968169008718847,0.7203461259408104,0.641894489126446
0.41398465373506155,0.7283649191758176,0.6736380541561294
0.45253402415916777,0.9194357733249264,0.707700553803862
0.40414898431415663,0.7805600269733212,0.6568363497337828
0.42184061201433853,0.6494937646904395,0.6625729807153524
0.4981361462786507,0.7309405736447924,0.7189070617270324
0.402099162976157,0.7497904921824532,0.6738784290024672
0.41774497320456205,0.7539273376695325,0.7069064722737081
0.43498333351298496,0.7826894313551384,0.64511325960625
0.38326658912840467,0.5868811180539951,0.6425062845764852
0.3907661244869513,0.7088823258145819,0.6362070010030039
0.4721487608879426,0.8210177859579693,0.7265490079080162
0.4046363454905733,0.6757415122141258,0.6297964605192763
0.47298823949353064,0.8026525683157346,0.7187351260609965
0.4597758493938673,0.7157931981566553,0.6525806355555255
0.4279282276195218,0.7445820875724973,0.6908006135061597
0.4533702816252415,0.7666377541534511,0.6775745966797984
