window_size_1_RMSE,Plain_wAll,Linear_w200
0.47656051583494147,1.0869731445261313,0.7444153950326182
0.43845807919661567,0.9929741486645196,0.6841663618264175
0.44867317172336874,0.9978991106809378,0.7297993130051756
0.44861166688143256,0.8722931095653194,0.7285926059325623
0.4845251827411463,1.1003006481325328,0.7087646869868118
0.531610046449485,1.4187727355564779,0.6990874381116552
0.4752660785282272,0.8750757322804471,0.6635531983886458
0.4320528108661439,0.8780708845399242,0.6508683545614872
0.46840054558873945,0.9527245861931088,0.7364934939025258
0.43924601060175406,1.9555538549155296,0.6634404128016342
0.4201538159820308,0.8474435265349756,0.6301609522798582
0.4011185757369317,0.8554153572205734,0.7268750684969137
0.4669111917714801,0.92034628535361,0.7071701871451187
0.5512715432898455,0.940224173396218,0.7282987771034548
0.39564587100815757,0.9968382347320696,0.7059447413729772
0.403844880497048,0.8445414749482058,0.676959820217148
0.41140871463694983,0.8723592803299673,0.6338461702483101
0.4666545018404607,0.8831312702247033,0.7154737255917223
0.5592766000512347,1.1262047221574194,0.7648382343205149
0.4113028052783647,1.0242856663089648,0.6564480661299218
0.40776760723836347,0.8742684612982168,0.7045229607144101
0.4719747383799847,0.9961221792413901,0.7126828975218779
0.4404081918781852,0.9183749196525628,0.6729863579643791
0.4198897651292724,1.037505432046235,0.6708355076384218
0.45674660274610107,1.033605513425675,0.6944636036218821
0.40751996442012156,0.9900249581322648,0.6656894904712638
0.48563846592392707,1.183685885136867,0.7266375186638709
0.4793129257820987,0.944427324718342,0.7310275810717748
0.4453134623339492,1.2733386802070252,0.7195848012452708
0.4515700800178404,0.9815123383784692,0.6466188135172399
0.3957373574431648,0.7843074361155514,0.6760164717722523
0.4222726731118092,0.9034432903812762,0.6768664094550908
0.4111625152244393,0.8887098057817141,0.6828699747573307
0.5032803095847304,0.9618849875441714,0.7519147437513121
0.46618970249618663,0.7931391696668899,0.7277715538851416
0.42344414839828454,0.9208273559363328,0.6845525476901435
0.4550911698226836,0.7762237885861443,0.6746745129154078
