window_size_1_RMSE,Plain_w200,Plain_wAll
0.463219708751526,0.7323456920220199,1.0869731445261313
0.43853567934215626,0.7007370592546794,0.9929741486645196
0.44843327935908617,0.72420348953046,0.9978991106809378
0.44650160219506857,0.6929399211127902,0.8722931095653194
0.48437992512583333,0.7349591404096558,1.1003006481325328
0.535829076309621,0.729747545872346,1.4187727355564779
0.4721210337939789,0.7043630491452403,0.8750757322804471
0.4249084444173557,0.6771639057918193,0.8780708845399242
0.4655861174022416,0.7386095163813233,0.9527245861931088
0.43806481449846885,0.6793945732523803,1.9555538549155296
0.4198155074196069,0.6440866562248511,0.8474435265349756
0.3967944929838415,0.7225706239508285,0.8554153572205734
0.4558024485647175,0.6859354009478794,0.92034628535361
0.5485782173304655,0.7246434698822773,0.940224173396218
0.39824508559456817,0.6985972855979162,0.9968382347320696
0.4054622417908192,0.6832240881172897,0.8445414749482058
0.4119012453010598,0.6572112352589815,0.8723592803299673
0.4586399804771288,0.7247020090175156,0.8831312702247033
0.5591273038075252,0.7865856311095317,1.1262047221574194
0.4177978391592103,0.6565719640376849,1.0242856663089648
0.4006934854369019,0.6714611219767047,0.8742684612982168
0.468359058409801,0.7491191977059105,0.9961221792413901
0.4461287010223204,0.7036002419538852,0.9183749196525628
0.41688370470028885,0.7353180895337701,1.037505432046235
0.4571142868116492,0.7288142564057428,1.033605513425675
0.40779258811026536,0.6649627646489491,0.9900249581322648
0.4883412358852121,0.7185408762268295,1.183685885136867
0.47953207618156896,0.6941986036808321,0.944427324718342
0.44331915049077913,0.7085614847095597,1.2733386802070252
0.45269074905177975,0.6473209008707121,0.9815123383784692
0.3951724833675571,0.6534822426880526,0.7843074361155514
0.42004499979481535,0.6791509968361599,0.9034432903812762
0.4193202036034893,0.691714527906359,0.8887098057817141
0.5060642208843352,0.758817925328061,0.9618849875441714
0.46707374981942723,0.7661188565624422,0.7931391696668899
0.4294084258205037,0.7351614780275527,0.9208273559363328
0.4531851381988041,0.6842108634821318,0.7762237885861443
0.4559772963498888,0.7165236818186497,1.0659969979710604
0.4362135929427025,0.7311787598635759,1.1531396832156788
0.4297171619217501,0.6714203824749945,0.8955241985102238
0.4438905079779134,0.7554904296627879,0.9669672882252444
0.46185814319721485,0.6648668998570777,1.1172923989230552
0.34350506894695343,0.6321531611551143,0.9140405577097059
0.45315968466235534,0.6374163259735498,0.8328020233998958
0.43660578977203046,0.7049386855230872,0.9530701728710526
0.43102753586571074,0.6948888348484092,0.8255416473567131
0.447342379059655,0.6816830670482679,1.3123264810477706
0.41172821759023637,0.7095598508684321,1.02710053735388
0.4718917656599064,0.735499875357869,0.9435478103182032
0.4551237484463957,0.7412795578730774,0.8368677886686282
0.40206760292833965,0.6625636187218145,0.8327322734285836
0.47046671260075695,0.6729875519583082,1.0162581822178018
0.43616446596643504,0.6830558979709036,0.8934314637499664
0.43227168172774044,0.6637800704302402,1.0056525639446283
0.4625464030308738,0.7220130889576494,0.8663129334336291
0.43587133970329767,0.7487831763314396,0.9242558853115438
0.4829955944991968,0.6980563560992075,1.1808605540575912
0.3789657137634192,0.7000977556102421,0.8772103143211687
0.44747823455035196,0.6776925088393954,0.9129260308577912
0.4971163561235399,0.7520519039758572,0.9476833844037584
0.4910541056552071,0.7243512040938369,0.9806188828693108
0.4219515447046206,0.6778391037901302,0.8610069232260442
0.42831212072666697,0.7386292747697104,0.8836073483082179
0.49746739245902366,0.7114471690382246,0.9143878384374388
0.472740576058969,0.6969177934968025,0.9086207236643641
0.3971104421700046,0.7039005996234029,1.1390299920062414
0.5045114338247596,0.7333914161793147,1.4492437009688175
0.42713671228464434,0.7098671180001402,0.9785950312358758
0.4706473720771922,0.6970347462229256,0.9962794029667684
0.40912350304748357,0.6963325232545573,1.1135585460958743
0.46194513068373183,0.7322215274486598,1.4234303929376204
0.5139547086526616,0.7117708021971895,1.3277325683924592
0.43767098186436526,0.6847115034211702,0.9907339338852296
0.4302763046312211,0.693130654739007,0.8997379396397533
0.42965224577992417,0.7211922388858478,1.2822525238380968
0.4581397561963238,0.6726802727176119,1.015162102390169
0.45782229722642936,0.7151505141583336,1.0035728169215627
0.41320480560048906,0.7111920736396432,0.9088513306474671
0.4066583096332779,0.6957799432131718,1.015912665920802
0.46952060622175684,0.7181920739120352,1.3358311683524815
0.4301375784460514,0.7025300735575641,0.9897250460339276
0.41050436670895185,0.7458531397177265,0.8968348296095084
0.43701813163334857,0.6842663214140449,0.8206721981436135
0.5036679085129505,0.7391686605991371,1.199532901452471
0.4708450199775009,0.7424561180512452,0.8366740161632387
0.3926209713626164,0.7076157367737352,0.8525581944561692
0.4191325519493248,0.690449357880252,0.8628728685891146
0.5114079369875095,0.7120334442832451,1.1414905892806104
0.41259860757485256,0.6666185280643986,1.2472825114811177
0.46747233896327245,0.7447264843084019,0.9543642882322196
0.42133981389003383,0.6905387834088645,0.842574623914886
0.4770092780462869,0.7017584140412855,1.3154654886486998
0.4691439234696551,0.7027363340887745,1.0601816223689695
0.4476125509604285,0.6877181653587193,0.8237291148514504
0.3903796194095585,0.7278298385111447,0.8848755708895908
0.4769888879708772,0.7269061006664614,1.0163872917150505
0.48391005744385807,0.6729214585737832,1.9605716001605105
0.45201569379164824,0.6790681111503251,0.7972473752473772
0.40803450849323686,0.6987448954097677,1.013314086017742
0.44751314150800814,0.7063132213053565,1.0129756340406857
0.43854585390776696,0.6947406713128589,1.05311622581607
0.4512886424583176,0.7271766903448653,1.0764763493389164
0.4282971213580249,0.7151487510327651,1.0832098641001022
0.42561869594197127,0.6383160099866275,1.1512724163179695
0.4274798083027964,0.6983383648142748,0.8642532598228749
