window_size_1_RMSE,Plain_wAll,Exp_w200
0.18701340567999275,0.27040924430040475,0.5485042063286414
0.189131469653018,0.2913964603672175,0.5215653233898839
0.1865007359983757,0.2758463622027686,0.5655478209976491
0.18649776338446686,0.2795339027856497,0.6137888685652024
0.18973016837599282,0.28001441374968955,0.5841682699919661
0.18661123107232405,0.28621170707214216,0.5907578018886596
0.1849907315001305,0.2756709851785163,0.5508993978995239
0.19283551037029767,0.2972063260005388,0.6122999923538747
0.18955776274522904,0.2754862571794423,0.6037311175475216
0.1860573331499868,0.27176556431122256,0.6083155366218803
0.1885095821649699,0.2738509943503193,0.5803677929795671
0.18540720479265957,0.301476930630645,0.5973680058082169
0.18601271541261044,0.287731217788796,0.6121029458773536
0.18766352945194842,0.2839691079579583,0.5911222015290221
0.19105795863735442,0.26426384726884083,0.5443537085159654
0.18774650240389223,0.2771081719611909,0.5633346737318603
0.18644078661363342,0.3036835417932125,0.5584106397332997
0.188729004690842,0.2820331644777031,0.6124204231398533
0.18864223779218883,0.33045815999724937,0.5453498942734009
0.1924018764071247,0.312770857802053,0.5827686196721261
0.1946933192859121,0.3144782859668669,0.5591602788105137
0.1935683522942958,0.28232700230806185,0.5573514873572365
0.1964512752169537,0.3427894188380436,0.5505068323015739
0.19972061185395074,0.3037442385040624,0.6367361881494306
0.19572353685482682,0.3069271425706463,0.5833905162623495
0.1958914520631433,0.3166320962465501,0.5802096456940816
0.19425919498825833,0.29542014756675355,0.5538499695761641
0.1949784841667171,0.2860329805069277,0.5592553565145315
0.1971582983687387,0.3073587099339091,0.6394610648506145
0.1924387248323562,0.2693565398113782,0.6070408112949546
0.1901180170009554,0.30380478849973663,0.5576073381442709
0.19206469725785205,0.3123964370656174,0.5699418500960394
0.19344928048586055,0.29496765822765225,0.5882361746194826
0.19397708899681126,0.2927816358912299,0.5802524008387074
0.19249755019627243,0.2997740559501155,0.5649323407913914
0.19067132759933142,0.3207665481009461,0.5739319435239879
0.19793225813175053,0.2908717039198148,0.6250534931175029
0.19018380357363462,0.2930937555088217,0.5929914010561244
0.1939178557209747,0.3195852458054882,0.5844316393133421
0.19382173225250504,0.3017416801937749,0.6066428250142628
0.1932451554084909,0.34327366338049464,0.5665041757607898
0.19099990735167155,0.2880771634430705,0.5386051440109407
0.1919232052722949,0.28249288124780103,0.5680520877163837
0.19539233197901992,0.3031904256469488,0.6100322604774409
0.19262564823473302,0.30619159837023224,0.554931434752247
0.19459200015480202,0.3091764730460332,0.5928241825042494
0.1911482521286551,0.3197663760916709,0.5668809360850484
0.19020254657616484,0.3106337112895694,0.5609336074285114
0.19417809119925167,0.2989521679268265,0.5748964014485771
0.19444856850505915,0.3137352599634425,0.6031128598718526
0.19336012875950673,0.32143446807622184,0.569489850312793
0.19516318519626025,0.321760966025682,0.5618135923161273
0.191639543444679,0.321316590968743,0.5243253082820882
0.19628738335225276,0.316396724255736,0.6211491352094997
0.19653544720300103,0.3097567800212765,0.5828803508778959
0.19341138418435022,0.3307706300884326,0.5622031910909591
0.1978920312914255,0.3868307168180706,0.5676645252318104
0.19317484100891952,0.2982579023968108,0.5698189014951116
0.19197319338673133,0.32318889209630425,0.5733541467428956
0.1964453257780647,0.3175727522846608,0.6004726503438313
0.194814651121576,0.31904325407730105,0.6001028426843721
0.19587477109320292,0.3076178153932308,0.6129856359603787
0.1871213537909175,0.3176638639598461,0.5578065429285877
0.19453379301334736,0.3488823542675757,0.6050298999785783
0.1961190191683128,0.3084690428555543,0.5890221839198228
0.19445496296873355,0.3419018378704844,0.588514572035875
0.19337292041031823,0.3141187677183685,0.5548864971557758
0.1926226409649645,0.2959106150853587,0.5270477493826633
0.19247488714371536,0.3183146041467457,0.5469644597119386
0.19487670583171596,0.3063369327199018,0.558962796221093
0.1926082871743535,0.34386365515537665,0.5918357090905139
0.19724881181695508,0.3194933629787641,0.6019880136339149
0.19380919896551876,0.29994319304803296,0.547113814290781
0.19594055946807412,0.3213827814228287,0.5654641958133722
0.19655009980749205,0.3292107946575555,0.6060784291958897
0.19811673915695727,0.31609159571660184,0.5606206029770242
0.1911892187787172,0.3953545645852571,0.6024582621442501
0.19512255886969523,0.30593654020254546,0.5582979153336989
0.1895443145861534,0.30019491206250665,0.5680993396533663
0.19595237752880543,0.3156802492900596,0.5798100899110409
0.1980487163910486,0.3809559584282705,0.6006776654687415
0.19290961247858474,0.3181508066905829,0.5855922025062401
0.19472544142860101,0.3032031538735958,0.5714679463979673
0.19507597323085385,0.3192271572991977,0.5793294860621312
0.1903687568242931,0.3138739208146677,0.5549357790089274
0.196990646950729,0.3377086646853011,0.5656338067749339
0.1958558309284048,0.3431452957911877,0.5538941191493454
0.19286248648981957,0.31055096377833324,0.5578623943844889
0.1954554574530166,0.3191723946501166,0.5580133975069053
0.19716623216063162,0.31286145239757635,0.6155353025596135
0.20019004003713103,0.37284996297691736,0.6719979345080321
0.19260292588824293,0.3215589288389517,0.5629382684273443
0.19429663597567817,0.31352206122279475,0.5435341813258194
0.19406797935558623,0.341944344933426,0.5580232304927621
0.19747615719077616,0.31080610092282496,0.5791434151951699
0.19645954677347444,0.3106741302371738,0.5856432795496473
0.19395420802785576,0.29546538405347084,0.6286875451828028
0.19622504620582254,0.314408068031878,0.5474113120342059
0.1971329334004038,0.3195950347432115,0.537058724119498
0.19851651126226158,0.3230314535068892,0.5906328401287383
0.19656502196944306,0.3461422284047549,0.5494993132905607
0.19242692804415604,0.31021921010848946,0.5629648884275383
0.19796067566378978,0.3377740418003575,0.6112519350215981
0.1996616220824441,0.34431213390726434,0.614584867660667
0.19853315116769565,0.3155811564790259,0.5716059444951632
0.19759057719541886,0.3528373964005638,0.5538939413983378
0.20157019859753716,0.3372943034590239,0.5900919948979785
0.19750529050178137,0.3488477892351965,0.5829158987622933
0.1954129824351736,0.32853580111575875,0.5748094007482228
0.19523229813959245,0.33130872092301866,0.6060625328084434
0.19448529803184259,0.3356038158698818,0.568610881158432
0.19564116140381566,0.2903029046509938,0.5784904158096293
0.19282868432910738,0.3657292612192112,0.5362965077629408
0.19339890819054836,0.34322004263424616,0.574009003596821
0.1947519982045107,0.3378632537313947,0.5778580080371486
0.20027231873117424,0.3683660129683048,0.5541473605191573
0.19748698625351582,0.3024605851379953,0.5692596101058558
0.1949772913702864,0.32561857756142226,0.5540239294207182
0.19369079353699425,0.3445156507798716,0.6007497262325036
0.1943325875612685,0.3288759149116144,0.5714013121466233
0.19964824381716167,0.3443082212477904,0.5634773675027391
0.1988423304666218,0.345789055201435,0.5814984227890438
0.19600855201039558,0.34451207179637,0.5449127528486937
0.19696633332878263,0.3646784227959806,0.5824274364012045
0.20374719041366668,0.3190188146370732,0.5782212995546367
