window_size_1_RMSE,Plain_wAll,Linear_w200
0.17934721154774316,0.27040924430040475,0.4876326390315889
0.1824568273918907,0.2913964603672175,0.5048816806465471
0.17946974814397962,0.2758463622027686,0.4759185022821642
0.1798619931255982,0.2795339027856497,0.4687949767323952
0.18249955232372095,0.28001441374968955,0.5230709579952925
0.17914998014868247,0.28621170707214216,0.4916913802988219
0.18128552051507754,0.2756709851785163,0.5133372235057975
0.18432263063232632,0.2972063260005388,0.4802265341392716
0.18260622602396645,0.2754862571794423,0.4641978962874208
0.18172254320602327,0.27176556431122256,0.5227707971991259
0.1804628158748564,0.2738509943503193,0.4901167896480386
0.18138816060673627,0.301476930630645,0.4792862600048701
0.17931155601539114,0.287731217788796,0.5144271358059376
0.1803923129598497,0.2839691079579583,0.5086087498738883
0.18043869487689976,0.26426384726884083,0.4883500239587365
0.1814354338652077,0.2771081719611909,0.4794152497158792
0.181955111734435,0.3036835417932125,0.4903813251537155
0.18241745574213383,0.2820331644777031,0.4973619598650578
0.18367575510199952,0.33045815999724937,0.482867184866849
0.18615077352356527,0.312770857802053,0.4921405374120264
0.18954206451821784,0.3144782859668669,0.5042266854984826
0.18437648638681722,0.28232700230806185,0.488001043666595
0.1912167178745759,0.3427894188380436,0.5066115251579203
0.190232893376183,0.3037442385040624,0.469775176629956
0.1871933802070822,0.3069271425706463,0.47389703583732395
0.18840362346224773,0.3166320962465501,0.482480151398801
0.18705865698845447,0.29542014756675355,0.497679586911428
0.18940569285894046,0.2860329805069277,0.5153525584125159
0.1894953823291377,0.3073587099339091,0.5400032707850332
0.18536665334462937,0.2693565398113782,0.5025827145861271
0.18627642512688003,0.30380478849973663,0.4957867262147119
0.18941788948593044,0.3123964370656174,0.4927881660337294
0.18743918932209935,0.29496765822765225,0.4911438384746735
0.18700751262678694,0.2927816358912299,0.4970024603400108
0.18837905569443095,0.2997740559501155,0.5080837199736984
0.1884792346426819,0.3207665481009461,0.5375805129000562
0.18621191328454173,0.2908717039198148,0.4852819101179454
0.18665889001258867,0.2930937555088217,0.5077911557267456
0.18841460229156062,0.3195852458054882,0.5032088919348038
0.18872721486072624,0.3017416801937749,0.5011367783411328
0.18997747460317627,0.34327366338049464,0.5049979642340502
0.18744813026758217,0.2880771634430705,0.5039714485450633
0.18670980684544033,0.28249288124780103,0.482949782750666
0.18784985647513316,0.3031904256469488,0.5136395948654988
0.18631502653779278,0.30619159837023224,0.4770881444602574
0.18656684729030293,0.3091764730460332,0.4710360273765968
0.1888106325073641,0.3197663760916709,0.5047879619943871
0.18668160096944458,0.3106337112895694,0.5154864230099301
0.19140014677546383,0.2989521679268265,0.4975204628652384
0.18835481641211374,0.3137352599634425,0.5059263085899307
0.18555661721293099,0.32143446807622184,0.4965366982253525
0.18653249915444214,0.321760966025682,0.4774237768243823
0.1892337707375596,0.321316590968743,0.503692766344641
0.18892980934523768,0.316396724255736,0.4877887329642794
0.18810875987278172,0.3097567800212765,0.4808928899947439
0.18630823254456608,0.3307706300884326,0.4760708388047293
0.19174240108177146,0.3868307168180706,0.4987051903451912
0.18567954318384083,0.2982579023968108,0.4949592041823457
0.18761002868021304,0.32318889209630425,0.5133745107552505
0.1914754397770522,0.3175727522846608,0.5206860936024975
0.18673888608313682,0.31904325407730105,0.5044013916037108
0.1888801962091549,0.3076178153932308,0.5169701523484759
0.18129362150596925,0.3176638639598461,0.4695923423236698
0.18586911377267104,0.3488823542675757,0.4873524499633157
0.18699398458868022,0.3084690428555543,0.4926240676306905
0.18717950006049747,0.3419018378704844,0.4783161699753119
0.1897913995487854,0.3141187677183685,0.4957756671106383
0.18881153117571686,0.2959106150853587,0.4993105511681927
0.18527739730762272,0.3183146041467457,0.5049272002152992
0.1909413791365769,0.3063369327199018,0.5246861100960039
0.18603235205954102,0.34386365515537665,0.4769506816807289
0.18789118190138612,0.3194933629787641,0.5223665127067927
0.18595202451818352,0.29994319304803296,0.4960550156404835
0.18737727218080216,0.3213827814228287,0.5099744907207827
0.192267138663098,0.3292107946575555,0.5209908822814612
0.18994105612181278,0.31609159571660184,0.5022889296011788
0.18627117389990175,0.3953545645852571,0.5138234701005832
0.19029333655618116,0.30593654020254546,0.5109504426470397
0.18252846610296278,0.30019491206250665,0.5050657223404789
0.18679482397532954,0.3156802492900596,0.490920211110198
0.19284290110985253,0.3809559584282705,0.5043526112612121
0.18798259739292056,0.3181508066905829,0.496235222505444
0.18719654011982734,0.3032031538735958,0.4928301238126427
0.18741168450677592,0.3192271572991977,0.4965650862917166
0.1837742047068567,0.3138739208146677,0.5042102993486471
0.19004625586451104,0.3377086646853011,0.4673637188271706
0.19129388436490927,0.3431452957911877,0.5168833046755821
0.190172885075801,0.31055096377833324,0.5200928706002736
0.19317550764076075,0.3191723946501166,0.5416693655337719
0.1898496543496797,0.31286145239757635,0.4777764605831887
0.1931136962982412,0.37284996297691736,0.4855595827935428
0.18764846434804425,0.3215589288389517,0.4970100511230322
0.19047884774025728,0.31352206122279475,0.5072748431109652
0.18900170383609738,0.341944344933426,0.4828244674545533
0.18976527731028983,0.31080610092282496,0.5150435815454874
0.18983355553760642,0.3106741302371738,0.4841911655914652
0.18499533618343322,0.29546538405347084,0.48598858888766205
0.18732338052916542,0.314408068031878,0.4795569080008569
0.19193196992930184,0.3195950347432115,0.5023474334074948
0.19258278660330677,0.3230314535068892,0.5301945458399804
0.19190743433569687,0.3461422284047549,0.5017216233308418
0.19060191317688027,0.31021921010848946,0.5177579638954124
0.19208307957525547,0.3377740418003575,0.5128216815397253
0.18915768212783304,0.34431213390726434,0.4740155982536781
0.1956745551940623,0.3155811564790259,0.5166409887754686
0.19321316078438472,0.3528373964005638,0.500485392547895
0.19355708508550123,0.3372943034590239,0.47827868535045
0.19367301064751594,0.3488477892351965,0.5163462147870821
0.19327225779783444,0.32853580111575875,0.5102656257041057
0.19024172307800463,0.33130872092301866,0.4919053617758559
0.18875557288178055,0.3356038158698818,0.4862798975040396
0.1892281297581285,0.2903029046509938,0.4867373632901526
0.18757820008813936,0.3657292612192112,0.4941941456229882
0.19005146441477788,0.34322004263424616,0.4940996208443804
0.18828442192900424,0.3378632537313947,0.4773116862271617
0.19010655452577538,0.3683660129683048,0.4898092416655485
0.18763755535309928,0.3024605851379953,0.4917592579184379
0.18855989896866376,0.32561857756142226,0.4921826084734332
0.18894218426196174,0.3445156507798716,0.4898086116485105
