window_size_1_RMSE,Plain_w200,Exp_wAll
0.21111108506966514,0.4876435401735815,0.4323173311112857
0.20868227970026737,0.4712536893593996,0.4350164935737056
0.21000928682470074,0.5037865674623973,0.40594346785670304
0.21280565317107047,0.5076743815542275,0.4379087150319173
0.21783439991823456,0.5027818597624112,0.4581425832737827
0.22022240875566276,0.5272601204358994,0.444015245596456
0.22272902939347816,0.5258262350182256,0.4711074082300801
0.21385702425642358,0.4914967513125502,0.43989130972437857
0.22170196910152684,0.4945625953448314,0.4852109589848376
0.21362070803165598,0.4948915694474478,0.44017600576538
0.21367298919298947,0.5076934838593684,0.4271459199492358
0.2058898310170286,0.491455878653255,0.3972015508328879
0.21757167885217218,0.5376941542012859,0.4280375851901419
0.21683038662842116,0.5131236752337308,0.4417597350550153
0.21272127463677643,0.4738881407585782,0.4415635349708376
0.21607554560815725,0.5188371711800808,0.42466073333814497
0.22052400387599452,0.5206654275799056,0.45376574877016296
0.2195567018475925,0.5040296673496578,0.4661146377839278
0.21095089795817626,0.4964498863994102,0.4199463790676387
0.2220490735060489,0.5126486645636249,0.469047878918197
0.2044591967608841,0.4994103614863142,0.381352267784785
0.21555569998008595,0.5010911500762538,0.4527791810109318
0.21859833258850891,0.4899022639588521,0.4610232819417485
0.21374683422743376,0.5086475941548897,0.4298121808556079
0.21351530234862146,0.4918591867013373,0.45992361084587396
0.21548060227452506,0.4861620302205138,0.4546143599337873
0.2282056044160326,0.5246601068524204,0.4985540845336725
0.20805574531417306,0.4956083743773473,0.4085796938893125
0.21095994355180767,0.479177905759484,0.4334323087726936
0.2184872644499096,0.5236708506106578,0.4342962162227073
0.2118597066378576,0.4868290383659011,0.4305136165955645
0.2083187313550093,0.4898468340018454,0.42356214142487614
0.21406683469841944,0.5021213818475279,0.4264728897021744
0.20821815360416934,0.5146955653689385,0.3874693693541799
0.21547269276765327,0.4739970451755848,0.4651126931029619
0.2126385725800192,0.5061825009849007,0.40988249556857975
0.2144634384379794,0.5210200384365308,0.4211467527468621
0.21858032823755238,0.5040031083922079,0.4650985776108534
0.2141263161711724,0.4914134296824551,0.4510244882649628
0.2162373910597721,0.4992285286201127,0.4484939464173697
0.22045468989066755,0.5224096441231967,0.4430476179211228
0.21877707326312276,0.5123016269551731,0.4516456649572973
0.21551064510118983,0.5131311299141461,0.4347115884869794
0.21049043664295497,0.4937558725604188,0.4212658237555839
0.20771005953325555,0.4950236411480702,0.4002154954009904
0.21832465274882437,0.5426291869112132,0.4337014507583569
0.21807476396395623,0.5187964492770638,0.4367333204559025
0.21368440009575607,0.4977380981821218,0.42841826204067207
0.2127217457682652,0.493255449120085,0.4418554474378973
0.21089090169285307,0.4774823429669239,0.4529186644137321
0.2146375699147546,0.4824379296515962,0.4667907008635673
0.2154005419608075,0.49465034672883795,0.4389449140027744
0.2167655277878334,0.5164313957014189,0.4427942276609734
0.21424122269465506,0.5118837181917394,0.4353857568996419
0.21175831871117382,0.4967648714637972,0.4062064021163546
0.21133648066457236,0.4857273286212914,0.4435094798974217
0.2118110241404339,0.5381877788631111,0.3998526766103005
0.21811473550698157,0.5148809529412209,0.4461357615756997
0.2153058572776925,0.5238827270267435,0.4379841782673804
0.21131883185437864,0.4891987486469925,0.4472842758057603
0.2227610128101812,0.5179588092963437,0.4771541415822746
0.20571933211439647,0.4932890629715597,0.4136337207331575
0.2155532723471702,0.5071656006249152,0.4451857494551819
0.21165896591539954,0.5028983373211525,0.4272621587576528
0.21540680602061762,0.508716275843414,0.4376528228545803
0.20755961755094862,0.4764036064159883,0.4249247314275402
0.2146252756222803,0.4986630216341135,0.44549754411441467
0.21807055491311134,0.4972730305423772,0.4556735113406804
0.21125813293216225,0.5105565790414703,0.4255654899056357
0.22028515367618837,0.5209097270797077,0.44778709241293796
0.21306886390082547,0.5047223453081557,0.4296720930989221
0.2145937079368908,0.5123034421383106,0.41354040014478977
0.21502480954528422,0.5111793265983452,0.44536722851516536
0.21699912764556614,0.5250038015310914,0.4358424426572687
0.2202866469699711,0.5080910012880421,0.4738827649467121
0.2123900446186074,0.5021033873785998,0.4342898441285677
0.20457163308281218,0.5007406326447851,0.3808841950167951
0.2179817508725163,0.5041839923457154,0.4604067259162438
0.21490943101903373,0.5179364483373814,0.4221234714368503
0.2123596922922689,0.4986368705085321,0.4508627168437888
0.21519261492202726,0.513093391638356,0.4297129130160647
0.2104869914374636,0.5032979109814658,0.4363180858947435
0.21193665849786011,0.5125749443312694,0.43069402414058905
0.21433478925718014,0.534608150921156,0.4208745737868051
0.21752023115178745,0.4859031401593208,0.4737395168133798
0.20665474021288904,0.5003213182777749,0.40148305317366817
0.21064199205780398,0.5022243900925475,0.4288759591872849
0.2124693057195286,0.5155889367712119,0.4399201353645572
0.21371638360303144,0.4817507309439217,0.4550773012128845
0.21821920858929986,0.5205795173501933,0.4581600634482091
0.21458912636129668,0.4956592008289562,0.4452193734606576
0.20870410825576527,0.4793328660231088,0.4284122231240937
0.21315888586455864,0.5135882076624679,0.4071467059021928
0.21848915497810487,0.5086581239423595,0.4600175619412691
0.2209054866060059,0.5207517740918409,0.4532981365014813
0.20815135886195663,0.4936729898476929,0.3892939471252623
0.22190302424948855,0.5410715895527795,0.4379628952885168
0.21090627753421665,0.5097092499011894,0.3994976030102708
0.2138479267117006,0.5112703296128164,0.40717374504170784
0.2068578048213993,0.4967021010069637,0.3839301123042035
0.2157890868787077,0.5164429896653219,0.4152839038719479
0.2053006311782461,0.4940310369191501,0.3856657093273688
0.2202459500333333,0.5163838219095792,0.4653374640330538
0.20622660005602914,0.4830469304314585,0.3984895418432049
0.20957009685309708,0.4881172148346043,0.4102938629243724
0.21499586586320837,0.4942606754183205,0.4563978473190054
0.221364701743332,0.5329682043637676,0.4443830882018467
0.20617709683621002,0.4821886368026608,0.3951062867288211
0.21078958385856267,0.4989874613011897,0.41621401110112827
0.2131174811132155,0.4948658185645528,0.4333489580220597
0.2175659045992338,0.48232182743317,0.4603554679744616
0.21784078114038782,0.5267485049763659,0.4508570301747217
0.2212034547906387,0.5211201830527115,0.4562351488917952
0.21375529429553133,0.4862431755860285,0.4402281983556661
0.21911605629978517,0.5486067721592953,0.4308592648440723
0.21195628145368242,0.5185930128283708,0.4106243812248263
0.2109860392066396,0.4766206445079159,0.4451285500527492
0.22488422521303428,0.5319784229850477,0.4659711865039857
0.2129119686450168,0.5262375963132703,0.4175247737358937
0.211541237755996,0.5045401400405141,0.4309232302955936
0.2130740485606914,0.5067997721063775,0.4450035740681265
0.2175123357222145,0.5416878845641705,0.4390346206701883
0.2199422842971512,0.5128858320196029,0.4736068403345062
0.204085083471396,0.4893715649847376,0.3992460791575829
0.22292634752478513,0.5036816243535568,0.4941191202445603
0.21437242495386827,0.5092129851404626,0.4443301462188917
0.20166396226012004,0.4787815166092699,0.3818074197333942
0.21206873630855128,0.4863876822195057,0.4393746858020161
0.215267585527918,0.5135088108388749,0.4377638186154904
0.20817767671477191,0.5080491584294463,0.4089541260826443
0.21696715255509919,0.5023755357363503,0.442964610895068
0.21516726916011517,0.4988725072840778,0.4320921355924388
0.20358126248904113,0.5086876300120321,0.3765444434211586
0.20857857580464928,0.4821105214832627,0.4411514022827723
0.21897293308973687,0.5364491435945264,0.4228602265378779
0.21503344963704157,0.5032968501478879,0.4332580034374612
0.21639584104294105,0.5103242609179136,0.4372416395710916
0.2211883379158596,0.5215481133390848,0.4705738204065663
0.2117342703998053,0.5040219116852677,0.4473273319531139
0.21197364025795806,0.4970749675883392,0.4333927798742113
0.21023515209774135,0.4708161215960611,0.4222291070088121
0.20546670756689625,0.4750883995932009,0.4184442092386439
0.20396484884435645,0.4686343711629091,0.4194265932724848
0.2125960282197039,0.47917372306771,0.4237608307196284
0.2145414703105198,0.5020444288968113,0.4473390170358264
0.2158343684253695,0.5084793350074179,0.4439996690393183
0.2096416881175925,0.4622057562091871,0.4500581301498633
0.20861230345957116,0.5077835101338968,0.415420087427154
0.21535852374358186,0.5222776106786969,0.4510079694617224
0.20910635534777777,0.5046972093360838,0.4128602989708546
0.2070570087403264,0.4973732737850392,0.4131556540737487
0.2178571396815936,0.5293255194304078,0.4529349503044578
0.20843848377076682,0.4989134735526243,0.4376882148553126
0.21098605522655972,0.4973732642565538,0.4293864729815257
0.2128376470107782,0.4982095451540428,0.4434015939876804
0.20728244912327629,0.4933872911983832,0.417099851318561
0.21899546149262747,0.535053518008501,0.4362436157569842
0.22069460720475217,0.4870294900591577,0.4763559634634893
0.20761424495607034,0.503342637324263,0.4103016370754408
0.21313543822167552,0.4880794706795436,0.447031271663886
0.2098655627543521,0.5110316697093823,0.4107969547038132
0.2129865519657293,0.5203936991880678,0.42139166472822537
0.21068798059567442,0.5055694061541302,0.4135376343122079
0.21182213372685293,0.5125643637458644,0.43687132824653613
0.21833998726941017,0.5088634768416942,0.44426884325822624
0.21483547773743353,0.5254140485074712,0.4442877219946724
0.2102771874426791,0.4902116556578751,0.4343803248744332
0.2129331366504757,0.5204962730777926,0.4319807805753826
0.21397484860488078,0.485043422055775,0.4588120871500505
0.21592300389837635,0.5161153732201677,0.4313694694880235
0.21420406609941423,0.5255957471747699,0.4147430603626847
0.22040152660101348,0.5205656690445313,0.4415194514054621
0.21856269759334107,0.506990584964139,0.4509312533525667
0.2174949991168371,0.5100963678428394,0.4363005193848036
0.21191313759213343,0.4619305439245759,0.4509238743204815
0.20729406629849187,0.4911255616796488,0.42051660268524826
0.21367354853096487,0.5022833567144942,0.4373050404497101
0.21759257283506706,0.5048696326875738,0.4570222303683592
0.21406546124914885,0.4763780320926281,0.4507676732725651
0.2224373841055543,0.5064966829511818,0.48247726134236296
0.21594531019120614,0.5054308480158436,0.4456952613912689
0.21721114769563207,0.4941050115045914,0.4547525220974016
0.2071141849867445,0.4885388134665968,0.4081347627447041
0.21016443996927237,0.469165944023862,0.44157063610099256
0.20953730147431343,0.5108100014993944,0.4069943626062975
0.21801586295432065,0.5162733978445869,0.451795015209636
0.21434827840186657,0.499021874511099,0.439882611101473
0.2113839702177425,0.4938563101293447,0.4296037916585563
0.2164475746528968,0.5247420178747925,0.4400255259164487
0.21994097777557228,0.525842478314789,0.4435109840664804
0.2184384501470137,0.4967265209751154,0.4805997546242018
0.2136210217227908,0.5045290244994941,0.4375241648751584
0.20852017161058028,0.512992480702335,0.41980097051292026
0.21190888390050816,0.5134656450256349,0.42642733671917343
0.2101589447493672,0.49740803525798405,0.4189527766500156
0.21408893917707914,0.5083226458447956,0.4426338073771893
0.2170968104447298,0.505017387639296,0.4480370978467009
0.21803277719703817,0.5101544965848465,0.4505468781925834
0.21299599870983507,0.465265028534896,0.4686688117037859
0.21627303223174457,0.5314925244810431,0.4155719148842827
0.21051619576969138,0.4938481045476628,0.4216221151296233
0.21623414703072774,0.4729423067780844,0.4776901329126256
0.21126537908774007,0.503286446282055,0.404528949539899
0.2193083676966708,0.5120115843091234,0.4769649885486512
0.2244626312262396,0.4773173135760174,0.4988278170108703
0.21560633418409825,0.5022517530200125,0.4171534225723725
0.21756060862991158,0.5173767107296439,0.4556351107579949
0.214432280441596,0.5002892090976825,0.4373061058012756
0.2220759351048355,0.5203664688570119,0.4636038494398671
0.21589811177032922,0.4999040830844448,0.4541102897236488
0.21718341519212012,0.5109677108609134,0.4404011227149249
0.21916890251409502,0.5060353585811479,0.4637984074444156
0.21713629542359986,0.5089225949302587,0.4556342777464734
0.22027356994604655,0.5120477824927954,0.4644396443369784
0.21707880715876057,0.5183647323131777,0.4414634950925179
0.21467625232159054,0.5060545254570156,0.4258438801968802
0.21812846501620964,0.5118317710334542,0.4289572125123892
0.208004914513433,0.4810732554054925,0.42084214420033467
0.20837810617508581,0.4824337937433919,0.42394047110601796
0.22217104086572037,0.5127224274018398,0.4715812825759407
0.2089727639346522,0.4799981191216621,0.41193648362602026
0.21978024780612784,0.5153438599647551,0.4518586006150638
0.2140302227211026,0.4808983880128818,0.4606367068745776
0.2250716565234057,0.5307311632691295,0.4693916221987775
0.21098551951147124,0.4884705832063089,0.43559190091773536
0.21096332500064563,0.4990884844951367,0.4213002455905599
0.20782340862729196,0.4663386070963568,0.4267942252927219
0.21882015884872005,0.5054168547969813,0.4446803821987204
0.21103379583586793,0.493716151991352,0.4222765212554905
0.21489883905921658,0.483679754960307,0.4548288137054192
0.21225287510676377,0.493535185278669,0.4273319590104638
0.21487211400834766,0.5028155132830406,0.43457719188296506
0.21399246260985713,0.5053206464495873,0.4412954834284703
