window_size_1_RMSE,Plain_w200,Linear_wAll
0.17204858870092202,0.4876435401735815,0.27290976931570704
0.17536410172162614,0.4712536893593996,0.2823156574057244
0.180856945516909,0.5037865674623973,0.2973138983006826
0.1802010044260524,0.5076743815542275,0.3039730707547818
0.18208478289287958,0.5027818597624112,0.2892140414944455
0.17892978987038305,0.5272601204358994,0.27558271702362336
0.17756613738332622,0.5258262350182256,0.2734822934494193
0.17930307654697222,0.4914967513125502,0.2731809557881997
0.17873854282586885,0.4945625953448314,0.2908508463756311
0.17670313254713496,0.4948915694474478,0.26967320445640103
0.18184919249351433,0.5076934838593684,0.28245450622439994
0.17522063523120607,0.491455878653255,0.2683546082592197
0.1832439287523769,0.5376941542012859,0.2906178307484665
0.18027349050420313,0.5131236752337308,0.2823699952778056
0.17642022751376807,0.4738881407585782,0.31479073676078473
0.18218044364768243,0.5188371711800808,0.2949862775091636
0.180464020632218,0.5206654275799056,0.30518106917550397
0.1816125198323279,0.5040296673496578,0.27696722964087434
0.1814960507906411,0.4964498863994102,0.2927992100214642
0.17826935066932323,0.5126486645636249,0.26005210408775825
0.17831646786340735,0.4994103614863142,0.28946160815901506
0.18022001825532769,0.5010911500762538,0.2858131990226303
0.17945522168674824,0.4899022639588521,0.2970601465520253
0.17775503093636036,0.5086475941548897,0.2781370902720709
0.18006096710317807,0.4918591867013373,0.2903969596929917
0.1786083748294591,0.4861620302205138,0.2793207487799332
0.18402961967637146,0.5246601068524204,0.3004308489904273
0.1753753727814546,0.4956083743773473,0.2676470179710828
0.1774592617811042,0.479177905759484,0.270599419349918
0.18486417110527303,0.5236708506106578,0.2833474704680548
0.18135239778411902,0.4868290383659011,0.28355879152085
0.1772750955109515,0.4898468340018454,0.2948957588761821
0.18020827247763627,0.5021213818475279,0.2744575313668335
0.18014686245640743,0.5146955653689385,0.2990347828633664
0.17833728771569704,0.4739970451755848,0.28057070151396546
0.17794015539164998,0.5061825009849007,0.29722574627328546
0.1800592576789291,0.5210200384365308,0.2630327237901764
0.18501725135239688,0.5040031083922079,0.35602240170549443
0.17799293889704582,0.4914134296824551,0.2928008249504829
0.18024614066424077,0.4992285286201127,0.2831163513995779
0.18653496817773038,0.5224096441231967,0.2825042748567399
0.18251078932203452,0.5123016269551731,0.30894307866894083
0.17837010483246074,0.5131311299141461,0.2722110055077661
0.17982244631383046,0.4937558725604188,0.2856393827703787
0.17990422564982134,0.4950236411480702,0.2864355661018799
0.1812493196764111,0.5426291869112132,0.2705753572489759
0.1850519442097778,0.5187964492770638,0.3260857513657257
0.17805455577111334,0.4977380981821218,0.2818653223238569
0.18135995423776832,0.493255449120085,0.28083702241209696
0.17661015352506682,0.4774823429669239,0.2765747421882317
0.1780576524451832,0.4824379296515962,0.27602905148014706
0.1820905960275175,0.49465034672883795,0.3009900901391627
0.18290342256278605,0.5164313957014189,0.3142141833042298
0.17872396675014735,0.5118837181917394,0.2862775919386251
0.18080236261673516,0.4967648714637972,0.28066226240632913
0.17930629560252032,0.4857273286212914,0.28625836737344545
0.18075988233255263,0.5381877788631111,0.2634874469256765
0.1837804369664072,0.5148809529412209,0.2885167549479448
0.18091110113186623,0.5238827270267435,0.29123723231893445
0.17621727650189067,0.4891987486469925,0.2717717169532369
0.1827217074867859,0.5179588092963437,0.2975193299313781
0.18067785901244343,0.4932890629715597,0.30247603029055875
0.18187197846649603,0.5071656006249152,0.29563368170410864
0.18127935431524725,0.5028983373211525,0.2758385455870258
0.1820267069663254,0.508716275843414,0.2980502969731366
0.17646995228691742,0.4764036064159883,0.2933241810668648
0.18235021036083232,0.4986630216341135,0.27408937895413066
0.1772973859431741,0.4972730305423772,0.2801124125016665
0.17875578102177134,0.5105565790414703,0.2941946363501359
0.181550350496833,0.5209097270797077,0.2782757691600507
0.1816905137627505,0.5047223453081557,0.30526975700169223
0.18067985731744143,0.5123034421383106,0.2704864894582724
0.1778723682018321,0.5111793265983452,0.2908871762318445
0.1840842678954778,0.5250038015310914,0.2854410777648302
0.17726157517349442,0.5080910012880421,0.3109388215361332
0.18268863345125738,0.5021033873785998,0.2916059649945159
0.18020853547876314,0.5007406326447851,0.30489506265961713
0.17856679134277925,0.5041839923457154,0.2920946830888224
0.18066516000146401,0.5179364483373814,0.26171754055581753
0.18001802111271634,0.4986368705085321,0.3007624447032896
0.1821865140926991,0.513093391638356,0.30916877570527224
0.17895765846674522,0.5032979109814658,0.28023442167439205
0.18165518765421473,0.5125749443312694,0.3051569749664687
0.1845601914806847,0.534608150921156,0.317239646262202
0.18215188843804186,0.4859031401593208,0.2959558432102776
0.17930709219279173,0.5003213182777749,0.3026140466405309
0.18035827881951896,0.5022243900925475,0.2859861267867426
0.18549350381714305,0.5155889367712119,0.2970473786634768
0.17993857941935987,0.4817507309439217,0.3012670836038348
0.18173243022427646,0.5205795173501933,0.2900339652271339
0.17809132162096958,0.4956592008289562,0.29587973126075395
0.18107571522140287,0.4793328660231088,0.3090545956486765
0.1822136516950569,0.5135882076624679,0.29357099193686514
0.18194839981504213,0.5086581239423595,0.3034336829993005
0.18356981313722934,0.5207517740918409,0.2925780871546231
0.18389401898002322,0.4936729898476929,0.2833628260550136
0.18479087227209653,0.5410715895527795,0.2683649667414326
0.1824300720230255,0.5097092499011894,0.2857952604363922
0.18873239557026977,0.5112703296128164,0.2962755938913697
0.18113089308811148,0.4967021010069637,0.3144559336617117
0.18874722864363075,0.5164429896653219,0.3423985908341773
0.18025008777454615,0.4940310369191501,0.30871730556539906
0.1835791747780099,0.5163838219095792,0.3140693093128252
0.17840708788625165,0.4830469304314585,0.2781381238698861
0.18195905017015357,0.4881172148346043,0.31908986664444394
0.18127245727953628,0.4942606754183205,0.2845910121897158
0.18538865984333552,0.5329682043637676,0.2993842064915242
0.18050323606235444,0.4821886368026608,0.29597239643956136
0.1842898220582107,0.4989874613011897,0.3235562168692572
0.18252633492062337,0.4948658185645528,0.28731156442690226
0.18027211831730894,0.48232182743317,0.2920564292060309
0.18537003745675487,0.5267485049763659,0.2957959119737102
0.1831241861503784,0.5211201830527115,0.2760037383872099
0.1823474196428909,0.4862431755860285,0.3209336779611787
0.1870999629211554,0.5486067721592953,0.2818869343385305
0.18368325683415018,0.5185930128283708,0.33245686777946404
0.17849717522390154,0.4766206445079159,0.3184712824338718
0.18616350382414498,0.5319784229850477,0.3073643674639581
0.1812241492131334,0.5262375963132703,0.2886260141962913
0.17937332561840286,0.5045401400405141,0.3291677865726291
0.1827697533153507,0.5067997721063775,0.30002588745313313
0.18738608346400554,0.5416878845641705,0.2873870740962833
0.18725372083401737,0.5128858320196029,0.3129574189361209
0.18136998161832904,0.4893715649847376,0.3173619134009484
0.18132079109714083,0.5036816243535568,0.2843038836191887
0.18404528393680836,0.5092129851404626,0.2985510020329134
0.17880707136288726,0.4787815166092699,0.2822992765353968
0.1758327368337619,0.4863876822195057,0.2825693907985449
0.18158754282063172,0.5135088108388749,0.29586893513972073
0.1834970172842684,0.5080491584294463,0.30242982067159885
0.1868359538822023,0.5023755357363503,0.2999282427316311
0.18193547825219905,0.4988725072840778,0.3029349392158112
0.181423737768464,0.5086876300120321,0.28728776294206104
0.18134407610359582,0.4821105214832627,0.2993854611516642
0.18573609383537765,0.5364491435945264,0.2918648242401096
0.18576311887394606,0.5032968501478879,0.2980739226777944
0.18484248035951062,0.5103242609179136,0.3082100274098437
0.189621242721663,0.5215481133390848,0.2960670883671929
0.1848760356274444,0.5040219116852677,0.2957671061736622
0.18525580504836306,0.4970749675883392,0.3085969847017709
0.18418138162927059,0.4708161215960611,0.33700984212147744
0.17966733274930582,0.4750883995932009,0.3251193315920225
0.18120989874161558,0.4686343711629091,0.2916556266872891
0.18347601904980443,0.47917372306771,0.3103229188348217
0.18683278311556958,0.5020444288968113,0.3536682842613764
0.1830399397896426,0.5084793350074179,0.2842869929221253
0.18143788212521222,0.4622057562091871,0.2875903626307654
0.18538243758323694,0.5077835101338968,0.3240031746715736
0.18457421670032673,0.5222776106786969,0.30431502180681835
0.18636692801965593,0.5046972093360838,0.3460360874388251
0.1826348285317249,0.4973732737850392,0.2962330735893464
0.19227281402915405,0.5293255194304078,0.3405306379947634
0.184345163465604,0.4989134735526243,0.3170303248856884
0.18652197978347693,0.4973732642565538,0.32392374432992865
0.18391471879785623,0.4982095451540428,0.2908551389385044
0.18559643946905027,0.4933872911983832,0.30418644135784645
0.19007963027410188,0.535053518008501,0.3383524669731656
0.1908543401843367,0.4870294900591577,0.3228134990640595
0.18603327176380227,0.503342637324263,0.30659005544062834
0.18639929528889065,0.4880794706795436,0.3409376586600212
0.18618774323663256,0.5110316697093823,0.3115761392957769
0.18929782438102527,0.5203936991880678,0.32821448289209193
0.1875537794614658,0.5055694061541302,0.3196504365017047
0.18499561885162943,0.5125643637458644,0.30244836418383797
0.1886425720750332,0.5088634768416942,0.30791817019415296
0.1868175378261622,0.5254140485074712,0.29768924619007153
0.185595533059719,0.4902116556578751,0.3282803938207957
0.18483425846491258,0.5204962730777926,0.31757106102121324
0.1855008395307275,0.485043422055775,0.31736998899700425
0.1884749302904557,0.5161153732201677,0.3280898265234844
0.18769887909819383,0.5255957471747699,0.3369034381126675
0.18803206613842044,0.5205656690445313,0.3073373214170694
0.18722891315617726,0.506990584964139,0.3215182149238065
0.18651792932444672,0.5100963678428394,0.2871727503042857
0.18670834902029426,0.4619305439245759,0.3004711560364923
0.18326211887155341,0.4911255616796488,0.319139577056317
0.18811570259124416,0.5022833567144942,0.3020897796543839
0.1864311591138472,0.5048696326875738,0.2831712774557964
0.1818316959121401,0.4763780320926281,0.3824359785102359
0.1866260472436101,0.5064966829511818,0.3296368366689711
0.18622590409222806,0.5054308480158436,0.30948435601357804
0.18512048719932353,0.4941050115045914,0.3068293875478426
0.18569758488608104,0.4885388134665968,0.340824763758908
0.1820042641896885,0.469165944023862,0.3539898705876935
0.19186268857432245,0.5108100014993944,0.3450430546925285
0.1882556493419139,0.5162733978445869,0.3214340749607809
0.1844253496783908,0.499021874511099,0.2977963688714635
0.18263114541406808,0.4938563101293447,0.29554792988771816
0.1861902403828801,0.5247420178747925,0.3097838839059683
0.19097365015746362,0.525842478314789,0.3043525716876696
0.18937935048395843,0.4967265209751154,0.32932446528087866
0.18460421438387553,0.5045290244994941,0.3054085668678846
0.18692823728274507,0.512992480702335,0.3012999541438837
0.18520825982845923,0.5134656450256349,0.3260045390743733
0.18890855175443627,0.49740803525798405,0.3097975809159166
0.1885228020427022,0.5083226458447956,0.3085276002459026
0.18787266632319244,0.505017387639296,0.32386194694889026
0.18921320599497424,0.5101544965848465,0.3049773681148264
0.18627171152307087,0.465265028534896,0.30991622024823323
0.19057254879576896,0.5314925244810431,0.3142517565996961
