window_size_1_RMSE,Exp_w200,Linear_wAll
0.4764993219239545,0.7289038270430264,0.6253839740921286
0.6019519974772722,0.7015357271224658,0.4311485009153133
0.3699926124496313,0.6962499623366968,0.5006125633931984
0.31512266360693564,0.7437688479057654,0.4187063814476406
0.2815493411672277,0.7214341983903148,0.4564086992414652
0.3392764072345134,0.7187398470586804,0.5312676032290026
0.3291429985525029,0.7288682221157388,0.4609689560400917
0.33572684204204273,0.747283346919014,0.466575761453284
0.3099990770915611,0.6956715403162961,0.41226627951852857
0.3679105853991311,0.7096643267727414,0.5627544323057572
0.28211070281600503,0.7033321384834978,0.39175221094168505
0.30592444510941774,0.7066932172071065,0.4810486685673747
0.47851622308878,0.7138065456787441,0.631571635981815
0.3362264633898446,0.7854901199553567,0.5549202058929488
0.3595241989097258,0.7052966351211802,0.6585456400595074
0.31189580977756687,0.6888469471404945,0.4047878789588072
0.4429221072497122,0.720780365006098,0.6417656486203063
0.3767096154722617,0.7129548176513761,0.6057592538778036
0.3227089542870479,0.7456778730152089,0.3828959281874413
0.4726558348951908,0.7423515532562726,0.7110362902995943
0.32911968731604135,0.7393351158587173,0.5848745336874884
0.2608425638659562,0.6963987858836781,0.35573890933817576
0.31110444583355773,0.7041639341988001,0.4704605428889878
0.30089507318161907,0.7116500210908072,0.4337588479560431
0.31782864061062593,0.7295262560645609,0.4897906332765751
0.30693623600662295,0.7383551932030673,0.4579163355202938
0.4827534141471318,0.6936802363821941,0.3853469108018514
0.2567095699706032,0.7570489808863533,0.3591981530664107
0.36935838478288857,0.7419459548214857,0.5353224387620442
0.477299338963724,0.7189301488127406,0.7530469558429062
0.3673825182544688,0.7022451283120453,0.5716552452687826
0.30729739637450837,0.6916866345258093,0.5048120589133516
0.4867408564985041,0.7131975259667956,0.705219902966517
0.376481878218168,0.7077932607519021,0.5877632767651884
0.5049632588813702,0.7190614229126551,0.5441752476794668
0.325172512557617,0.7029588381243215,0.4901138833497638
0.35393102250036257,0.6641683511569023,0.5744361039152492
0.38545566638171314,0.6988129049699201,0.6193524609821588
0.4030229990191859,0.6842829817303903,0.6446753897359285
0.47361746093223306,0.7014083491433827,0.6094104163280277
0.36968389882018626,0.7352032031373564,0.5112331713486763
0.4056024166810366,0.6724204014930086,0.8556034321079445
0.26610955638046396,0.7272379390597394,0.35125129964754337
0.7173665108201169,0.7357615076348413,0.4042299246751007
0.28899598622486733,0.6963318339879521,0.44798559238798985
0.47010413196829903,0.6861745219831787,0.5321592720201396
0.431630140233348,0.6986879548368837,0.7655821975295217
0.29943977260857035,0.7248650906195079,0.4493753787375217
0.2984564479956881,0.6972989250677535,0.43535786281202254
0.2983111054011913,0.7219469381896465,0.4232636259539195
0.32657078376722154,0.6991628951747326,0.5014278682892158
0.2564350396679825,0.7514245348154697,0.3252654705115199
0.27086846230475387,0.7278904813297915,0.3608083231020908
0.48988546666420657,0.7008936703192791,0.6333015144162438
0.31629559600752233,0.6939516897165245,0.4879115159231449
0.31995667003074546,0.730022154104493,0.3524295759304581
0.3019517930467811,0.7497079519171451,0.4806458417907773
0.25781127692572087,0.7470055805820749,0.3304819260541001
0.32267900712118797,0.7098457610807505,0.5566230859782282
0.32660348914572146,0.7456776159761718,0.4913921903897341
0.6052259156339571,0.6965600011426416,0.6709156559515311
0.38119511548693863,0.6813237609416393,0.6070030302062509
0.4844424805306579,0.6826968182308114,0.7237158735810305
0.2996897907577909,0.7321648844967359,0.3843661311387476
0.4179866203336969,0.6789848506341016,0.6341234327826623
0.4242138654936262,0.7031582675138537,0.6703529621048366
0.34735426156849697,0.6614989466556136,0.5957391249174209
0.2523960718971773,0.7016360713224491,0.33042800253326604
1.408078972214024,0.7225530905988182,0.3703967426223534
0.3229458173353042,0.6979810134079848,0.5074690481877869
