window_size_1_RMSE,Plain_wAll,Exp_w200
0.5183898384354657,0.9539100884052604,0.7289038270430264
0.6098834651363964,0.47961713660884203,0.7015357271224658
0.38750696952055214,0.6659039870350151,0.6962499623366968
0.333419794370597,0.5216821066350746,0.7437688479057654
0.31307356834473016,0.5430954310546025,0.7214341983903148
0.3829051791201704,0.6494368272805364,0.7187398470586804
0.37462706631010917,0.5643406126435965,0.7288682221157388
0.3573082832260181,0.5733596035157579,0.747283346919014
0.33278212337717494,0.42535151233747504,0.6956715403162961
0.4096733521776722,0.6972798174116284,0.7096643267727414
0.3167886821678986,0.4957440481375714,0.7033321384834978
0.3285503586647287,0.4660850796637968,0.7066932172071065
0.5140372251202198,0.7299706699108804,0.7138065456787441
0.36207363294483424,0.5715893736627583,0.7854901199553567
0.3673473231725192,0.7179115538196118,0.7052966351211802
0.33060572163128676,0.4380876105118571,0.6888469471404945
0.479315949247291,0.9150288040363104,0.720780365006098
0.41562968016808116,0.6532875931710332,0.7129548176513761
0.3472262701512989,0.5113694199618899,0.7456778730152089
0.49807809753903504,0.7795491773306431,0.7423515532562726
0.3661794245682024,0.5580235456977679,0.7393351158587173
0.25977132981190704,0.3475868019478384,0.6963987858836781
0.34314876063143984,0.5958480142793685,0.7041639341988001
0.3171855602180009,0.4848834663671188,0.7116500210908072
0.35282894082532157,0.5813325014015294,0.7295262560645609
0.36719660888509653,0.7341006142586454,0.7383551932030673
0.4881634045267181,0.4120623214316247,0.6936802363821941
0.27934691155544494,0.4096888603292097,0.7570489808863533
0.3943986900884463,0.5801224416057533,0.7419459548214857
0.498819112821969,0.8414137994841424,0.7189301488127406
0.3914711252291437,0.7050359640250111,0.7022451283120453
0.33300579757219473,0.4892042897337239,0.6916866345258093
0.5171580698041325,0.8409343365499695,0.7131975259667956
0.40692721300799234,0.8098259591890445,0.7077932607519021
0.5152926860219389,0.7255635530458042,0.7190614229126551
0.33783795057868937,0.5239217854855963,0.7029588381243215
0.3857884704751122,0.7767281963976355,0.6641683511569023
0.42236988804458786,0.7668486902817583,0.6988129049699201
0.4261904450311109,0.7034222535164784,0.6842829817303903
0.5000667529202845,0.7929144952738137,0.7014083491433827
0.3911669970726283,0.6333311715152093,0.7352032031373564
0.4133428925151894,0.7198924756732541,0.6724204014930086
0.2611466656238437,0.3764075935468454,0.7272379390597394
0.7193770182036003,0.3944433769007512,0.7357615076348413
0.316089903992031,0.4891779532421374,0.6963318339879521
0.4773827970126077,0.6193714721452266,0.6861745219831787
0.4350167931202533,0.7903188232534891,0.6986879548368837
0.3361844827371642,0.666197658550825,0.7248650906195079
0.32476015999653707,0.5433535156176739,0.6972989250677535
0.31859906514969666,0.659186255659124,0.7219469381896465
0.35666628350197327,0.6367906721008424,0.6991628951747326
