window_size_1_RMSE,Plain_w200,Linear_wAll
0.48454553643848486,0.6279535313923214,0.6253839740921286
0.5822103066867638,0.6288865717752937,0.4311485009153133
0.3564355535016123,0.6361817827617164,0.5006125633931984
0.307078128264608,0.6211769789441154,0.4187063814476406
0.28608029079776254,0.6340064637171072,0.4564086992414652
0.34624353817767467,0.6387713438979074,0.5312676032290026
0.3301117751922112,0.6566532071118125,0.4609689560400917
0.3352126819405275,0.6348436852870323,0.466575761453284
0.3039946788422077,0.6453871144056262,0.41226627951852857
0.3629321524385936,0.5881918556273508,0.5627544323057572
0.2854177254202534,0.6618072519661393,0.39175221094168505
0.30609791812310966,0.6164058411840773,0.4810486685673747
0.4852928793762751,0.6407972565216606,0.631571635981815
0.32374162946178714,0.6091872416111094,0.5549202058929488
0.3678327972389429,0.6305111002151453,0.6585456400595074
0.3002747996685834,0.6279846512715214,0.4047878789588072
0.4536169411762792,0.6070033146309589,0.6417656486203063
0.3774148770805479,0.6138265463604398,0.6057592538778036
0.31831747791799253,0.6381665518745624,0.3828959281874413
0.4778834579784751,0.6242026216534652,0.7110362902995943
0.3194287730046445,0.6114441567512802,0.5848745336874884
0.26674164309948184,0.6165788072480548,0.35573890933817576
0.3127605277192672,0.6407303473658247,0.4704605428889878
0.30015518117678214,0.6465270565623402,0.4337588479560431
0.32092795210496006,0.6279847489241758,0.4897906332765751
0.3119724941846108,0.6792979513189705,0.4579163355202938
0.452913872115105,0.6491881508353459,0.3853469108018514
0.2574405211315047,0.6290272762018757,0.3591981530664107
0.3703138558193446,0.6150394699421856,0.5353224387620442
0.4829299108053089,0.6297945181973366,0.7530469558429062
0.37147257622515834,0.6327266622876838,0.5716552452687826
0.3159318317237644,0.6478824000612131,0.5048120589133516
0.49327580968627915,0.6298505768268815,0.705219902966517
0.38291690818348306,0.6268356320268154,0.5877632767651884
0.47587992625306025,0.6523649496888624,0.5441752476794668
0.3232497886999731,0.6314332383698711,0.4901138833497638
0.367601859501148,0.6311549194511066,0.5744361039152492
0.3891020903265763,0.5780987035347921,0.6193524609821588
0.4141230330928594,0.6036075971904377,0.6446753897359285
0.477002926384421,0.6417706062672671,0.6094104163280277
0.353986146551891,0.6345838943553411,0.5112331713486763
0.42133747424167944,0.6180798685709629,0.8556034321079445
0.26980702725998906,0.6373785083397282,0.35125129964754337
0.6727978861647987,0.6849977707998594,0.4042299246751007
0.29315053078752107,0.6441266526892783,0.44798559238798985
0.45195404246080007,0.6326688704156005,0.5321592720201396
0.4214605861397039,0.6429486767110452,0.7655821975295217
0.29747620898216387,0.6082906017390034,0.4493753787375217
0.29121457715081545,0.6402790659722437,0.43535786281202254
0.3050636271592904,0.6321154534331482,0.4232636259539195
0.3257053892307263,0.6192941042960582,0.5014278682892158
0.25176535993530763,0.62147674665984,0.3252654705115199
0.2723389870784319,0.6289983349406225,0.3608083231020908
0.50382758037012,0.6560253773343169,0.6333015144162438
0.3211053807010176,0.632277262039276,0.4879115159231449
0.3070427132783234,0.6397867540343449,0.3524295759304581
0.3063687025433858,0.6268325267742896,0.4806458417907773
0.2579010214253724,0.6469217133943901,0.3304819260541001
0.3171272314723408,0.6394018598820405,0.5566230859782282
0.32893308205077243,0.6224123404551944,0.4913921903897341
0.5834386140610349,0.6682289782966297,0.6709156559515311
