window_size_1_RMSE,Exp_w200,Exp_wAll
0.4890862300572127,0.7289038270430264,0.5719126865758367
0.632378305209274,0.7015357271224658,0.5024499156714335
0.4391209250928716,0.6962499623366968,0.5591590238532139
0.38671413972275304,0.7437688479057654,0.5154233186058801
0.367820919668789,0.7214341983903148,0.4975232757085014
0.3639025030425187,0.7187398470586804,0.4930951934221329
0.3801617654350821,0.7288682221157388,0.5479278959368137
0.37778277452042963,0.747283346919014,0.5199644784599631
0.4099080248588969,0.6956715403162961,0.5509607658226423
0.3665713286079694,0.7096643267727414,0.4866741766064172
0.37590503970452255,0.7033321384834978,0.5423760183089363
0.3836324560856295,0.7066932172071065,0.5307152188365176
0.5203204791655994,0.7138065456787441,0.6367231708794352
0.40966589934541303,0.7854901199553567,0.5819449118401093
0.3759123681438828,0.7052966351211802,0.5203444483623156
0.42306087172627316,0.6888469471404945,0.590674383547284
0.45693387078472464,0.720780365006098,0.5713118768242614
0.354900895978066,0.7129548176513761,0.4883349774826983
0.44147301816086837,0.7456778730152089,0.5832170919084916
0.49727431668828515,0.7423515532562726,0.5800851256975963
0.38896019577525537,0.7393351158587173,0.5663664319982659
0.4146267460286579,0.6963987858836781,0.5774855895623793
0.39185092051786774,0.7041639341988001,0.549367307624624
0.3632490865706638,0.7116500210908072,0.4831865125405267
0.39517407265011606,0.7295262560645609,0.5748767158919978
0.38301534767832396,0.7383551932030673,0.5616641673290739
0.558168388489383,0.6936802363821941,0.5903162100403448
0.4244881059412151,0.7570489808863533,0.5713290073101507
0.40802378387695,0.7419459548214857,0.5994091037158362
0.486511562108316,0.7189301488127406,0.5808809903051594
0.399811017503052,0.7022451283120453,0.5858963189035941
0.3858565717510896,0.6916866345258093,0.5661373394927317
0.5127168764205253,0.7131975259667956,0.5965818737525828
0.4067363832939719,0.7077932607519021,0.5816846204996851
0.5476641239965334,0.7190614229126551,0.5467774728421175
0.3717701739076582,0.7029588381243215,0.5218070885418015
0.3541811796545627,0.6641683511569023,0.5022574667594157
0.3991329254141882,0.6988129049699201,0.522957271857969
0.4089456944978177,0.6842829817303903,0.5240634521164877
0.475071233253154,0.7014083491433827,0.5554004442202104
0.4252109140943197,0.7352032031373564,0.5709604650311552
0.3822388066273242,0.6724204014930086,0.5430826337678748
0.394610297071797,0.7272379390597394,0.5403349106285067
0.7505468209502798,0.7357615076348413,0.5434057259397024
0.36698458132216694,0.6963318339879521,0.5101078484172323
0.5141424268795216,0.6861745219831787,0.5864498993466342
0.4663440376445864,0.6986879548368837,0.5664090259719066
