window_size_1_RMSE,Plain_w200,Linear_w200
0.5800869840392116,0.6279535313923214,0.5909080339211424
0.7131976576174803,0.6288865717752937,0.6435235519775785
0.5341487559300183,0.6361817827617164,0.6330494360944686
0.5147663042228456,0.6211769789441154,0.6187452438733396
0.5531882333272443,0.6340064637171072,0.6314697444377985
0.5573564219962794,0.6387713438979074,0.6396641915628457
0.5541624771530161,0.6566532071118125,0.6199477489119236
0.5497538299340474,0.6348436852870323,0.6241684467114268
0.5313131139227725,0.6453871144056262,0.6004980849498018
0.5196313947443825,0.5881918556273508,0.6236191734817342
0.5545822844962675,0.6618072519661393,0.6227577593982645
0.5230512740816172,0.6164058411840773,0.613659798517501
0.6098986583803853,0.6407972565216606,0.6219132055477355
0.5342671339909112,0.6091872416111094,0.6154293439696985
0.5542656749697897,0.6305111002151453,0.642421466398015
0.5170190377689073,0.6279846512715214,0.6270956114300501
0.5536129662597905,0.6070033146309589,0.6133169269491681
0.5427829178678346,0.6138265463604398,0.6399797872658503
0.5260706447916185,0.6381665518745624,0.5844428115905539
0.5914082911011179,0.6242026216534652,0.6092824549359706
0.5318760437897467,0.6114441567512802,0.6272209448113124
0.5310562599757669,0.6165788072480548,0.6091379460354471
0.5412834005045747,0.6407303473658247,0.6095343926981176
0.5502079918116924,0.6465270565623402,0.6391088928637112
0.5216337422798006,0.6279847489241758,0.6032774068854146
0.5483659632799508,0.6792979513189705,0.6005008261520314
0.5948771184888914,0.6491881508353459,0.6044140468644629
0.5396745171845492,0.6290272762018757,0.6240811018056039
0.5372754393722363,0.6150394699421856,0.6528669020521132
0.5564144756130093,0.6297945181973366,0.6155060432740689
0.546206719378532,0.6327266622876838,0.6225998503243453
0.5350119700390004,0.6478824000612131,0.5981076084522223
0.6072989545932956,0.6298505768268815,0.6153619778090279
0.5517156286466598,0.6268356320268154,0.6453646076081156
0.6095157473147699,0.6523649496888624,0.6411791017585969
0.5536784585425234,0.6314332383698711,0.6412822934517675
0.5485031622929499,0.6311549194511066,0.6370288417342272
0.5342345688916326,0.5780987035347921,0.6463118270243181
0.5508759553654331,0.6036075971904377,0.6259357890178001
0.6073312673378809,0.6417706062672671,0.6317005870323559
0.5235181022749801,0.6345838943553411,0.5946362686837265
0.5263010469210951,0.6180798685709629,0.5948450310507083
0.5557264043157086,0.6373785083397282,0.6352230088530465
0.7621685634009807,0.6849977707998594,0.6309771925378725
0.5513683778298867,0.6441266526892783,0.6293707958814769
0.5809410906799704,0.6326688704156005,0.616018906340785
0.5208356334372108,0.6429486767110452,0.6053613554136666
0.5088378948149479,0.6082906017390034,0.5990346477468127
0.5160461441575487,0.6402790659722437,0.6179683858587746
0.5548393526414123,0.6321154534331482,0.6375801333199771
0.5224874750141407,0.6192941042960582,0.5953181735044065
0.5124573876911599,0.62147674665984,0.5887991751444082
0.5462596323682576,0.6289983349406225,0.6455090658144097
0.6110339320818602,0.6560253773343169,0.6219832365020321
0.5347619482202268,0.632277262039276,0.6177502304509814
0.5358081678149115,0.6397867540343449,0.6423065719984068
0.5430931568946384,0.6268325267742896,0.6305504040844865
0.5376867042190552,0.6469217133943901,0.6312110758019557
0.5197924364215244,0.6394018598820405,0.6047812813053796
0.5369582816442104,0.6224123404551944,0.6230498141383143
0.6566997173115731,0.6682289782966297,0.626096356304119
0.501120053356375,0.6173352284219982,0.5659370072455077
0.5811139120137457,0.6341796231152378,0.5949295974399722
0.5307211533326366,0.6748104139396187,0.6139279879665466
0.5585465406156718,0.6361944934194134,0.6142411497010525
0.5481635292712741,0.6561099584830546,0.6386720203189028
0.5401311912339881,0.6441210005516713,0.6211380207021228
0.5587982803098337,0.6280377380612884,0.6417293009540783
1.3483254867432966,0.6251425611338494,0.6342878428586087
0.5665020992317978,0.6689582685342056,0.6373532422185615
0.5331129522104134,0.6298741863105755,0.6140720725662442
1.3822521845500142,0.6182822870622906,0.6161161075399675
0.5308138596558344,0.6382901164177109,0.5912579684569069
0.5205117305959012,0.599459259429117,0.5990649955292121
0.5591978999520165,0.6333336744438773,0.6399833681301266
0.5307549969750045,0.657911337364438,0.6010600417064089
0.5482811478903293,0.6470926544063091,0.6158959275693762
0.5476280165215703,0.6251811637378973,0.6298992899804757
