window_size_1_RMSE,Plain_w200,Plain_wAll
0.5285209898957883,0.6279535313923214,0.9539100884052604
0.5949618789310475,0.6288865717752937,0.47961713660884203
0.3726470969360632,0.6361817827617164,0.6659039870350151
0.32319073471361964,0.6211769789441154,0.5216821066350746
0.3182188022743739,0.6340064637171072,0.5430954310546025
0.3933971413332633,0.6387713438979074,0.6494368272805364
0.38194237578593565,0.6566532071118125,0.5643406126435965
0.36053586980975744,0.6348436852870323,0.5733596035157579
0.33018077719779343,0.6453871144056262,0.42535151233747504
0.40860197652890956,0.5881918556273508,0.6972798174116284
0.32935333365148767,0.6618072519661393,0.4957440481375714
0.3299281034819252,0.6164058411840773,0.4660850796637968
0.5327269513244363,0.6407972565216606,0.7299706699108804
0.36053597333013593,0.6091872416111094,0.5715893736627583
0.37687459561658115,0.6305111002151453,0.7179115538196118
0.32147252898239015,0.6279846512715214,0.4380876105118571
0.4951524874444987,0.6070033146309589,0.9150288040363104
0.4289720755111703,0.6138265463604398,0.6532875931710332
0.3500917816128324,0.6381665518745624,0.5113694199618899
0.5134771874569691,0.6242026216534652,0.7795491773306431
0.3667667155776643,0.6114441567512802,0.5580235456977679
0.2611767412527922,0.6165788072480548,0.3475868019478384
0.3515592714052375,0.6407303473658247,0.5958480142793685
0.31954109837765604,0.6465270565623402,0.4848834663671188
0.3552217149013884,0.6279847489241758,0.5813325014015294
0.3744708593377424,0.6792979513189705,0.7341006142586454
0.46219522170873756,0.6491881508353459,0.4120623214316247
0.28147913296242233,0.6290272762018757,0.4096888603292097
0.3982102017949438,0.6150394699421856,0.5801224416057533
0.5082170713007061,0.6297945181973366,0.8414137994841424
0.40494356938316783,0.6327266622876838,0.7050359640250111
0.34761269582908505,0.6478824000612131,0.4892042897337239
0.5322468899772088,0.6298505768268815,0.8409343365499695
0.4228043153491798,0.6268356320268154,0.8098259591890445
0.48874895402645274,0.6523649496888624,0.7255635530458042
0.3433103730136055,0.6314332383698711,0.5239217854855963
0.4000775568396356,0.6311549194511066,0.7767281963976355
0.42917940805257426,0.5780987035347921,0.7668486902817583
0.45106281680635935,0.6036075971904377,0.7034222535164784
0.5103244511034634,0.6417706062672671,0.7929144952738137
0.38153489636107757,0.6345838943553411,0.6333311715152093
0.4365763193478714,0.6180798685709629,0.7198924756732541
0.26448278047477813,0.6373785083397282,0.3764075935468454
0.6760728197262669,0.6849977707998594,0.3944433769007512
0.3264264472325632,0.6441266526892783,0.4891779532421374
0.46206724507916214,0.6326688704156005,0.6193714721452266
0.4387923248436394,0.6429486767110452,0.7903188232534891
0.3354291359926747,0.6082906017390034,0.666197658550825
0.31952704470216947,0.6402790659722437,0.5433535156176739
0.32393066948366317,0.6321154534331482,0.659186255659124
0.36188376643458303,0.6192941042960582,0.6367906721008424
0.2760695022772959,0.62147674665984,0.3626942029905918
0.27894922953615076,0.6289983349406225,0.4480867362391161
0.5557811948690389,0.6560253773343169,0.7378693363740841
0.3611733075552657,0.632277262039276,0.6408267995590147
0.32273181638410253,0.6397867540343449,0.4365176221303785
0.3526658530244379,0.6268325267742896,0.5317896840742997
0.28281698820511636,0.6469217133943901,0.4031800846476624
0.3813843220254946,0.6394018598820405,0.6668249097005244
0.3684715355342678,0.6224123404551944,0.7175074231120585
0.5963534855778094,0.6682289782966297,0.7672502322293941
0.42499855070040327,0.6173352284219982,0.7093589325709624
0.5254275255225456,0.6341796231152378,0.8497858869596537
0.3092668913985753,0.6748104139396187,0.37986816122490985
0.45939628188563,0.6361944934194134,0.8994913424658451
0.44755775194915975,0.6561099584830546,0.8651972021988166
0.40139101503485003,0.6441210005516713,0.7162789007921831
0.28599573000254885,0.6280377380612884,0.3644633877822792
1.3525546658186411,0.6251425611338494,0.42237358407287945
0.35028855688731764,0.6689582685342056,0.530748813753956
0.446102637347851,0.6298741863105755,0.7425452908608356
1.3827177715961112,0.6182822870622906,0.4450124935071685
0.3234184292844465,0.6382901164177109,0.5313326015143279
0.35743465930953067,0.599459259429117,0.4523646866123704
0.33627742721680015,0.6333336744438773,0.5159589505594729
0.39915618188501323,0.657911337364438,0.7275894768329881
0.3046715073683497,0.6470926544063091,0.5783281890079107
0.3022941216121667,0.6251811637378973,0.43581906002710696
0.4049755263042293,0.6522374430235719,0.6639912314432053
0.5065304948433804,0.6366243332185134,0.7680817606383218
0.28835562702226414,0.6326643978584031,0.4237969513972978
0.29350126185576253,0.6261453935773202,0.3903713433109327
0.3133815136501191,0.6454665592377231,0.4110591503577337
0.4052311529831207,0.6232080588346658,0.6630788604027884
0.3428462009592527,0.6253305766952101,0.570894678524942
0.5145857746148389,0.6300247326109523,0.6890283352994886
0.31295386208787634,0.6666719901492353,0.4391541487867077
0.26908671489788766,0.6297287158444071,0.3635742205440569
0.49385660184712804,0.6271575887581379,0.9092008378873372
0.5570826781872532,0.6352409021144937,0.7271641802137501
0.3463382902166427,0.6268729924820257,0.5849938467785661
0.5546885999680802,0.6388247718833174,1.0825871404240004
0.5323058093827133,0.6246954441028941,0.8318078009477057
0.3617469226565248,0.6208725279149926,0.5184903880208743
0.3521910073972922,0.6195540962480489,0.5783792727946541
0.3634251267403629,0.6285599710833235,0.6237455979122339
0.36077902656522903,0.6436996140447667,0.4157152234229824
0.379750552579555,0.6409236737032513,0.6987179954643961
0.3148048379104514,0.6048769262538212,0.5001417705898473
0.4963754760634758,0.6403603381313685,0.8395549490383598
0.5349403770510232,0.6409497084561407,0.8905704114400231
0.8783076202486826,0.6251318828824097,0.7857081538930285
0.3918584267850577,0.6606435247771617,0.6475974665261609
0.3548834345639095,0.6528872550948457,0.6263914673283271
