window_size_1_RMSE,Plain_wAll,Exp_w200
0.7297303053761725,1.3799880615426332,0.9731034557395776
0.713983550535141,1.2784335019336823,1.0233158043068635
0.7115700441354181,1.267595482336543,1.0675564151694903
0.7273750182712991,1.1171898922147447,1.0164925003519456
0.7623189691327192,1.4003733417068,1.0186063297941528
0.8210228249607378,1.8321923468517736,0.9908558774229631
0.7829426147145006,1.1331387772757175,1.1178329164409064
0.7096002006407868,1.119639477574225,0.9835771415784608
0.6854006520618633,1.2115211272054909,1.110705682368771
0.7047131527910839,2.467651957622808,0.9642278087108904
0.6622080370151024,1.088693995942188,0.8997565403022603
0.6195563427984849,1.0952327410220677,0.9850553147942338
0.7359559584508418,1.181415440906161,0.9423947210761996
0.8986461180979901,1.2099049909637778,1.0906396959983709
0.5874403941838716,1.2601917420657778,1.0481577884049569
0.6547076402898001,1.075753088951083,0.8905502611122041
0.6434544850020314,1.1077841036927103,0.8967168199491171
0.7533555387657739,1.1479383051576708,1.028293240395131
0.8719630778072239,1.4402382954301078,1.0139529463619479
0.6679764425138168,1.30396872791791,1.0412082780131966
0.5803689491347804,1.1029787641412705,0.9050859098948716
0.7492454834462539,1.2817759391676191,0.9797634284740298
0.7208909860565718,1.186505717612092,0.9019216112886234
0.6335092882424184,1.3127026209351516,0.8617953166028158
0.72261816397917,1.3102925362743139,1.0465280309666758
0.6441280566002286,1.2623802644708535,0.9033494310725112
0.7834108842225024,1.5187866450737453,1.0993171535967339
0.8180624578297376,1.219782569838323,1.0095686735920304
0.6972202998437613,1.6145001656887743,0.9977923531478378
0.7211457479207491,1.2598140971455007,0.9533125996829412
0.6533104341011781,1.0161808834091837,0.9158741760177372
0.6850139169387816,1.1552352545425248,0.9586240474280516
0.6482941429397922,1.1325416803342452,1.016718022249525
0.8051982046169373,1.223687441863652,1.096618921939285
0.713971543746058,1.022314568658185,0.9940608176698308
0.69013837022008,1.1907166919028525,0.927701815252234
0.7092222612879979,0.9991215700738572,0.9884925152252264
0.6821046846050449,1.3511710686170733,1.0625090965654456
0.6725537071756101,1.453059423179827,0.9271105528046524
0.683839187580731,1.1524183306604423,0.9924962834286328
0.6858521444408257,1.2323989885435334,0.9183767395057642
0.7277395046031393,1.418728253109706,0.9094155542510302
0.5572579218612007,1.163249826905229,0.88177522020347
0.7179406501094578,1.0591213657594718,0.9829515306394542
0.7147182807099638,1.2226856246007929,0.9361285434897896
0.741886825366158,1.090621392795919,1.0955272786877226
0.6835131086681999,1.6712299468732854,1.0239618511937263
0.6784434157678575,1.3027421688055745,1.1155888953884636
0.7444168163865298,1.2082825970188835,1.12720518487187
0.722589435522071,1.0685374206445142,1.062494732449044
0.6787388376928103,1.0751994496187287,0.8740652751686145
0.7597618836905689,1.3118924614360623,0.9128843158786571
0.6967579034138545,1.1419250758648234,0.9866864112609154
0.6999282395216101,1.2845437506125092,0.9585424264831996
0.7343564402752383,1.1043076617550032,0.9930947720419238
0.6874670607344121,1.172063316434404,1.016142512063048
0.7846766209020151,1.5076949645067357,1.0237360137088063
0.5957507899944945,1.1064634592350346,1.0953078469952933
0.7465910439306672,1.173997599405307,0.9467908634990484
0.802586393159382,1.2197897753466522,0.964032628462458
0.7540391882806007,1.242981694718447,1.0708701898734545
0.7080680089522587,1.1041779706108197,1.00131485728143
0.7498652828179504,1.1491702658255578,0.9470309998107872
0.84243864823687,1.1821509293402988,0.9949751284273528
0.7633201812842897,1.1682035789520977,0.9599542893451736
0.6539637724683831,1.4512268773437151,0.9880592258042228
0.7884282771190196,1.838928033229518,1.074298048225629
0.6999662561648318,1.2478813237981212,0.9579551653635334
0.7432301809701514,1.2650883836516498,0.9698189642411252
0.6250368536412537,1.4133815747694314,1.0039480853753142
0.7554668937811979,1.7937966963865275,0.9542408956341392
0.8643727534542425,1.7105155465263724,1.0067511145780912
0.7124687055797774,1.2701682290817249,1.0582450653665263
0.6825184271077019,1.151552021610045,0.8648101373897794
0.6701291643541581,1.622308943003304,0.9747658309444248
0.7758627201005719,1.3079220137097098,1.0619440103752706
0.7518723613899988,1.2847953120140574,0.9712691462048372
0.6735660433091285,1.1436294626645631,0.8939543818768244
0.6518694263755249,1.2938880233681738,0.9880502986744708
0.7080097140213188,1.6900144793449488,0.96120529655366
0.6622414024155906,1.275730649931301,1.081981041297769
0.6330479343017134,1.132575606877304,1.0037658923838977
0.6762687783429592,1.0525651429288638,0.9302643418296224
0.8086719804775885,1.5334259163129749,1.0005143817517748
0.7168032789965646,1.0713261229840532,0.9638337872221576
0.588669907534288,1.0721428805605595,0.9248490677630368
0.6376124208437086,1.0893544013855458,0.9273267909945642
0.8181627132658384,1.477432049109494,1.0355896634612451
0.6442020608536146,1.596547946308,0.942957936180432
0.7625949785467061,1.2172002232414705,0.9577371607631292
0.6619832711069367,1.0805057589424392,0.9495649129375364
0.7791785870980231,1.6800360848886189,0.9592270287064691
0.7868051053124618,1.3752880454928331,0.997121145445474
0.7038225137234688,1.0660505988524045,0.9636712616567196
0.6285994795251415,1.1293054387738986,1.0034865820836505
0.8039398099135148,1.3121248475137688,1.048327623440796
0.8046925681986438,2.5029477132067304,0.9446470874440944
0.740027970212513,1.043140473593542,0.9467595742347216
0.633395475737761,1.2876081408924571,0.977114078020464
0.6992328494025707,1.3006018459053772,0.9468562108425768
0.6662554585248547,1.3280382117319491,1.0803088450844067
0.7209466059428927,1.3715401981257174,1.0152563419251228
0.6710859071251848,1.3693173160909757,0.924816698209886
0.6841793481391095,1.4596704435485228,0.9164504825191144
0.688831291161649,1.1298710494064759,0.9953089030821132
0.7351868077941134,1.5322194089020569,1.1100260463835872
0.7361039509923629,1.3851961360547234,0.9950089817049432
0.6681001914743302,1.2272587508398147,0.9695121296168404
0.7628454238376035,1.170534029662303,0.9647882067550384
0.7318306729622331,1.2212258213881646,1.0363098019947743
0.7964412076187023,1.7894564575736234,1.0521519804624329
0.7249776320596184,1.1611904076987176,1.1213170149070373
0.7804045604142207,1.171145132701389,0.9897049231177396
0.687256141600423,1.292712264862196,0.9802303566762376
0.6976940643654411,1.0497792453661317,0.9020118448873083
0.7173660976353006,1.1948365564059715,0.9403821452240778
0.8010199504522217,1.3758601348050028,0.998412536103511
0.6997620785229521,1.1340467993531218,0.9017859864235348
0.6782566645667775,1.1386354893299555,0.920536493982497
0.7450949385575857,1.1945532593254442,0.951068704583993
0.7226481981055041,1.0761655892022184,0.9709005777207884
0.6404132740834355,1.1715284995744168,1.0004771263765044
0.6048145038446825,1.07837013050894,0.9615480447922671
0.7558120103510749,1.232691845196893,0.9804326308225352
0.7846155916113566,1.297127221311826,1.0868902745670774
0.7139705603926794,1.126450249425568,0.9753576989052436
