window_size_1_RMSE,Plain_wAll,Linear_wAll
0.23547369890849884,0.34012219879486777,0.3438372398236917
0.24423445173780942,0.3667606340536501,0.3551033446860295
0.2458579513999339,0.3465083949460615,0.37474633805372015
0.24447782941634655,0.3534200105273497,0.3826212132783728
0.24201403527820903,0.35334014553322496,0.3631823143177352
0.23706335078027807,0.3616882974542131,0.34709401757703423
0.23808352357329018,0.34762871174769144,0.3444462848176553
0.24924736483882182,0.3741099782445516,0.3439447670477898
0.24369963194213115,0.3474143730040759,0.366588577170199
0.23960630249811318,0.34212487257138713,0.3395143038711273
0.24348621092645564,0.3448626759907445,0.35453458487961464
0.24060637404129115,0.38006470632451583,0.33727647851672465
0.24088192723541674,0.3640411719773087,0.3643253212740937
0.24414503600167925,0.3572462888623179,0.35621783359339704
0.24323107587192894,0.33365773396362064,0.3951781455134204
0.244227679797323,0.3488336378989315,0.3725408331829527
0.24086236843502967,0.3827176597559614,0.383765823605932
0.24215746172906222,0.35504709400622336,0.3494228875918396
0.24453919157220483,0.4152887529009234,0.3684004953085519
0.24477307746662383,0.3947183628145983,0.3281927034561221
0.25263400668031555,0.39448835368720936,0.3651542260988341
0.25284644537204437,0.35542644865325523,0.3587165403256026
0.25331466433066724,0.4311562499634445,0.3744022339953952
0.25086649478199674,0.3811225780285649,0.3500036974581868
0.2541250157749418,0.3866645426782288,0.3654400135061598
0.25386870218754737,0.3978284256281773,0.35123675480246386
0.25712662944149833,0.3719265248231013,0.3785734863050655
0.24643014176624028,0.3604295408560736,0.3375823909456135
0.25010987681779695,0.3879637252559296,0.34189560307135153
0.24746930959852104,0.3394290334954463,0.3563675894522143
0.25302282791871705,0.3823353615380497,0.35618743622701193
0.2516268365519025,0.3934738844936565,0.3715077594173156
0.2507846536289566,0.37248158524801617,0.3462410085427217
0.24914448115409843,0.3691138307338495,0.3773754136839571
0.24775994994253933,0.3783771343174305,0.3525449098422051
0.2389451532140514,0.4028123508841655,0.3738246540605875
0.2465763228241213,0.366673209351948,0.3311929491156468
0.2577763217794589,0.3693505187509467,0.4482721304794372
0.2508168616394955,0.4036997256128264,0.3707596833834713
0.25574790351514465,0.380079556357755,0.3560203435287614
0.25520313362890806,0.4334444290441677,0.3557858828992587
0.2522168701663224,0.36299810140371547,0.3886134801613135
0.24465042183904814,0.3551811633372411,0.3435662587174847
0.2512927667191376,0.3823059838408871,0.35902868600648496
0.2546842337865261,0.3863616579996213,0.3607314681966154
0.24571977621202182,0.3910684989657195,0.3428892719299588
0.2570023781892925,0.4024673726044473,0.4096901897623487
0.24206892477289807,0.3902362211241057,0.3543927704586606
0.2525738361188961,0.3767618482433616,0.3540914883663752
0.2532694468007336,0.3952412432824167,0.3479739214285853
0.25356630919936635,0.40465058575821533,0.3475410344720647
0.2595178310210937,0.4047353521620064,0.3789584802513224
0.2556380464721443,0.40498762163392604,0.3945463594517597
0.2518307501592007,0.3988792754013363,0.3612495923459111
0.25364852457511544,0.3895411909774292,0.3527756214081865
0.25732973247759955,0.4155529651616772,0.3601974106729822
0.25139756985653977,0.4866738783979317,0.3315975919168905
0.2547535826824122,0.3758364386013441,0.3625043536544297
0.25104265311986523,0.4069308650455449,0.3667320479103881
0.24888509228956368,0.3997961494983655,0.34215042644059435
0.25600312089576915,0.4017678641900922,0.3740166923673221
0.2551827570605205,0.3868707804468505,0.3800332164526905
0.24759267256665712,0.3992632774076347,0.3713651586012563
0.25112003809218464,0.4391460933620578,0.3473664489452301
0.2548949645273548,0.3881285227218955,0.3752389870816371
0.2534996850490985,0.4306258488271705,0.36869179112957823
0.2616193811562716,0.3943342246032873,0.3449512887143316
0.25273478583434766,0.3714883396773,0.3530355055739445
0.2473511671582624,0.4014778928282704,0.3707048236124686
0.2538319998756656,0.3849846463191959,0.350825415386575
0.2598024200545719,0.4339690652069008,0.3836100308743449
0.25369223820472975,0.4020898751941844,0.3408475922777691
0.25030789731872566,0.377922426478961,0.3678724849404685
