window_size_1_RMSE,Linear_w200,Linear_wAll
0.24862538271428802,0.6069673712411633,0.3438372398236917
0.2617500030029326,0.6296731958762087,0.3551033446860295
0.2699889751219158,0.5959074112162085,0.37474633805372015
0.26532091734431984,0.5859803991849879,0.3826212132783728
0.2727361663739446,0.6475329408167991,0.3631823143177352
0.25439304279817887,0.6141695763780883,0.34709401757703423
0.2562378299775966,0.638747730867723,0.3444462848176553
0.2681559478232362,0.6001457322686384,0.3439447670477898
0.2577768511669036,0.5812180754033968,0.366588577170199
0.25792199699634955,0.6493178122238819,0.3395143038711273
0.2723953861620053,0.6100380303984686,0.35453458487961464
0.25810064445007946,0.5981252723049318,0.33727647851672465
0.2726207346941481,0.6408404509136228,0.3643253212740937
0.2595420707200957,0.6332506480501231,0.35621783359339704
0.256895022240997,0.6081416829481013,0.3951781455134204
0.25893627469576797,0.5991866085175458,0.3725408331829527
0.2655905116967486,0.6113837512821386,0.383765823605932
0.26876673639717447,0.6190537789571449,0.3494228875918396
0.2634442804301888,0.6039499841639988,0.3684004953085519
0.25825790465537357,0.613590403190152,0.3281927034561221
0.26632909922691483,0.6291661745730434,0.3651542260988341
0.27343655044558646,0.6086511563468396,0.3587165403256026
0.2676875991150055,0.6312460276635882,0.3744022339953952
0.25848435506353074,0.5881444286175735,0.3500036974581868
0.2697455939384497,0.5908301698509224,0.3654400135061598
0.2643983240838255,0.6020700902670003,0.35123675480246386
0.2787805565167413,0.6222910445111078,0.3785734863050655
0.2603493866051721,0.6406257447466678,0.3375823909456135
0.26290826240197546,0.6704942633533506,0.34189560307135153
0.27130606149979947,0.6269862672225538,0.3563675894522143
0.28060907137160324,0.6182651063861736,0.35618743622701193
0.26764565723752376,0.6155000092346482,0.3715077594173156
0.26430041493384887,0.6141111649407035,0.3462410085427217
0.26038963449226205,0.6181943605296133,0.3773754136839571
0.2629709810433343,0.6334037442711863,0.3525449098422051
0.2614493724365801,0.6678234895492986,0.3738246540605875
0.25810988047561156,0.603268522349839,0.3311929491156468
0.2784672799908659,0.6331436747340891,0.4482721304794372
0.25868135689316396,0.62598796636319,0.3707596833834713
0.2714618551185468,0.6254363187411723,0.3560203435287614
0.26683906352689696,0.6291668970912653,0.3557858828992587
0.2645630004124863,0.6268090831116401,0.3886134801613135
0.2606507214159964,0.6017110368774837,0.3435662587174847
0.2708051384474908,0.6385637423453585,0.35902868600648496
0.2706572668187097,0.5964425544999716,0.3607314681966154
0.2559027393893159,0.5872187922682459,0.3428892719299588
0.28025508133483845,0.6275733183834356,0.4096901897623487
0.2604861978794919,0.6418950549997118,0.3543927704586606
0.27057571952695897,0.6202250195579166,0.3540914883663752
0.26256989227862276,0.6286368388146717,0.3479739214285853
0.265539580614402,0.6176134192433813,0.3475410344720647
0.28001795548284547,0.5950317475362749,0.3789584802513224
0.2707165717532625,0.6273550845911025,0.3945463594517597
0.26132628195579544,0.6119410000702006,0.3612495923459111
0.26483251877245384,0.6019405439292459,0.3527756214081865
0.2723700100183265,0.5957644607354561,0.3601974106729822
0.26003754312466304,0.6226785629351861,0.3315975919168905
0.2752119271399906,0.6173592538250501,0.3625043536544297
0.2693738747036357,0.6435974095592019,0.3667320479103881
0.2585672674974093,0.6476184201323819,0.34215042644059435
0.27830816242392553,0.6284853539080903,0.3740166923673221
0.27301266127285007,0.6431696881998206,0.3800332164526905
0.26920353409873354,0.5855723325272841,0.3713651586012563
0.27050117705229665,0.6059294256821794,0.3473664489452301
0.2650504014405126,0.6136449451748516,0.3752389870816371
0.26934185920528314,0.5991134128299397,0.36869179112957823
0.28006286552764775,0.6187527271836557,0.3449512887143316
0.26168935450676606,0.6231815222402721,0.3530355055739445
0.2660009950291668,0.6282421965824384,0.3707048236124686
0.26341055844904665,0.6527579950444765,0.350825415386575
0.27127349371554244,0.594996056577232,0.3836100308743449
0.2622310145442649,0.6475348755052699,0.3408475922777691
0.26214018979389714,0.6206285336705244,0.3678724849404685
0.26994454318035827,0.6363814073959647,0.3596289494689222
0.2676801371673828,0.6458651656091186,0.3911192407848336
0.2796300164979893,0.6259851893220079,0.3659971608810557
0.27517332914287207,0.6390158661229638,0.3836497102111408
0.26095390473476965,0.6378925929576711,0.3672283811539059
0.2606264310111116,0.6290524219461909,0.33002441119108816
0.275108085213193,0.6116303164397412,0.3779173501218999
0.27361203710403526,0.6277638913965332,0.38882694582618776
0.26927596044304114,0.6215957407571104,0.3523509277437678
0.27544219684095345,0.6137976506882691,0.38428380339510015
0.27470879487833805,0.6190335025930707,0.39914088497044503
0.27283686197358464,0.6279861974993681,0.3723666098762777
0.27439514319691277,0.5842146715155841,0.3796350187109572
0.272133022919017,0.6439894906516286,0.35991350361191565
0.28707445101131923,0.6474099617484993,0.3738677569463846
0.2762768807508331,0.6739541987020354,0.37913076596999934
0.2698247089007506,0.5973864450359463,0.3653770012949774
0.26098951388145103,0.6066079308254635,0.3731941761970077
0.26937524565416643,0.6214253678959354,0.38955656006404416
0.27380773732867997,0.6307414627112021,0.36879933237010026
0.26734905230412476,0.6050476999890303,0.3813993012106843
0.27122542792316046,0.6418425946512598,0.3688163455807182
0.27075009844235814,0.6042625246693101,0.35656861808885226
0.2615636716603406,0.605476796711391,0.3378995319869898
0.2653713879932111,0.5982278152718695,0.36068508658074383
0.2832929603722388,0.6251661564258711,0.37322495784729065
0.26857017250557713,0.6586197816155704,0.3963566473679929
0.28012584446605576,0.6251093023031609,0.431635653664056
