window_size_1_RMSE,Plain_w200,Linear_w200
0.5174520736199105,0.6148012270606236,0.6069673712411633
0.517917454964853,0.5925462618713921,0.6296731958762087
0.5254035046687872,0.6328766304729896,0.5959074112162085
0.5137732940081882,0.634982236285639,0.5859803991849879
0.5458030016258653,0.6285594693624663,0.6475329408167991
0.5409579979382949,0.6579797360105983,0.6141695763780883
0.5604580955202102,0.6581749402134585,0.638747730867723
0.5212051686897665,0.6199869198248721,0.6001457322686384
0.5099171110816217,0.6215044041659574,0.5812180754033968
0.5416393956320339,0.6212794412659302,0.6493178122238819
0.5328465033287458,0.6371473422112355,0.6100380303984686
0.5246833983320719,0.6217616278351376,0.5981252723049318
0.569542685638049,0.6717557597739306,0.6408404509136228
0.554938514633378,0.6451016071788334,0.6332506480501231
0.5146307084968533,0.5983768556458775,0.6081416829481013
0.5330346841192298,0.6500604413361982,0.5991866085175458
0.5478188060543971,0.6538468782062234,0.6113837512821386
0.5465016825367767,0.6328220799106272,0.6190537789571449
0.524474943120263,0.6236039798069672,0.6039499841639988
0.5380755272733195,0.6402126276011849,0.613590403190152
0.5472694690115986,0.6265938971616606,0.6291661745730434
0.5293805931150876,0.6292002507498492,0.6086511563468396
0.5342628932907516,0.6154266540098063,0.6312460276635882
0.5213211736547131,0.6362190990800507,0.5881444286175735
0.5080996446677869,0.61679308554159,0.5908301698509224
0.5274240369624227,0.6114503043308731,0.6020700902670003
0.5392940556772108,0.6557867995112538,0.6222910445111078
0.5433048840242511,0.6234186182859316,0.6406257447466678
0.5456274983444542,0.6039446240867119,0.6704942633533506
0.5598906598326888,0.6548992355702639,0.6269862672225538
0.5393617757490107,0.6118366297015431,0.6182651063861736
0.5373993043984733,0.6166441576658781,0.6155000092346482
0.5267326273931502,0.6288427431248486,0.6141111649407035
0.5448466730365814,0.64634247253669,0.6181943605296133
0.5320237242854777,0.6005961994020974,0.6334037442711863
0.5681269325791903,0.6336287474554425,0.6678234895492986
0.5277229067666735,0.6509703249605839,0.603268522349839
0.5524034152114412,0.6333771630839355,0.6331436747340891
0.5332687891927824,0.6188363402521179,0.62598796636319
0.552049603725468,0.6276555207765622,0.6254363187411723
0.5481298646062028,0.6539457334727236,0.6291668970912653
0.552603284219204,0.6416114198714999,0.6268090831116401
0.5323533105394554,0.6410008443310596,0.6017110368774837
0.5466458904456694,0.6182951721978825,0.6385637423453585
0.5223589069519157,0.6213617620210606,0.5964425544999716
0.5256901250319397,0.6742097444600451,0.5872187922682459
0.5520696702244543,0.6483426919595899,0.6275733183834356
0.5585764404893542,0.626167833055693,0.6418950549997118
0.5256654429834967,0.6201088963255265,0.6202250195579166
0.5301209741453193,0.6016736596977903,0.6286368388146717
0.5224223174750565,0.6086117213548704,0.6176134192433813
0.5061534328981252,0.6197745113105227,0.5950317475362749
0.5498532592982035,0.6466347986655926,0.6273550845911025
0.5434864818051393,0.6425181646200501,0.6119410000702006
0.5279305845403512,0.623121934884729,0.6019405439292459
0.5221992224196382,0.6118921787283359,0.5957644607354561
0.5606724720469695,0.6720043656465612,0.6226785629351861
0.5392038666655057,0.6453319711012928,0.6173592538250501
0.5702727608565574,0.6531612294561843,0.6435974095592019
0.5411225554642911,0.6136769296496029,0.6476184201323819
0.5442547025879149,0.6485216095075779,0.6284853539080903
0.5437141139649727,0.6191084725838493,0.6431696881998206
0.5243107057015187,0.6354660255093708,0.5855723325272841
0.5338998718294556,0.6313496139653647,0.6059294256821794
0.535281439991515,0.6373087515683522,0.6136449451748516
0.512822713185735,0.6006988435349807,0.5991134128299397
0.5325553520762586,0.6271815933868108,0.6187527271836557
0.5399024240176855,0.6259794674965602,0.6231815222402721
0.5435725869761349,0.6402078403559844,0.6282421965824384
0.5578860815952854,0.649312710764028,0.6527579950444765
0.5266517156080719,0.6329126943678111,0.594996056577232
0.5490277359682173,0.6410047825805016,0.6475348755052699
0.5356659170532325,0.6426812665630125,0.6206285336705244
0.5615057200536848,0.6577792381437212,0.6363814073959647
0.5510304361667112,0.6325527057614979,0.6458651656091186
0.5407917518878073,0.6300414930667827,0.6259851893220079
0.5463680106707975,0.627833584922561,0.6390158661229638
0.5550681268040097,0.6321099268772619,0.6378925929576711
0.5537969517601287,0.6481720475009406,0.6290524219461909
0.5255749624816772,0.6260963375464503,0.6116303164397412
0.5478763484172545,0.6429690166556067,0.6277638913965332
0.5358468417064527,0.6316133696418309,0.6215957407571104
0.5285135917113771,0.6389640611373828,0.6137976506882691
0.5520037608471555,0.6673356228550873,0.6190335025930707
0.5336602022291972,0.6107154922571971,0.6279861974993681
0.5177735792740104,0.6297693954489382,0.5842146715155841
0.5436053382167663,0.6304212406882772,0.6439894906516286
0.5585081968493929,0.64519607155744,0.6474099617484993
0.5461218038082359,0.6061272706184859,0.6739541987020354
0.5351198467614888,0.6513405576392108,0.5973864450359463
0.5308830538175083,0.6242256820521335,0.6066079308254635
0.5326085527491765,0.6052890297833919,0.6214253678959354
0.5527199831342292,0.6413160291806227,0.6307414627112021
0.5369233253761775,0.6371261937964251,0.6050476999890303
0.5640598541934458,0.6527000631273643,0.6418425946512598
0.5242328729644692,0.6191457470302419,0.6042625246693101
0.551890315402546,0.6758444189276308,0.605476796711391
0.5371783287167029,0.6391432337098099,0.5982278152718695
0.5558161670023808,0.6416618938367789,0.6251661564258711
0.5509505428772417,0.6210946375061449,0.6586197816155704
0.5496466131907909,0.6443616292494919,0.6251093023031609
0.5486253756791837,0.6219508038467881,0.6430327482237145
0.5553769525015066,0.6466262669681103,0.6363517282655708
0.511293507255436,0.6064742195443915,0.5941246248207739
0.54851854341627,0.614745950162592,0.6428925258608661
0.5378393870176262,0.619431569152193,0.6234783987879196
0.5408207845541243,0.6643358185941072,0.6004174970327241
0.5471074736720378,0.6073246913074631,0.6427805298987146
0.5456974394114787,0.6280633624658148,0.6344671068955978
0.535322809132634,0.6225451309272083,0.6128568771429657
0.5174232902047714,0.605774707455212,0.6059798985754474
0.5355629341247046,0.6583993059331338,0.6067952135990543
0.5502729232175572,0.651123749283823,0.6158068176450879
0.5274318217869909,0.6124197599408168,0.6160707015042973
0.5540831533172382,0.6853520119671032,0.5966368854537817
0.5401920601086633,0.6479722588978427,0.6109390097444499
0.5169179689835081,0.5990927431601866,0.6130823318017236
0.543922246487703,0.6635615935384582,0.6126070655526393
0.5444666906491096,0.6577728193062582,0.6124840475880869
0.5523311605436734,0.633338760234431,0.6363837261610591
0.5348733340796592,0.6357026473245644,0.5958986813690526
0.5314301318388653,0.6790939955382125,0.5895660134719246
0.5260062283908817,0.6424955678931177,0.6070912033756831
0.541411082585495,0.6152551556584749,0.6396407010091323
0.5381116382286381,0.6317267835716008,0.6255282114415711
0.5487203331198571,0.6349668276318957,0.6170368091961547
0.5220781641254676,0.6038908073263657,0.6116692289639664
