window_size_1_RMSE,Exp_wAll,Linear_w200
0.37556880418733884,0.5348608394025015,0.6069673712411633
0.39105870880488264,0.5382572839897908,0.6296731958762087
0.3619222217856714,0.5021387737429146,0.5959074112162085
0.37961745016995485,0.5416180148712548,0.5859803991849879
0.40518517450241337,0.5663390938116154,0.6475329408167991
0.3854835571034346,0.5491872901297292,0.6141695763780883
0.4163508486599578,0.5813385116108755,0.638747730867723
0.3864148541130806,0.5433483815753881,0.6001457322686384
0.4060119457993064,0.5996494577237284,0.5812180754033968
0.3959837652309023,0.5450961989982998,0.6493178122238819
0.3809296671621065,0.5271181680942071,0.6100380303984686
0.35698353132272187,0.4925193960056474,0.5981252723049318
0.38620831612470174,0.5290909583972045,0.6408404509136228
0.39577118480934587,0.5482708644077542,0.6332506480501231
0.3808116820863495,0.5471474061650462,0.6081416829481013
0.37523934312903223,0.5250720732841313,0.5991866085175458
0.40225128140666244,0.5604293683177007,0.6113837512821386
0.40488928417658077,0.5739696025652812,0.6190537789571449
0.37207511664531495,0.5191586149054787,0.6039499841639988
0.401959811169371,0.5813295194370116,0.613590403190152
0.3503453648518488,0.4740856824262781,0.6291661745730434
0.3922419445571722,0.5596441899238696,0.6086511563468396
0.40207720284301707,0.5685865584575539,0.6312460276635882
0.3774118962088327,0.532102754729228,0.5881444286175735
0.38827071177948347,0.5707412421044046,0.5908301698509224
0.39941893600276446,0.5624410919568446,0.6020700902670003
0.4185058790125875,0.6162816975382823,0.6222910445111078
0.3733664200971325,0.5059241041819188,0.6406257447466678
0.39187155309895205,0.5376367885777673,0.6704942633533506
0.39310571441081865,0.5360667871440954,0.6269862672225538
0.38529970548058373,0.5309947132679183,0.6182651063861736
0.38228285461289985,0.5244608287864784,0.6155000092346482
0.3766860613561357,0.528005132924039,0.6141111649407035
0.35715990740723685,0.4795936089493506,0.6181943605296133
0.40583314138316884,0.5747376789189622,0.6334037442711863
0.3810269335974709,0.5075539984646289,0.6678234895492986
0.37218644402465056,0.5203297307680175,0.603268522349839
0.4088142523891604,0.5734836269149111,0.6331436747340891
0.3922412467801867,0.5556319089949157,0.62598796636319
0.3942255209222583,0.5544714618690514,0.6254363187411723
0.3908678661251779,0.5481685980652137,0.6291668970912653
0.3954332193071081,0.5576463286385143,0.6268090831116401
0.38481997809739166,0.5361375344963792,0.6017110368774837
0.37938773660725694,0.5226302082269574,0.6385637423453585
0.3684936818055004,0.4949291940536276,0.5964425544999716
0.37997886868045505,0.5362545961266154,0.5872187922682459
0.38644200859476824,0.5398759659489506,0.6275733183834356
0.3862452299943609,0.5309839576189362,0.6418950549997118
0.38969086909829986,0.544186905915381,0.6202250195579166
0.39710180390996147,0.5576660651621966,0.6286368388146717
0.4011622094385679,0.5758279746134513,0.6176134192433813
0.3775598154153751,0.541607637012858,0.5950317475362749
0.3970042022000593,0.5466412185292132,0.6273550845911025
0.38880321518165684,0.5383311875601376,0.6119410000702006
0.3643952934447174,0.504141297115282,0.6019405439292459
0.3883566648087896,0.5475306977465991,0.5957644607354561
0.3582727157036565,0.495394143747985,0.6226785629351861
0.3835235394536284,0.5526598463709798,0.6173592538250501
0.3873226827555115,0.5433677970756297,0.6435974095592019
0.3894082146619949,0.5521380576711767,0.6476184201323819
0.40937737034253135,0.5886199037162041,0.6284853539080903
0.3665458988708628,0.5105445995000236,0.6431696881998206
0.3874811119772207,0.547798116784882,0.5855723325272841
0.382367143119703,0.5269461904029628,0.6059294256821794
0.38042571587661245,0.5410556894836145,0.6136449451748516
0.377271407919702,0.5253128634311417,0.5991134128299397
0.3873499268995983,0.5499798399559441,0.6187527271836557
0.39775898970050727,0.5603855172054221,0.6231815222402721
0.3850269903635748,0.5266458907529686,0.6282421965824384
0.3931280636162301,0.5531108416451179,0.6527579950444765
0.37525799631195284,0.5306269403450519,0.594996056577232
0.3674535896524054,0.5117717065108512,0.6475348755052699
0.38927984756985506,0.5482782594708929,0.6206285336705244
0.3890220106196378,0.5351177390629646,0.6363814073959647
0.4124903060654404,0.5836285513321705,0.6458651656091186
0.3760962263787342,0.5374350366450624,0.6259851893220079
0.3539511573066617,0.4715026958952634,0.6390158661229638
0.40201830776177233,0.5682761467284806,0.6378925929576711
0.37118387244400614,0.5211961707733115,0.6290524219461909
0.39136598015418395,0.5558025950687042,0.6116303164397412
0.38561952452794734,0.5307336330120266,0.6277638913965332
0.38420547784797077,0.5391345663024193,0.6215957407571104
0.3801693209804449,0.5319183637622831,0.6137976506882691
0.37589328755900686,0.5198528931290385,0.6190335025930707
0.417781874567673,0.5829634679273289,0.6279861974993681
0.35850558006589095,0.4963530784160749,0.5842146715155841
0.37501481343186005,0.5300968285925075,0.6439894906516286
0.38650427011115773,0.5432069184433144,0.6474099617484993
0.40366709899188863,0.5627133908340408,0.6739541987020354
0.394742926959226,0.5649399307673183,0.5973864450359463
0.3800375059406471,0.5512364371867726,0.6066079308254635
0.37500582601251964,0.5303074399664726,0.6214253678959354
0.3645197003019719,0.5033544730376969,0.6307414627112021
0.3911826393430235,0.5679590762598691,0.6050476999890303
0.39366936344321374,0.5592302130172658,0.6418425946512598
0.34876337567530835,0.4811045227933059,0.6042625246693101
0.38056051851686035,0.5398078776913627,0.605476796711391
0.35211436148730785,0.4939789719472234,0.5982278152718695
0.37027784279176024,0.5040460190075413,0.6251661564258711
