window_size_1_RMSE,Exp_w200,Linear_w200
0.3274953400773119,0.7289038270430264,0.5909080339211424
0.5771583742927708,0.7015357271224658,0.6435235519775785
0.3461199092387998,0.6962499623366968,0.6330494360944686
0.31336852862727493,0.7437688479057654,0.6187452438733396
0.30611477247842217,0.7214341983903148,0.6314697444377985
0.3095874118244089,0.7187398470586804,0.6396641915628457
0.29974137729768013,0.7288682221157388,0.6199477489119236
0.3054136288716064,0.747283346919014,0.6241684467114268
0.3267857405393793,0.6956715403162961,0.6004980849498018
0.30293561202245284,0.7096643267727414,0.6236191734817342
0.30520283965684797,0.7033321384834978,0.6227577593982645
0.30241340528943933,0.7066932172071065,0.613659798517501
0.3290179915757066,0.7138065456787441,0.6219132055477355
0.31522735207991043,0.7854901199553567,0.6154293439696985
0.30591537701668564,0.7052966351211802,0.642421466398015
0.3178506929495966,0.6888469471404945,0.6270956114300501
0.314080443048422,0.720780365006098,0.6133169269491681
0.3033221775327541,0.7129548176513761,0.6399797872658503
0.3342224656852682,0.7456778730152089,0.5844428115905539
0.3289976352552292,0.7423515532562726,0.6092824549359706
0.311417929084543,0.7393351158587173,0.6272209448113124
0.30303261731603376,0.6963987858836781,0.6091379460354471
0.30125602624444836,0.7041639341988001,0.6095343926981176
0.29966131597804707,0.7116500210908072,0.6391088928637112
0.2965593621856857,0.7295262560645609,0.6032774068854146
0.29801153500120586,0.7383551932030673,0.6005008261520314
0.45772484581705647,0.6936802363821941,0.6044140468644629
0.3009290988952141,0.7570489808863533,0.6240811018056039
0.3062614002740283,0.7419459548214857,0.6528669020521132
0.3353117324669147,0.7189301488127406,0.6155060432740689
0.3013680704928135,0.7022451283120453,0.6225998503243453
0.29820831580330215,0.6916866345258093,0.5981076084522223
0.33487205513172974,0.7131975259667956,0.6153619778090279
0.3039211832632658,0.7077932607519021,0.6453646076081156
0.4502678313990589,0.7190614229126551,0.6411791017585969
0.3030713331247844,0.7029588381243215,0.6412822934517675
0.2992326105382913,0.6641683511569023,0.6370288417342272
0.3101554804778838,0.6988129049699201,0.6463118270243181
0.3103937202523092,0.6842829817303903,0.6259357890178001
0.3279353953555054,0.7014083491433827,0.6317005870323559
0.3346994841841753,0.7352032031373564,0.5946362686837265
0.291515205090637,0.6724204014930086,0.5948450310507083
0.30428707302056274,0.7272379390597394,0.6352230088530465
0.6581823963027016,0.7357615076348413,0.6309771925378725
0.29791637282834343,0.6963318339879521,0.6293707958814769
0.4396330329628475,0.6861745219831787,0.616018906340785
0.35207923029145527,0.6986879548368837,0.6053613554136666
0.29883865789872477,0.7248650906195079,0.5990346477468127
0.30310035189288553,0.6972989250677535,0.6179683858587746
0.3083870526785956,0.7219469381896465,0.6375801333199771
0.2938850986516794,0.6991628951747326,0.5953181735044065
0.29896027903952105,0.7514245348154697,0.5887991751444082
0.3070072734610442,0.7278904813297915,0.6455090658144097
0.3313216152825323,0.7008936703192791,0.6219832365020321
0.3035727684716595,0.6939516897165245,0.6177502304509814
0.33987419393464713,0.730022154104493,0.6423065719984068
0.30756154832824223,0.7497079519171451,0.6305504040844865
0.3023704424467812,0.7470055805820749,0.6312110758019557
0.2992832910538598,0.7098457610807505,0.6047812813053796
0.303197993897766,0.7456776159761718,0.6230498141383143
0.5780934393865782,0.6965600011426416,0.626096356304119
0.2946638049363927,0.6813237609416393,0.5659370072455077
0.34218740000531883,0.6826968182308114,0.5949295974399722
0.31973501525285825,0.7321648844967359,0.6139279879665466
0.3108162605645697,0.6789848506341016,0.6142411497010525
0.35037190670469337,0.7031582675138537,0.6386720203189028
0.29614425513823567,0.6614989466556136,0.6211380207021228
0.30415531364727927,0.7016360713224491,0.6417293009540783
1.2419943333978394,0.7225530905988182,0.6342878428586087
0.30192937846714163,0.6979810134079848,0.6373532422185615
0.37979076548856106,0.7112972409399123,0.6140720725662442
1.287791169782317,0.7139934026060399,0.6161161075399675
0.3032529598795893,0.7298267217015392,0.5912579684569069
0.37013281487092636,0.6950234835279799,0.5990649955292121
0.3046395406278979,0.6914279406426715,0.6399833681301266
0.3517651197973821,0.7356061973018301,0.6010600417064089
0.3067538407828867,0.7168768089991663,0.6158959275693762
0.304773252337404,0.7034495798086929,0.6298992899804757
0.3169728784039678,0.7031993344737856,0.609037016910866
0.3305584725330424,0.7107278476370841,0.6091078542250531
0.30899351385978674,0.7206584290706295,0.6221056967159195
0.2968582986444671,0.7315843993329574,0.5888212163333527
0.295182844792951,0.668641711928084,0.6309753687688627
0.30449894407373357,0.7560225696101576,0.6066902600612903
0.3043609869444772,0.7519213154134959,0.6142791830111599
0.32430180028427313,0.7179950255293417,0.6296473429608668
0.3033782135665083,0.7244430851882953,0.6204993494552081
0.29146996198460606,0.6673008364705657,0.6063323163898309
0.31162184280864375,0.6844334296447812,0.6044379100978841
0.3257677072341176,0.6866904750408114,0.6032009654667339
0.29730288398276744,0.7210834992608927,0.6086911934830043
0.32457346545585053,0.7233340900560087,0.6149534835606842
0.33682198999449714,0.7431610766439263,0.6035297804327324
0.33419566398068085,0.7473964254374481,0.641978166708827
0.293916416276686,0.7009106372896305,0.6099560956779506
0.31654898036913887,0.8039936632799778,0.6304974746728453
0.37126270559077895,0.7070921851239977,0.6433700021774699
0.3031784583561429,0.6860709888027375,0.6481939329840462
0.2944385271109718,0.7139070492061284,0.597417846978075
0.3449645619053376,0.7020495188035838,0.6191061034441864
0.3286495513360628,0.7240832865774459,0.5823125117699383
0.8468089961915459,0.6412041682871582,0.6310864354419783
0.3070682863122782,0.7664423656784333,0.628511972028905
0.2944625790434934,0.6959659572813733,0.5618738994621402
0.2976898758205992,0.7176078375928238,0.586333161875716
0.3019463109854652,0.7276587392009255,0.6126082439869112
0.3145338492006755,0.727393613608984,0.6012823575499067
0.30047752189542937,0.7046690096062952,0.6206746926739523
0.3007846654068232,0.7026264024164667,0.6262021049395334
0.29150181706759537,0.6463337930868777,0.5977203371029013
0.29609301790865344,0.7117487772301435,0.6027780753850187
0.32130422894577504,0.7119518027730546,0.592103242862005
0.3333687729603851,0.6896161735179404,0.6344873225233773
0.30774923803926824,0.6824882445877889,0.5935180878955303
0.3083347112181516,0.7205198324044036,0.6582435019855396
0.2987893676141561,0.7208401850352391,0.5991727492588653
0.30525764680231404,0.6761680919725489,0.6464195481774321
0.3024941443616516,0.7224794995181781,0.6215436889527258
0.2980373708653969,0.7139881423066121,0.6060233116566298
0.30463135844824935,0.7162276621131578,0.6359737784280872
0.29576180978934313,0.6983735479367776,0.5826166803525245
0.3095953283983208,0.6972611231448107,0.6108546813553354
0.2975039289123997,0.72410760703428,0.5904205083990369
0.3258385847723907,0.6874528060994477,0.5925521985343837
0.30095666463849324,0.7013087946989081,0.6412942402210939
0.3583587248344164,0.7526394949595399,0.6113595144486349
0.5520313698504481,0.6829563790212856,0.622188781199692
0.31715238676563523,0.7117510738660752,0.6259399174233802
0.30504788594277227,0.7598864191897765,0.6016956430340413
0.3116473108023399,0.7541548156517099,0.5892162276228754
0.3160159003207346,0.7379275773011673,0.6162921995109221
0.9390511723986392,0.7373249120976537,0.629827955694148
0.30197720638795017,0.7157539388439038,0.6110978697507671
0.2993115588362416,0.7293974667227059,0.6175390546183424
0.3951618494018124,0.7101677941172858,0.620703475142371
0.30116688478904174,0.7073921812477063,0.6039878539239542
0.30252156401930813,0.6932070637588571,0.6159352727082826
0.29800203214966925,0.6865231672264019,0.6079765695795427
0.29566478414786146,0.7250684027391852,0.5858388860565708
0.30133160982309776,0.7346780181761053,0.620827653366713
0.2953503056624399,0.6427909249779938,0.6032612792573389
0.9052994011532457,0.7255191274388134,0.6326191281654097
0.3300878265688449,0.6877465963156285,0.6145497457435822
0.2978333404651078,0.6802785810027571,0.6007626416766331
0.34214683479168795,0.7333392501905541,0.6261581518057323
1.1022116476568666,0.7262937554823254,0.6113238367060643
0.3013078173495154,0.6696289465668508,0.6312533553054422
0.301361642006297,0.7253411147648267,0.5898026188991382
0.3093462968686765,0.7201728059678928,0.65059193681722
0.30148080403590827,0.7256854941276399,0.595147947803072
0.3280583342463582,0.7129751228333251,0.6107769296633662
0.29690556541501073,0.6757864055108301,0.6129706781644895
0.3106078186054416,0.7562385794556709,0.5995486153686962
0.29800211091597334,0.714654757436253,0.6163204995389541
0.29798344204729404,0.7462426821139373,0.5941986014201245
0.3009656917167702,0.7046405526074924,0.6114709133347036
0.3277629541933883,0.7139544528429969,0.6015423637371256
0.31125321554307983,0.7337195050325991,0.6135650987386234
0.2978900644048243,0.7005510500342763,0.6198752543227379
0.3134496032830289,0.7058368592262625,0.643164291448587
0.3040585663819807,0.674257403204968,0.6336182833649032
0.3009962547798539,0.69936997065117,0.6174303567576112
0.33016105163137366,0.7180774923433065,0.6057931740211688
0.30747529576548405,0.7200610610889173,0.5957793494619661
0.302105971672203,0.7403499569523376,0.598976255745989
0.30547029188794034,0.7356281649791326,0.6403898119132887
0.3166990332486593,0.6758036264708426,0.6245626673325784
0.30354263044528235,0.738553675633557,0.6194578823667579
0.3054361617348618,0.7132066804303626,0.6732652406690197
0.3314928404018907,0.7388487479944866,0.6263677179668988
0.3015233793099102,0.7226639677716176,0.6129123772543769
0.298083305237861,0.6930642644963282,0.599999787044946
0.3044042372859563,0.7165382281889708,0.6338275157045138
0.3244739881950464,0.7107794148827241,0.6435308693175881
0.7926416999485592,0.7257902566718059,0.6155375844935923
