window_size_1_RMSE,Exp_wAll,Linear_wAll
0.3175110319903078,0.5719126865758367,0.6253839740921286
0.58851344153913,0.5024499156714335,0.4311485009153133
0.3403925772927479,0.5591590238532139,0.5006125633931984
0.29422176837335895,0.5154233186058801,0.4187063814476406
0.24836464545485873,0.4975232757085014,0.4564086992414652
0.25936377804172883,0.4930951934221329,0.5312676032290026
0.26244973154879603,0.5479278959368137,0.4609689560400917
0.25868978672468845,0.5199644784599631,0.466575761453284
0.29546230185351124,0.5509607658226423,0.41226627951852857
0.2726173427664714,0.4866741766064172,0.5627544323057572
0.248917777307542,0.5423760183089363,0.39175221094168505
0.25340154881649146,0.5307152188365176,0.4810486685673747
0.3238987099259186,0.6367231708794352,0.631571635981815
0.27232173464117887,0.5819449118401093,0.5549202058929488
0.27068025531679657,0.5203444483623156,0.6585456400595074
0.30403660396354376,0.590674383547284,0.4047878789588072
0.3127947663059809,0.5713118768242614,0.6417656486203063
0.2652510174778376,0.4883349774826983,0.6057592538778036
0.3113896739057444,0.5832170919084916,0.3828959281874413
0.3259804644010712,0.5800851256975963,0.7110362902995943
0.26529775404639416,0.5663664319982659,0.5848745336874884
0.23684340282782004,0.5774855895623793,0.35573890933817576
0.2596278678743326,0.549367307624624,0.4704605428889878
0.2612959511302885,0.4831865125405267,0.4337588479560431
0.2631393989802803,0.5748767158919978,0.4897906332765751
0.2575618845864735,0.5616641673290739,0.4579163355202938
0.4824780280608191,0.5903162100403448,0.3853469108018514
0.2376782654358365,0.5713290073101507,0.3591981530664107
0.2767138169717866,0.5994091037158362,0.5353224387620442
0.3442801386420117,0.5808809903051594,0.7530469558429062
0.279415549777806,0.5858963189035941,0.5716552452687826
0.2592846151325528,0.5661373394927317,0.5048120589133516
0.32750477946886725,0.5965818737525828,0.705219902966517
0.2818831385487247,0.5816846204996851,0.5877632767651884
0.487317546958719,0.5467774728421175,0.5441752476794668
0.2642612348625458,0.5218070885418015,0.4901138833497638
0.26632675143317375,0.5022574667594157,0.5744361039152492
0.278436981690166,0.522957271857969,0.6193524609821588
0.2905110566936912,0.5240634521164877,0.6446753897359285
0.3109496335076934,0.5554004442202104,0.6094104163280277
0.3288419953290849,0.5709604650311552,0.5112331713486763
0.30213156027075844,0.5430826337678748,0.8556034321079445
0.2378453493205687,0.5403349106285067,0.35125129964754337
0.7185005806118806,0.5434057259397024,0.4042299246751007
0.2478563658167291,0.5101078484172323,0.44798559238798985
0.464433359940171,0.5864498993466342,0.5321592720201396
0.36459730894617376,0.5664090259719066,0.7655821975295217
0.25623730703016767,0.5191072457236436,0.4493753787375217
0.2729197542513167,0.5402682169947983,0.43535786281202254
0.25294472677595975,0.5916731814578614,0.4232636259539195
0.2624784246113819,0.540354695282805,0.5014278682892158
0.23896836541758468,0.6061934289598945,0.3252654705115199
0.23549272176527056,0.5139585385314147,0.3608083231020908
0.3281452141359436,0.6104669650059891,0.6333015144162438
