window_size_1_RMSE,Exp_w200,Linear_wAll
0.33519719901768336,0.7289038270430264,0.6253839740921286
0.5753087615872703,0.7015357271224658,0.4311485009153133
0.3314116721663977,0.6962499623366968,0.5006125633931984
0.2832358504999151,0.7437688479057654,0.4187063814476406
0.2521941738194637,0.7214341983903148,0.4564086992414652
0.27673408616692624,0.7187398470586804,0.5312676032290026
0.26909884017290775,0.7288682221157388,0.4609689560400917
0.27257022074992476,0.747283346919014,0.466575761453284
0.2874891051433135,0.6956715403162961,0.41226627951852857
0.289860085287427,0.7096643267727414,0.5627544323057572
0.25279305191701107,0.7033321384834978,0.39175221094168505
0.2627539343049559,0.7066932172071065,0.4810486685673747
0.3374056506968346,0.7138065456787441,0.631571635981815
0.2843060892245393,0.7854901199553567,0.5549202058929488
0.2860462245349975,0.7052966351211802,0.6585456400595074
0.2875842428272063,0.6888469471404945,0.4047878789588072
0.31935825841154564,0.720780365006098,0.6417656486203063
0.2899403685976574,0.7129548176513761,0.6057592538778036
0.3019179802540589,0.7456778730152089,0.3828959281874413
0.34238353476484545,0.7423515532562726,0.7110362902995943
0.27395547127451775,0.7393351158587173,0.5848745336874884
0.23474172944174895,0.6963987858836781,0.35573890933817576
0.26531756272907,0.7041639341988001,0.4704605428889878
0.2628679704724589,0.7116500210908072,0.4337588479560431
0.26453184472677027,0.7295262560645609,0.4897906332765751
0.261716907936492,0.7383551932030673,0.4579163355202938
0.4588745449125094,0.6936802363821941,0.3853469108018514
0.23419255810083006,0.7570489808863533,0.3591981530664107
0.28758584162351114,0.7419459548214857,0.5353224387620442
0.3431794014198523,0.7189301488127406,0.7530469558429062
0.28814819741521763,0.7022451283120453,0.5716552452687826
0.26129419862735553,0.6916866345258093,0.5048120589133516
0.3443163883113705,0.7131975259667956,0.705219902966517
0.2939425088371893,0.7077932607519021,0.5877632767651884
0.4619929335194299,0.7190614229126551,0.5441752476794668
0.27393056330124216,0.7029588381243215,0.4901138833497638
0.2805000747247365,0.6641683511569023,0.5744361039152492
0.2970634693810666,0.6988129049699201,0.6193524609821588
0.30284937461168154,0.6842829817303903,0.6446753897359285
0.33236838086712606,0.7014083491433827,0.6094104163280277
0.3204477130071719,0.7352032031373564,0.5112331713486763
0.3121597635012596,0.6724204014930086,0.8556034321079445
