window_size_1_RMSE,Plain_w200,Linear_w200
0.8263196042374225,0.928713496616782,0.9407578288937056
0.7738699593451253,0.90748085438307,0.8871615651468943
0.7991759088550452,0.9196997507753438,0.9280626946131934
0.8227044744715926,0.8938084623200659,0.9380263621566302
0.830158615082939,0.9433445739742063,0.9183662523486528
0.870386918630613,0.9759281114524464,0.9424214860915722
0.8159194180825154,0.9270149722613016,0.8828606347366624
0.7655317566890454,0.8800898208188501,0.8518487577896043
0.8351104159050508,0.9379245960765612,0.9360812071232012
0.7660379722245988,0.8686196329681646,0.8485759902175946
0.7443980486599605,0.8564893831581598,0.8406893215567294
0.8083013842075956,0.907564818152533,0.912419092068995
0.806435881449012,0.8872369960183726,0.9201977457759172
0.9062674996339357,0.9655522543300776,0.972001070898692
0.7680126986472791,0.8907908370601114,0.8954627026150309
0.7785415666285322,0.8677513494994948,0.8670772816407356
0.7304095451237925,0.8381710076877043,0.8111560449322047
0.8580328546692827,0.946115345865611,0.9290280296130402
0.9058041125382144,1.0117490625569454,0.9868092628156144
0.7567224602940721,0.8415400854363065,0.8399253617944018
0.758484991778847,0.8500136471767804,0.8800911653381148
0.8395540950908779,0.9627217952682906,0.9222880163729478
0.8104400966724401,0.9164728983133144,0.8837051070882709
0.7543726645495573,0.9304142245999976,0.854630093817915
0.8170838644579821,0.9300447173449848,0.8921816169980342
0.7544372065371745,0.846938109430564,0.8455235806492267
0.8228836645627504,0.9268460435709928,0.937939512714141
0.8211098985355599,0.9057025432237932,0.9415368892852434
0.8128746072456109,0.91037689267193,0.9200349415863132
0.7604997551460652,0.8494927629618438,0.8501702587904577
0.7448231609807394,0.8572815014047247,0.8840122420680341
0.7639584907483591,0.8698191033202299,0.8718079732546626
0.749268044266128,0.8782143885618079,0.8673568129758239
0.889147451882449,0.9644152495795209,0.9580285257268222
0.8133333119948978,0.9773014172179432,0.9308897405335916
0.8048492290997659,0.9501225874337276,0.8978389258554168
0.7842137570206569,0.881389389584259,0.8693778995579606
0.8000378770728677,0.9162887703031208,0.8884613784521913
0.7951950618246134,0.9193424396752924,0.9020993822148504
0.7965787557169077,0.8864916876631501,0.9368990491711034
0.8490418784776406,0.9570134742159526,0.93764563650142
0.7413409157579279,0.8513782699427397,0.8576962411439315
0.7195085019818472,0.814084760543619,0.8180943310305113
0.7661389372306627,0.8331052115641284,0.8493403928867989
0.7929214819436984,0.9184221854980036,0.8761502579461471
0.7923423106569932,0.9145479993759414,0.9079835428809082
0.7966264621775622,0.8709548059851422,0.9055588763903636
0.8262342798054954,0.9094780211142066,0.9300050564534584
0.8035898380642934,0.9355857498043122,0.8993645019641471
0.8415971199894589,0.9352923932961982,0.9569188172285844
0.755780244412837,0.8555728746343427,0.8408311603998432
0.774008990272948,0.8889748071649595,0.8856754664809356
0.7846694791711443,0.8858855522515985,0.8870632705194891
0.7702963227510686,0.8695596742217769,0.8477773901962539
0.8164311043426873,0.9327261602497428,0.8967199176440509
0.813633089342811,0.9308362826764898,0.9199529797486216
0.8231163520251211,0.9088222688695216,0.9634098402384912
0.7454582386810442,0.8714870689237784,0.8469445428366562
0.7889455561569882,0.9003699110193325,0.8882479118157004
0.8350823120234588,0.9758300609369644,0.9281826657589564
0.8320356940319427,0.9174811841830112,0.9376840574898896
0.7732977728093713,0.8705363791028025,0.9045392261212126
0.8369905513931937,0.9538133159170396,0.912645489053908
0.8335867908859453,0.928595952620546,0.9185138573566156
0.8058265671925546,0.9155058689333172,0.9238790157259464
0.7922503172851119,0.905214291643741,0.8630625743934607
0.839487790636487,0.9331769379603136,0.9712399586034322
0.8138991616991376,0.911749185777904,0.8988147959171252
