window_size_1_RMSE,Linear_w200,Linear_wAll
0.7665974086109256,0.9407578288937056,1.1592108230475464
0.7493448736291023,0.8871615651468943,1.4095535622345927
0.753893802901704,0.9280626946131934,1.0753834069192163
0.7715174270858345,0.9380263621566302,1.3821934820593225
0.7993969908428269,0.9183662523486528,1.249544111571001
0.8281796526669519,0.9424214860915722,1.136630990025982
0.7698051775037988,0.8828606347366624,1.160933841017222
0.729074166579121,0.8518487577896043,1.0944090251534992
0.7727829050913442,0.9360812071232012,1.149297152519585
0.6626711982771841,0.8485759902175946,1.0264930585836551
0.7330993671321548,0.8406893215567294,1.3663094302793837
0.7227167656005965,0.912419092068995,1.1463035367103485
0.7668388887618677,0.9201977457759172,1.0832532041150036
0.8558783277221388,0.972001070898692,1.3164065797044993
0.7437554202925705,0.8954627026150309,1.4503753830530948
0.697814313465233,0.8670772816407356,0.9985742324609728
0.6462196182974792,0.8111560449322047,1.0151780809024429
0.7721957748207546,0.9290280296130402,1.117784708683866
0.8374742592083898,0.9868092628156144,1.0745715970081648
0.6656930134870326,0.8399253617944018,1.070540847841042
0.7552497125055326,0.8800911653381148,1.8408809125378085
0.7728957278109889,0.9222880163729478,1.1195838757650591
0.7665695601360205,0.8837051070882709,1.3059239241990293
0.6808282182833117,0.854630093817915,1.0557667770336503
0.781161852347366,0.8921816169980342,1.3272652199553656
0.682248604274431,0.8455235806492267,0.9301429827461644
0.7854247939621292,0.937939512714141,1.1110282893158474
0.7762090144747985,0.9415368892852434,1.1700802394083885
0.7232490730233738,0.9200349415863132,1.0393527494077026
0.7002991308198219,0.8501702587904577,1.0417391162048704
0.6880332211127494,0.8840122420680341,1.1052244446883197
0.6985881769676802,0.8718079732546626,0.9553654885808318
0.6914626905651376,0.8673568129758239,1.1880656427507912
0.8004513317864854,0.9580285257268222,1.271524004177366
0.7634969018165473,0.9308897405335916,1.0724011401462523
0.724970425770215,0.8978389258554168,1.155540834570394
0.7372277989201612,0.8693778995579606,1.0371482630438855
0.7787735693026728,0.8884613784521913,1.5182822229046282
0.7102992918329847,0.9020993822148504,1.0575742424458
0.7080783068221818,0.9368990491711034,1.127687543695299
0.7543275978290878,0.93764563650142,1.227787680614792
0.714253679269057,0.8576962411439315,1.3775786231364784
0.6187384825996146,0.8180943310305113,1.0969911207163552
0.7368650619536596,0.8493403928867989,1.188946287087571
0.7223579238318113,0.8761502579461471,1.2286839716037743
0.7414638894822728,0.9079835428809082,1.0360696090443355
0.7113980598033101,0.9055588763903636,0.9921604868663602
0.7689469315380618,0.9300050564534584,1.2601882270170512
0.7713636272739552,0.8993645019641471,1.2926467424423818
0.7630368875021151,0.9569188172285844,1.128954229778582
0.7064592330916282,0.8408311603998432,1.0728409436116222
0.7285896209414984,0.8856754664809356,1.0520619998113048
0.7180736998502301,0.8870632705194891,1.1751831821596337
0.7131566126225469,0.8477773901962539,1.1000087701636805
0.7601384272813863,0.8967199176440509,1.0639072832162246
0.7341618672012614,0.9199529797486216,1.2596870913438185
0.7773678423044619,0.9634098402384912,1.1506860560339127
0.6947136498808876,0.8469445428366562,1.0774052705814197
0.7333062538304882,0.8882479118157004,1.1047309456223755
0.7877260486159443,0.9281826657589564,1.1137346546136428
0.7979389183504461,0.9376840574898896,1.4020601571531843
0.7402807316349718,0.9045392261212126,1.2008443062649918
0.77638269082449,0.912645489053908,1.0236086630500707
0.7793798396163402,0.9185138573566156,1.131061676249958
0.7568029867171782,0.9238790157259464,1.2331869170908525
0.7733804177334973,0.8630625743934607,1.4065472000098975
