window_size_1_RMSE,Plain_wAll,Linear_wAll
0.7930699805507229,1.3799880615426332,1.1592108230475464
0.7763945916571713,1.2784335019336823,1.4095535622345927
0.8005713009244355,1.267595482336543,1.0753834069192163
0.7933614484394756,1.1171898922147447,1.3821934820593225
0.8552517326817414,1.4003733417068,1.249544111571001
0.8772585893040231,1.8321923468517736,1.136630990025982
0.8242380535636153,1.1331387772757175,1.160933841017222
0.7676437242961904,1.119639477574225,1.0944090251534992
0.7889947480522942,1.2115211272054909,1.149297152519585
0.8398968579550637,2.467651957622808,1.0264930585836551
0.7923670480558063,1.088693995942188,1.3663094302793837
0.7457944467035533,1.0952327410220677,1.1463035367103485
0.8051973116409904,1.181415440906161,1.0832532041150036
0.8962214615516519,1.2099049909637778,1.3164065797044993
0.7660975946542092,1.2601917420657778,1.4503753830530948
0.7093276770727913,1.075753088951083,0.9985742324609728
0.6913754104054114,1.1077841036927103,1.0151780809024429
0.8005755733599923,1.1479383051576708,1.117784708683866
0.8651689080997776,1.4402382954301078,1.0745715970081648
0.7432941803798353,1.30396872791791,1.070540847841042
0.8110026932737796,1.1029787641412705,1.8408809125378085
0.8137832054992147,1.2817759391676191,1.1195838757650591
0.8125512751462344,1.186505717612092,1.3059239241990293
0.7310220322464677,1.3127026209351516,1.0557667770336503
0.8087556691218178,1.3102925362743139,1.3272652199553656
0.7245761989374682,1.2623802644708535,0.9301429827461644
0.8164871295959857,1.5187866450737453,1.1110282893158474
0.8228109189728309,1.219782569838323,1.1700802394083885
0.7886709775977145,1.6145001656887743,1.0393527494077026
0.7547123936773742,1.2598140971455007,1.0417391162048704
0.7156870295912708,1.0161808834091837,1.1052244446883197
0.7336481893140138,1.1552352545425248,0.9553654885808318
0.7277174931429461,1.1325416803342452,1.1880656427507912
0.8462463114423737,1.223687441863652,1.271524004177366
0.7822026585736325,1.022314568658185,1.0724011401462523
0.7701526290240704,1.1907166919028525,1.155540834570394
0.7809072133000012,0.9991215700738572,1.0371482630438855
0.8167502927808803,1.3511710686170733,1.5182822229046282
0.7636652179866039,1.453059423179827,1.0575742424458
0.7392967546416033,1.1524183306604423,1.127687543695299
0.7941156846722826,1.2323989885435334,1.227787680614792
0.7967400044067627,1.418728253109706,1.3775786231364784
0.6854395632641871,1.163249826905229,1.0969911207163552
0.7652008924203547,1.0591213657594718,1.188946287087571
0.7880871324393118,1.2226856246007929,1.2286839716037743
0.7779517161365911,1.090621392795919,1.0360696090443355
0.7561461689029519,1.6712299468732854,0.9921604868663602
0.7827561736927444,1.3027421688055745,1.2601882270170512
0.8128330709234349,1.2082825970188835,1.2926467424423818
0.7859403105334287,1.0685374206445142,1.128954229778582
0.7585339142774513,1.0751994496187287,1.0728409436116222
0.7705024745524135,1.3118924614360623,1.0520619998113048
0.7767221467527453,1.1419250758648234,1.1751831821596337
0.7765822266468648,1.2845437506125092,1.1000087701636805
0.7894085481713398,1.1043076617550032,1.0639072832162246
0.7680977029841015,1.172063316434404,1.2596870913438185
