window_size_1_MASE,Plain_wAll,Exp_w200
0.21226736506216062,0.27040924430040475,0.5485042063286414
0.2119871831252727,0.2913964603672175,0.5215653233898839
0.20965699963047243,0.2758463622027686,0.5655478209976491
0.20783146289164342,0.2795339027856497,0.6137888685652024
0.20709215505292236,0.28001441374968955,0.5841682699919661
0.20632387141771397,0.28621170707214216,0.5907578018886596
0.203645802367666,0.2756709851785163,0.5508993978995239
0.2177676587933384,0.2972063260005388,0.6122999923538747
0.20724351777186506,0.2754862571794423,0.6037311175475216
0.2047982479344029,0.27176556431122256,0.6083155366218803
0.2046994622313489,0.2738509943503193,0.5803677929795671
0.20645056403663184,0.301476930630645,0.5973680058082169
0.20026169581291534,0.287731217788796,0.6121029458773536
0.2112892855501894,0.2839691079579583,0.5911222015290221
0.20779463696450534,0.26426384726884083,0.5443537085159654
0.20862087089845313,0.2771081719611909,0.5633346737318603
0.2038300174389233,0.3036835417932125,0.5584106397332997
0.2027260227324561,0.2820331644777031,0.6124204231398533
0.21375115255463714,0.33045815999724937,0.5453498942734009
0.2164453640096867,0.312770857802053,0.5827686196721261
0.21709517895866517,0.3144782859668669,0.5591602788105137
0.2154940943691334,0.28232700230806185,0.5573514873572365
0.22338793308779856,0.3427894188380436,0.5505068323015739
0.2241281829479239,0.3037442385040624,0.6367361881494306
0.22068636040663442,0.3069271425706463,0.5833905162623495
0.22902287659686266,0.3166320962465501,0.5802096456940816
0.21982616470625096,0.29542014756675355,0.5538499695761641
0.22104900346000433,0.2860329805069277,0.5592553565145315
0.2189715287689374,0.3073587099339091,0.6394610648506145
0.2149184922905556,0.2693565398113782,0.6070408112949546
0.2153707726822157,0.30380478849973663,0.5576073381442709
0.22148697397632702,0.3123964370656174,0.5699418500960394
0.21855722967877056,0.29496765822765225,0.5882361746194826
0.2209577218112636,0.2927816358912299,0.5802524008387074
0.21727419390946656,0.2997740559501155,0.5649323407913914
0.20930872545382695,0.3207665481009461,0.5739319435239879
0.21959284186779157,0.2908717039198148,0.6250534931175029
0.21900389888793523,0.2930937555088217,0.5929914010561244
0.22556125333425447,0.3195852458054882,0.5844316393133421
0.22231668354568473,0.3017416801937749,0.6066428250142628
0.2210910283445602,0.34327366338049464,0.5665041757607898
0.2153263398651596,0.2880771634430705,0.5386051440109407
0.21240186516228857,0.28249288124780103,0.5680520877163837
0.2165249066365687,0.3031904256469488,0.6100322604774409
0.21762581813771603,0.30619159837023224,0.554931434752247
0.21808673363858014,0.3091764730460332,0.5928241825042494
0.22023908671148543,0.3197663760916709,0.5668809360850484
0.21286343433157676,0.3106337112895694,0.5609336074285114
0.21948287428061541,0.2989521679268265,0.5748964014485771
0.22407704700933848,0.3137352599634425,0.6031128598718526
0.22093049230882275,0.32143446807622184,0.569489850312793
0.22060453491407422,0.321760966025682,0.5618135923161273
0.22400775834966502,0.321316590968743,0.5243253082820882
0.22346770076048372,0.316396724255736,0.6211491352094997
0.22468671927940753,0.3097567800212765,0.5828803508778959
0.22017240839382984,0.3307706300884326,0.5622031910909591
0.2259337768041883,0.3868307168180706,0.5676645252318104
0.21594077048850246,0.2982579023968108,0.5698189014951116
0.21352091632374923,0.32318889209630425,0.5733541467428956
0.2268622111709671,0.3175727522846608,0.6004726503438313
0.2233475019192559,0.31904325407730105,0.6001028426843721
0.21919262633489417,0.3076178153932308,0.6129856359603787
0.20682486086617602,0.3176638639598461,0.5578065429285877
0.21775779720616853,0.3488823542675757,0.6050298999785783
0.21939753843878876,0.3084690428555543,0.5890221839198228
0.21732893096370656,0.3419018378704844,0.588514572035875
0.22382177835214218,0.3141187677183685,0.5548864971557758
0.22048891416499977,0.2959106150853587,0.5270477493826633
0.2139788936263345,0.3183146041467457,0.5469644597119386
0.22254304630113717,0.3063369327199018,0.558962796221093
0.2274530536542359,0.34386365515537665,0.5918357090905139
0.2274691678012882,0.3194933629787641,0.6019880136339149
0.2178913383650506,0.29994319304803296,0.547113814290781
0.22445039432287486,0.3213827814228287,0.5654641958133722
0.22826534092585213,0.3292107946575555,0.6060784291958897
0.22323027066063994,0.31609159571660184,0.5606206029770242
0.2200593976738645,0.3953545645852571,0.6024582621442501
0.22437333117755068,0.30593654020254546,0.5582979153336989
0.2110884491406702,0.30019491206250665,0.5680993396533663
0.2231812720712157,0.3156802492900596,0.5798100899110409
0.22462915057369615,0.3809559584282705,0.6006776654687415
0.2236788033634963,0.3181508066905829,0.5855922025062401
0.2239058229581614,0.3032031538735958,0.5714679463979673
0.21848696366424608,0.3192271572991977,0.5793294860621312
0.21705143486460401,0.3138739208146677,0.5549357790089274
0.23168756036437224,0.3377086646853011,0.5656338067749339
0.2230791611253683,0.3431452957911877,0.5538941191493454
0.22284750708232828,0.31055096377833324,0.5578623943844889
0.22891630570051869,0.3191723946501166,0.5580133975069053
0.22449937911949644,0.31286145239757635,0.6155353025596135
0.22809392891913902,0.37284996297691736,0.6719979345080321
0.2202560510426271,0.3215589288389517,0.5629382684273443
0.22298400985663505,0.31352206122279475,0.5435341813258194
0.22349721938271347,0.341944344933426,0.5580232304927621
0.2276265417224867,0.31080610092282496,0.5791434151951699
0.22565610183471393,0.3106741302371738,0.5856432795496473
0.21740517926911196,0.29546538405347084,0.6286875451828028
0.22554856286024708,0.314408068031878,0.5474113120342059
0.22584413699013786,0.3195950347432115,0.537058724119498
0.2298525010438551,0.3230314535068892,0.5906328401287383
0.22699945240240596,0.3461422284047549,0.5494993132905607
0.2249411780751868,0.31021921010848946,0.5629648884275383
0.22721176025525466,0.3377740418003575,0.6112519350215981
0.22928473055346507,0.34431213390726434,0.614584867660667
0.23005796603038298,0.3155811564790259,0.5716059444951632
0.2263085102291952,0.3528373964005638,0.5538939413983378
0.23413445560254648,0.3372943034590239,0.5900919948979785
0.22814511508189306,0.3488477892351965,0.5829158987622933
0.228880041915197,0.32853580111575875,0.5748094007482228
0.2238548359422089,0.33130872092301866,0.6060625328084434
0.228444391577288,0.3356038158698818,0.568610881158432
0.221613186612053,0.2903029046509938,0.5784904158096293
0.22088566805859913,0.3657292612192112,0.5362965077629408
