window_size_1_MASE,Exp_w200,Linear_wAll
0.19822238002019532,0.5485042063286414,0.27290976931570704
0.20646443033359504,0.5215653233898839,0.2823156574057244
0.21114583042982102,0.5655478209976491,0.2973138983006826
0.20531821955699228,0.6137888685652024,0.3039730707547818
0.21187829870721445,0.5841682699919661,0.2892140414944455
0.20224809840210228,0.5907578018886596,0.27558271702362336
0.20018623628547566,0.5508993978995239,0.2734822934494193
0.20814493946800006,0.6122999923538747,0.2731809557881997
0.20008266207346445,0.6037311175475216,0.2908508463756311
0.2009380704659928,0.6083155366218803,0.26967320445640103
0.2116220931539055,0.5803677929795671,0.28245450622439994
0.19749839765149663,0.5973680058082169,0.2683546082592197
0.2087762194773591,0.6121029458773536,0.2906178307484665
0.2064949053041667,0.5911222015290221,0.2823699952778056
0.20301343940556948,0.5443537085159654,0.31479073676078473
0.20309506699709914,0.5633346737318603,0.2949862775091636
0.2079556332215403,0.5584106397332997,0.30518106917550397
0.20821677583535114,0.6124204231398533,0.27696722964087434
0.20881642841988218,0.5453498942734009,0.2927992100214642
0.20019811761489897,0.5827686196721261,0.26005210408775825
0.20687757480961577,0.5591602788105137,0.28946160815901506
0.21354945759611524,0.5573514873572365,0.2858131990226303
0.2103884489428716,0.5505068323015739,0.2970601465520253
0.2059500119308788,0.6367361881494306,0.2781370902720709
0.21369364676869715,0.5833905162623495,0.2903969596929917
0.20808591382429198,0.5802096456940816,0.2793207487799332
0.21567251846838853,0.5538499695761641,0.3004308489904273
0.20529459896005042,0.5592553565145315,0.2676470179710828
0.20817178788894933,0.6394610648506145,0.270599419349918
0.2119173091899173,0.6070408112949546,0.2833474704680548
0.21553815081785707,0.5576073381442709,0.28355879152085
0.20992808345527153,0.5699418500960394,0.2948957588761821
0.2064219896781742,0.5882361746194826,0.2744575313668335
0.20511308559980157,0.5802524008387074,0.2990347828633664
0.209529483095908,0.5649323407913914,0.28057070151396546
0.20441658755258652,0.5739319435239879,0.29722574627328546
0.20248894153526847,0.6250534931175029,0.2630327237901764
0.21931013811215436,0.5929914010561244,0.35602240170549443
0.2028280247904786,0.5844316393133421,0.2928008249504829
0.21091603342601156,0.6066428250142628,0.2831163513995779
0.2052154802733118,0.5665041757607898,0.2825042748567399
0.207742965110136,0.5386051440109407,0.30894307866894083
0.20187840060900164,0.5680520877163837,0.2722110055077661
0.21104070362449087,0.6100322604774409,0.2856393827703787
0.21000389055926794,0.554931434752247,0.2864355661018799
0.20313003381424416,0.5928241825042494,0.2705753572489759
0.21211955236579258,0.5668809360850484,0.3260857513657257
0.20558638425459186,0.5609336074285114,0.2818653223238569
0.207303731955803,0.5748964014485771,0.28083702241209696
0.20651518851644185,0.6031128598718526,0.2765747421882317
0.21022962994438665,0.569489850312793,0.27602905148014706
0.21432138065091183,0.5618135923161273,0.3009900901391627
0.2116199861000386,0.5243253082820882,0.3142141833042298
0.2078680117007692,0.6211491352094997,0.2862775919386251
0.20847955949926686,0.5828803508778959,0.28066226240632913
0.21249260519439836,0.5622031910909591,0.28625836737344545
0.20712287221678957,0.5676645252318104,0.2634874469256765
0.21286534224487802,0.5698189014951116,0.2885167549479448
0.20942068000205105,0.5733541467428956,0.29123723231893445
0.20459557151745364,0.6004726503438313,0.2717717169532369
0.21496745609120332,0.6001028426843721,0.2975193299313781
0.21466258159531887,0.6129856359603787,0.30247603029055875
0.21096205056888145,0.5578065429285877,0.29563368170410864
0.21451252232065307,0.6050298999785783,0.2758385455870258
0.20680458239294666,0.5890221839198228,0.2980502969731366
0.21141814571967077,0.588514572035875,0.2933241810668648
0.21566494851562923,0.5548864971557758,0.27408937895413066
0.20370054155551792,0.5270477493826633,0.2801124125016665
0.20997568836352137,0.5469644597119386,0.2941946363501359
0.20786691635160395,0.558962796221093,0.2782757691600507
0.20978723247120876,0.5918357090905139,0.30526975700169223
0.20531323342690702,0.6019880136339149,0.2704864894582724
0.20262074900654453,0.547113814290781,0.2908871762318445
0.21286828506048835,0.5654641958133722,0.2854410777648302
0.20875814418733074,0.6060784291958897,0.3109388215361332
0.21773438987068577,0.5606206029770242,0.2916059649945159
0.21168123260061036,0.6024582621442501,0.30489506265961713
0.20376287297949916,0.5582979153336989,0.2920946830888224
0.2037053455959555,0.5680993396533663,0.26171754055581753
0.21596944744734045,0.5798100899110409,0.3007624447032896
0.21323157899921455,0.6006776654687415,0.30916877570527224
0.2083183940085636,0.5855922025062401,0.28023442167439205
0.2174533431214135,0.5714679463979673,0.3051569749664687
0.21624847434963532,0.5793294860621312,0.317239646262202
0.2158273900409369,0.5549357790089274,0.2959558432102776
0.21364299259250707,0.5656338067749339,0.3026140466405309
0.2119333684446223,0.5538941191493454,0.2859861267867426
0.22060333214809918,0.5578623943844889,0.2970473786634768
0.2102972072513629,0.5580133975069053,0.3012670836038348
0.20929093507141977,0.6155353025596135,0.2900339652271339
0.202554773415755,0.6719979345080321,0.29587973126075395
0.21191995642288128,0.5629382684273443,0.3090545956486765
0.21116406999186288,0.5435341813258194,0.29357099193686514
0.21130055784415533,0.5580232304927621,0.3034336829993005
0.21268155149824292,0.5791434151951699,0.2925780871546231
0.2141247104059252,0.5856432795496473,0.2833628260550136
0.2077957255093176,0.6286875451828028,0.2683649667414326
0.20793062532664058,0.5474113120342059,0.2857952604363922
0.219970783022711,0.537058724119498,0.2962755938913697
0.2101089029185237,0.5906328401287383,0.3144559336617117
0.21552791997132867,0.5494993132905607,0.3423985908341773
0.21631097272175182,0.5629648884275383,0.30871730556539906
0.20947916214676401,0.6112519350215981,0.3140693093128252
0.20660773327935483,0.614584867660667,0.2781381238698861
0.21489408178462654,0.5716059444951632,0.31908986664444394
0.21060851235311887,0.5538939413983378,0.2845910121897158
0.21348183421188466,0.5900919948979785,0.2993842064915242
0.21138681465489156,0.5829158987622933,0.29597239643956136
0.22266411311139328,0.5748094007482228,0.3235562168692572
0.21408228088024764,0.6060625328084434,0.28731156442690226
0.20706490230443048,0.568610881158432,0.2920564292060309
0.2168009666820233,0.5784904158096293,0.2957959119737102
0.2126824494701583,0.5362965077629408,0.2760037383872099
0.2103103560977532,0.574009003596821,0.3209336779611787
0.21180823578391297,0.5778580080371486,0.2818869343385305
0.21252665454895595,0.5541473605191573,0.33245686777946404
0.21436090963345167,0.5692596101058558,0.3184712824338718
0.21200162538326295,0.5540239294207182,0.3073643674639581
0.20868837654341987,0.6007497262325036,0.2886260141962913
0.2125302018769216,0.5714013121466233,0.3291677865726291
0.21814759140843684,0.5634773675027391,0.30002588745313313
0.2156412598098788,0.5814984227890438,0.2873870740962833
0.22275706069622403,0.5449127528486937,0.3129574189361209
0.22063809386349653,0.5824274364012045,0.3173619134009484
0.21189786667081523,0.5782212995546367,0.2843038836191887
0.21539527192813204,0.6054162613130006,0.2985510020329134
0.21194224768596776,0.5449914841757783,0.2822992765353968
0.20535933588681793,0.5643325172599447,0.2825693907985449
0.21111650888629258,0.6174364307110042,0.29586893513972073
0.21323393816642533,0.563079392909826,0.30242982067159885
0.21792470240505535,0.6046254068485125,0.2999282427316311
0.21051305212332083,0.5795721498326566,0.3029349392158112
0.21582804205537165,0.5748359811861757,0.28728776294206104
0.21518270508703702,0.5721089799333927,0.2993854611516642
0.2116323602538052,0.5730715303376115,0.2918648242401096
0.21637404847932537,0.5775228907684944,0.2980739226777944
0.21430375652340636,0.5923438756979849,0.3082100274098437
0.2202963684749738,0.6133510980644451,0.2960670883671929
0.22122126907930523,0.5637982138165959,0.2957671061736622
0.22128147513641025,0.5811205701401834,0.3085969847017709
0.2216298505129199,0.5938419140039926,0.33700984212147744
0.2165465988384129,0.5656953399915592,0.3251193315920225
0.21813560374693375,0.549296945900101,0.2916556266872891
0.2161927807854083,0.5912574189966056,0.3103229188348217
0.22192620438908853,0.5639507939668237,0.3536682842613764
0.2123711252190276,0.5404593902147707,0.2842869929221253
0.2189330448359768,0.5696096728960605,0.2875903626307654
0.2239197335054994,0.5987336500464631,0.3240031746715736
0.21732544255793765,0.5849928604292695,0.30431502180681835
0.22568025813679746,0.5946103915336954,0.3460360874388251
0.21499540427878108,0.5857925461907242,0.2962330735893464
0.23119967724810508,0.5698211847213576,0.3405306379947634
0.21866030099493536,0.6344036421527018,0.3170303248856884
0.22452005641553874,0.5995943092811686,0.32392374432992865
0.2187652473266931,0.5394768130666779,0.2908551389385044
0.219460209814483,0.5808030679454536,0.30418644135784645
0.2260869619108021,0.5938127125459755,0.3383524669731656
0.23030342719188213,0.5695003674380815,0.3228134990640595
0.22155193136925014,0.5656445952616574,0.30659005544062834
0.22538211717747506,0.5880445886216384,0.3409376586600212
0.21883098491394817,0.5949663053706766,0.3115761392957769
