window_size_1_MASE,Plain_wAll,Linear_wAll
0.1866286295891576,0.27040924430040475,0.27290976931570704
0.19323554680821026,0.2913964603672175,0.2823156574057244
0.19551619707450588,0.2758463622027686,0.2973138983006826
0.19247014310785449,0.2795339027856497,0.3039730707547818
0.18984777979334821,0.28001441374968955,0.2892140414944455
0.18719366008720484,0.28621170707214216,0.27558271702362336
0.18769487403019752,0.2756709851785163,0.2734822934494193
0.19637929916675959,0.2972063260005388,0.2731809557881997
0.19142939464020461,0.2754862571794423,0.2908508463756311
0.18867129788727674,0.27176556431122256,0.26967320445640103
0.19120539044678084,0.2738509943503193,0.28245450622439994
0.19056932603995463,0.301476930630645,0.2683546082592197
0.18875369014442056,0.287731217788796,0.2906178307484665
0.192883734616289,0.2839691079579583,0.2823699952778056
0.19322982840122266,0.26426384726884083,0.31479073676078473
0.1928789498311383,0.2771081719611909,0.2949862775091636
0.1906500816569182,0.3036835417932125,0.30518106917550397
0.18945790288399064,0.2820331644777031,0.27696722964087434
0.1939243197516342,0.33045815999724937,0.2927992100214642
0.19332193239797257,0.312770857802053,0.26005210408775825
0.20011095669186438,0.3144782859668669,0.28946160815901506
0.1983778408837703,0.28232700230806185,0.2858131990226303
0.20014728717765898,0.3427894188380436,0.2970601465520253
0.1986910318419477,0.3037442385040624,0.2781370902720709
0.20178049097401268,0.3069271425706463,0.2903969596929917
0.20102996517787503,0.3166320962465501,0.2793207487799332
0.20317687105077675,0.29542014756675355,0.3004308489904273
0.19454602206497287,0.2860329805069277,0.2676470179710828
0.19760331963941663,0.3073587099339091,0.270599419349918
0.1948338655260917,0.2693565398113782,0.2833474704680548
0.200625213405991,0.30380478849973663,0.28355879152085
0.19980999803458388,0.3123964370656174,0.2948957588761821
0.1961273190387497,0.29496765822765225,0.2744575313668335
0.196328327838167,0.2927816358912299,0.2990347828633664
0.1950384982228566,0.2997740559501155,0.28057070151396546
0.1881674575733242,0.3207665481009461,0.29722574627328546
0.1947035258922633,0.2908717039198148,0.2630327237901764
0.20336939345839236,0.2930937555088217,0.35602240170549443
0.19704760731446153,0.3195852458054882,0.2928008249504829
0.20088441076901634,0.3017416801937749,0.2831163513995779
0.20096029351946412,0.34327366338049464,0.2825042748567399
0.1994449528394081,0.2880771634430705,0.30894307866894083
0.19313768840204987,0.28249288124780103,0.2722110055077661
0.19789131911354219,0.3031904256469488,0.2856393827703787
0.20072904405851422,0.30619159837023224,0.2864355661018799
0.19267136268737,0.3091764730460332,0.2705753572489759
0.20239127037880913,0.3197663760916709,0.3260857513657257
0.19336160271037975,0.3106337112895694,0.2818653223238569
0.19900818043651178,0.2989521679268265,0.28083702241209696
0.1992062323405441,0.3137352599634425,0.2765747421882317
0.1997628018135238,0.32143446807622184,0.27602905148014706
0.20456600500434705,0.321760966025682,0.3009900901391627
0.2019938403765237,0.321316590968743,0.3142141833042298
0.19897208705177793,0.316396724255736,0.2862775919386251
0.2006616422756079,0.3097567800212765,0.28066226240632913
0.2034715825379049,0.3307706300884326,0.28625836737344545
0.19823216187564655,0.3868307168180706,0.2634874469256765
0.20194690754686512,0.2982579023968108,0.2885167549479448
0.19676510885734058,0.32318889209630425,0.29123723231893445
0.1971507629542259,0.3175727522846608,0.2717717169532369
0.20176675688223594,0.31904325407730105,0.2975193299313781
0.20241552395134135,0.3076178153932308,0.30247603029055875
0.1957356294513994,0.3176638639598461,0.29563368170410864
0.19888813271171993,0.3488823542675757,0.2758385455870258
0.20137106651056638,0.3084690428555543,0.2980502969731366
0.20083631494580306,0.3419018378704844,0.2933241810668648
0.20776746549323186,0.3141187677183685,0.27408937895413066
0.2007977266816495,0.2959106150853587,0.2801124125016665
0.19538129946725455,0.3183146041467457,0.2941946363501359
0.20008344679665402,0.3063369327199018,0.2782757691600507
0.2056962102630402,0.34386365515537665,0.30526975700169223
0.20100373421965806,0.3194933629787641,0.2704864894582724
0.19889859202560856,0.29994319304803296,0.2908871762318445
0.20363661814191175,0.3213827814228287,0.2854410777648302
0.2022158567330736,0.3292107946575555,0.3109388215361332
0.20784150139243318,0.31609159571660184,0.2916059649945159
0.2024845550896777,0.3953545645852571,0.30489506265961713
0.19824965258896082,0.30593654020254546,0.2920946830888224
0.19294301808598205,0.30019491206250665,0.26171754055581753
0.20168469388014323,0.3156802492900596,0.3007624447032896
0.20195249442690041,0.3809559584282705,0.30916877570527224
0.20325412679762603,0.3181508066905829,0.28023442167439205
0.2075788775389161,0.3032031538735958,0.3051569749664687
0.20324828505810782,0.3192271572991977,0.317239646262202
0.2030192332907672,0.3138739208146677,0.2959558432102776
0.20512761752057387,0.3377086646853011,0.3026140466405309
0.2021625420144114,0.3431452957911877,0.2859861267867426
0.2089606982293192,0.31055096377833324,0.2970473786634768
0.20605714775773984,0.3191723946501166,0.3012670836038348
0.20585653145742164,0.31286145239757635,0.2900339652271339
0.2041219663809285,0.37284996297691736,0.29587973126075395
0.20393681404641154,0.3215589288389517,0.3090545956486765
0.20581891751951303,0.31352206122279475,0.29357099193686514
0.2042819805028404,0.341944344933426,0.3034336829993005
0.2070448612447587,0.31080610092282496,0.2925780871546231
0.20719850176086815,0.3106741302371738,0.2833628260550136
0.19834283762958665,0.29546538405347084,0.2683649667414326
0.20428265875842067,0.314408068031878,0.2857952604363922
0.2104349661891509,0.3195950347432115,0.2962755938913697
0.2059871180282216,0.3230314535068892,0.3144559336617117
0.20796481805707528,0.3461422284047549,0.3423985908341773
0.20493546646585717,0.31021921010848946,0.30871730556539906
0.2076546573899457,0.3377740418003575,0.3140693093128252
0.20024150096287494,0.34431213390726434,0.2781381238698861
0.20949769580985694,0.3155811564790259,0.31908986664444394
0.20905139572526513,0.3528373964005638,0.2845910121897158
0.20660046441950752,0.3372943034590239,0.2993842064915242
0.2051023133325473,0.3488477892351965,0.29597239643956136
0.21748906221207956,0.32853580111575875,0.3235562168692572
0.2099378571880274,0.33130872092301866,0.28731156442690226
0.2070864693898696,0.3356038158698818,0.2920564292060309
0.20746328562144054,0.2903029046509938,0.2957959119737102
0.20715922891380256,0.3657292612192112,0.2760037383872099
0.2076838369565872,0.34322004263424616,0.3209336779611787
0.20960224132064198,0.3378632537313947,0.2818869343385305
0.21334819960833074,0.3683660129683048,0.33245686777946404
0.2103539308794096,0.3024605851379953,0.3184712824338718
0.2086215024604917,0.32561857756142226,0.3073643674639581
0.2056011475630077,0.3445156507798716,0.2886260141962913
0.2073820263965687,0.3288759149116144,0.3291677865726291
0.21534301833078473,0.3443082212477904,0.30002588745313313
0.21399500682235942,0.345789055201435,0.2873870740962833
0.21708107813066224,0.34451207179637,0.3129574189361209
0.21277963814849885,0.3646784227959806,0.3173619134009484
0.21474061992146276,0.3190188146370732,0.2843038836191887
0.21404147584224822,0.4018731888200622,0.2985510020329134
0.2096631127761801,0.3470110018626184,0.2822992765353968
0.2045728032556176,0.3341072965914523,0.2825693907985449
0.20957227173424392,0.3797111782115956,0.29586893513972073
0.21121723842664586,0.32163992128158697,0.30242982067159885
0.2125723162920137,0.3164939303278869,0.2999282427316311
0.2088854497310206,0.3391287800064831,0.3029349392158112
0.21128992676711153,0.3341475767786313,0.28728776294206104
0.21554349500891937,0.35323045371492,0.2993854611516642
0.21224924091236055,0.4242067063323784,0.2918648242401096
0.21507970078272845,0.33573070975836444,0.2980739226777944
0.21392479066831244,0.3872835363276744,0.3082100274098437
0.21826662057006596,0.36825192356157305,0.2960670883671929
0.21698053521259453,0.3572841340566397,0.2957671061736622
0.22157172749406676,0.40531929364930586,0.3085969847017709
0.2228213289964094,0.3700993934946601,0.33700984212147744
0.2137157121168816,0.33456332351004364,0.3251193315920225
0.21461319050655026,0.3550503206886062,0.2916556266872891
0.21236233073819938,0.3599246996453945,0.3103229188348217
0.21595110835781875,0.3838014552228475,0.3536682842613764
0.21668784289985646,0.3763191056273735,0.2842869929221253
0.21466227866494422,0.3339603832262339,0.2875903626307654
0.22132919219084501,0.33499657574843344,0.3240031746715736
0.2184543894578186,0.3865596964150621,0.30431502180681835
0.21987738656446396,0.3260846516205768,0.3460360874388251
0.21725311025299707,0.38589364510301416,0.2962330735893464
0.2281270973354244,0.3275753071904782,0.3405306379947634
0.2226444144386567,0.3771828051988518,0.3170303248856884
0.2188704658640443,0.3651787007002544,0.32392374432992865
0.21861489702965667,0.38187294211119577,0.2908551389385044
0.21632544434406553,0.33880579127927496,0.30418644135784645
0.22543458744291592,0.3528052393625252,0.3383524669731656
0.22398200859559111,0.34260614994053834,0.3228134990640595
0.2192962345287259,0.3248116170301679,0.30659005544062834
0.22633601689803146,0.3671244147297708,0.3409376586600212
0.2162155332610639,0.3837853939625667,0.3115761392957769
0.224917781337902,0.3742835189854745,0.32821448289209193
0.22200191136466135,0.3313458795974117,0.3196504365017047
0.2240107418425057,0.3371034581735598,0.30244836418383797
0.22036487809852875,0.3312389034342006,0.30791817019415296
0.2164382347398999,0.4143841089983553,0.29768924619007153
0.22350553571746293,0.3595713292805099,0.3282803938207957
0.21798369095786782,0.3646953223198505,0.31757106102121324
0.22195502357116553,0.38209542420954107,0.31736998899700425
0.2290331340025559,0.4573679329787234,0.3280898265234844
0.2158997807608522,0.3504184516012364,0.3369034381126675
0.2146394545553253,0.360180220956325,0.3073373214170694
0.218638653683985,0.3534925647965324,0.3215182149238065
0.2167890545615792,0.3659499310459931,0.2871727503042857
0.22523283622173562,0.3674047195135231,0.3004711560364923
0.2227465494462084,0.396632606422564,0.319139577056317
0.2213616334498596,0.3557106008858129,0.3020897796543839
0.21416211962804774,0.36823823536772,0.2831712774557964
0.21994784839544188,0.3460755206511044,0.3824359785102359
0.2169758144429639,0.375722674783595,0.3296368366689711
0.22122326347369614,0.3306754329910116,0.30948435601357804
0.2267701184942038,0.4028778538100184,0.3068293875478426
0.2243759212820577,0.35286978242858064,0.340824763758908
0.2243655145645308,0.3476500217231174,0.3539898705876935
0.23230184731932257,0.42364231236034205,0.3450430546925285
0.2231158117946222,0.3488414036268929,0.3214340749607809
0.21910379533233468,0.3646354764701024,0.2977963688714635
0.2174220551896692,0.3659124446269792,0.29554792988771816
0.22651458670558752,0.3772082460035831,0.3097838839059683
0.22656543841634366,0.35450778591112303,0.3043525716876696
0.22472668644881325,0.34983783813793606,0.32932446528087866
0.21929834295666226,0.34678219209612393,0.3054085668678846
0.21841803587825903,0.3997389015216526,0.3012999541438837
0.22321570388318598,0.4052265463654575,0.3260045390743733
0.22637773209473266,0.3805228726335349,0.3097975809159166
0.22468685008228464,0.3641537983754199,0.3085276002459026
0.22879050561413863,0.4276916616814247,0.32386194694889026
0.2219024531590086,0.3813467054009829,0.3049773681148264
0.2317700898562837,0.3635372012221548,0.30991622024823323
0.22829207488688857,0.3835103866028568,0.3142517565996961
0.22214412542547102,0.3341160955449952,0.3359432971927181
0.22227050055074174,0.3402882847735523,0.3371176280470787
0.22801493689390745,0.3500592607189443,0.3024789089703867
0.22614903490369023,0.3879614913383485,0.3162324557976157
0.230961936863317,0.34704572390014543,0.3104313064368811
0.23395086938329243,0.3724354435202048,0.3517394377860304
0.22746464005749076,0.3743924898199996,0.3234421805667708
0.23020710643472028,0.37441636094457,0.32174444206162084
0.22879166270242768,0.3767653302768467,0.3030013888472681
0.22693169578363453,0.3824766641373996,0.3160073148339435
0.22571940294777207,0.4898630978891583,0.3079057919617132
0.22814941582987117,0.3720013180548398,0.3084071557741621
0.22491139772529345,0.3678230057294451,0.3649211945282941
0.2317854881426012,0.3683665470339298,0.3107658618746124
0.22912344373680962,0.4084225962353408,0.3571067517702066
0.23453701610323435,0.3730677390319437,0.4139703372533128
0.2208041764650833,0.3655097098264746,0.2994484061650404
0.21976716287967787,0.41135666893646494,0.3501239225308786
0.2237602904293739,0.3921132898802439,0.3371451535235566
0.2259842877754415,0.37162798712559614,0.3109824462119569
0.22523987863946499,0.3632813853723391,0.352165937918002
0.22114057718502408,0.3954163952951973,0.3150783113800462
0.231501588550863,0.3567478904780147,0.31776655477937
0.23506488663625716,0.4338037962645979,0.3700526591193761
0.23502158858175512,0.3598473313177864,0.3314335780356015
0.23192226202759594,0.3732919693054864,0.4062382135942659
0.2255968633476049,0.3614250673190891,0.3132932603454804
0.22628367297839982,0.3673636540681202,0.3423601538802475
0.22713430349845823,0.35315908962940434,0.31448083135263866
0.22816940193536936,0.3939212503477146,0.35471286841226796
0.2282437021486186,0.33539673928645064,0.3318393754925949
0.22671238355554052,0.3871464315675885,0.3419675860376544
0.2282967364893807,0.40605840078113536,0.3507507421398573
0.2302389432106748,0.37600477091568413,0.3220327571534794
0.23426292548947095,0.36033412059967,0.3567617153557099
0.22767933052602152,0.3726898921302199,0.34913544230434285
0.2218500458617899,0.3933485288828792,0.2929933976781359
0.23647512299922788,0.38099147953751256,0.3658240323332079
0.2319487389499616,0.3420008173610408,0.3607878120315831
0.23442608918717034,0.3946003207779505,0.3684577496128171
0.2229922754165971,0.3492735367695605,0.2868051663136413
0.23505622583106578,0.3612669056888732,0.3450670641072292
0.2328423398762921,0.34400766503450586,0.3343550630848134
0.22753388178192338,0.3817509885788112,0.3150482605717105
0.2281568181960719,0.3774688145602528,0.3361406212755364
0.23236350390753885,0.4001593956773999,0.33717357177556145
0.24223609470633684,0.36267651614667373,0.38846027855025106
0.23743503687616438,0.4553767193841266,0.3572708804718923
0.23067393302436784,0.3661953164443512,0.3761415088948472
0.22568663905834768,0.4026186700100744,0.2999000816827461
0.23589938075953942,0.4145082185277759,0.3374456026822849
0.23503629949580002,0.3819977026094557,0.3945066860965657
0.23497241738841745,0.44941275064289227,0.3553714829527035
0.2236185155645222,0.38285504315521857,0.3098490492579926
0.23077794282672584,0.3959398168369917,0.3365864594365594
0.23184761557867653,0.3899603390217043,0.318245090958074
0.21987096861867117,0.3679562698065272,0.32925610568878466
0.22723704621277924,0.3856232005987515,0.3291867212862841
0.2291477151870155,0.4004617531696898,0.37982694209198825
0.23069936850730527,0.3826350891316848,0.3133249252411623
0.24082420417248213,0.44126760800430576,0.3807258639288434
0.2335183442635803,0.35436693127031405,0.34835816662600705
0.2275361699985558,0.3680834475283693,0.33786594873085546
0.23110439738233354,0.3775259992457651,0.328608913355375
0.23626979027689216,0.36621511314069866,0.3624502114267614
0.23224541801338597,0.3870461064803672,0.3330657466970007
0.2413418732236081,0.3979889688772311,0.338933072033432
0.22868298082180108,0.3473713046511435,0.3337554424946005
0.23568382505121982,0.42455826669908736,0.3380613990629022
0.229027959554229,0.3684143515371232,0.34181220489719183
0.22415631921268506,0.3871548223216565,0.31308772230648285
0.23135415053500663,0.3731658593018494,0.3286406596627273
0.2382438779988435,0.4196459563401422,0.4310362303285345
0.2355171727657528,0.39745544346693307,0.33038809740982195
0.24399384146031075,0.5513063070972657,0.3734419345776113
0.22444009792745662,0.3560299042708919,0.3426629352642045
0.2393712817022724,0.4023832391006106,0.3407569773797375
0.24181041970896927,0.4842541290403328,0.42559698768167
0.23165196852234948,0.4030922819508039,0.3632177033632286
0.23839533011979636,0.37720865944398896,0.3723554525201167
0.2324284484735501,0.4143081210605937,0.34214775101108025
0.23260135654447298,0.3887437670957036,0.32975729422619393
0.23622565258337097,0.3824022850933949,0.36107001592917903
0.23852277786713466,0.489083465341744,0.3270186809977497
0.23504750033959362,0.3853402796111321,0.33958955913216804
0.24295459396147362,0.3869693710228443,0.3646963781424541
0.23873055527652784,0.3972998259188452,0.3383752639510107
0.23475779020250961,0.3924080564996413,0.3294790459492917
0.2369194991912917,0.3936138291181143,0.3432148877502821
0.2342645838018899,0.3801122323139157,0.33524968810864786
0.24517665988191495,0.485190911863866,0.3531616795139748
0.23863825637539793,0.4529654154538232,0.34546565784123845
0.2367288046985481,0.4215538099395049,0.355655208690197
0.2335488871518767,0.4330688835649209,0.3077591233695963
0.23317497143278992,0.4010964105768949,0.3359198885129237
0.23136568159459706,0.4116577213552698,0.3363742810863388
0.2510826020404542,0.4990790851560933,0.3412998987484961
0.24158357152912238,0.4915049743980512,0.35521523024060725
0.24657185060340658,0.3823762777032349,0.3987439031083324
0.2390565196131541,0.4004482268187569,0.34837965474638616
0.23236507704172155,0.3910956013520312,0.3565283581098958
0.2324664337322439,0.39618966401493017,0.38278720468809335
0.24022264361800474,0.41140638825223136,0.37101546221079995
0.2401480632875812,0.4472518798727044,0.3454800116394157
0.24058027255010017,0.4294869235484735,0.3245545330682925
0.24167311760214336,0.3979143589549923,0.3474472481988001
0.24356185921438045,0.42485850782939655,0.3766322540783933
0.2381948047053538,0.4021284628763538,0.3527215307363969
0.24359066407490018,0.4536656262904085,0.3909106037159065
0.23161996698775775,0.4572306520021731,0.3394983283501505
0.2405202129191317,0.3944244780701735,0.35983462757413576
0.23515243854251955,0.4837208224517518,0.3682457018906865
0.24140534643309308,0.4252010761956439,0.3473303795489344
0.24004157139211899,0.4004450048778305,0.3620161349155807
0.24365084615703722,0.3842164473669929,0.3837308059858846
0.23789254785051908,0.3999457560642937,0.3783628128213181
0.23914963210045964,0.4760244536739037,0.39751633211487103
0.23911329975228285,0.5016149326786471,0.3610207827110101
0.24374725445938125,0.4118000548685978,0.34599955587080444
0.24029094700561202,0.3948192575910077,0.3615698185545531
