window_size_1_MASE,Plain_w200,Exp_wAll
0.30142879234016334,0.4876435401735815,0.4323173311112857
0.3030160781213255,0.4712536893593996,0.4350164935737056
0.29263608597300467,0.5037865674623973,0.40594346785670304
0.31275809958687584,0.5076743815542275,0.4379087150319173
0.32351867236226867,0.5027818597624112,0.4581425832737827
0.31457322064985027,0.5272601204358994,0.444015245596456
0.3348130596698225,0.5258262350182256,0.4711074082300801
0.3092272508301861,0.4914967513125502,0.43989130972437857
0.33562239319180615,0.4945625953448314,0.4852109589848376
0.3103640173246317,0.4948915694474478,0.44017600576538
0.3100588553566041,0.5076934838593684,0.4271459199492358
0.2824025067147378,0.491455878653255,0.3972015508328879
0.31367470964586164,0.5376941542012859,0.4280375851901419
0.31758947197948084,0.5131236752337308,0.4417597350550153
0.3008094034734936,0.4738881407585782,0.4415635349708376
0.31160612533239834,0.5188371711800808,0.42466073333814497
0.3231833541253395,0.5206654275799056,0.45376574877016296
0.32303539735449577,0.5040296673496578,0.4661146377839278
0.3009470733228272,0.4964498863994102,0.4199463790676387
0.32645493046812185,0.5126486645636249,0.469047878918197
0.2775114796836316,0.4994103614863142,0.381352267784785
0.31831535296994184,0.5010911500762538,0.4527791810109318
0.3209893905707083,0.4899022639588521,0.4610232819417485
0.30581645800743285,0.5086475941548897,0.4298121808556079
0.3114352161699881,0.4918591867013373,0.45992361084587396
0.3207727848668898,0.4861620302205138,0.4546143599337873
0.3434683390970581,0.5246601068524204,0.4985540845336725
0.2964743580013582,0.4956083743773473,0.4085796938893125
0.3047479890468898,0.479177905759484,0.4334323087726936
0.3223952118795718,0.5236708506106578,0.4342962162227073
0.30773752349753647,0.4868290383659011,0.4305136165955645
0.3021298331654416,0.4898468340018454,0.42356214142487614
0.30647618305937685,0.5021213818475279,0.4264728897021744
0.2884242728696051,0.5146955653689385,0.3874693693541799
0.3208694739524834,0.4739970451755848,0.4651126931029619
0.3010148933794472,0.5061825009849007,0.40988249556857975
0.3074883267731282,0.5210200384365308,0.4211467527468621
0.32170911894942733,0.5040031083922079,0.4650985776108534
0.3121325804021835,0.4914134296824551,0.4510244882649628
0.3156609242287547,0.4992285286201127,0.4484939464173697
0.32040314881977755,0.5224096441231967,0.4430476179211228
0.3181144729018797,0.5123016269551731,0.4516456649572973
0.31250607662235524,0.5131311299141461,0.4347115884869794
0.30020306061326,0.4937558725604188,0.4212658237555839
0.298278020054171,0.4950236411480702,0.4002154954009904
0.3179869036112721,0.5426291869112132,0.4337014507583569
0.31025749253114837,0.5187964492770638,0.4367333204559025
0.30407830339420416,0.4977380981821218,0.42841826204067207
0.3067821545398187,0.493255449120085,0.4418554474378973
0.31350272577827926,0.4774823429669239,0.4529186644137321
