window_size_1_MASE,Plain_w200,Plain_wAll
0.21356128918083672,0.4876435401735815,0.27040924430040475
0.21244105010986844,0.4712536893593996,0.2913964603672175
0.20887557533836812,0.5037865674623973,0.2758463622027686
0.21015410319454605,0.5076743815542275,0.2795339027856497
0.20778278668065056,0.5027818597624112,0.28001441374968955
0.2059785361071352,0.5272601204358994,0.28621170707214216
0.20615765918391374,0.5258262350182256,0.2756709851785163
0.2179046984717329,0.4914967513125502,0.2972063260005388
0.2115082611066734,0.4945625953448314,0.2754862571794423
0.2071852285188494,0.4948915694474478,0.27176556431122256
0.20311076726800562,0.5076934838593684,0.2738509943503193
0.20936877923059963,0.491455878653255,0.301476930630645
0.20152984959183734,0.5376941542012859,0.287731217788796
0.21063910896265134,0.5131236752337308,0.2839691079579583
0.20752509531464586,0.4738881407585782,0.26426384726884083
0.21502967529818715,0.5188371711800808,0.2771081719611909
0.20322372302227668,0.5206654275799056,0.3036835417932125
0.2006239492270419,0.5040296673496578,0.2820331644777031
0.2123549616977899,0.4964498863994102,0.33045815999724937
0.2173807069249904,0.5126486645636249,0.312770857802053
0.21495739668333805,0.4994103614863142,0.3144782859668669
0.21287260623548795,0.5010911500762538,0.28232700230806185
0.21879360335700795,0.4899022639588521,0.3427894188380436
0.22290074645013816,0.5086475941548897,0.3037442385040624
0.21816447516955584,0.4918591867013373,0.3069271425706463
0.22984091788808902,0.4861620302205138,0.3166320962465501
0.22014598650624279,0.5246601068524204,0.29542014756675355
0.2177155467936465,0.4956083743773473,0.2860329805069277
0.21320648124368788,0.479177905759484,0.3073587099339091
0.21319394721127233,0.5236708506106578,0.2693565398113782
0.21569407690598333,0.4868290383659011,0.30380478849973663
0.2168924059788641,0.4898468340018454,0.3123964370656174
0.21690134384452386,0.5021213818475279,0.29496765822765225
0.2181040693135688,0.5146955653689385,0.2927816358912299
0.21359165074231387,0.4739970451755848,0.2997740559501155
0.205781071168683,0.5061825009849007,0.3207665481009461
0.21836400708677098,0.5210200384365308,0.2908717039198148
0.21723162819412942,0.5040031083922079,0.2930937555088217
0.22287375230370285,0.4914134296824551,0.3195852458054882
0.21801819353879942,0.4992285286201127,0.3017416801937749
0.22401351652983015,0.5224096441231967,0.34327366338049464
0.21554147395670634,0.5123016269551731,0.2880771634430705
0.21074206659581474,0.5131311299141461,0.28249288124780103
0.21134683612298807,0.4937558725604188,0.3031904256469488
0.21673270118888388,0.4950236411480702,0.30619159837023224
0.21456367536065094,0.5426291869112132,0.3091764730460332
0.22203613287566626,0.5187964492770638,0.3197663760916709
0.20899307389594923,0.4977380981821218,0.3106337112895694
0.21883190982091372,0.493255449120085,0.2989521679268265
0.22045723183761162,0.4774823429669239,0.3137352599634425
0.21755796160600224,0.4824379296515962,0.32143446807622184
0.22119481486264625,0.49465034672883795,0.321760966025682
0.22404624616017904,0.5164313957014189,0.321316590968743
0.22309256569670477,0.5118837181917394,0.316396724255736
0.2242285521196658,0.4967648714637972,0.3097567800212765
0.21768756990420957,0.4857273286212914,0.3307706300884326
0.2252864333681344,0.5381877788631111,0.3868307168180706
0.2175360329607905,0.5148809529412209,0.2982579023968108
0.21176653467939577,0.5238827270267435,0.32318889209630425
0.2194856535164894,0.4891987486469925,0.3175727522846608
0.2197646472049582,0.5179588092963437,0.31904325407730105
0.21441411012375325,0.4932890629715597,0.3076178153932308
0.20597223460919112,0.5071656006249152,0.3176638639598461
0.21211275122549378,0.5028983373211525,0.3488823542675757
0.2250305800062621,0.508716275843414,0.3084690428555543
0.2137957038989878,0.4764036064159883,0.3419018378704844
0.2245697598995275,0.4986630216341135,0.3141187677183685
0.2233092117009474,0.4972730305423772,0.2959106150853587
0.21376418267055664,0.5105565790414703,0.3183146041467457
0.2231509261330652,0.5209097270797077,0.3063369327199018
0.22992378738219515,0.5047223453081557,0.34386365515537665
0.2286734807174188,0.5123034421383106,0.3194933629787641
0.2188793411514289,0.5111793265983452,0.29994319304803296
0.22287639615747512,0.5250038015310914,0.3213827814228287
0.22750153804883808,0.5080910012880421,0.3292107946575555
0.2225443829543963,0.5021033873785998,0.31609159571660184
0.22126295706067964,0.5007406326447851,0.3953545645852571
0.22498153117207964,0.5041839923457154,0.30593654020254546
0.21627652444582812,0.5179364483373814,0.30019491206250665
0.2179385530517736,0.4986368705085321,0.3156802492900596
0.2252070058480299,0.513093391638356,0.3809559584282705
0.22644301791861243,0.5032979109814658,0.3181508066905829
0.22146261586914928,0.5125749443312694,0.3032031538735958
0.22073708855292967,0.534608150921156,0.3192271572991977
0.21635155185698376,0.4859031401593208,0.3138739208146677
0.2288689100284303,0.5003213182777749,0.3377086646853011
0.22280814076306535,0.5022243900925475,0.3431452957911877
0.2205337459095277,0.5155889367712119,0.31055096377833324
0.22954751398629183,0.4817507309439217,0.3191723946501166
0.22423712866690168,0.5205795173501933,0.31286145239757635
0.2315805950013385,0.4956592008289562,0.37284996297691736
0.21703111217162324,0.4793328660231088,0.3215589288389517
0.2273800711857787,0.5135882076624679,0.31352206122279475
0.22217859972766976,0.5086581239423595,0.341944344933426
0.22860484575510095,0.5207517740918409,0.31080610092282496
0.22678640182501958,0.4936729898476929,0.3106741302371738
