window_size_1_MASE,Plain_wAll,Exp_wAll
0.20866286840717507,0.27040924430040475,0.4323173311112857
0.21069400144865802,0.2913964603672175,0.4350164935737056
0.20804095192312225,0.2758463622027686,0.40594346785670304
0.21034201642870953,0.2795339027856497,0.4379087150319173
0.20603526311842124,0.28001441374968955,0.4581425832737827
0.20418134630609056,0.28621170707214216,0.444015245596456
0.2077132125663671,0.2756709851785163,0.4711074082300801
0.21370988433584967,0.2972063260005388,0.43989130972437857
0.2133315201359897,0.2754862571794423,0.4852109589848376
0.20807532105205973,0.27176556431122256,0.44017600576538
0.2044695977105959,0.2738509943503193,0.4271459199492358
0.2043799238852419,0.301476930630645,0.3972015508328879
0.20195612857082526,0.287731217788796,0.4280375851901419
0.20804367646721503,0.2839691079579583,0.4417597350550153
0.20974388537742633,0.26426384726884083,0.4415635349708376
0.20910313947410578,0.2771081719611909,0.42466073333814497
0.20417205652062165,0.3036835417932125,0.45376574877016296
0.2070593933126562,0.2820331644777031,0.4661146377839278
0.20804572567951063,0.33045815999724937,0.4199463790676387
0.21825121484876223,0.312770857802053,0.469047878918197
0.20866911270898034,0.3144782859668669,0.381352267784785
0.21409209784353395,0.28232700230806185,0.4527791810109318
0.22067621196605167,0.3427894188380436,0.4610232819417485
0.22029796884789668,0.3037442385040624,0.4298121808556079
0.2171081300802319,0.3069271425706463,0.45992361084587396
0.22583817865275727,0.3166320962465501,0.4546143599337873
0.21933537022776137,0.29542014756675355,0.4985540845336725
0.21485905776992617,0.2860329805069277,0.4085796938893125
0.21477727655781392,0.3073587099339091,0.4334323087726936
0.21164798203671517,0.2693565398113782,0.4342962162227073
0.21291066634683056,0.30380478849973663,0.4305136165955645
0.21409954824442878,0.3123964370656174,0.42356214142487614
0.21485260872095624,0.29496765822765225,0.4264728897021744
0.21232175609762144,0.2927816358912299,0.3874693693541799
0.21647162819442797,0.2997740559501155,0.4651126931029619
0.2088377143494421,0.3207665481009461,0.40988249556857975
