window_size_1_MASE,Plain_wAll,Linear_w200
0.2162336082836071,0.27040924430040475,0.4876326390315889
0.21789857238313556,0.2913964603672175,0.5048816806465471
0.21230488056943733,0.2758463622027686,0.4759185022821642
0.21422481648725622,0.2795339027856497,0.4687949767323952
0.21029209117860578,0.28001441374968955,0.5230709579952925
0.2080852788360756,0.28621170707214216,0.4916913802988219
0.21032099004599528,0.2756709851785163,0.5133372235057975
0.22372387932575655,0.2972063260005388,0.4802265341392716
0.21127139679848106,0.2754862571794423,0.4641978962874208
0.21228240134208548,0.27176556431122256,0.5227707971991259
0.20772427959853407,0.2738509943503193,0.4901167896480386
0.21524656175932846,0.301476930630645,0.4792862600048701
0.2033382804534105,0.287731217788796,0.5144271358059376
0.21314384875035575,0.2839691079579583,0.5086087498738883
0.21031394968330205,0.26426384726884083,0.4883500239587365
0.2149830114578877,0.2771081719611909,0.4794152497158792
0.2083402635268297,0.3036835417932125,0.4903813251537155
0.20339953838596364,0.2820331644777031,0.4973619598650578
0.2169847494790783,0.33045815999724937,0.482867184866849
0.22109055674481082,0.312770857802053,0.4921405374120264
0.21952849370916977,0.3144782859668669,0.5042266854984826
0.2142300699602994,0.28232700230806185,0.488001043666595
0.22560246108872473,0.3427894188380436,0.5066115251579203
0.22729256059053093,0.3037442385040624,0.469775176629956
0.2199959104025077,0.3069271425706463,0.47389703583732395
0.23398210088939794,0.3166320962465501,0.482480151398801
0.22253798526627136,0.29542014756675355,0.497679586911428
0.2240551586849241,0.2860329805069277,0.5153525584125159
0.21892044992856355,0.3073587099339091,0.5400032707850332
0.21506001440327988,0.2693565398113782,0.5025827145861271
0.21933188160984352,0.30380478849973663,0.4957867262147119
0.22221722643260514,0.3123964370656174,0.4927881660337294
0.2185124084016718,0.29496765822765225,0.4911438384746735
0.2198189770368613,0.2927816358912299,0.4970024603400108
0.21809345305038408,0.2997740559501155,0.5080837199736984
0.2116254719920126,0.3207665481009461,0.5375805129000562
0.22192971184260862,0.2908717039198148,0.4852819101179454
