window_size_1_MASE,Plain_w200,Linear_w200
0.40055284066386787,0.4876435401735815,0.4876326390315889
0.4010663190280249,0.4712536893593996,0.5048816806465471
0.4066725025238799,0.5037865674623973,0.4759185022821642
0.39782128906944936,0.5076743815542275,0.4687949767323952
0.42550222307328184,0.5027818597624112,0.5230709579952925
0.4185525208227643,0.5272601204358994,0.4916913802988219
0.4382536807976466,0.5258262350182256,0.5133372235057975
0.40169366812214363,0.4914967513125502,0.4802265341392716
0.3943437061518673,0.4945625953448314,0.4641978962874208
0.42091210772331117,0.4948915694474478,0.5227707971991259
0.41332479097214914,0.5076934838593684,0.4901167896480386
0.4041198290017697,0.491455878653255,0.4792862600048701
0.44241346743193105,0.5376941542012859,0.5144271358059376
0.4292799549197324,0.5131236752337308,0.5086087498738883
0.3986054167851719,0.4738881407585782,0.4883500239587365
0.41445221490172157,0.5188371711800808,0.4794152497158792
0.42277085229070055,0.5206654275799056,0.4903813251537155
0.4243877075789311,0.5040296673496578,0.4973619598650578
0.40765591301654314,0.4964498863994102,0.482867184866849
0.41867737071293254,0.5126486645636249,0.4921405374120264
0.42361543602318263,0.4994103614863142,0.5042266854984826
0.4115943425660572,0.5010911500762538,0.488001043666595
0.4153764887383481,0.4899022639588521,0.5066115251579203
0.4031150399615454,0.5086475941548897,0.469775176629956
0.39273720769877896,0.4918591867013373,0.47389703583732395
0.41060303606482323,0.4861620302205138,0.482480151398801
0.418393213106796,0.5246601068524204,0.497679586911428
0.4200636677036411,0.4956083743773473,0.5153525584125159
0.4232483701450742,0.479177905759484,0.5400032707850332
0.43752213779611127,0.5236708506106578,0.5025827145861271
0.41854175625313306,0.4868290383659011,0.4957867262147119
0.41511907924201225,0.4898468340018454,0.4927881660337294
0.4099136029068367,0.5021213818475279,0.4911438384746735
0.4237509214722132,0.5146955653689385,0.4970024603400108
0.4115511841090814,0.4739970451755848,0.5080837199736984
0.4440901122800425,0.5061825009849007,0.5375805129000562
0.4125096458138917,0.5210200384365308,0.4852819101179454
0.4275353760328444,0.5040031083922079,0.5077911557267456
0.4136149807237096,0.4914134296824551,0.5032088919348038
0.43005360398459574,0.4992285286201127,0.5011367783411328
0.4270094573764382,0.5224096441231967,0.5049979642340502
0.430120819806325,0.5123016269551731,0.5039714485450633
0.4141718030032257,0.5131311299141461,0.482949782750666
0.4239436856994695,0.4937558725604188,0.5136395948654988
0.4051952220811927,0.4950236411480702,0.4770881444602574
0.4055779981827105,0.5426291869112132,0.4710360273765968
0.4314247519594963,0.5187964492770638,0.5047879619943871
0.43633618677076397,0.4977380981821218,0.5154864230099301
0.40880626646570734,0.493255449120085,0.4975204628652384
0.4121584504114823,0.4774823429669239,0.5059263085899307
0.40376136089230946,0.4824379296515962,0.4965366982253525
0.3936646724531191,0.49465034672883795,0.4774237768243823
0.4282381119260726,0.5164313957014189,0.503692766344641
0.42021936095671863,0.5118837181917394,0.4877887329642794
0.4098071508447789,0.4967648714637972,0.4808928899947439
0.4024235457666742,0.4857273286212914,0.4760708388047293
0.43543457384330864,0.5381877788631111,0.4987051903451912
0.4195234632123717,0.5148809529412209,0.4949592041823457
0.44233197267697105,0.5238827270267435,0.5133745107552505
0.4181628067684322,0.4891987486469925,0.5206860936024975
0.42218988757650605,0.5179588092963437,0.5044013916037108
0.42059277532404715,0.4932890629715597,0.5169701523484759
0.40597472868311796,0.5071656006249152,0.4695923423236698
0.4131668121273102,0.5028983373211525,0.4873524499633157
0.41539391699321127,0.508716275843414,0.4926240676306905
0.3951523474186876,0.4764036064159883,0.4783161699753119
0.4121050198813721,0.4986630216341135,0.4957756671106383
0.418065736337321,0.4972730305423772,0.4993105511681927
0.4202549103442043,0.5105565790414703,0.5049272002152992
0.4344632857723667,0.5209097270797077,0.5246861100960039
0.40953633952334334,0.5047223453081557,0.4769506816807289
0.4277892803019469,0.5123034421383106,0.5223665127067927
0.4156091548352221,0.5111793265983452,0.4960550156404835
0.43791595230045127,0.5250038015310914,0.5099744907207827
0.42833918769494167,0.5080910012880421,0.5209908822814612
0.4203014886739275,0.5021033873785998,0.5022889296011788
0.42502271548544335,0.5007406326447851,0.5138234701005832
0.43118887253925836,0.5041839923457154,0.5109504426470397
0.43158426254602245,0.5179364483373814,0.5050657223404789
0.4077848371780412,0.4986368705085321,0.490920211110198
0.42704569339480875,0.513093391638356,0.5043526112612121
0.4141608516833948,0.5032979109814658,0.496235222505444
0.41077839052918763,0.5125749443312694,0.4928301238126427
0.4286767276577555,0.534608150921156,0.4965650862917166
0.4132645055363147,0.4859031401593208,0.5042102993486471
0.39876963152033496,0.5003213182777749,0.4673637188271706
0.42265604655894007,0.5022243900925475,0.5168833046755821
0.43579334276226456,0.5155889367712119,0.5200928706002736
0.424472251149863,0.4817507309439217,0.5416693655337719
0.41447892829930155,0.5205795173501933,0.4777764605831887
0.41007112838098264,0.4956592008289562,0.4855595827935428
0.41061443480042725,0.4793328660231088,0.4970100511230322
0.4315954398857043,0.5135882076624679,0.5072748431109652
0.41600200606713017,0.5086581239423595,0.4828244674545533
0.4389246759689327,0.5207517740918409,0.5150435815454874
0.4067265402615432,0.4936729898476929,0.4841911655914652
0.4289065429945281,0.5410715895527795,0.48598858888766205
0.41692947891177085,0.5097092499011894,0.4795569080008569
0.43257367185546536,0.5112703296128164,0.5023474334074948
0.42867949456407617,0.4967021010069637,0.5301945458399804
0.4280138196275746,0.5164429896653219,0.5017216233308418
0.4250176501596426,0.4940310369191501,0.5177579638954124
0.43345916473832746,0.5163838219095792,0.5128216815397253
0.3965693785811918,0.4830469304314585,0.4740155982536781
0.42389560958987815,0.4881172148346043,0.5166409887754686
0.418166609896647,0.4942606754183205,0.500485392547895
0.4181792972938891,0.5329682043637676,0.47827868535045
0.42288293649294917,0.4821886368026608,0.5163462147870821
0.4240258998972239,0.4989874613011897,0.5102656257041057
0.4154013563914678,0.4948658185645528,0.4919053617758559
0.40184675874101844,0.48232182743317,0.4862798975040396
0.41603037867139764,0.5267485049763659,0.4867373632901526
0.4280326700369008,0.5211201830527115,0.4941941456229882
0.40947300544774473,0.4862431755860285,0.4940996208443804
0.42857988826600635,0.5486067721592953,0.4773116862271617
0.41956730749250615,0.5185930128283708,0.4898092416655485
0.400388365183414,0.4766206445079159,0.4917592579184379
0.42451378050967775,0.5319784229850477,0.4921826084734332
0.4234537671897249,0.5262375963132703,0.4898086116485105
0.42703087227124653,0.5045401400405141,0.5122764456528597
0.41534979678852607,0.5067997721063775,0.47627436507760396
0.4112464148099494,0.5416878845641705,0.4732655823296233
0.4096176405888714,0.5128858320196029,0.4866014211497218
0.41981524546310256,0.4893715649847376,0.5135119579195923
0.41754676374894606,0.5036816243535568,0.5029249784928137
0.4263994182125389,0.5092129851404626,0.4944923330070372
0.40280876253572523,0.4787815166092699,0.4889714172836376
0.41273835591392866,0.4863876822195057,0.5060442902113572
0.42262704514896143,0.5135088108388749,0.4991633225734654
0.4161260868450731,0.5080491584294463,0.5041469104273953
0.4097442042648548,0.5023755357363503,0.4838325791966546
0.4254663328371267,0.4988725072840778,0.5079247339798085
0.4128018727940161,0.5086876300120321,0.4933859474625072
0.39994825214614693,0.4821105214832627,0.4877722718736463
0.429965945422813,0.5364491435945264,0.4897099062553645
0.41670338140003566,0.5032968501478879,0.4913348872295205
0.4194200775296704,0.5103242609179136,0.4914092152008421
0.4269972030163626,0.5215481133390848,0.5036737590709011
