window_size_1_MASE,Plain_w200,Exp_w200
0.3956624104768337,0.4876435401735815,0.5485042063286414
0.3794292965357547,0.4712536893593996,0.5215653233898839
0.4163264594252494,0.5037865674623973,0.5655478209976491
0.42563311776087104,0.5076743815542275,0.6137888685652024
0.4205730576113082,0.5027818597624112,0.5841682699919661
0.4390312777692478,0.5272601204358994,0.5907578018886596
0.42318472159161075,0.5258262350182256,0.5508993978995239
0.42714581216291964,0.4914967513125502,0.6122999923538747
0.4127669213595429,0.4945625953448314,0.6037311175475216
0.40862958346583966,0.4948915694474478,0.6083155366218803
0.42789263828896845,0.5076934838593684,0.5803677929795671
0.4190980616502861,0.491455878653255,0.5973680058082169
0.43843344170242765,0.5376941542012859,0.6121029458773536
0.4310962171344494,0.5131236752337308,0.5911222015290221
0.39543893476801256,0.4738881407585782,0.5443537085159654
0.43920311864527134,0.5188371711800808,0.5633346737318603
0.42292630845690665,0.5206654275799056,0.5584106397332997
0.43030550346782753,0.5040296673496578,0.6124204231398533
0.4036656047584904,0.4964498863994102,0.5453498942734009
0.42071450694953927,0.5126486645636249,0.5827686196721261
0.40956609616135864,0.4994103614863142,0.5591602788105137
0.4112756825605504,0.5010911500762538,0.5573514873572365
0.40986315620841224,0.4899022639588521,0.5505068323015739
0.42763407130447634,0.5086475941548897,0.6367361881494306
0.4179689707991072,0.4918591867013373,0.5833905162623495
0.42052855906749925,0.4861620302205138,0.5802096456940816
0.4236187838416724,0.5246601068524204,0.5538499695761641
0.4146130466103161,0.4956083743773473,0.5592553565145315
0.4313009969240255,0.479177905759484,0.6394610648506145
0.44974351859185857,0.5236708506106578,0.6070408112949546
0.3993517342058652,0.4868290383659011,0.5576073381442709
0.4096096998901226,0.4898468340018454,0.5699418500960394
0.42823918179162107,0.5021213818475279,0.5882361746194826
0.4294013623937586,0.5146955653689385,0.5802524008387074
0.40835888311923724,0.4739970451755848,0.5649323407913914
0.4239850111730046,0.5061825009849007,0.5739319435239879
0.4332468122585784,0.5210200384365308,0.6250534931175029
0.42765168572221923,0.5040031083922079,0.5929914010561244
0.41927960596424285,0.4914134296824551,0.5844316393133421
0.4239732855568698,0.4992285286201127,0.6066428250142628
0.42395178908892844,0.5224096441231967,0.5665041757607898
0.40918049974085646,0.5123016269551731,0.5386051440109407
0.42897819291168426,0.5131311299141461,0.5680520877163837
0.42888604515131573,0.4937558725604188,0.6100322604774409
0.4007286648206481,0.4950236411480702,0.554931434752247
0.44563753810943213,0.5426291869112132,0.5928241825042494
0.4248136708490209,0.5187964492770638,0.5668809360850484
0.4227067164353971,0.4977380981821218,0.5609336074285114
0.41815556248457625,0.493255449120085,0.5748964014485771
0.42383601371380486,0.4774823429669239,0.6031128598718526
0.41107581903994084,0.4824379296515962,0.569489850312793
0.4108274791368302,0.49465034672883795,0.5618135923161273
0.40172666373440974,0.5164313957014189,0.5243253082820882
0.4296166376498317,0.5118837181917394,0.6211491352094997
0.41825296602930806,0.4967648714637972,0.5828803508778959
0.39819517549893635,0.4857273286212914,0.5622031910909591
0.4366729421865068,0.5381877788631111,0.5676645252318104
0.4295980060000067,0.5148809529412209,0.5698189014951116
0.4342967763588581,0.5238827270267435,0.5733541467428956
0.42039556222494256,0.4891987486469925,0.6004726503438313
0.4392547009850067,0.5179588092963437,0.6001028426843721
0.41764740252640953,0.4932890629715597,0.6129856359603787
0.41260570575753236,0.5071656006249152,0.5578065429285877
0.42955437917710215,0.5028983373211525,0.6050298999785783
