window_size_1_MASE,Plain_w200,Exp_w200
0.46734529976692957,0.5005213877879764,0.5946938907309347
0.4972704018622281,0.5004342688294386,0.5665432199961308
0.42667087470243886,0.5075914574989951,0.5629146715926558
0.4235199073119484,0.4948704597011828,0.6002413597187215
0.4334381543407748,0.5042250589143231,0.5834865700299382
0.4355717712785821,0.5103623556945814,0.5777018815142667
0.4426284386843704,0.5256951327251409,0.5884783276042012
0.4367785681616479,0.5062746649138701,0.6037932846654694
0.41943985307466775,0.5157784527037035,0.5631887242420691
0.3846595690620001,0.4647855080079368,0.5734316169895011
0.4267971168954889,0.5289514362536643,0.565343798860444
0.4052628343794875,0.4908290633390664,0.5707331726190059
0.4612458387172096,0.5108290712801727,0.5817222501347861
0.4350242586836426,0.4844401800373272,0.6387012580639448
0.4174608414325144,0.5045763272241731,0.5733337541326701
0.40638606243890085,0.4976257719361715,0.5544967937647679
0.4190830676697871,0.4816950223920359,0.588161360495086
0.4056051515163404,0.486933560791627,0.5785707166211914
0.44214130565503773,0.5104965644515163,0.6054960502472968
0.4635739948158687,0.498577187258042,0.6088103808829601
0.417299903587091,0.4865316968499861,0.5963008919760067
0.40776538520620464,0.4913453534870662,0.5610553178664801
0.41386401763883457,0.5100120281091481,0.5669189130846334
0.4283629188043949,0.516542604112091,0.5734750151721951
0.4213742559036123,0.5007489589891044,0.5899455830434444
0.43797278192637523,0.5458545964238978,0.5990847738864055
0.4768741815631125,0.5181220734783679,0.5592327952702185
0.43110155532154065,0.5017064004427229,0.6151658947535431
0.41813985634500894,0.490872370047185,0.6008834269608022
0.4375678064465707,0.5001557196793394,0.5854609437628967
0.4133209069716006,0.5056352878999284,0.5665025838384683
0.4247949681419231,0.5152607708428875,0.5608994736413996
0.4593661863590597,0.50087057716684,0.5811178110163933
0.4000286927977941,0.4984347041631087,0.5752651542607061
0.4796629542305474,0.5227936376531324,0.5831235969225749
0.41516734671313626,0.5020792808893301,0.5683990578231654
0.40160948070003166,0.5044385870666244,0.5355759044073021
0.3927603051252702,0.4591470114110978,0.5624214923740353
0.4067184820117968,0.4770963165710752,0.5510830063946257
0.45979238152520224,0.5109891690353812,0.5726094410016883
0.4375449803054046,0.5039943534124522,0.5944057985695553
0.4006011392383856,0.4915972964766866,0.5398514903878613
0.43799223215138866,0.5082583094554964,0.5843778260463233
0.5928787804505169,0.5499090932031746,0.5950877371895017
0.41894753097742465,0.5142493467449101,0.5632760836961368
0.448154706011195,0.5034420133080668,0.5528196780131703
0.41309018909866546,0.5134518973857102,0.5716022967394472
0.4090085792815545,0.4857117380520766,0.5828299416457514
0.40802590545977435,0.5115984290377835,0.5655742582618881
0.428345397088685,0.5040101843812738,0.5813025322783983
0.40664168516300875,0.4916242070456419,0.5622317273395546
0.4260554326361745,0.4955017669983619,0.6059189755664102
0.41814548407095786,0.5019610266509119,0.5877842529587946
0.46747643799791533,0.5235491834713137,0.5708750808324363
0.40894780797467084,0.5054403952125671,0.5583727014091643
0.43099835113768264,0.5122831417285262,0.5893483390556358
0.4351086469265528,0.5006100509331197,0.6052396737960632
0.4269505323528904,0.516789765179049,0.6112477433891141
0.42120777833335166,0.5102178489555008,0.5722150591578945
0.42071040846908586,0.49494338965755896,0.6090885172919256
0.5062348467480253,0.5332105833596055,0.5663163373061939
0.39602786072903057,0.4923272628328729,0.5508213634074647
0.4539188306858852,0.5033241120177123,0.5575906248975873
0.43739927700224485,0.5425800650966913,0.5904466750599104
0.4283305087754077,0.5049516657265961,0.5477954753247378
0.42105880420704184,0.5236117727596592,0.568731441155499
0.4159874110869387,0.5147589528377888,0.5307560398917761
0.42092027038763463,0.4968518086062828,0.5664655652954412
1.0537418843385629,0.4974027135650607,0.5836392665853531
0.41402569382859594,0.5358919089440982,0.5624186102203642
0.43163331303991276,0.501527408122526,0.5737301010159708
1.0688667566816752,0.4931831739175901,0.5771587462439084
0.4307332694650817,0.5110582257257005,0.5889039451654079
0.41863433226583124,0.4764358160887127,0.5610193891444664
0.42059117338355634,0.5046444981901408,0.5559294315329223
0.44963790246569135,0.5269039057688953,0.5937237478128263
0.4231710691168908,0.5167669082870282,0.582848471276816
0.41994040743796673,0.4972383899374405,0.5679800577529407
0.4303306405720355,0.5216099511742225,0.5664888091153933
0.44681000411901034,0.5071388095719328,0.5783675814205839
0.4264871368024572,0.5051770233184563,0.5820878955010048
0.4268004615397035,0.4978667557911337,0.5940382466826493
0.40929713018996056,0.5156257322720602,0.5381864565436699
0.4237063942336368,0.4975095529416948,0.6161547221531977
0.42168514931504375,0.4973943007484874,0.6077754481469487
0.4488050117154128,0.5004412835381369,0.5853746930382208
0.43605485983435327,0.5330851879467973,0.58905888290745
0.3988357068391264,0.5011320847342495,0.5395950002551015
0.4271243287164278,0.4983687390030643,0.5539630275437825
0.4615532665475237,0.5057484934918606,0.5594384374565171
0.42374559872987805,0.4984815534994057,0.5813931424263643
0.45574294047675634,0.5067489844416304,0.5897994190844892
0.47122705112492896,0.4968838760300771,0.6038565589638362
0.4231570854578013,0.4919270715754964,0.6121565289124606
0.403229360250659,0.4912440698069732,0.5658231644599389
0.42890347071869067,0.5020996289379046,0.6580822504176834
0.4425163736110933,0.5137084530863816,0.5695397247657997
0.4181512118690719,0.5107962135705988,0.5517134391140773
0.40830511869644964,0.481596899938687,0.5753716644861955
0.4431847781826216,0.5095405626812458,0.5700694217081314
0.47582981369164984,0.5101445406046835,0.5880905798746988
0.6581581487398472,0.4989099773253247,0.5165127755528232
0.4444680065819055,0.5303594930693414,0.6203736000831189
0.4299144420032728,0.5219199566210015,0.5616461514449929
0.41795587188894373,0.4965925148148838,0.5788195413563894
0.43759357595259624,0.5121166102772744,0.5873966969313733
0.41341490777390794,0.4960177328536643,0.5872022278309492
0.420110933209439,0.499285762204902,0.5678101545157513
0.4149711134849315,0.5077522939048073,0.5722541470855215
0.3945412957306058,0.4991358684584898,0.5195602629168318
0.41929596068682357,0.4970658651215825,0.5795902220843494
0.4529183001575815,0.506253552899068,0.5798477309660067
0.3878656703720915,0.4790795814445489,0.5597850469992025
0.3987596198348007,0.5143387474404499,0.5537317379394249
0.4241348114727996,0.5079804615106613,0.5828250185145558
0.4189524008371407,0.5051710018919482,0.5864804982368721
0.40291725319027094,0.4764843623170723,0.5452493351662477
0.41992930873528095,0.5020498238111053,0.5851812722108538
0.4007097514134489,0.4794890416546752,0.5763790755906745
0.4336728030246227,0.5405277621488549,0.57959732475607
0.4161912399884149,0.5118163741673619,0.5628617719828608
0.4159470603595547,0.4994677960613763,0.5609374205777682
0.41640465760562284,0.4994596968187108,0.5893292953865903
0.41125119561250645,0.500799443596175,0.5576504411236259
0.4235319394486392,0.533833613090782,0.5664672898711921
0.44513893367347734,0.5222473357357882,0.6100054911609277
0.5206409658453309,0.4982548517326699,0.5513338256370005
0.4221492639647322,0.5013005390224377,0.5731519390887319
0.4545920411285617,0.5202499952527359,0.6152233343919336
0.42677978506872544,0.5052091681670637,0.6109201514540389
0.43949127974971414,0.5361496096797908,0.599707632125291
0.7152494578621943,0.5113761121771525,0.5997877346724958
0.4205385187387338,0.4876622762745672,0.5779488103741696
0.4027098866661282,0.4796370510935289,0.5937759405982876
0.4299563715741521,0.4908312670882613,0.5702476639987926
0.41658749254878286,0.5148360656194125,0.573188256898107
0.43486380924658063,0.5304183891469257,0.5580982339635407
0.4189741349999241,0.5082211046279488,0.5546020859591212
0.42144357428360557,0.4972080154455964,0.5892123208140214
0.4202977085991262,0.4991645371147087,0.5976183825799192
0.39731119908348816,0.5242753090819151,0.5178080591146744
0.7270128301798096,0.5010075205834825,0.5870035602341741
0.45122750440028514,0.48024178043646604,0.5590996017505178
0.4012399491271751,0.4914223246301682,0.5482483679943772
0.4377804004168754,0.5075044057839431,0.5922599410820572
0.8286202585237992,0.4995343817056481,0.5912751017673074
0.4056323805238506,0.5019617866572541,0.5385224223489825
0.43170417492763397,0.5071851444488393,0.5855219454795829
0.4139140101274739,0.5047733171695179,0.5833153367812046
0.43040573711063884,0.5144730882010079,0.5861526783858216
0.4359624866130815,0.5065794567559071,0.576622530405615
0.38662907281394643,0.4874320286964399,0.5480650629665349
0.42955525249932947,0.5122244252263022,0.6150193279750003
0.4105973632383427,0.5073997218621548,0.5840233912169682
0.4179473385473008,0.4932448137136628,0.606027455063745
