window_size_1_MASE,Exp_w200,Linear_wAll
0.36989732190578023,0.5946938907309347,0.4967524679525224
0.3384549769726868,0.5665432199961308,0.3422534762677919
0.2842351301921337,0.5629146715926558,0.3970852255307832
0.24900212242636882,0.6002413597187215,0.3332939210228878
0.22253529093973462,0.5834865700299382,0.3611615019513666
0.27210073352340186,0.5777018815142667,0.4234051676380104
0.2615669003552656,0.5884783276042012,0.3659188121834874
0.26389416055311293,0.6037932846654694,0.37131972835359617
0.24210693704303318,0.5631887242420691,0.3268369600759383
0.2910870598749494,0.5734316169895011,0.4490150459918569
0.22130259411653064,0.565343798860444,0.3101243116695617
0.24580041123597085,0.5707331726190059,0.3818601507057641
0.3724786578125761,0.5817222501347861,0.5034697145792117
0.2686358848301242,0.6387012580639448,0.44082169367915375
0.28663026055977014,0.5733337541326701,0.5216142542988496
0.24137707088053217,0.5544967937647679,0.32184423970960224
0.34684118164586125,0.588161360495086,0.5107311563887987
0.29725609285138616,0.5785707166211914,0.4797596540669087
0.2493108867210448,0.6054960502472968,0.3028949959343513
0.36565277393315554,0.6088103808829601,0.5642524728064553
0.26379425234927106,0.5963008919760067,0.4616219476954783
0.20579336853461122,0.5610553178664801,0.2827495744303838
0.24728961478601952,0.5669189130846334,0.3732141141758464
0.2398696520183533,0.5734750151721951,0.34281206490997035
0.25408392739687913,0.5899455830434444,0.3897156585177958
0.2469047507733053,0.5990847738864055,0.3635944115836561
0.3509429203967148,0.5592327952702185,0.3061599600002091
0.20316305602265786,0.6151658947535431,0.28457810762499003
0.29405888239151906,0.6008834269608022,0.42606510387866336
0.37969462260359693,0.5854609437628967,0.5977115746249004
0.29123601563932183,0.5665025838384683,0.45364845918498503
0.2438500871048572,0.5608994736413996,0.4002364824644337
0.38043547303094966,0.5811178110163933,0.5592597586283254
0.29788276522684,0.5752651542607061,0.4680464200655022
0.37193146666119103,0.5831235969225749,0.43327549919392333
0.2573356282735315,0.5683990578231654,0.38765126687048507
0.2824445409504575,0.5355759044073021,0.4555152165832152
0.29908778247429185,0.5624214923740353,0.4898415304322633
0.3116779824652711,0.5510830063946257,0.5105405433667578
0.3684107019028559,0.5726094410016883,0.483827482165545
0.2905501593644549,0.5944057985695553,0.4061748734175679
0.3183881833765359,0.5398514903878613,0.6691377216522291
0.20986877043535784,0.5843778260463233,0.27997530118033753
0.482235766305167,0.5950877371895017,0.32148023812801435
0.230439681405842,0.5632760836961368,0.3551590251036855
0.3442479314045094,0.5528196780131703,0.4218530873822437
0.34418000804871324,0.5716022967394472,0.6079698636830071
0.2391440274508517,0.5828299416457514,0.3566858733791357
0.23861792556644001,0.5655742582618881,0.34577492714954583
0.23814628734183074,0.5813025322783983,0.335583706739888
0.2601546290483311,0.5622317273395546,0.3960162115199528
0.2047068611273333,0.6059189755664102,0.25808742362324105
0.21582718975853032,0.5877842529587946,0.2871313968041418
0.382525611952972,0.5708750808324363,0.503650674401914
0.25017196902427885,0.5583727014091643,0.3874149654386761
0.24416329737105613,0.5893483390556358,0.2795622549140772
0.23986001246789915,0.6052396737960632,0.3811429505848059
0.2018097231063129,0.6112477433891141,0.2607630420856695
0.262181212343137,0.5722150591578945,0.4396183844948975
0.2598722000926433,0.6090885172919256,0.3921416516359295
0.44573768717536155,0.5663163373061939,0.5332145876740477
0.2971748784775887,0.5508213634074647,0.4808848209367467
0.3815069692546308,0.5575906248975873,0.5758986650528961
0.23076410180553567,0.5904466750599104,0.30547337914520484
0.32900569060588825,0.5477954753247378,0.5029662972390739
0.3383123926534391,0.568731441155499,0.5305493704268626
0.2778556668674037,0.5307560398917761,0.4722841697727944
0.2005352592403824,0.5664655652954412,0.26235296476106074
1.0331254913816574,0.5836392665853531,0.2942343405931479
0.2577185480916806,0.5624186102203642,0.402776705692933
0.3528805306465765,0.5737301010159708,0.451325044237741
1.0419797081480002,0.5771587462439084,0.2949920926434773
0.2405496530397054,0.5889039451654079,0.360676319899204
0.28303577173872363,0.5610193891444664,0.30819770878804004
0.23390560700382157,0.5559294315329223,0.3516833202033929
0.3007796019807417,0.5937237478128263,0.40543317971862897
0.22741460890070825,0.582848471276816,0.3231459214967047
0.2158037136132691,0.5679800577529407,0.2918564648472357
0.29852072712802796,0.5664888091153933,0.4333212049890973
0.3628096482599989,0.5783675814205839,0.4901483235445159
0.2238667880698268,0.5820878955010048,0.30450463655729704
0.20753362017621158,0.5940382466826493,0.2967302208519325
0.23035226574579157,0.5381864565436699,0.34549995335541106
0.29203729732066125,0.6161547221531977,0.4724358831942109
0.24475788998097464,0.6077754481469487,0.3748357337841861
0.3784289766087616,0.5853746930382208,0.5203380263649926
0.22638424102314886,0.58905888290745,0.32653444783808633
0.20833675240515262,0.5395950002551015,0.2724035482699861
0.34296871809198975,0.5539630275437825,0.4862722877052353
0.39892374966480004,0.5594384374565171,0.5690400283454271
0.24853760860837576,0.5813931424263643,0.3862858792657752
0.3782844254915426,0.5897994190844892,0.596482354688681
0.37064810036929713,0.6038565589638362,0.5396625763872236
0.2953059943360956,0.6121565289124606,0.4798298631490058
0.24644473665200614,0.5658231644599389,0.3572496552112189
0.26362870037984015,0.6580822504176834,0.38489266101323294
0.2674600131020475,0.5695397247657997,0.313317150820502
0.27470200438700004,0.5517134391140773,0.4098559006525961
0.2266207767773887,0.5753716644861955,0.32654696841321984
0.35266239131826765,0.5700694217081314,0.5803525186293924
0.37700321958704935,0.5880905798746988,0.5109079471451288
0.6438387404997805,0.5165127755528232,0.5331937638104127
0.2744159557451347,0.6203736000831189,0.4094624411890213
0.24091667264819164,0.5616461514449929,0.3757926341747325
0.2654244630107297,0.5788195413563894,0.44869311951387497
0.2731363472858015,0.5873966969313733,0.4261989899268113
0.30633852630269165,0.5872022278309492,0.4526517442322422
0.2421479409116974,0.5678101545157513,0.4409193873064472
0.26112493170123746,0.5722541470855215,0.4317097583641419
0.2349771017138676,0.5195602629168318,0.3548521353105135
0.22728393851076653,0.5795902220843494,0.3106686136813314
0.36538339187250246,0.5798477309660067,0.5244755862071064
0.32857522201715933,0.5597850469992025,0.4970715428478855
0.2774011904708375,0.5537317379394249,0.4093311115755992
