window_size_1_MASE,Linear_w200,Linear_wAll
0.36528209125902705,0.4699422368250111,0.4967524679525224
0.33698497456863336,0.5179895020537536,0.3422534762677919
0.2726125420512584,0.5087618177955331,0.3970852255307832
0.24302504724458784,0.4961637744659873,0.3332939210228878
0.22579274624533993,0.5082327413344099,0.3611615019513666
0.2766270588642722,0.5145338021666666,0.4234051676380104
0.2549885423142193,0.4956081363720217,0.3659188121834874
0.2643306252963724,0.5023710323966657,0.37131972835359617
0.2394074003188228,0.4806934589103802,0.3268369600759383
0.2919569945269228,0.4997827303272863,0.4490150459918569
0.225485871325683,0.5007716009921019,0.3101243116695617
0.24898714053965748,0.491839403973495,0.3818601507057641
0.37088128012356264,0.4962154978270547,0.5034697145792117
0.2599419006104735,0.4919378597231776,0.44082169367915375
0.29482284655138713,0.5168480379267271,0.5216142542988496
0.2359429100580795,0.5024283611715477,0.32184423970960224
0.35049321536105055,0.4881173477797528,0.5107311563887987
0.3044181401977628,0.5152926348015889,0.4797596540669087
0.2475830656420686,0.4655395686750035,0.3028949959343513
0.3603456426516075,0.4856176942096001,0.5642524728064553
0.25650989106657596,0.5017991051761302,0.4616219476954783
0.212937848711615,0.4872647915223051,0.2827495744303838
0.24744261703217862,0.4886154512521997,0.3732141141758464
0.23885132399163733,0.5124511906946246,0.34281206490997035
0.25507719396772693,0.4834763040272279,0.3897156585177958
0.24704769640427693,0.480570544368824,0.3635944115836561
0.3300457052451288,0.4829042540588773,0.3061599600002091
0.20678427488008866,0.5020380345747744,0.28457810762499003
0.2973871639135152,0.5257697080596518,0.42606510387866336
0.3719362309401294,0.4920425421844659,0.5977115746249004
0.2943566638612458,0.5008545709851923,0.45364845918498503
0.24843440227244848,0.479184894081009,0.4002364824644337
0.38084385047331437,0.4896983512291889,0.5592597586283254
0.3060008015679554,0.5203192285275032,0.4680464200655022
0.34686665738564515,0.5148912858045163,0.43327549919392333
0.2550850273753713,0.5166872346938564,0.38765126687048507
0.2908394675097163,0.5129240355300473,0.4555152165832152
0.3097894109784093,0.5182954736030452,0.4898415304322633
0.3257321238016857,0.50015662962107,0.5105405433667578
0.36153044591965106,0.5023983522659571,0.483827482165545
0.27952046187869634,0.4769609277857258,0.4061748734175679
0.3165369625600697,0.4757280716999718,0.6691377216522291
0.21407994771422179,0.5111619531640177,0.27997530118033753
0.45194505723969813,0.5075006228486215,0.32148023812801435
0.23675156283919463,0.5047801467188934,0.3551590251036855
0.3318496676122304,0.495259612742037,0.4218530873822437
0.3288948072635312,0.4815807308772328,0.6079698636830071
0.23991541377404046,0.4788546822380066,0.3566858733791357
