window_size_1_MASE,Exp_wAll,Linear_wAll
0.3565879402068414,0.4596901289616096,0.4967524679525224
0.33134572400218587,0.4075676258769267,0.3422534762677919
0.2842100279644606,0.4533022860666311,0.3970852255307832
0.2486515325808232,0.4173819342548412,0.3332939210228878
0.22276861281653712,0.4024324909915288,0.3611615019513666
0.2619893102948217,0.39652205307072297,0.4234051676380104
0.25890057466168703,0.4421174843538389,0.3659188121834874
0.25666576069182684,0.4191834700003938,0.37131972835359617
0.24340524255847437,0.4454090134925581,0.3268369600759383
0.27271027698857836,0.3903003764724719,0.4490150459918569
0.22495882870654646,0.4384449306316469,0.3101243116695617
0.24216641489909216,0.4301950563309712,0.3818601507057641
0.3691638906243139,0.5087267544065289,0.5034697145792117
0.2641211005064943,0.4701311962209408,0.44082169367915375
0.2775098065538343,0.4204795950047304,0.5216142542988496
0.24321093453349468,0.4775989934589854,0.32184423970960224
0.32659997300120497,0.4575846049887234,0.5107311563887987
0.2667441432010117,0.3912609549023338,0.4797596540669087
0.25481706814158683,0.47259088737878097,0.3028949959343513
0.3641492459299102,0.4647921214229955,0.5642524728064553
0.25705545837084454,0.4578446361152058,0.4616219476954783
0.21098953160629208,0.4679488883720647,0.2827495744303838
0.2483610946342399,0.4457692759536551,0.3732141141758464
0.23204189813072554,0.3895985452701684,0.34281206490997035
0.2521635882883821,0.4643683761466136,0.3897156585177958
0.2478872748340526,0.4551203926519791,0.3635944115836561
0.34929733570698196,0.4797053244344786,0.3061599600002091
0.20575619764906342,0.4622170211217165,0.28457810762499003
0.2840037400504675,0.4845497171756771,0.42606510387866336
0.3645747445854593,0.4648054387902211,0.5977115746249004
0.28042042826897673,0.4709120238001094,0.45364845918498503
0.24833835053490766,0.4578009844693173,0.4002364824644337
0.371873289153327,0.4761880645216276,0.5592597586283254
0.2873281922644969,0.4681855483328218,0.4680464200655022
0.36612199202599455,0.4416066722154217,0.43327549919392333
0.2550870408461203,0.4226754393093779,0.38765126687048507
0.26697920938218506,0.4047428981713224,0.4555152165832152
0.2832137752388665,0.4133814212169191,0.4898415304322633
0.2995812396935513,0.4159599319380409,0.5105405433667578
0.34780963455248254,0.4439059246990926,0.483827482165545
0.28354895131784524,0.4614752266931227,0.4061748734175679
0.2953508463298734,0.43609244518015866,0.6691377216522291
0.21186570560574314,0.43576663564055934,0.27997530118033753
0.47752329870928123,0.4412040660637301,0.32148023812801435
0.23384863646553103,0.4129102483630884,0.3551590251036855
0.3425417910505285,0.4724613385429612,0.4218530873822437
0.3217660890773766,0.45489844147567,0.6079698636830071
0.23933796298416862,0.41897762780951103,0.3566858733791357
0.23417976173083205,0.43656856625517776,0.34577492714954583
0.2426670849420379,0.4792971383120741,0.335583706739888
0.2524975171968226,0.4357430302227125,0.3960162115199528
0.20817089371497186,0.4909348603277578,0.25808742362324105
0.20959559248450663,0.4155468463805527,0.2871313968041418
0.37858817915825854,0.4868478017264592,0.503650674401914
0.2444606201442836,0.42835558669317103,0.3874149654386761
0.2441666544434738,0.44430123042290776,0.2795622549140772
0.2521255001603416,0.4864013542071815,0.3811429505848059
0.20371135005292648,0.4363371777659086,0.2607630420856695
0.2552506774945777,0.4087156413609307,0.4396183844948975
0.2565508514049501,0.4592514102063214,0.3921416516359295
0.4373007339160358,0.4880835682490631,0.5332145876740477
0.28177778506636586,0.4107395823788719,0.4808848209367467
0.37274667641388914,0.475380508296872,0.5758986650528961
0.23428225190209453,0.4435322797346666,0.30547337914520484
0.31503157490451317,0.4300352551005849,0.5029662972390739
0.31510017237340143,0.4245700513084861,0.5305493704268626
0.2849358038647388,0.4933210425854505,0.4722841697727944
0.2062030824210221,0.4698583562295241,0.26235296476106074
1.0066918195106695,0.4265475244629303,0.2942343405931479
0.2587080098284272,0.4486059234178329,0.402776705692933
0.31920013229606686,0.4380383215530743,0.451325044237741
1.0248237214606866,0.4425641363786008,0.2949920926434773
0.2383737258184526,0.4183530829246086,0.360676319899204
0.2852661571655197,0.4456616789228675,0.30819770878804004
0.2372763201463308,0.4643866728037677,0.3516833202033929
0.298912437014139,0.4298662404824586,0.40543317971862897
0.225152271342563,0.4350629695053845,0.3231459214967047
0.222459523532533,0.4752137045670611,0.2918564648472357
0.28588554119163606,0.4314295088992064,0.4333212049890973
0.35650763529516316,0.4689160379172869,0.4901483235445159
0.22524505850967166,0.4466890459393438,0.30450463655729704
0.21236885277084455,0.4404972017605778,0.2967302208519325
0.23682463895601277,0.4781206017105981,0.34549995335541106
0.28509594218277007,0.4659789900389474,0.4724358831942109
0.24219967978935109,0.423050282942072,0.3748357337841861
0.37236318794506107,0.4669491515597729,0.5203380263649926
0.22021809924943794,0.42877628617486335,0.32653444783808633
0.2015297519255931,0.3776469599160386,0.2724035482699861
0.3217055741646409,0.4240369164876236,0.4862722877052353
0.39182821509981425,0.4697657927892724,0.5690400283454271
0.24332692870530478,0.4166519108171509,0.3862858792657752
0.3679298529672613,0.4855095129611328,0.596482354688681
0.3650168432378558,0.4917108443954291,0.5396625763872236
0.2816978139144429,0.3919288872368518,0.4798298631490058
0.25017681378607476,0.4820291994273477,0.3572496552112189
0.2666604365801646,0.4881392186804312,0.38489266101323294
0.2696993830852512,0.4372853523808706,0.313317150820502
0.26346940524108325,0.4048365090521333,0.4098559006525961
0.2262296699594976,0.4266651172310164,0.32654696841321984
0.3509606120578341,0.4644193230234597,0.5803525186293924
0.37652133374896374,0.4973139114908083,0.5109079471451288
0.6182237122278136,0.4213440913733052,0.5331937638104127
0.25745787126837166,0.4243845080751057,0.4094624411890213
0.23963954694824885,0.44268443391797146,0.3757926341747325
0.26304229855791345,0.4403146088769823,0.44869311951387497
0.2604630941187295,0.3948125209726632,0.4261989899268113
0.30086197380753193,0.4627527604508601,0.4526517442322422
0.24058515777158596,0.4434362013011416,0.4409193873064472
0.2618087813710246,0.4342610711356186,0.4317097583641419
0.23500996174720634,0.4162343132178538,0.3548521353105135
