window_size_1_MASE,Exp_wAll,Linear_w200
0.3557959747479867,0.4596901289616096,0.4699422368250111
0.37713662576965407,0.4075676258769267,0.5179895020537536
0.32642845758351186,0.4533022860666311,0.5087618177955331
0.2978799668167673,0.4173819342548412,0.4961637744659873
0.29166212183306983,0.4024324909915288,0.5082327413344099
0.2861392430991221,0.39652205307072297,0.5145338021666666
0.29042513611152726,0.4421174843538389,0.4956081363720217
0.29416343047207905,0.4191834700003938,0.5023710323966657
0.3159319140622909,0.4454090134925581,0.4806934589103802
0.2800624564392781,0.3903003764724719,0.4997827303272863
0.304876863924483,0.4384449306316469,0.5007716009921019
0.30506807222205234,0.4301950563309712,0.491839403973495
0.3859557627512912,0.5087267544065289,0.4962154978270547
0.31662717075499025,0.4701311962209408,0.4919378597231776
0.29788155213886464,0.4204795950047304,0.5168480379267271
0.32725996261293566,0.4775989934589854,0.5024283611715477
0.3455329460484205,0.4575846049887234,0.4881173477797528
0.2793469268926971,0.3912609549023338,0.5152926348015889
0.33983889626825237,0.47259088737878097,0.4655395686750035
0.3676842548421273,0.4647921214229955,0.4856176942096001
0.3069218973377646,0.4578446361152058,0.5017991051761302
0.3246717743271093,0.4679488883720647,0.4872647915223051
0.3060145322978745,0.4457692759536551,0.4886154512521997
0.2828808648072992,0.3895985452701684,0.5124511906946246
0.30243647398173645,0.4643683761466136,0.4834763040272279
0.30048435207992413,0.4551203926519791,0.480570544368824
0.395473618340812,0.4797053244344786,0.4829042540588773
0.32942723481363295,0.4622170211217165,0.5020380345747744
0.3214650066706302,0.4845497171756771,0.5257697080596518
0.35984805408725007,0.4648054387902211,0.4920425421844659
0.3131131366335067,0.4709120238001094,0.5008545709851923
0.3057372759326883,0.4578009844693173,0.479184894081009
0.3803337906032226,0.4761880645216276,0.4896983512291889
0.32125635649368456,0.4681855483328218,0.5203192285275032
0.3795100419101475,0.4416066722154217,0.5148912858045163
0.29022175243070564,0.4226754393093779,0.5166872346938564
0.2808234774633307,0.4047428981713224,0.5129240355300473
0.30771683477079664,0.4133814212169191,0.5182954736030452
0.319307515046983,0.4159599319380409,0.50015662962107
0.3578598936026472,0.4439059246990926,0.5023983522659571
0.315600877682767,0.4614752266931227,0.4769609277857258
0.2962498199208737,0.43609244518015866,0.4757280716999718
0.30777496376924246,0.43576663564055934,0.5111619531640177
0.5019773032221774,0.4412040660637301,0.5075006228486215
0.29331572864913047,0.4129102483630884,0.5047801467188934
0.3631134768071395,0.4724613385429612,0.495259612742037
0.34581284720393396,0.45489844147567,0.4815807308772328
0.2903510144716867,0.41897762780951103,0.4788546822380066
0.30054780142748233,0.43656856625517776,0.4968530040734059
0.3334198320421041,0.4792971383120741,0.5119300105789263
0.2953440749651079,0.4357430302227125,0.4756274518519896
0.33156222155423487,0.4909348603277578,0.4715772212326593
0.2987647432921575,0.4155468463805527,0.5174973489337834
