window_size_1_MASE,Plain_wAll,Linear_w200
0.3912537772647702,0.7518314497334564,0.4699422368250111
0.35954300528892674,0.3808031411628914,0.5179895020537536
0.2877495775243097,0.5255983950530011,0.5087618177955331
0.25627619741920077,0.4149216575306012,0.4961637744659873
0.25020038413454887,0.43070458178697263,0.5082327413344099
0.3094814101173569,0.5142586603192819,0.5145338021666666
0.2937787130415902,0.4477998765125157,0.4956081363720217
0.28390495791360454,0.4535998499598821,0.5023710323966657
0.2625312139301342,0.3379912793081348,0.4806934589103802
0.3288876083158074,0.5522291635249785,0.4997827303272863
0.2570231634958317,0.3934542081298752,0.5007716009921019
0.2677072634345378,0.3706875606107433,0.491839403973495
0.40566347571847017,0.5778739218222876,0.4962154978270547
0.28395478701947724,0.4516582711535056,0.4919378597231776
0.30071317603057013,0.5676079334920456,0.5168480379267271
0.25613481748218797,0.3489419986317647,0.5024283611715477
0.3751440071338264,0.72901367051591,0.4881173477797528
0.3413371798643523,0.5202190114151548,0.5152926348015889
0.27261983125764694,0.4069881725329265,0.4655395686750035
0.3852183514229223,0.6169444410682113,0.4856176942096001
0.2904467398040162,0.4421555092620933,0.5017991051761302
0.20950162728467794,0.2758978315148989,0.4872647915223051
0.278392146490148,0.4718683992293265,0.4886154512521997
0.2558632047169833,0.3858051821624338,0.5124511906946246
0.2784583886033869,0.461505053034558,0.4834763040272279
0.29030768028700066,0.5804010157786273,0.480570544368824
0.337101761844137,0.32668508430213544,0.4829042540588773
0.22578732010044006,0.32539757932670904,0.5020380345747744
0.3176181553123796,0.4608803813407516,0.5257697080596518
0.385813706064893,0.6659531126499806,0.4920425421844659
0.32077507378351233,0.557559116172449,0.5008545709851923
0.27360855566559666,0.3902146228119502,0.479184894081009
0.4077223375605242,0.6667346682023049,0.4896983512291889
0.33418610338227256,0.6394353904081523,0.5203192285275032
0.3638644740174372,0.5738986078079804,0.5148912858045163
0.26780738942504745,0.4130191881665848,0.5166872346938564
0.31400563825971284,0.6127901176533588,0.5129240355300473
0.3419544924445907,0.6072154859077691,0.5182954736030452
0.3468607580418586,0.5564631527470923,0.50015662962107
0.38496018192185294,0.6252152904790406,0.5023983522659571
0.3037069891750623,0.5032921868657271,0.4769609277857258
0.3261143019892577,0.5696312105364748,0.4757280716999718
0.20972034394695094,0.2990407678956802,0.5111619531640177
0.4552661092126249,0.3139253778046169,0.5075006228486215
0.2611663130291898,0.3897536578040682,0.5047801467188934
0.341399486861862,0.4889481694912458,0.495259612742037
0.33900599857547564,0.6274782770567983,0.4815807308772328
0.2667781122380523,0.5320999578367797,0.4788546822380066
0.25597930483555975,0.4309946059864936,0.4968530040734059
0.2565206527520916,0.524285005740012,0.5119300105789263
0.2828151270981642,0.5045994450236522,0.4756274518519896
0.2217897925975392,0.28777671319034204,0.4715772212326593
0.22771325924099295,0.3558074821429648,0.5174973489337834
0.4186414213884586,0.5858982053250021,0.4967726333455339
0.2867174237996137,0.5067755289682939,0.4946997111415872
0.25567151116284936,0.3467209982653555,0.5187657373805972
0.2838860696335191,0.4229674101149842,0.5066363719647593
0.22398827984659841,0.32025944375274096,0.5064214089051662
0.3046941753295684,0.5284851519266024,0.4827639776272657
0.2903178950901221,0.5662019887654238,0.5000031664833567
0.4316597530940524,0.6087679835907529,0.4989593771837682
0.31889780792808786,0.5614473112783787,0.4522397169293393
0.3961241576712558,0.6747832092189842,0.4725877993652831
0.24378354169745925,0.3024116422065191,0.492105397456493
0.34726891192874954,0.7119909281413945,0.4897546762270201
0.3454473906840454,0.6801100016710556,0.5092061951864223
0.3111084322191914,0.5701422205016345,0.4979023182784433
0.2280275508623558,0.2901232695551123,0.5148989860072639
0.9895361378230859,0.3350926962526817,0.5112532871664804
0.2718195475487528,0.4200351839983668,0.5126471884555384
0.34651191887078353,0.5859020762533677,0.4922952629738447
1.0061078731394766,0.35446377728848755,0.4955691954368831
0.25212075054026567,0.4218254785959121,0.4726857536807978
0.27845722404690953,0.3604666936399388,0.4787586521755553
0.2640943544697128,0.4089471388026101,0.5128445648455568
0.3073244795529532,0.5756939292283474,0.4787080880425909
0.24538591238660787,0.4599251278989501,0.4924471905058913
0.24067280831122173,0.3459305325273687,0.5043809543713264
0.3154664085141274,0.5261884480805086,0.4874932515919768
0.3776535350454655,0.6084850349889437,0.4844286296420887
0.23470898876930218,0.33676153778994444,0.4990275004871567
0.23322223684916651,0.30995665549331763,0.4710777045538666
0.24753148770208597,0.3266731785850025,0.5079218436930794
0.3145979345457643,0.5253692535019953,0.4863821234646412
0.2718029485321084,0.4542665687418562,0.4926723529717799
0.3911399844157383,0.5448476179741294,0.5018111224925295
0.24853933091966582,0.3482663043562517,0.4984870917301453
0.21700434723838413,0.2889108020285562,0.4857793446100415
0.3752064137843357,0.7202104416119713,0.480259669908536
0.41896489868453474,0.5785093719490138,0.4807183752957946
0.271155824721434,0.4643850382048648,0.4874766675380928
0.41832172071108575,0.8614415299615057,0.4867749457027696
0.39544069025053136,0.6584103492487248,0.4801728732349177
0.2879389441711714,0.4118887265226249,0.5157688184351042
0.2757556700958829,0.4583803947497648,0.4886511448210593
0.28918869807598985,0.4938430206787684,0.5043939200475749
0.2753670358508235,0.3302043544859509,0.5165672431599426
0.3032331572621342,0.5525307014019905,0.5203711310980282
0.24904368996286835,0.3964803899136923,0.4792757886735091
0.3799528037432131,0.6671265243963227,0.493166563114138
0.39736013618221105,0.7071353311537968,0.4627174991880864
0.6237673702540276,0.6230737945923027,0.5062015991360478
0.30471348595525005,0.5120990249381612,0.5050179814325915
0.2707645914515805,0.4987846416221676,0.4489033363575561
0.28279092554693397,0.4086271601940541,0.4682901039194274
0.3057086725850511,0.5051432355122752,0.4906779550181434
0.32476124954989866,0.5624255637040668,0.4795126575487186
0.26250470363340317,0.4290296194125295,0.4986065187138355
0.3246370131397225,0.7730820946282253,0.5026721375696576
0.2603817257478833,0.4317236494953785,0.4782467624458436
0.2584690142457246,0.394455202436845,0.482448443079329
0.38775378117036047,0.5794581533723774,0.4721052583461086
0.3402337025761771,0.5543271970559218,0.5047687997685613
0.2922336136533904,0.5423836670955628,0.4758661995266518
0.22318733184257084,0.2948440772408192,0.5290294671794463
0.280367785428277,0.5081827330430548,0.4810318986772738
0.2682405013575554,0.4116193619651794,0.5205787891513548
0.24763256525084337,0.36798021940092623,0.4978955938345453
0.2582265765686116,0.4212716446830673,0.4849723998053688
0.24046821495963455,0.3483979509002709,0.5099140407544039
0.24592030297911424,0.4164014472045006,0.4666801771215912
0.3503586615613645,0.7380998520773002,0.486447147999663
0.31997411968081296,0.6203662649233128,0.4714097326847835
0.25199769412645445,0.346495962652844,0.4760710833175672
0.27002836899099025,0.3791843540911849,0.5160411185393248
0.3697453099360243,0.8622547886349221,0.49158380816403097
0.43643766856468214,0.5048482294929516,0.4986971067329424
0.2612693743521639,0.4026942814370063,0.5016985209017192
0.2645688647076655,0.3971597104748533,0.4817716997904975
0.28805592044386563,0.4595417050365244,0.4715811368138286
0.3015842839989422,0.5150760739185409,0.4937868000058792
0.6641781742030881,0.6142571267394821,0.5016654395386299
0.2924725003832867,0.4654638245562872,0.4886970636694815
0.23930815421613028,0.3516540333252042,0.4966510292987906
0.35546952989803265,0.5717130849093924,0.4951278639052436
0.3110360462096379,0.4894549273544151,0.4848041286052149
0.26800097979141085,0.4737418539306483,0.4954319898109565
0.2791545067942796,0.4715485120570575,0.48789048696987397
0.3045723401847233,0.5045698233054791,0.469620315016655
0.2599348297936352,0.3753622296258676,0.4992000061656185
0.3283726205506409,0.5723723437509407,0.48138279105401
0.6620905021710322,0.5445724025308014,0.5081147302241961
0.4263826835822498,0.6059276889253215,0.4890309960184994
0.3143246966382549,0.4799527385232942,0.4800085047222722
0.2642468963693842,0.33553584867809866,0.5020736709333332
0.7734393767544091,0.5944476280113846,0.4870494988819332
0.34098167560159,0.8557352259145259,0.5055326982395794
0.2635187548897962,0.4234564617200555,0.4716733125039822
0.2843036773971512,0.4247026223106298,0.5223574875603026
0.23916855016005015,0.3735170572667617,0.4786074021832962
0.31091423260074125,0.4706930678339654,0.4890739007269906
0.2640691203630634,0.37462648995176734,0.4901132562655754
0.24485307917693988,0.4004133438803004,0.4791276717462247
0.2245133115734108,0.2995042494983414,0.4950323820073843
0.27676817323702996,0.455093555157753,0.4772456167711676
