window_size_1_MASE,Plain_wAll,Exp_wAll
0.372890895770111,0.7518314497334564,0.4596901289616096
0.34274819224804093,0.3808031411628914,0.4075676258769267
0.2947627700766089,0.5255983950530011,0.4533022860666311
0.2600957434282643,0.4149216575306012,0.4173819342548412
0.24211620353666824,0.43070458178697263,0.4024324909915288
0.2793732823868868,0.5142586603192819,0.39652205307072297
0.2828298412449845,0.4477998765125157,0.4421174843538389
0.2668845631855467,0.4535998499598821,0.4191834700003938
0.25946247833110647,0.3379912793081348,0.4454090134925581
0.2868731701393721,0.5522291635249785,0.3903003764724719
0.24598459242257106,0.3934542081298752,0.4384449306316469
0.2548944185817065,0.3706875606107433,0.4301950563309712
0.38608073810788907,0.5778739218222876,0.5087267544065289
0.2816930040083732,0.4516582711535056,0.4701311962209408
0.28260162637427144,0.5676079334920456,0.4204795950047304
0.25774316770434097,0.3489419986317647,0.4775989934589854
0.34701534258196653,0.72901367051591,0.4575846049887234
0.2822257194425157,0.5202190114151548,0.3912609549023338
0.27668450887849244,0.4069881725329265,0.47259088737878097
0.37949344282346414,0.6169444410682113,0.4647921214229955
0.2769631867392762,0.4421555092620933,0.4578446361152058
0.21099195415792793,0.2758978315148989,0.4679488883720647
0.2669505853503099,0.4718683992293265,0.4457692759536551
0.24505183866869232,0.3858051821624338,0.3895985452701684
0.27216019330320634,0.461505053034558,0.4643683761466136
0.2797059445202009,0.5804010157786273,0.4551203926519791
0.3515824342695574,0.32668508430213544,0.4797053244344786
0.22611419872659688,0.32539757932670904,0.4622170211217165
0.30084786109302536,0.4608803813407516,0.4845497171756771
0.3764937590060437,0.6659531126499806,0.4648054387902211
0.2995232977312655,0.557559116172449,0.4709120238001094
0.2676045021324179,0.3902146228119502,0.4578009844693173
0.3867641460780238,0.6667346682023049,0.4761880645216276
0.3103789389096377,0.6394353904081523,0.4681855483328218
0.3723879742308112,0.5738986078079804,0.4416066722154217
0.2605973599300442,0.4130191881665848,0.4226754393093779
0.28056912836996317,0.6127901176533588,0.4047428981713224
0.30472397768615506,0.6072154859077691,0.4133814212169191
0.30600863436175874,0.5564631527470923,0.4159599319380409
0.3609194893971923,0.6252152904790406,0.4439059246990926
0.29559651105480544,0.5032921868657271,0.4614752266931227
0.2955001700608513,0.5696312105364748,0.43609244518015866
0.2098653681819674,0.2990407678956802,0.43576663564055934
0.47779301055056933,0.3139253778046169,0.4412040660637301
0.24950140534493953,0.3897536578040682,0.4129102483630884
0.34719138458171483,0.4889481694912458,0.4724613385429612
0.3308704985429254,0.6274782770567983,0.45489844147567
0.2608178544969644,0.5320999578367797,0.41897762780951103
0.25453008457711085,0.4309946059864936,0.43656856625517776
0.2578160563392439,0.524285005740012,0.4792971383120741
0.2680137328381463,0.5045994450236522,0.4357430302227125
0.22272662317590455,0.28777671319034204,0.4909348603277578
0.217207939226821,0.3558074821429648,0.4155468463805527
0.40356537898073336,0.5858982053250021,0.4868478017264592
0.26497959790413317,0.5067755289682939,0.42835558669317103
0.2562958327818483,0.3467209982653555,0.44430123042290776
0.28121174217226996,0.4229674101149842,0.4864013542071815
0.2202298338840594,0.32025944375274096,0.4363371777659086
0.2817122001212894,0.5284851519266024,0.4087156413609307
0.28268291195425227,0.5662019887654238,0.4592514102063214
0.44305446441497875,0.6087679835907529,0.4880835682490631
0.29755157851019304,0.5614473112783787,0.4107395823788719
0.3958819089755032,0.6747832092189842,0.475380508296872
0.24862507457323282,0.3024116422065191,0.4435322797346666
0.32862941128781925,0.7119909281413945,0.4300352551005849
0.32808324804567557,0.6801100016710556,0.4245700513084861
0.3102398622112247,0.5701422205016345,0.4933210425854505
0.22495514606606265,0.2901232695551123,0.4698583562295241
1.0089992293743546,0.3350926962526817,0.4265475244629303
0.268461711067296,0.4200351839983668,0.4486059234178329
0.3311067538705427,0.5859020762533677,0.4380383215530743
1.0256005273954045,0.35446377728848755,0.4425641363786008
0.24494722896818794,0.4218254785959121,0.4183530829246086
0.28947322483212284,0.3604666936399388,0.4456616789228675
0.2596058009060234,0.4089471388026101,0.4643866728037677
0.3101564703180897,0.5756939292283474,0.4298662404824586
0.24127330824684215,0.4599251278989501,0.4350629695053845
0.24102628689951375,0.3459305325273687,0.4752137045670611
0.2942981852972492,0.5261884480805086,0.4314295088992064
0.3747436367228798,0.6084850349889437,0.4689160379172869
0.23159865640037075,0.33676153778994444,0.4466890459393438
0.22606419611757814,0.30995665549331763,0.4404972017605778
0.2492600531572367,0.3266731785850025,0.4781206017105981
0.3012362409129802,0.5253692535019953,0.4659789900389474
0.2577205755215813,0.4542665687418562,0.423050282942072
0.38194822593058914,0.5448476179741294,0.4669491515597729
0.23671004269445764,0.3482663043562517,0.42877628617486335
