window_size_1_MASE,Plain_w200,Exp_wAll
0.36550408609502955,0.5005213877879764,0.4596901289616096
0.3742327901952548,0.5004342688294386,0.4075676258769267
0.32935690637833076,0.5075914574989951,0.4533022860666311
0.29666811291895295,0.4948704597011828,0.4173819342548412
0.2892821293796596,0.5042250589143231,0.4024324909915288
0.2840668974504528,0.5103623556945814,0.39652205307072297
0.2938988213079984,0.5256951327251409,0.4421174843538389
0.28950294122377157,0.5062746649138701,0.4191834700003938
0.315552590307376,0.5157784527037035,0.4454090134925581
0.27339166125861086,0.4647855080079368,0.3903003764724719
0.30296077256824483,0.5289514362536643,0.4384449306316469
0.2957183463889547,0.4908290633390664,0.4301950563309712
0.385112012539328,0.5108290712801727,0.5087267544065289
0.3098718089771479,0.4844401800373272,0.4701311962209408
0.29462461957415687,0.5045763272241731,0.4204795950047304
0.32191690680510787,0.4976257719361715,0.4775989934589854
0.3424987090835818,0.4816950223920359,0.4575846049887234
0.27039608871457055,0.486933560791627,0.3912609549023338
0.34593681545878974,0.5104965644515163,0.47259088737878097
0.3754086998621625,0.498577187258042,0.4647921214229955
0.3002114090134894,0.4865316968499861,0.4578446361152058
0.31934108534558464,0.4913453534870662,0.4679488883720647
0.3028915302357321,0.5100120281091481,0.4457692759536551
0.2805567561348361,0.516542604112091,0.3895985452701684
0.3019930911207213,0.5007489589891044,0.4643683761466136
0.30471628438311643,0.5458545964238978,0.4551203926519791
0.3978265893459134,0.5181220734783679,0.4797053244344786
0.32566407551946414,0.5017064004427229,0.4622170211217165
0.3146528495269767,0.490872370047185,0.4845497171756771
0.36107996189027886,0.5001557196793394,0.4648054387902211
0.3101107868148787,0.5056352878999284,0.4709120238001094
0.306449002030144,0.5152607708428875,0.4578009844693173
0.3810149946227024,0.50087057716684,0.4761880645216276
0.31288815819151333,0.4984347041631087,0.4681855483328218
0.38164977177714354,0.5227936376531324,0.4416066722154217
0.28792016206876,0.5020792808893301,0.4226754393093779
0.27818027831952175,0.5044385870666244,0.4047428981713224
0.30043703624361007,0.4591470114110978,0.4133814212169191
0.3146748352770906,0.4770963165710752,0.4159599319380409
0.3602256179620498,0.5109891690353812,0.4439059246990926
0.31368133189695113,0.5039943534124522,0.4614752266931227
0.3028956251071786,0.4915972964766866,0.43609244518015866
0.3038433109560068,0.5082583094554964,0.43576663564055934
0.5065483994005237,0.5499090932031746,0.4412040660637301
0.29016682559085644,0.5142493467449101,0.4129102483630884
0.35994240959379425,0.5034420133080668,0.4724613385429612
0.3503760250025077,0.5134518973857102,0.45489844147567
0.28918074184778925,0.4857117380520766,0.41897762780951103
0.294294739066722,0.5115984290377835,0.43656856625517776
0.32948810707801995,0.5040101843812738,0.4792971383120741
0.2931067121555926,0.4916242070456419,0.4357430302227125
0.33453468389541924,0.4955017669983619,0.4909348603277578
0.2913185294263146,0.5019610266509119,0.4155468463805527
0.39360576304801165,0.5235491834713137,0.4868478017264592
0.29451864057767063,0.5054403952125671,0.42835558669317103
0.319571143469226,0.5122831417285262,0.44430123042290776
0.32408080543651985,0.5006100509331197,0.4864013542071815
0.3099617048725191,0.516789765179049,0.4363371777659086
0.28767959979802965,0.5102178489555008,0.4087156413609307
0.30082528858754126,0.49494338965755896,0.4592514102063214
0.45451170239527144,0.5332105833596055,0.4880835682490631
0.2975045361995341,0.4923272628328729,0.4107395823788719
0.3736298255089548,0.5033241120177123,0.475380508296872
0.32107242041451406,0.5425800650966913,0.4435322797346666
0.3294602681800416,0.5049516657265961,0.4300352551005849
0.3237533936891302,0.5236117727596592,0.4245700513084861
0.3280628816331175,0.5147589528377888,0.4933210425854505
0.3135871160361068,0.4968518086062828,0.4698583562295241
1.0100624186042868,0.4974027135650607,0.4265475244629303
0.30404799617957495,0.5358919089440982,0.4486059234178329
0.3357793992168219,0.501527408122526,0.4380383215530743
1.040236689418871,0.4931831739175901,0.4425641363786008
0.29485340622045897,0.5110582257257005,0.4183530829246086
0.3349929093169045,0.4764358160887127,0.4456616789228675
0.3142271995194202,0.5046444981901408,0.4643866728037677
0.32345925743346576,0.5269039057688953,0.4298662404824586
0.3069330832494221,0.5167669082870282,0.4350629695053845
0.3243171219650945,0.4972383899374405,0.4752137045670611
0.30727651032227016,0.5216099511742225,0.4314295088992064
0.36756173421527594,0.5071388095719328,0.4689160379172869
0.3114473942802582,0.5051770233184563,0.4466890459393438
0.30921135682609946,0.4978667557911337,0.4404972017605778
0.3246273170520027,0.5156257322720602,0.4781206017105981
0.313072179307507,0.4975095529416948,0.4659789900389474
0.2899142694316486,0.4973943007484874,0.423050282942072
0.3705070137878748,0.5004412835381369,0.4669491515597729
0.29879578386489314,0.5330851879467973,0.42877628617486335
0.28186079359069977,0.5011320847342495,0.3776469599160386
0.3252277394090504,0.4983687390030643,0.4240369164876236
0.3771772605771585,0.5057484934918606,0.4697657927892724
0.29330448249977925,0.4984815534994057,0.4166519108171509
0.36871030791712195,0.5067489844416304,0.4855095129611328
0.3831507429885355,0.4968838760300771,0.4917108443954291
0.3008897721447101,0.4919270715754964,0.3919288872368518
0.313056094427393,0.4912440698069732,0.4820291994273477
0.31640799489820726,0.5020996289379046,0.4881392186804312
0.32703735792919114,0.5137084530863816,0.4372853523808706
0.2900849579194718,0.5107962135705988,0.4048365090521333
0.293049844669974,0.481596899938687,0.4266651172310164
0.370282990711966,0.5095405626812458,0.4644193230234597
0.3967005682264812,0.5101445406046835,0.4973139114908083
0.6125298629216134,0.4989099773253247,0.4213440913733052
0.2976099462352447,0.5303594930693414,0.4243845080751057
0.3051890308291034,0.5219199566210015,0.44268443391797146
0.2978074022192695,0.4965925148148838,0.4403146088769823
