window_size_1_MASE,Exp_w200,Linear_w200
0.44023062713475725,0.5946938907309347,0.4699422368250111
0.48833405614001224,0.5665432199961308,0.5179895020537536
0.4163822205663724,0.5629146715926558,0.5087618177955331
0.40943794011765233,0.6002413597187215,0.4961637744659873
0.42255701411950214,0.5834865700299382,0.5082327413344099
0.4283942429885251,0.5777018815142667,0.5145338021666666
0.41250928860644054,0.5884783276042012,0.4956081363720217
0.42101764476760495,0.6037932846654694,0.5023710323966657
0.3966026028139379,0.5631887242420691,0.4806934589103802
0.4097926268218747,0.5734316169895011,0.4997827303272863
0.40708492448467426,0.565343798860444,0.5007716009921019
0.40693078655130405,0.5707331726190059,0.491839403973495
0.46312956370807823,0.5817222501347861,0.4962154978270547
0.43151668122511294,0.6387012580639448,0.4919378597231776
0.41465674074430453,0.5733337541326701,0.5168480379267271
0.3976954023402097,0.5544967937647679,0.5024283611715477
0.4227995424547513,0.588161360495086,0.4881173477797528
0.4160588441191328,0.5785707166211914,0.5152926348015889
0.406719292135412,0.6054960502472968,0.4655395686750035
0.4497668490043477,0.6088103808829601,0.4856176942096001
0.42622484446172976,0.5963008919760067,0.5017991051761302
0.4075983939854143,0.5610553178664801,0.4872647915223051
0.4035016016717094,0.5669189130846334,0.4886154512521997
0.41298426207217764,0.5734750151721951,0.5124511906946246
0.40341452312696374,0.5899455830434444,0.4834763040272279
0.40278754412720574,0.5990847738864055,0.480570544368824
0.4603547340686336,0.5592327952702185,0.4829042540588773
0.41611052268868426,0.6151658947535431,0.5020380345747744
0.4282879245104894,0.6008834269608022,0.5257697080596518
0.4300037999308568,0.5854609437628967,0.4920425421844659
0.40616882672529997,0.5665025838384683,0.5008545709851923
0.3923886540336187,0.5608994736413996,0.479184894081009
0.45935919497331557,0.5811178110163933,0.4896983512291889
0.4049885564967802,0.5752651542607061,0.5203192285275032
0.46868148275709587,0.5831235969225749,0.5148912858045163
0.4125459081754218,0.5683990578231654,0.5166872346938564
0.39830608087468206,0.5355759044073021,0.5129240355300473
0.4230954652863585,0.5624214923740353,0.5182954736030452
0.410096202912835,0.5510830063946257,0.50015662962107
0.45878480797321464,0.5726094410016883,0.5023983522659571
0.4104498911922302,0.5944057985695553,0.4769609277857258
0.3844917770337981,0.5398514903878613,0.4757280716999718
0.4269306655599405,0.5843778260463233,0.5111619531640177
0.57176819014971,0.5950877371895017,0.5075006228486215
0.4040747165756953,0.5632760836961368,0.5047801467188934
0.4388054812506577,0.5528196780131703,0.495259612742037
0.39814781717682907,0.5716022967394472,0.4815807308772328
0.39698904196976814,0.5828299416457514,0.4788546822380066
0.39176686659035653,0.5655742582618881,0.4968530040734059
0.41995970443015396,0.5813025322783983,0.5119300105789263
0.3940858098806466,0.5622317273395546,0.4756274518519896
0.3989576461718531,0.6059189755664102,0.4715772212326593
0.41502596586903834,0.5877842529587946,0.5174973489337834
0.45116480247943597,0.5708750808324363,0.4967726333455339
0.405996285089504,0.5583727014091643,0.4946997111415872
0.42843779735565535,0.5893483390556358,0.5187657373805972
0.42875000562974636,0.6052396737960632,0.5066363719647593
0.4030602486446554,0.6112477433891141,0.5064214089051662
0.39359179591422505,0.5722150591578945,0.4827639776272657
0.41421306379300277,0.6090885172919256,0.5000031664833567
0.4907479906720314,0.5663163373061939,0.4989593771837682
0.3657072279538365,0.5508213634074647,0.4522397169293393
0.43959190026303296,0.5575906248975873,0.4725877993652831
0.4147589472508546,0.5904466750599104,0.492105397456493
0.40813961281787514,0.5477954753247378,0.4897546762270201
0.4203883426577544,0.568731441155499,0.5092061951864223
0.39988440328720687,0.5307560398917761,0.4979023182784433
0.420664666922306,0.5664655652954412,0.5148989860072639
1.0528185651455704,0.5836392665853531,0.5112532871664804
0.40697471801840474,0.5624186102203642,0.5126471884555384
0.4281646078828608,0.5737301010159708,0.4922952629738447
1.0630092280051615,0.5771587462439084,0.4955691954368831
0.4021859827478444,0.5889039451654079,0.4726857536807978
0.4163816952311226,0.5610193891444664,0.4787586521755553
0.41925455735318434,0.5559294315329223,0.5128445648455568
0.41607340063456805,0.5937237478128263,0.4787080880425909
0.4106208996039046,0.582848471276816,0.4924471905058913
0.41457573439273415,0.5679800577529407,0.5043809543713264
0.4023922805621777,0.5664888091153933,0.4874932515919768
0.43471992312706126,0.5783675814205839,0.4844286296420887
0.4132931723501022,0.5820878955010048,0.4990275004871567
0.3978713093187353,0.5940382466826493,0.4710777045538666
0.39349141513783564,0.5381864565436699,0.5079218436930794
0.4079555059212403,0.6161547221531977,0.4863821234646412
0.404566493373072,0.6077754481469487,0.4926723529717799
0.451373182429924,0.5853746930382208,0.5018111224925295
0.40658042836980657,0.58905888290745,0.4984870917301453
0.3814101028478714,0.5395950002551015,0.4857793446100415
0.4079234735509473,0.5539630275437825,0.480259669908536
0.4480652713675215,0.5594384374565171,0.4807183752957946
0.4058034592588383,0.5813931424263643,0.4874766675380928
0.4451450268736605,0.5897994190844892,0.4867749457027696
0.4549782794901189,0.6038565589638362,0.4801728732349177
0.4158035995988605,0.6121565289124606,0.5157688184351042
0.3858946793463221,0.5658231644599389,0.4886511448210593
0.4317072330064437,0.6580822504176834,0.5043939200475749
0.4331656384564061,0.5695397247657997,0.5165672431599426
0.4184579243712848,0.5517134391140773,0.5203711310980282
0.39055746624992316,0.5753716644861955,0.4792757886735091
0.43446622836383936,0.5700694217081314,0.493166563114138
0.4443393234911415,0.5880905798746988,0.4627174991880864
0.6558538942807374,0.5165127755528232,0.5062015991360478
0.4229859167502299,0.6203736000831189,0.5050179814325915
0.37659400241454977,0.5616461514449929,0.4489033363575561
0.3998547801063937,0.5788195413563894,0.4682901039194274
0.40676010466437335,0.5873966969313733,0.4906779550181434
0.39961848252113646,0.5872022278309492,0.4795126575487186
0.41077061458508907,0.5678101545157513,0.4986065187138355
0.4012582954947345,0.5722541470855215,0.5026721375696576
0.3756301836715716,0.5195602629168318,0.4782467624458436
0.39547641059749966,0.5795902220843494,0.482448443079329
0.43170284480432414,0.5798477309660067,0.4721052583461086
0.39536910258722985,0.5597850469992025,0.5047687997685613
0.37979552515987997,0.5537317379394249,0.4758661995266518
0.4214229699015542,0.5828250185145558,0.5290294671794463
0.3977350443441594,0.5864804982368721,0.4810318986772738
0.4092461970137846,0.5452493351662477,0.5205787891513548
0.4137943207438275,0.5851812722108538,0.4978955938345453
0.4034851882841757,0.5763790755906745,0.4849723998053688
0.4149835050493777,0.57959732475607,0.5099140407544039
0.3838080741356395,0.5628617719828608,0.4666801771215912
0.4164802449507966,0.5609374205777682,0.486447147999663
0.3984448698606313,0.5893292953865903,0.4714097326847835
0.3918866172734014,0.5576504411236259,0.4760710833175672
0.40442556609828917,0.5664672898711921,0.5160411185393248
0.42339389176219555,0.6100054911609277,0.49158380816403097
0.514054469953832,0.5513338256370005,0.4986971067329424
0.4092199489326552,0.5731519390887319,0.5016985209017192
0.4187920527992944,0.6152233343919336,0.4817716997904975
0.3954587813512842,0.6109201514540389,0.4715811368138286
0.41299052647687373,0.599707632125291,0.4937868000058792
0.7192850990784981,0.5997877346724958,0.5016654395386299
0.41087432266750457,0.5779488103741696,0.4886970636694815
0.39649626165037816,0.5937759405982876,0.4966510292987906
0.43129135788574813,0.5702476639987926,0.4951278639052436
0.39600027898681445,0.573188256898107,0.4848041286052149
0.3982554419483472,0.5580982339635407,0.4954319898109565
0.39999287098116604,0.5546020859591212,0.48789048696987397
0.39279777445938113,0.5892123208140214,0.469620315016655
0.40676126639837235,0.5976183825799192,0.4992000061656185
0.38122251079425706,0.5178080591146744,0.48138279105401
0.7240889370411604,0.5870035602341741,0.5081147302241961
0.45711269697558393,0.5590996017505178,0.4890309960184994
0.3912073735578812,0.5482483679943772,0.4800085047222722
0.43067301646028366,0.5922599410820572,0.5020736709333332
0.8310413448418079,0.5912751017673074,0.4870494988819332
0.40255572034764897,0.5385224223489825,0.5055326982395794
0.40388340104267934,0.5855219454795829,0.4716733125039822
0.4117783668875217,0.5833153367812046,0.5223574875603026
0.40237700476207583,0.5861526783858216,0.4786074021832962
0.411216303718613,0.576622530405615,0.4890739007269906
0.38663830462790455,0.5480650629665349,0.4901132562655754
0.40088583139906847,0.6150193279750003,0.4791276717462247
0.3937245594077895,0.5840233912169682,0.4950323820073843
0.39286873470176564,0.606027455063745,0.4772456167711676
0.3968299168964537,0.5700340539699507,0.4911116490481428
0.44465955607898444,0.5820601780974023,0.4787058674965404
0.4064341561476719,0.5943979115928925,0.4910850734991878
0.39824445908769507,0.5635727926296313,0.4987851173103621
0.40906565791912697,0.5704741244102404,0.5176653481135424
0.41246091551334163,0.5443189685843783,0.5108786221541051
0.40562082212661166,0.5645633647882088,0.4936193703390309
0.40136146315929433,0.5808819442981727,0.4847201215649074
0.39388313432436867,0.5815538411417029,0.4784000219143176
0.41182657564758623,0.5981069800738301,0.4795330162386498
0.4283237662937705,0.5937862610105356,0.5169929059687919
0.42918264346858026,0.5479781786432816,0.4982077223067967
0.4176753405688569,0.5950561390119795,0.4961790757525288
0.422177374524895,0.5787574497287715,0.5415321186068769
0.42162150610260385,0.6048077465235137,0.5012457233594161
0.4092082056120283,0.5844248166229533,0.4918293593200784
0.3986873382642194,0.5604772021597599,0.4820557326382932
0.4172229772147476,0.5768861544030082,0.5082950921690048
0.4496500355119888,0.5749557986870796,0.5157535856086779
0.5967740115247281,0.5901132331171501,0.4942771220835203
0.39446088689442677,0.5435469413811653,0.4920318780935348
0.39681183544728177,0.5567272268770094,0.5001885570129999
0.3871368900317831,0.529598327907755,0.477827061596029
0.46462589435070123,0.5888792715478633,0.4957573759183942
0.4008025032119506,0.5622420878430803,0.4919548731021946
0.3943019549725629,0.548242541104475,0.5057479516177698
0.4089959001879903,0.579704877429237,0.5014356279416153
0.40331681223313337,0.6476251262087145,0.4721838961226679
0.4081878059181497,0.5781539529404981,0.4944399465618026
0.3931099633739312,0.5560170874129609,0.4822493441811893
0.4126085342437181,0.5870171501005179,0.497920973072258
0.43227928153606726,0.5492092762723051,0.5709594046376619
0.40487089597225634,0.5398476439058771,0.5140629990035948
0.4045536136708453,0.5870550200396061,0.4946038309022625
