window_size_1_MASE,Plain_w200,Linear_wAll
0.3731650420217754,0.5005213877879764,0.4967524679525224
0.332286589048864,0.5004342688294386,0.3422534762677919
0.27510443804381396,0.5075914574989951,0.3970852255307832
0.2410603890588806,0.4948704597011828,0.3332939210228878
0.2223446446894718,0.5042250589143231,0.3611615019513666
0.27641261425731867,0.5103623556945814,0.4234051676380104
0.2590938029226241,0.5256951327251409,0.3659188121834874
0.26033295086733843,0.5062746649138701,0.37131972835359617
0.2372874279430534,0.5157784527037035,0.3268369600759383
0.28365838265957904,0.4647855080079368,0.4490150459918569
0.22174925386991562,0.5289514362536643,0.3101243116695617
0.2425043462797928,0.4908290633390664,0.3818601507057641
0.37046116758599196,0.5108290712801727,0.5034697145792117
0.25546653763098104,0.4844401800373272,0.44082169367915375
0.2921114907644941,0.5045763272241731,0.5216142542988496
0.23211065888650848,0.4976257719361715,0.32184423970960224
0.35071961058609175,0.4816950223920359,0.5107311563887987
0.29436233004481205,0.486933560791627,0.4797596540669087
0.24595451981407984,0.5104965644515163,0.3028949959343513
0.3646700781875128,0.498577187258042,0.5642524728064553
0.2524803264462524,0.4865316968499861,0.4616219476954783
0.20892528956299358,0.4913453534870662,0.2827495744303838
0.24337214032953952,0.5100120281091481,0.3732141141758464
0.23518078930296846,0.516542604112091,0.34281206490997035
0.2529847114650051,0.5007489589891044,0.3897156585177958
0.24727358993425097,0.5458545964238978,0.3635944115836561
0.3276761278295072,0.5181220734783679,0.3061599600002091
0.20242898372161883,0.5017064004427229,0.28457810762499003
0.2937031456671175,0.490872370047185,0.42606510387866336
0.3791500743706066,0.5001557196793394,0.5977115746249004
0.2905482319993944,0.5056352878999284,0.45364845918498503
0.2468239272310422,0.5152607708428875,0.4002364824644337
0.38180259774214437,0.50087057716684,0.5592597586283254
0.2969905585404373,0.4984347041631087,0.4680464200655022
0.34844223491424864,0.5227936376531324,0.43327549919392333
0.2520171547076834,0.5020792808893301,0.38765126687048507
0.2904550219523888,0.5044385870666244,0.4555152165832152
0.3034692078873308,0.4591470114110978,0.4898415304322633
0.32212268502846053,0.4770963165710752,0.5105405433667578
0.36367888491977013,0.5109891690353812,0.483827482165545
0.27751327578534957,0.5039943534124522,0.4061748734175679
0.32697432722058756,0.4915972964766866,0.6691377216522291
0.20947832479615122,0.5082583094554964,0.27997530118033753
0.4503326918732759,0.5499090932031746,0.32148023812801435
0.22922473541803,0.5142493467449101,0.3551590251036855
0.3288221816566802,0.5034420133080668,0.4218530873822437
0.3374981387157443,0.5134518973857102,0.6079698636830071
0.23551476579252142,0.4857117380520766,0.3566858733791357
0.2304026018161397,0.5115984290377835,0.34577492714954583
0.23917415136924908,0.5040101843812738,0.335583706739888
0.25479041666541413,0.4916242070456419,0.3960162115199528
0.19744722725800287,0.4955017669983619,0.25808742362324105
0.21380491392683876,0.5019610266509119,0.2871313968041418
0.3872831956399862,0.5235491834713137,0.503650674401914
0.25019861562412116,0.5054403952125671,0.3874149654386761
0.23518938084836827,0.5122831417285262,0.2795622549140772
0.23996801264611595,0.5006100509331197,0.3811429505848059
0.20203287275553306,0.516789765179049,0.2607630420856695
0.25414380953497556,0.5102178489555008,0.4396183844948975
0.25955584877757276,0.49494338965755896,0.3921416516359295
0.4308550063390825,0.5332105833596055,0.5332145876740477
0.3034317611543912,0.4923272628328729,0.4808848209367467
0.3824961490857541,0.5033241120177123,0.5758986650528961
0.22624464436239256,0.5425800650966913,0.30547337914520484
0.33433680423283396,0.5049516657265961,0.5029662972390739
