window_size_1_RMSE,Exp_w200,Linear_w200
0.25973422347576486,0.5946938907309347,0.4699422368250111
0.3292708268812484,0.5665432199961308,0.5179895020537536
0.2716026633633277,0.5629146715926558,0.5087618177955331
0.250663255540365,0.6002413597187215,0.4961637744659873
0.24221387866491217,0.5834865700299382,0.5082327413344099
0.2453291371492886,0.5777018815142667,0.5145338021666666
0.23711309000038328,0.5884783276042012,0.4956081363720217
0.24224149802751285,0.6037932846654694,0.5023710323966657
0.2568508442006301,0.5631887242420691,0.4806934589103802
0.23832649163966127,0.5734316169895011,0.4997827303272863
0.24160734755062718,0.565343798860444,0.5007716009921019
0.23978162175803,0.5707331726190059,0.491839403973495
0.26105753831211226,0.5817222501347861,0.4962154978270547
0.2498674843296171,0.6387012580639448,0.4919378597231776
0.2424397316469963,0.5733337541326701,0.5168480379267271
0.2525224515362715,0.5544967937647679,0.5024283611715477
0.24752423257054965,0.588161360495086,0.4881173477797528
0.23846522804491777,0.5785707166211914,0.5152926348015889
0.2606358021949489,0.6054960502472968,0.4655395686750035
0.261606742666851,0.6088103808829601,0.4856176942096001
0.24545846088808823,0.5963008919760067,0.5017991051761302
0.2393306968245605,0.5610553178664801,0.4872647915223051
0.23901990154224217,0.5669189130846334,0.4886154512521997
0.2382479420734736,0.5734750151721951,0.5124511906946246
0.23411115805928026,0.5899455830434444,0.4834763040272279
0.23546016615649557,0.5990847738864055,0.480570544368824
0.34254857908002784,0.5592327952702185,0.4829042540588773
0.23836886785566974,0.6151658947535431,0.5020380345747744
0.24215600970257106,0.6008834269608022,0.5257697080596518
0.26751242642170675,0.5854609437628967,0.4920425421844659
0.23682854823223806,0.5665025838384683,0.5008545709851923
0.23489558454267778,0.5608994736413996,0.479184894081009
0.265867917098735,0.5811178110163933,0.4896983512291889
0.24113988677775922,0.5752651542607061,0.5203192285275032
0.33305203942631323,0.5831235969225749,0.5148912858045163
0.23931649834478036,0.5683990578231654,0.5166872346938564
0.23774550460697974,0.5355759044073021,0.5129240355300473
0.24348726922199965,0.5624214923740353,0.5182954736030452
0.24138218134616232,0.5510830063946257,0.50015662962107
0.26074881177884746,0.5726094410016883,0.5023983522659571
0.2640287118073501,0.5944057985695553,0.4769609277857258
0.22640169613677003,0.5398514903878613,0.4757280716999718
0.24068899597838914,0.5843778260463233,0.5111619531640177
0.45369900722761786,0.5950877371895017,0.5075006228486215
0.2352103925794884,0.5632760836961368,0.5047801467188934
0.32429358073095726,0.5528196780131703,0.495259612742037
0.27945287185714385,0.5716022967394472,0.4815807308772328
0.2367030126267642,0.5828299416457514,0.4788546822380066
0.24116123902046144,0.5655742582618881,0.4968530040734059
0.24393910109282288,0.5813025322783983,0.5119300105789263
0.23328458010895659,0.5622317273395546,0.4756274518519896
0.23705796126770326,0.6059189755664102,0.4715772212326593
0.244293523146211,0.5877842529587946,0.5174973489337834
0.2631179460263199,0.5708750808324363,0.4967726333455339
0.24040792359791405,0.5583727014091643,0.4946997111415872
0.2699449376874022,0.5893483390556358,0.5187657373805972
0.2444333418884802,0.6052396737960632,0.5066363719647593
0.2388076672720227,0.6112477433891141,0.5064214089051662
0.23679471469885321,0.5722150591578945,0.4827639776272657
0.23985509394664026,0.6090885172919256,0.5000031664833567
0.4068218835425562,0.5663163373061939,0.4989593771837682
