window_size_1_RMSE,Plain_wAll,Exp_wAll
0.25937234265134257,0.7518314497334564,0.4596901289616096
0.2985315565958382,0.3808031411628914,0.4075676258769267
0.26702557848145014,0.5255983950530011,0.4533022860666311
0.23736199208881748,0.4149216575306012,0.4173819342548412
0.1976406484784522,0.43070458178697263,0.4024324909915288
0.21951209093957416,0.5142586603192819,0.39652205307072297
0.21805461710308896,0.4477998765125157,0.4421174843538389
0.21257213910251566,0.4535998499598821,0.4191834700003938
0.23169293372011956,0.3379912793081348,0.4454090134925581
0.22495616568075025,0.5522291635249785,0.3903003764724719
0.20420416747879763,0.3934542081298752,0.4384449306316469
0.20502825122105325,0.3706875606107433,0.4301950563309712
0.25944790419184993,0.5778739218222876,0.5087267544065289
0.21660128405947496,0.4516582711535056,0.4701311962209408
0.22078785150304853,0.5676079334920456,0.4204795950047304
0.2453423734642028,0.3489419986317647,0.4775989934589854
0.2621505465874806,0.72901367051591,0.4575846049887234
0.21950957498170617,0.5202190114151548,0.3912609549023338
0.2394964811144796,0.4069881725329265,0.47259088737878097
0.26115057819033144,0.6169444410682113,0.4647921214229955
0.21271508506630304,0.4421555092620933,0.4578446361152058
0.18792216603150413,0.2758978315148989,0.4679488883720647
0.2143589524590916,0.4718683992293265,0.4457692759536551
0.2061545965554619,0.3858051821624338,0.3895985452701684
0.2156870466586732,0.461505053034558,0.4643683761466136
0.22011082791285108,0.5804010157786273,0.4551203926519791
0.3487231375036511,0.32668508430213544,0.4797053244344786
0.19594534886435436,0.32539757932670904,0.4622170211217165
0.22543454034837473,0.4608803813407516,0.4845497171756771
0.28310053948346336,0.6659531126499806,0.4648054387902211
0.22909825021075506,0.557559116172449,0.4709120238001094
0.21089557650613203,0.3902146228119502,0.4578009844693173
0.2652898589479339,0.6667346682023049,0.4761880645216276
0.23724469009502705,0.6394353904081523,0.4681855483328218
0.35441934548242215,0.5738986078079804,0.4416066722154217
0.20503229272042423,0.4130191881665848,0.4226754393093779
0.21864608020107987,0.6127901176533588,0.4047428981713224
0.23420079849739747,0.6072154859077691,0.4133814212169191
0.23584180195254006,0.5564631527470923,0.4159599319380409
0.2534064916209952,0.6252152904790406,0.4439059246990926
0.25698395736797,0.5032921868657271,0.4614752266931227
0.2277809347218657,0.5696312105364748,0.43609244518015866
0.18670283796509604,0.2990407678956802,0.43576663564055934
0.4804240652944498,0.3139253778046169,0.4412040660637301
0.2041387096245567,0.3897536578040682,0.4129102483630884
0.3241898987450482,0.4889481694912458,0.4724613385429612
0.2840215306557394,0.6274782770567983,0.45489844147567
0.2168490360082909,0.5320999578367797,0.41897762780951103
0.22135107473248225,0.4309946059864936,0.43656856625517776
0.21391844900124168,0.524285005740012,0.4792971383120741
0.2129785866802045,0.5045994450236522,0.4357430302227125
0.19635237465271316,0.28777671319034204,0.4909348603277578
0.19214114905010934,0.3558074821429648,0.4155468463805527
0.2651487409256364,0.5858982053250021,0.4868478017264592
0.21129189650966718,0.5067755289682939,0.42835558669317103
