window_size_1_RMSE,Exp_w200,Linear_wAll
0.2693401712980325,0.5946938907309347,0.4967524679525224
0.30345209208707524,0.5665432199961308,0.3422534762677919
0.2550517384649002,0.5629146715926558,0.3970852255307832
0.22800925290184182,0.6002413597187215,0.3332939210228878
0.19955445473009562,0.5834865700299382,0.3611615019513666
0.22197659601560385,0.5777018815142667,0.4234051676380104
0.21461318249527417,0.5884783276042012,0.3659188121834874
0.2158047569410587,0.6037932846654694,0.37131972835359617
0.22494337996991484,0.5631887242420691,0.3268369600759383
0.23206534765102144,0.5734316169895011,0.4490150459918569
0.20007883225173767,0.565343798860444,0.3101243116695617
0.20855278611150355,0.5707331726190059,0.3818601507057641
0.26820777844242194,0.5817222501347861,0.5034697145792117
0.22428685726382078,0.6387012580639448,0.44082169367915375
0.23021588565723625,0.5733337541326701,0.5216142542988496
0.2275150600807499,0.5544967937647679,0.32184423970960224
0.25724014132557116,0.588161360495086,0.5107311563887987
0.23092113850675922,0.5785707166211914,0.4797596540669087
0.2311840396135252,0.6054960502472968,0.3028949959343513
0.2749248619254645,0.6088103808829601,0.5642524728064553
0.21879977434245873,0.5963008919760067,0.4616219476954783
0.18612890153390815,0.5610553178664801,0.2827495744303838
0.21168270495882058,0.5669189130846334,0.3732141141758464
0.20764391911861296,0.5734750151721951,0.34281206490997035
0.2096307099385294,0.5899455830434444,0.3897156585177958
0.20871143544362702,0.5990847738864055,0.3635944115836561
0.33593843669048806,0.5592327952702185,0.3061599600002091
0.18510134060650396,0.6151658947535431,0.28457810762499003
0.22911815145211642,0.6008834269608022,0.42606510387866336
0.2753792448027723,0.5854609437628967,0.5977115746249004
0.2318488991524932,0.5665025838384683,0.45364845918498503
0.20783482290745386,0.5608994736413996,0.4002364824644337
0.27489741359826797,0.5811178110163933,0.5592597586283254
0.23630259888149874,0.5752651542607061,0.4680464200655022
0.33413593564311084,0.5831235969225749,0.43327549919392333
0.2142937960203252,0.5683990578231654,0.38765126687048507
0.22385954428291477,0.5355759044073021,0.4555152165832152
0.23798343925979715,0.5624214923740353,0.4898415304322633
0.2401620653361323,0.5510830063946257,0.5105405433667578
