window_size_1_RMSE,Plain_w200,Linear_wAll
0.25203957487139517,0.5005213877879764,0.4967524679525224
0.2922230125848613,0.5004342688294386,0.3422534762677919
0.24275078312510556,0.5075914574989951,0.3970852255307832
0.2146149442909258,0.4948704597011828,0.3332939210228878
0.19221620921519722,0.5042250589143231,0.3611615019513666
0.21357529324747773,0.5103623556945814,0.4234051676380104
0.20915916348257038,0.5256951327251409,0.3659188121834874
0.20817813843939562,0.5062746649138701,0.37131972835359617
0.21502789372944264,0.5157784527037035,0.3268369600759383
0.2172194890616131,0.4647855080079368,0.4490150459918569
0.19240753602129415,0.5289514362536643,0.3101243116695617
0.19692905794837093,0.4908290633390664,0.3818601507057641
0.2512709421980561,0.5108290712801727,0.5034697145792117
0.2063726075371575,0.4844401800373272,0.44082169367915375
0.22356310840140814,0.5045763272241731,0.5216142542988496
0.21666940407405577,0.4976257719361715,0.32184423970960224
0.24877756739653825,0.4816950223920359,0.5107311563887987
0.22161162039351873,0.486933560791627,0.4797596540669087
0.22536054479764217,0.5104965644515163,0.3028949959343513
0.2533152445920047,0.498577187258042,0.5642524728064553
0.20711605394310098,0.4865316968499861,0.4616219476954783
0.17780148266298787,0.4913453534870662,0.2827495744303838
0.20138665150913468,0.5100120281091481,0.3732141141758464
0.1984089412186197,0.516542604112091,0.34281206490997035
0.2019957142147793,0.5007489589891044,0.3897156585177958
0.2020602391090386,0.5458545964238978,0.3635944115836561
0.3187391964995032,0.5181220734783679,0.3061599600002091
0.1765690564666414,0.5017064004427229,0.28457810762499003
0.21903274271479325,0.490872370047185,0.42606510387866336
0.25732097593329767,0.5001557196793394,0.5977115746249004
0.2238729505925217,0.5056352878999284,0.45364845918498503
0.20318714654001888,0.5152607708428875,0.4002364824644337
0.25600599777278904,0.50087057716684,0.5592597586283254
0.22508381976273262,0.4984347041631087,0.4680464200655022
0.32184542569194685,0.5227936376531324,0.43327549919392333
0.20466298726014664,0.5020792808893301,0.38765126687048507
0.21722247630649405,0.5044385870666244,0.4555152165832152
0.22792447627430384,0.4591470114110978,0.4898415304322633
0.2332146648471464,0.4770963165710752,0.5105405433667578
0.24794371268500595,0.5109891690353812,0.483827482165545
0.23531490142731876,0.5039943534124522,0.4061748734175679
0.24093261239002522,0.4915972964766866,0.6691377216522291
0.17949028608907702,0.5082583094554964,0.27997530118033753
0.4365200257035859,0.5499090932031746,0.32148023812801435
0.19534386127480552,0.5142493467449101,0.3551590251036855
0.3014084425656043,0.5034420133080668,0.4218530873822437
0.27411724440094704,0.5134518973857102,0.6079698636830071
0.19877987998948504,0.4857117380520766,0.3566858733791357
0.20195865471538657,0.5115984290377835,0.34577492714954583
0.1952851100368364,0.5040101843812738,0.335583706739888
0.2047283032988306,0.4916242070456419,0.3960162115199528
0.17576101119655477,0.4955017669983619,0.25808742362324105
0.18066823373840094,0.5019610266509119,0.2871313968041418
0.2551306058867687,0.5235491834713137,0.503650674401914
0.19712321954641226,0.5054403952125671,0.3874149654386761
0.22385246758359503,0.5122831417285262,0.2795622549140772
0.19796828642271533,0.5006100509331197,0.3811429505848059
0.17801042277921256,0.516789765179049,0.2607630420856695
0.2102592862569217,0.5102178489555008,0.4396183844948975
0.20701816575227028,0.49494338965755896,0.3921416516359295
0.40344229672185633,0.5332105833596055,0.5332145876740477
0.22594252353408575,0.4923272628328729,0.4808848209367467
0.27124443005258475,0.5033241120177123,0.5758986650528961
0.21427191272941698,0.5425800650966913,0.30547337914520484
0.24048863023014902,0.5049516657265961,0.5029662972390739
0.2646110568826336,0.5236117727596592,0.5305493704268626
0.2163204089756351,0.5147589528377888,0.4722841697727944
0.17471712218428992,0.4968518086062828,0.26235296476106074
0.9487835237822793,0.4974027135650607,0.2942343405931479
0.20633396621762315,0.5358919089440982,0.402776705692933
0.28916210139170795,0.501527408122526,0.451325044237741
0.978689275286161,0.4931831739175901,0.2949920926434773
0.19990620321900343,0.5110582257257005,0.360676319899204
0.2597255762393679,0.4764358160887127,0.30819770878804004
0.19448005471253718,0.5046444981901408,0.3516833202033929
0.2538916436410834,0.5269039057688953,0.40543317971862897
0.19259215668842022,0.5167669082870282,0.3231459214967047
0.18662475258204594,0.4972383899374405,0.2918564648472357
0.23755723952477062,0.5216099511742225,0.4333212049890973
0.2527052742833295,0.5071388095719328,0.4901483235445159
