window_size_1_RMSE,Linear_w200,Linear_wAll
0.2448256323543555,0.4699422368250111,0.4967524679525224
0.29698631549670396,0.5179895020537536,0.3422534762677919
0.24319141401332373,0.5087618177955331,0.3970852255307832
0.21879379841935925,0.4961637744659873,0.3332939210228878
0.1948113883983485,0.5082327413344099,0.3611615019513666
0.21546958864118285,0.5145338021666666,0.4234051676380104
0.20401584051481003,0.4956081363720217,0.3659188121834874
0.20865161353325093,0.5023710323966657,0.37131972835359617
0.2207586583453748,0.4806934589103802,0.3268369600759383
0.224692412818201,0.4997827303272863,0.4490150459918569
0.19370733019478387,0.5007716009921019,0.3101243116695617
0.20255935187258203,0.491839403973495,0.3818601507057641
0.24995589660784667,0.4962154978270547,0.5034697145792117
0.2095727562877734,0.4919378597231776,0.44082169367915375
0.22386149830982469,0.5168480379267271,0.5216142542988496
0.22313501938964891,0.5024283611715477,0.32184423970960224
0.2477864674850615,0.4881173477797528,0.5107311563887987
0.22782952571269832,0.5152926348015889,0.4797596540669087
0.22690512988552414,0.4655395686750035,0.3028949959343513
0.24927332990440262,0.4856176942096001,0.5642524728064553
0.2118230683276316,0.5017991051761302,0.4616219476954783
0.1816487293336175,0.4872647915223051,0.2827495744303838
0.20114284551486386,0.4886154512521997,0.3732141141758464
0.20341736253799397,0.5124511906946246,0.34281206490997035
0.2010618006234119,0.4834763040272279,0.3897156585177958
0.19857669273461986,0.480570544368824,0.3635944115836561
0.3265388412225876,0.4829042540588773,0.3061599600002091
0.17870843935901867,0.5020380345747744,0.28457810762499003
0.21882323967909292,0.5257697080596518,0.42606510387866336
0.25682902475361763,0.4920425421844659,0.5977115746249004
0.22470870354873201,0.5008545709851923,0.45364845918498503
0.19947289137155105,0.479184894081009,0.4002364824644337
0.2529086450429549,0.4896983512291889,0.5592597586283254
0.23271742520424368,0.5203192285275032,0.4680464200655022
0.3234029635902997,0.5148912858045163,0.43327549919392333
0.20625783050965205,0.5166872346938564,0.38765126687048507
