window_size_1_RMSE,Plain_w200,Exp_w200
0.26706375587297665,0.5005213877879764,0.5946938907309347
0.3220205504899801,0.5004342688294386,0.5665432199961308
0.2671610243651122,0.5075914574989951,0.5629146715926558
0.24494332005886166,0.4948704597011828,0.6002413597187215
0.23837283432296189,0.5042250589143231,0.5834865700299382
0.24103308624299885,0.5103623556945814,0.5777018815142667
0.24171752801132185,0.5256951327251409,0.5884783276042012
0.2401652816196908,0.5062746649138701,0.6037932846654694
0.25115623605226967,0.5157784527037035,0.5631887242420691
0.2296269190008367,0.4647855080079368,0.5734316169895011
0.2395463666239504,0.5289514362536643,0.565343798860444
0.2321340116791157,0.4908290633390664,0.5707331726190059
0.2612882843286285,0.5108290712801727,0.5817222501347861
0.24328388432828216,0.4844401800373272,0.6387012580639448
0.24205477097080533,0.5045763272241731,0.5733337541326701
0.24436236952069484,0.4976257719361715,0.5544967937647679
0.24816920660017822,0.4816950223920359,0.588161360495086
0.23390832150312615,0.486933560791627,0.5785707166211914
0.2603842665780419,0.5104965644515163,0.6054960502472968
0.26688820407644104,0.498577187258042,0.6088103808829601
0.23468582032694954,0.4865316968499861,0.5963008919760067
0.23034763850481066,0.4913453534870662,0.5610553178664801
0.23877082488329548,0.5100120281091481,0.5669189130846334
0.2326957118696232,0.516542604112091,0.5734750151721951
0.23419931028453672,0.5007489589891044,0.5899455830434444
0.24029636332867604,0.5458545964238978,0.5990847738864055
0.33605451408798387,0.5181220734783679,0.5592327952702185
0.23573297991169603,0.5017064004427229,0.6151658947535431
0.23969960218537018,0.490872370047185,0.6008834269608022
0.26736809957315916,0.5001557196793394,0.5854609437628967
0.23669402339567447,0.5056352878999284,0.5665025838384683
0.23848372720875685,0.5152607708428875,0.5608994736413996
0.26755599013286063,0.50087057716684,0.5811178110163933
0.23336513311156323,0.4984347041631087,0.5752651542607061
0.32829365464929033,0.5227936376531324,0.5831235969225749
0.23572970818565522,0.5020792808893301,0.5683990578231654
0.2360360422477622,0.5044385870666244,0.5355759044073021
0.23636886675653584,0.4591470114110978,0.5624214923740353
0.23738034830500315,0.4770963165710752,0.5510830063946257
0.2619343249442422,0.5109891690353812,0.5726094410016883
0.25778712314701235,0.5039943534124522,0.5944057985695553
0.23113271584301923,0.4915972964766866,0.5398514903878613
0.23881547795472483,0.5082583094554964,0.5843778260463233
0.44599339287397965,0.5499090932031746,0.5950877371895017
0.23078117762285047,0.5142493467449101,0.5632760836961368
0.3137456436584893,0.5034420133080668,0.5528196780131703
0.2803532591421566,0.5134518973857102,0.5716022967394472
0.2342141510619154,0.4857117380520766,0.5828299416457514
0.2341504388290055,0.5115984290377835,0.5655742582618881
0.23980650972276707,0.5040101843812738,0.5813025322783983
