window_size_1_RMSE,Exp_wAll,Linear_wAll
0.25388205357083865,0.4596901289616096,0.4967524679525224
0.2964686949975616,0.4075676258769267,0.3422534762677919
0.2602386697184893,0.4533022860666311,0.3970852255307832
0.2340057126678178,0.4173819342548412,0.3332939210228878
0.19511968673799182,0.4024324909915288,0.3611615019513666
0.2055521194688871,0.39652205307072297,0.4234051676380104
0.2085941720503602,0.4421174843538389,0.3659188121834874
0.20474091735751057,0.4191834700003938,0.37131972835359617
0.22693154022186435,0.4454090134925581,0.3268369600759383
0.2189693872257302,0.3903003764724719,0.4490150459918569
0.19691961644136705,0.4384449306316469,0.3101243116695617
0.19904438670816774,0.4301950563309712,0.3818601507057641
0.25824704985484387,0.5087267544065289,0.5034697145792117
0.21356889156355424,0.4701311962209408,0.44082169367915375
0.21763374718389059,0.4204795950047304,0.5216142542988496
0.23795682643839897,0.4775989934589854,0.32184423970960224
0.2491595950845053,0.4575846049887234,0.5107311563887987
0.2122128740876866,0.3912609549023338,0.4797596540669087
0.23379646717969738,0.47259088737878097,0.3028949959343513
0.25980862697643015,0.4647921214229955,0.5642524728064553
0.21200916381764714,0.4578446361152058,0.4616219476954783
0.18718036289788587,0.4679488883720647,0.2827495744303838
0.2047083403079946,0.4457692759536551,0.3732141141758464
0.20271458716822843,0.3895985452701684,0.34281206490997035
0.2073090274843053,0.4643683761466136,0.3897156585177958
0.20403647902146985,0.4551203926519791,0.3635944115836561
0.3525229523123599,0.4797053244344786,0.3061599600002091
0.18585938114645878,0.4622170211217165,0.28457810762499003
0.2180851192128843,0.4845497171756771,0.42606510387866336
0.27790311443706034,0.4648054387902211,0.5977115746249004
0.2246868727746927,0.4709120238001094,0.45364845918498503
0.2050552164046834,0.4578009844693173,0.4002364824644337
0.2618052642543919,0.4761880645216276,0.5592597586283254
0.22539456542565947,0.4681855483328218,0.4680464200655022
0.3485444699542991,0.4416066722154217,0.43327549919392333
0.20537737268187425,0.4226754393093779,0.38765126687048507
