window_size_1_RMSE,Plain_wAll,Linear_w200
0.2314804452811235,0.34012219879486777,0.6069673712411633
0.23477197665976154,0.3667606340536501,0.6296731958762087
0.22930999623305487,0.3465083949460615,0.5959074112162085
0.23110707730844365,0.3534200105273497,0.5859803991849879
0.2351706114419667,0.35334014553322496,0.6475329408167991
0.2299481562682408,0.3616882974542131,0.6141695763780883
0.23251568037135673,0.34762871174769144,0.638747730867723
0.23499471362334332,0.3741099782445516,0.6001457322686384
0.23289736923363927,0.3474143730040759,0.5812180754033968
0.23406100567938462,0.34212487257138713,0.6493178122238819
0.23003330376238745,0.3448626759907445,0.6100380303984686
0.2323542089610169,0.38006470632451583,0.5981252723049318
0.22992472239104242,0.3640411719773087,0.6408404509136228
0.23206396597317697,0.3572462888623179,0.6332506480501231
0.23114582799297748,0.33365773396362064,0.6081416829481013
0.23157509120010583,0.3488336378989315,0.5991866085175458
0.232828034049874,0.3827176597559614,0.6113837512821386
0.2310685820491436,0.35504709400622336,0.6190537789571449
0.2320583084170792,0.4152887529009234,0.6039499841639988
0.23714454448006492,0.3947183628145983,0.613590403190152
0.24101933651136986,0.39448835368720936,0.6291661745730434
0.23474743760640107,0.35542644865325523,0.6086511563468396
0.24224221488715733,0.4311562499634445,0.6312460276635882
0.24154457432882795,0.3811225780285649,0.5881444286175735
0.23671076874388458,0.3866645426782288,0.5908301698509224
0.24091872138295167,0.3978284256281773,0.6020700902670003
0.23770261359624972,0.3719265248231013,0.6222910445111078
0.24076093625312056,0.3604295408560736,0.6406257447466678
0.24092317778144123,0.3879637252559296,0.6704942633533506
0.2358363148025321,0.3394290334954463,0.6269862672225538
0.23666036362526133,0.3823353615380497,0.6182651063861736
0.24020974108418766,0.3934738844936565,0.6155000092346482
0.23813325901897575,0.37248158524801617,0.6141111649407035
0.23869696020516104,0.3691138307338495,0.6181943605296133
0.23947843017849255,0.3783771343174305,0.6334037442711863
0.24067274741127653,0.4028123508841655,0.6678234895492986
0.23710179368560472,0.366673209351948,0.603268522349839
0.23939107465212697,0.3693505187509467,0.6331436747340891
0.24136065016111966,0.4036997256128264,0.62598796636319
0.24116350132079012,0.380079556357755,0.6254363187411723
0.24047163259771295,0.4334444290441677,0.6291668970912653
0.2379654411296711,0.36299810140371547,0.6268090831116401
0.23629513756137807,0.3551811633372411,0.6017110368774837
0.23890996480228172,0.3823059838408871,0.6385637423453585
0.2377204763815532,0.3863616579996213,0.5964425544999716
0.23714322513857836,0.3910684989657195,0.5872187922682459
0.2398997175486626,0.4024673726044473,0.6275733183834356
0.23747366211758555,0.3902362211241057,0.6418950549997118
0.24133194145141174,0.3767618482433616,0.6202250195579166
0.24219431160690574,0.3952412432824167,0.6286368388146717
0.2366950777665783,0.40465058575821533,0.6176134192433813
0.23937183025759523,0.4047353521620064,0.5950317475362749
0.24160993207026862,0.40498762163392604,0.6273550845911025
0.23972851245179072,0.3988792754013363,0.6119410000702006
0.24063411790070555,0.3895411909774292,0.6019405439292459
0.23736512082992356,0.4155529651616772,0.5957644607354561
0.24220288516506963,0.4866738783979317,0.6226785629351861
0.237755974640273,0.3758364386013441,0.6173592538250501
0.24030495745937763,0.4069308650455449,0.6435974095592019
0.24449452411978614,0.3997961494983655,0.6476184201323819
0.23959091275389954,0.4017678641900922,0.6284853539080903
0.2421101406116898,0.3868707804468505,0.6431696881998206
0.2301173718034462,0.3992632774076347,0.5855723325272841
0.2361824294323652,0.4391460933620578,0.6059294256821794
0.2380377808213248,0.3881285227218955,0.6136449451748516
0.2373650171683967,0.4306258488271705,0.5991134128299397
0.24136682943611731,0.3943342246032873,0.6187527271836557
0.24059201783475193,0.3714883396773,0.6231815222402721
0.23595442881163198,0.4014778928282704,0.6282421965824384
0.2433738087182747,0.3849846463191959,0.6527579950444765
0.23876984849438848,0.4339690652069008,0.594996056577232
0.24208702720073402,0.4020898751941844,0.6475348755052699
0.2376225991935572,0.377922426478961,0.6206285336705244
0.23976095977344514,0.4034802360655086,0.6363814073959647
0.245484420794744,0.41383477092460347,0.6458651656091186
0.24216520877262745,0.3972126601483416,0.6259851893220079
0.23999231470402388,0.4971669273125524,0.6390158661229638
0.24293919879696377,0.38487300628226095,0.6378925929576711
0.23396035807658572,0.3781000218491971,0.6290524219461909
0.23778330561927138,0.3979485544103746,0.6116303164397412
0.24465954563672043,0.4805568998132029,0.6277638913965332
0.24118057834485068,0.3998422764407756,0.6215957407571104
0.24004829097948754,0.381732859188301,0.6137976506882691
0.23939278383070145,0.40178714838896185,0.6190335025930707
0.23545559774573846,0.3954114234623116,0.6279861974993681
0.24273807626293276,0.42602776529094105,0.5842146715155841
0.2427408513532887,0.4315901397149024,0.6439894906516286
0.24306178599619044,0.3910730664642959,0.6474099617484993
0.24900449983320078,0.4015357987493637,0.6739541987020354
0.24170857076129965,0.3934311464312037,0.5973864450359463
0.24659915088991524,0.4693664225797115,0.6066079308254635
0.23998231431989972,0.4052542217787714,0.6214253678959354
0.24320198765416945,0.395063620101584,0.6307414627112021
0.2422135423211576,0.4308514905785295,0.6050476999890303
0.2427968400521332,0.3908064545696871,0.6418425946512598
0.24320888110565872,0.3907234552679516,0.6042625246693101
0.2364614110914288,0.3719700990562289,0.605476796711391
0.2397837612429371,0.3959320075452878,0.5982278152718695
0.24626774970473206,0.4022689101704439,0.6251661564258711
0.24680172307939896,0.4068949646780405,0.6586197816155704
0.2454542906791486,0.43518464126774864,0.6251093023031609
0.24430464725787793,0.3900894268002657,0.6430327482237145
0.24707748350315814,0.4251355532666311,0.6363517282655708
0.24144187294050318,0.4337920162016797,0.5941246248207739
0.24953892980193004,0.3968341652504469,0.6428925258608661
0.2451967666083062,0.4445056056329064,0.6234783987879196
0.2459787895391533,0.4248482974316822,0.6004174970327241
0.24741306859140488,0.4377499103358694,0.6427805298987146
0.24706843571772383,0.4138615544527214,0.6344671068955978
0.24231411740800332,0.4179008859593701,0.6128568771429657
0.2410845250982544,0.4229661286937284,0.6059798985754474
0.24145177584375238,0.3651019722416776,0.6067952135990543
0.23926661958153347,0.4604211184309742,0.6158068176450879
0.24261214275803103,0.4323615351663302,0.6160707015042973
0.24147664648126205,0.424922263662063,0.5966368854537817
0.24464501755669799,0.4636910942705554,0.6109390097444499
0.24037199372156146,0.3809806329838926,0.6130823318017236
0.24153566410805416,0.4094195810361424,0.6126070655526393
0.24453454142627884,0.4336110940412955,0.6124840475880869
0.24025406251068906,0.4125046050738351,0.6363837261610591
0.2474200514833509,0.4311591131513272,0.5958986813690526
0.2412669479156504,0.4339035298107071,0.5895660134719246
0.2435419415197516,0.4324629632877497,0.6070912033756831
0.24149239608323925,0.4580945324464277,0.6396407010091323
0.24941121617084547,0.4003963382160635,0.6255282114415711
0.24123382842406416,0.5062279449024569,0.6170368091961547
0.2429501072021433,0.4359495475148218,0.6116692289639664
0.24500094035882072,0.4204073439347284,0.62938999806701
0.24684107757065107,0.4783828507786002,0.6217650425375779
0.24244768361695104,0.4060147602285103,0.6275387113729879
0.2422420280719153,0.3977268663586664,0.6042719599617898
0.24381646791770362,0.4267544896120027,0.6319367663084751
0.24576478609080948,0.4197366657279205,0.6135395660285109
0.24306798315852918,0.44330998975498537,0.6090457903943899
0.24295530306017,0.5325163991094527,0.611466160032701
0.24471955175677024,0.4212277170855426,0.6118034289547125
0.24538364607643015,0.485771219072583,0.6136141745805843
0.24760799109639287,0.4627581190746061,0.6264935021462956
0.2444086581011232,0.4489325279036704,0.5955913106355307
0.2557345358452641,0.5105272334796511,0.6417118176019961
0.2472783113376312,0.4643179476572477,0.6045202508308669
0.24459072329967163,0.4191331043829669,0.6314241827248148
0.24561406122529517,0.4457915383818943,0.6001474984774017
0.23976801612097381,0.4528830068866578,0.6009540588353948
0.2516335781701466,0.4812315803304623,0.6238935292177802
0.25159414211935255,0.4728512366163991,0.6342125249888011
0.24194798205498858,0.4185760143187479,0.6137727422583369
0.24417881377250553,0.4211352277440328,0.5824914681014143
0.24771073787374065,0.4860889694874554,0.6376498167195028
0.2443688847803164,0.4089411355325612,0.6117251711215768
0.2465239285584835,0.4840147530721303,0.5879761178615831
0.24836738715455617,0.4113934792558476,0.6227144583872045
0.2505145240326485,0.4722793652268994,0.6298640371989206
0.24429270989398505,0.4594445807713269,0.6353427302708855
0.24670006913967538,0.4789378660641371,0.5979374610631458
0.24844571293829082,0.4253277517984525,0.6479664093615418
0.2540504615264125,0.4416267378694312,0.622830101758922
0.24547833120956436,0.4310711823641655,0.6079135647875675
0.24332100208703253,0.4083206099416898,0.6097721341969503
0.25152590799133984,0.4609333831876515,0.6117586178065548
0.24532619734120983,0.4823403558625906,0.6000434036041539
0.24322930563140566,0.4703507036995112,0.5904371842099666
0.24618475469986645,0.4169996434079234,0.6199530435656023
0.25091095456452106,0.4227283210066877,0.6079827009279584
0.24844238334036903,0.4147628187956604,0.5902796129497632
0.2590316471343878,0.5218994291690963,0.6488902566728991
0.2468332614702164,0.4508814914189116,0.5832938953609954
0.249170962375227,0.458283152562664,0.6022837813706932
0.24639012373839506,0.4790539249548509,0.607997243440911
0.25291753575068915,0.5723656567915039,0.6193660874094098
0.24780691321824766,0.4412906969395491,0.6264410509464995
0.25036006776410563,0.4523297476418206,0.6472339313101568
0.2517083986288157,0.4454497511727927,0.6387576930430082
0.25207906171794026,0.4597758082837867,0.5979016842061092
0.2516641510319729,0.4607874215819303,0.6134074766624537
0.25804847728615304,0.4965391742329872,0.6011792976707906
0.24768411742354532,0.4477144611251376,0.6105156130396588
0.2451619110297494,0.4625718458170355,0.5980318495349177
0.25106034797483323,0.4347286062356893,0.6346310806946923
0.24876867288656482,0.4710680289347012,0.617190063715709
0.24754938563050538,0.4157543775680608,0.6029115271059658
0.2584039431444701,0.5039623951748484,0.6359321251204808
0.25499194662491653,0.4429815011223463,0.6422343226577114
0.2548702769119645,0.4364859934074156,0.6324364678687187
0.255646521324629,0.5325622433026372,0.6269829760249153
0.25475051638880597,0.4381823452686287,0.6289336238490053
0.2477121548149862,0.4575531970079148,0.5727415345280443
0.24823745495717436,0.45914254815264,0.6455694314715684
0.25064997360956115,0.474206665518337,0.5884525827634822
0.24992989322307163,0.44578792105827625,0.5850092435059312
0.24933774058547148,0.4398816355926647,0.6042052705954155
0.24862947300113777,0.4359690808147139,0.638040786032293
0.24510319716912343,0.5042526989180011,0.63687269230322
0.2472537622603511,0.5097682155853392,0.5917918774472095
0.25379718280609276,0.4778142246478751,0.6389553925934295
0.24999416787205428,0.4580684248568249,0.5853833624882663
0.2606034713871934,0.5343732320574892,0.6305868379459929
0.2520292127539486,0.4802920309389265,0.6151701566837524
0.2524263339724601,0.4561706227802829,0.6066194374436465
0.24967542982866395,0.4811993092978545,0.5941916866546458
0.2510270425349797,0.4198898890715616,0.6281718176383088
0.24983688096726478,0.4269943894838565,0.6298528569876064
0.2497083332796002,0.4398807511506817,0.6047645651766465
0.25556022682556123,0.4868558269537129,0.6165060587389604
0.25282546335445694,0.4345977701472048,0.6029288895376372
0.251966625970919,0.4679894989569454,0.5858164676040368
0.2528957733039863,0.4708540936575658,0.6223141996913609
