window_size_1_RMSE,Exp_w200,Linear_w200
0.29622015192394113,0.6798695581997951,0.6069673712411633
0.2984581477104708,0.6480606130279508,0.6296731958762087
0.29886967312582297,0.7006329818830761,0.5959074112162085
0.3003497441668143,0.7517150188609353,0.5859803991849879
0.31267948765020886,0.7249109681718318,0.6475329408167991
0.2999064537623751,0.7312128207637365,0.6141695763780883
0.3033504502959066,0.6842804706125988,0.638747730867723
0.3062312957151956,0.7572477961573497,0.6001457322686384
0.30086279742859434,0.7375106476017261,0.5812180754033968
0.30654886126348324,0.7445038529209438,0.6493178122238819
0.30334489809377213,0.7171604534438875,0.6100380303984686
0.3028862508193339,0.7338027519393574,0.5981252723049318
0.30439114764277125,0.7446913155715578,0.6408404509136228
0.3063140667720247,0.7340153343943452,0.6332506480501231
0.2949345240087662,0.6764519854686993,0.6081416829481013
0.29373671877032365,0.6999809594470779,0.5991866085175458
0.30358242974285804,0.6939286146413928,0.6113837512821386
0.30445150615342714,0.7541326404709752,0.6190537789571449
0.2934280502316245,0.680010248411494,0.6039499841639988
0.2996748618028139,0.7179537656008528,0.613590403190152
0.3017196341827982,0.6952078949470991,0.6291661745730434
0.2957774517990606,0.6898289866473613,0.6086511563468396
0.29882709269057,0.6831020342028518,0.6312460276635882
0.3013752866909451,0.7762947275350319,0.5881444286175735
0.3018743189112507,0.7217639226199587,0.5908301698509224
0.29945816339082704,0.7216727126819258,0.6020700902670003
0.2995583925409254,0.6862295074182105,0.6222910445111078
0.30569222178450417,0.6949152612968531,0.6406257447466678
0.31690818964731765,0.7864815260079275,0.6704942633533506
0.30311208549280516,0.7485152131137167,0.6269862672225538
0.3024866758433185,0.6870194391627167,0.6182651063861736
0.29847265663824135,0.7067547503821858,0.6155000092346482
0.3030330407668378,0.7297133914364469,0.6141111649407035
0.30236402689969316,0.718039803691724,0.6181943605296133
0.30239030135315187,0.6976190609145304,0.6334037442711863
0.31308191549186437,0.7118932250699183,0.6678234895492986
0.304444757418451,0.768909101159947,0.603268522349839
0.3008655990759412,0.7341709398533538,0.6331436747340891
0.3016080298892143,0.7268070104046992,0.62598796636319
0.3041415352671933,0.745102136356007,0.6254363187411723
0.29435980035537757,0.6980709016660966,0.6291668970912653
0.29283642223401096,0.6693589729087067,0.6268090831116401
0.30125052601848307,0.7042335179394351,0.6017110368774837
0.30944177763829417,0.7531896603615149,0.6385637423453585
0.29713506891805763,0.6852211154854203,0.5964425544999716
0.30314199741936493,0.732560279270682,0.5872187922682459
0.29882051234921375,0.6983632940167674,0.6275733183834356
0.3057049556240817,0.6946601231969267,0.6418950549997118
0.30542150392764306,0.712435982208021,0.6202250195579166
0.306633856222174,0.7473200370803039,0.6286368388146717
0.29676748768584055,0.7049185944599929,0.6176134192433813
0.2885731684560828,0.6965260232471445,0.5950317475362749
