window_size_1_RMSE,Plain_wAll,Exp_wAll
0.23201417392292778,0.34012219879486777,0.5348608394025015
0.23461361213162835,0.3667606340536501,0.5382572839897908
0.23191203415017073,0.3465083949460615,0.5021387737429146
0.2337399065529038,0.3534200105273497,0.5416180148712548
0.23279174438508624,0.35334014553322496,0.5663390938116154
0.23488070078222162,0.3616882974542131,0.5491872901297292
0.23342934144865854,0.34762871174769144,0.5813385116108755
0.23654860886199325,0.3741099782445516,0.5433483815753881
0.24134159444088427,0.3474143730040759,0.5996494577237284
0.23391968282172237,0.34212487257138713,0.5450961989982998
0.2322319222192041,0.3448626759907445,0.5271181680942071
0.2299840206144125,0.38006470632451583,0.4925193960056474
0.23144269958916786,0.3640411719773087,0.5290909583972045
0.23468754867825303,0.3572462888623179,0.5482708644077542
0.23799839699722444,0.33365773396362064,0.5471474061650462
0.23436628283205493,0.3488336378989315,0.5250720732841313
0.23623617355440396,0.3827176597559614,0.5604293683177007
0.23810386075374473,0.35504709400622336,0.5739696025652812
0.2344202712492773,0.4152887529009234,0.5191586149054787
0.24396692884827614,0.3947183628145983,0.5813295194370116
0.23745199989822935,0.39448835368720936,0.4740856824262781
0.24139478979992998,0.35542644865325523,0.5596441899238696
0.2449536091141394,0.4311562499634445,0.5685865584575539
0.24324414632293634,0.3811225780285649,0.532102754729228
0.24051590053188857,0.3866645426782288,0.5707412421044046
0.24403341785808658,0.3978284256281773,0.5624410919568446
0.2459757664828305,0.3719265248231013,0.6162816975382823
0.23813603471202308,0.3604295408560736,0.5059241041819188
0.2408448201523927,0.3879637252559296,0.5376367885777673
0.236550597089058,0.3394290334954463,0.5360667871440954
0.2340944836131077,0.3823353615380497,0.5309947132679183
0.23856633481524306,0.3934738844936565,0.5244608287864784
0.24158649301878085,0.37248158524801617,0.528005132924039
0.23688283953446926,0.3691138307338495,0.4795936089493506
0.2411952166029159,0.3783771343174305,0.5747376789189622
0.23631060818135388,0.4028123508841655,0.5075539984646289
0.23994356155016525,0.366673209351948,0.5203297307680175
0.2427661209878603,0.3693505187509467,0.5734836269149111
0.24350950562860466,0.4036997256128264,0.5556319089949157
0.24334538374063247,0.380079556357755,0.5544714618690514
0.24256058730483984,0.4334444290441677,0.5481685980652137
0.2411036100990373,0.36299810140371547,0.5576463286385143
0.23796841361110735,0.3551811633372411,0.5361375344963792
0.24134431678351462,0.3823059838408871,0.5226302082269574
0.2373463503250703,0.3863616579996213,0.4949291940536276
0.23817728598066293,0.3910684989657195,0.5362545961266154
0.23977651318578355,0.4024673726044473,0.5398759659489506
0.23818079615692136,0.3902362211241057,0.5309839576189362
0.24018047427326966,0.3767618482433616,0.544186905915381
0.24383655072815533,0.3952412432824167,0.5576660651621966
0.2410965323348267,0.40465058575821533,0.5758279746134513
0.24473500593481728,0.4047353521620064,0.541607637012858
0.23815608538525768,0.40498762163392604,0.5466412185292132
0.24065274001158138,0.3988792754013363,0.5383311875601376
