window_size_1_RMSE,Plain_wAll,Exp_w200
0.23757532413801424,0.34012219879486777,0.6798695581997951
0.23927983078323445,0.3667606340536501,0.6480606130279508
0.23702588219578757,0.3465083949460615,0.7006329818830761
0.2373119607382215,0.3534200105273497,0.7517150188609353
0.2394728164666549,0.35334014553322496,0.7249109681718318
0.23478622527354143,0.3616882974542131,0.7312128207637365
0.23356351093592576,0.34762871174769144,0.6842804706125988
0.24230368679762557,0.3741099782445516,0.7572477961573497
0.23980759593330384,0.3474143730040759,0.7375106476017261
0.23547787804322182,0.34212487257138713,0.7445038529209438
0.2377554050095128,0.3448626759907445,0.7171604534438875
0.2348206524604859,0.38006470632451583,0.7338027519393574
0.23354307789061332,0.3640411719773087,0.7446913155715578
0.23708196674577092,0.3572462888623179,0.7340153343943452
0.23902697308631524,0.33365773396362064,0.6764519854686993
0.23656349955651138,0.3488336378989315,0.6999809594470779
0.2351809174497646,0.3827176597559614,0.6939286146413928
0.23586733323416123,0.35504709400622336,0.7541326404709752
0.23646416181836932,0.4152887529009234,0.680010248411494
0.24225428511831174,0.3947183628145983,0.7179537656008528
0.2439424549522552,0.39448835368720936,0.6952078949470991
0.24408426109260892,0.35542644865325523,0.6898289866473613
0.2474317897378517,0.4311562499634445,0.6831020342028518
0.2515296331308725,0.3811225780285649,0.7762947275350319
0.24701638313504637,0.3866645426782288,0.7217639226199587
0.24721038058506586,0.3978284256281773,0.7216727126819258
0.24452975449320358,0.3719265248231013,0.6862295074182105
0.24513189236853694,0.3604295408560736,0.6949152612968531
0.24734832521580163,0.3879637252559296,0.7864815260079275
0.24303526993230276,0.3394290334954463,0.7485152131137167
0.23944911373712074,0.3823353615380497,0.6870194391627167
0.24188639496784042,0.3934738844936565,0.7067547503821858
0.24433564621225326,0.37248158524801617,0.7297133914364469
0.2453456808088407,0.3691138307338495,0.718039803691724
0.24410676329207126,0.3783771343174305,0.6976190609145304
0.24048103485108296,0.4028123508841655,0.7118932250699183
0.24809372989580902,0.366673209351948,0.768909101159947
0.24107986939467782,0.3693505187509467,0.7341709398533538
0.24588213623100696,0.4036997256128264,0.7268070104046992
0.24617564050397972,0.380079556357755,0.745102136356007
0.2423152543295172,0.4334444290441677,0.6980709016660966
0.2391225050096079,0.36299810140371547,0.6693589729087067
0.24166843144978617,0.3551811633372411,0.7042335179394351
0.245079655585528,0.3823059838408871,0.7531896603615149
0.2425052617055116,0.3863616579996213,0.6852211154854203
0.24557809852480442,0.3910684989657195,0.732560279270682
0.24170137195872712,0.4024673726044473,0.6983632940167674
0.23951131160832417,0.3902362211241057,0.6946601231969267
0.2432940928049018,0.3767618482433616,0.712435982208021
0.2480828342028459,0.3952412432824167,0.7473200370803039
0.2450574896778936,0.40465058575821533,0.7049185944599929
0.24583937752553747,0.4047353521620064,0.6965260232471445
0.2426292829863523,0.40498762163392604,0.6505195104829581
0.24707888400128308,0.3988792754013363,0.7582546340292664
0.24959016729236655,0.3895411909774292,0.7169614656595641
0.24427963494267094,0.4155529651616772,0.6924776771828925
0.2499293936100875,0.4866738783979317,0.7055255597108077
0.24518949724489125,0.3758364386013441,0.7054431854382197
0.24287773892390221,0.4069308650455449,0.7105913764649788
0.24980383722751373,0.3997961494983655,0.7424777822579167
0.24731227567514155,0.4017678641900922,0.7443041843357644
0.24895276616815457,0.3868707804468505,0.7562159407727893
0.23524666366850824,0.3992632774076347,0.6931040129924849
0.24457885197126486,0.4391460933620578,0.7502312431181538
0.24678883144596753,0.3881285227218955,0.7236521930386307
0.24483776149712427,0.4306258488271705,0.7311904678208017
0.24465989668416704,0.3943342246032873,0.6883823230205232
0.2446982280200227,0.3714883396773,0.6561262972336698
0.24118987836883404,0.4014778928282704,0.6789945116449678
0.2467059642757643,0.3849846463191959,0.6928152931862551
0.24460503941123782,0.4339690652069008,0.7298371976826354
0.2518911796842552,0.4020898751941844,0.7444684568284682
0.24518586244764115,0.377922426478961,0.6744297477837209
0.2480567883363992,0.4034802360655086,0.7011699372250071
0.24853525475092436,0.41383477092460347,0.7457520585200541
0.24973715830016788,0.3972126601483416,0.6955712345559474
0.24342156307536036,0.4971669273125524,0.7419602944501011
0.2475202828813035,0.38487300628226095,0.6930480815617929
0.24021048833050201,0.3781000218491971,0.7031365816776565
0.24619223041087096,0.3979485544103746,0.7189729917589367
0.25002117500565524,0.4805568998132029,0.7394250910205981
0.2457054411373176,0.3998422764407756,0.7201697404836936
0.24615275514741045,0.381732859188301,0.7034862399206638
0.24591606678134026,0.40178714838896185,0.7119403698254263
0.24106663102292555,0.3954114234623116,0.6842663275615259
0.24915361991851506,0.42602776529094105,0.700710844879916
0.24797694700895173,0.4315901397149024,0.6848477283612822
0.24418577171144815,0.3910730664642959,0.6930697152277702
0.24799145574189488,0.4015357987493637,0.6931852590707094
0.24897355402574267,0.3934311464312037,0.7565495655684539
0.2538135853877556,0.4693664225797115,0.8125009501792708
0.2433241054489121,0.4052542217787714,0.6982475419600835
0.24559635703264032,0.395063620101584,0.6732786067360901
0.2460624792059309,0.4308514905785295,0.6939920053977953
