window_size_1_RMSE,Exp_w200,Linear_wAll
0.23145476658824518,0.6798695581997951,0.3438372398236917
0.2405608385334247,0.6480606130279508,0.3551033446860295
0.24414059332725876,0.7006329818830761,0.37474633805372015
0.23838931098036056,0.7517150188609353,0.3826212132783728
0.2418706779808553,0.7249109681718318,0.3631823143177352
0.23234335012115834,0.7312128207637365,0.34709401757703423
0.23203657970240096,0.6842804706125988,0.3444462848176553
0.24045541487221442,0.7572477961573497,0.3439447670477898
0.23630792790337077,0.7375106476017261,0.366588577170199
0.23535314101595622,0.7445038529209438,0.3395143038711273
0.2429413615250934,0.7171604534438875,0.35453458487961464
0.23292166926746066,0.7338027519393574,0.33727647851672465
0.23754040055007491,0.7446913155715578,0.3643253212740937
0.23967607465734883,0.7340153343943452,0.35621783359339704
0.23699132976880657,0.6764519854686993,0.3951781455134204
0.23506035400941433,0.6999809594470779,0.3725408331829527
0.23563628238886786,0.6939286146413928,0.383765823605932
0.24242605100676934,0.7541326404709752,0.3494228875918396
0.24018460950529216,0.680010248411494,0.3684004953085519
0.23493863158598913,0.7179537656008528,0.3281927034561221
0.23906327254540521,0.6952078949470991,0.3651542260988341
0.24113458976258198,0.6898289866473613,0.3587165403256026
0.238556348805224,0.6831020342028518,0.3744022339953952
0.23879787529856922,0.7762947275350319,0.3500036974581868
0.24440234833700902,0.7217639226199587,0.3654400135061598
0.2377138749055206,0.7216727126819258,0.35123675480246386
0.24049534568130077,0.6862295074182105,0.3785734863050655
0.236234247651386,0.6949152612968531,0.3375823909456135
0.2419472908748788,0.7864815260079275,0.34189560307135153
0.23995430803728177,0.7485152131137167,0.3563675894522143
0.2406788120047933,0.6870194391627167,0.35618743622701193
0.23365798628079343,0.7067547503821858,0.3715077594173156
0.24025184299104324,0.7297133914364469,0.3462410085427217
0.23945769760874136,0.718039803691724,0.3773754136839571
0.2395122869208355,0.6976190609145304,0.3525449098422051
0.23784765196630278,0.7118932250699183,0.3738246540605875
0.2413655304781688,0.768909101159947,0.3311929491156468
0.24309845555654427,0.7341709398533538,0.4482721304794372
0.23708652199189517,0.7268070104046992,0.3707596833834713
0.2402802023905148,0.745102136356007,0.3560203435287614
0.23691521371364602,0.6980709016660966,0.3557858828992587
0.23741628164675382,0.6693589729087067,0.3886134801613135
0.23506979125120211,0.7042335179394351,0.3435662587174847
0.24173250725312398,0.7531896603615149,0.35902868600648496
0.23795406102352365,0.6852211154854203,0.3607314681966154
0.23883538620334274,0.732560279270682,0.3428892719299588
0.2388848915231773,0.6983632940167674,0.4096901897623487
0.23323424644939583,0.6946601231969267,0.3543927704586606
0.2399876939987114,0.712435982208021,0.3540914883663752
0.2380998944032362,0.7473200370803039,0.3479739214285853
0.24036841089863062,0.7049185944599929,0.3475410344720647
0.23765575643566764,0.6965260232471445,0.3789584802513224
0.24111140418891658,0.6505195104829581,0.3945463594517597
0.23928408477144958,0.7582546340292664,0.3612495923459111
0.24101579399756334,0.7169614656595641,0.3527756214081865
0.2422122425360926,0.6924776771828925,0.3601974106729822
0.23795310116241075,0.7055255597108077,0.3315975919168905
0.2441501177120768,0.7054431854382197,0.3625043536544297
0.23872342544197347,0.7105913764649788,0.3667320479103881
0.2385662396788348,0.7424777822579167,0.34215042644059435
0.24097794935409786,0.7443041843357644,0.3740166923673221
0.24581346987858813,0.7562159407727893,0.3800332164526905
0.2376729142951383,0.6931040129924849,0.3713651586012563
0.24598446090011797,0.7502312431181538,0.3473664489452301
0.2382495312865421,0.7236521930386307,0.3752389870816371
