window_size_1_RMSE,Plain_w200,Exp_w200
0.29225695752229663,0.6148012270606236,0.6798695581997951
0.2866341321132608,0.5925462618713921,0.6480606130279508
0.30090651004919433,0.6328766304729896,0.7006329818830761
0.2996124323286256,0.634982236285639,0.7517150188609353
0.3040563238087013,0.6285594693624663,0.7249109681718318
0.3029492069019176,0.6579797360105983,0.7312128207637365
0.300569496827644,0.6581749402134585,0.6842804706125988
0.3007961736834247,0.6199869198248721,0.7572477961573497
0.3008696152923896,0.6215044041659574,0.7375106476017261
0.2958446856434181,0.6212794412659302,0.7445038529209438
0.3031225162532056,0.6371473422112355,0.7171604534438875
0.2965934948967199,0.6217616278351376,0.7338027519393574
0.3066388451051218,0.6717557597739306,0.7446913155715578
0.3036522782848463,0.6451016071788334,0.7340153343943452
0.2925372939706853,0.5983768556458775,0.6764519854686993
0.30220512159604196,0.6500604413361982,0.6999809594470779
0.2997126100094707,0.6538468782062234,0.6939286146413928
0.3017470175474235,0.6328220799106272,0.7541326404709752
0.29303456244423515,0.6236039798069672,0.680010248411494
0.2995278388335094,0.6402126276011849,0.7179537656008528
0.2941805409146731,0.6265938971616606,0.6952078949470991
0.29785378354815867,0.6292002507498492,0.6898289866473613
0.29347046021319273,0.6154266540098063,0.6831020342028518
0.30354018724595316,0.6362190990800507,0.7762947275350319
0.30038847738454094,0.61679308554159,0.7217639226199587
0.2980888651887797,0.6114503043308731,0.7216727126819258
0.30294132601265,0.6557867995112538,0.6862295074182105
0.2977578994939826,0.6234186182859316,0.6949152612968531
0.30391559066774726,0.6039446240867119,0.7864815260079275
0.3104284652486309,0.6548992355702639,0.7485152131137167
0.29456655031844237,0.6118366297015431,0.6870194391627167
0.2904279664220055,0.6166441576658781,0.7067547503821858
0.30273393334504617,0.6288427431248486,0.7297133914364469
0.3031373119943177,0.64634247253669,0.718039803691724
0.2956452007699598,0.6005961994020974,0.6976190609145304
0.2999765649586936,0.6336287474554425,0.7118932250699183
0.30887378620576866,0.6509703249605839,0.768909101159947
0.2966896965562817,0.6333771630839355,0.7341709398533538
0.2965193207694007,0.6188363402521179,0.7268070104046992
0.2995813363848124,0.6276555207765622,0.745102136356007
0.2978847056574683,0.6539457334727236,0.6980709016660966
0.29284150066499137,0.6416114198714999,0.6693589729087067
0.3020514446278785,0.6410008443310596,0.7042335179394351
0.3016346232600316,0.6182951721978825,0.7531896603615149
0.2917764617891161,0.6213617620210606,0.6852211154854203
0.3107723374012865,0.6742097444600451,0.732560279270682
0.2991296469758765,0.6483426919595899,0.6983632940167674
0.29911926838903613,0.626167833055693,0.6946601231969267
0.29853044764239844,0.6201088963255265,0.712435982208021
0.29836109322173165,0.6016736596977903,0.7473200370803039
0.29587042656142093,0.6086117213548704,0.7049185944599929
0.29645665017102735,0.6197745113105227,0.6965260232471445
0.2935436183904958,0.6466347986655926,0.6505195104829581
0.3016620188319585,0.6425181646200501,0.7582546340292664
0.3004928565506685,0.623121934884729,0.7169614656595641
0.29252487861985016,0.6118921787283359,0.6924776771828925
0.309147927091169,0.6720043656465612,0.7055255597108077
0.30562080717904083,0.6453319711012928,0.7054431854382197
0.30029582261040116,0.6531612294561843,0.7105913764649788
0.29896524149332765,0.6136769296496029,0.7424777822579167
0.3062678361050898,0.6485216095075779,0.7443041843357644
0.3007661666370582,0.6191084725838493,0.7562159407727893
0.29392768666336944,0.6354660255093708,0.6931040129924849
0.3037820526063452,0.6313496139653647,0.7502312431181538
0.3013945608065362,0.6373087515683522,0.7236521930386307
0.2979779225643146,0.6006988435349807,0.7311904678208017
0.29369330633333096,0.6271815933868108,0.6883823230205232
0.29872138768383577,0.6259794674965602,0.6561262972336698
0.29557666340771116,0.6402078403559844,0.6789945116449678
0.3013820800463942,0.649312710764028,0.6928152931862551
0.2984853705434553,0.6329126943678111,0.7298371976826354
0.31162402774881215,0.6410047825805016,0.7444684568284682
0.2946537815576583,0.6426812665630125,0.6744297477837209
0.3065363799244739,0.6577792381437212,0.7011699372250071
0.3005950561056868,0.6325527057614979,0.7457520585200541
0.2965611447245905,0.6300414930667827,0.6955712345559474
0.29739910440862277,0.627833584922561,0.7419602944501011
0.30064593063596357,0.6321099268772619,0.6930480815617929
0.30510906922855463,0.6481720475009406,0.7031365816776565
0.2980530414212324,0.6260963375464503,0.7189729917589367
0.30554852441819697,0.6429690166556067,0.7394250910205981
0.29450005408630864,0.6316133696418309,0.7201697404836936
0.29347949894784614,0.6389640611373828,0.7034862399206638
0.3089119906111761,0.6673356228550873,0.7119403698254263
0.29116716091733713,0.6107154922571971,0.6842663275615259
0.29910797964229935,0.6297693954489382,0.700710844879916
0.29825501684680183,0.6304212406882772,0.6848477283612822
0.2951960291022258,0.64519607155744,0.6930697152277702
0.29423597517077127,0.6061272706184859,0.6931852590707094
0.3036745812105895,0.6513405576392108,0.7565495655684539
0.30270981629768134,0.6242256820521335,0.8125009501792708
0.2926559155742007,0.6052890297833919,0.6982475419600835
0.2976260996253077,0.6413160291806227,0.6732786067360901
0.29480396261184355,0.6371261937964251,0.6939920053977953
0.31118992854870614,0.6527000631273643,0.7179912901094733
0.2993123995684559,0.6191457470302419,0.7211950637738949
0.31492844159064504,0.6758444189276308,0.7730790814061875
0.29756650181574545,0.6391432337098099,0.6792879125561141
0.2977291636045249,0.6416618938367789,0.6649053778651579
0.30456266983020147,0.6210946375061449,0.7321608639315953
0.30306381325273524,0.6443616292494919,0.6843748025616027
0.295186682808446,0.6219508038467881,0.7011947230099216
0.3068382810729988,0.6466262669681103,0.7513336333176629
0.30114306782020506,0.6064742195443915,0.7600851132852503
0.2974826024544259,0.614745950162592,0.7032391283805269
0.29145188403636696,0.619431569152193,0.6861612618784649
0.309055266815996,0.6643358185941072,0.7308213409724506
0.2981601301564537,0.6073246913074631,0.7183496242905093
0.29853813559382353,0.6280633624658148,0.7120142621884081
0.3007687757782396,0.6225451309272083,0.7458280382194081
0.29149749822491317,0.605774707455212,0.7050545424337055
0.30218412345174206,0.6583993059331338,0.7174039143569817
0.30061467822440663,0.651123749283823,0.6688506144635382
0.29623086567290763,0.6124197599408168,0.7096065565053008
0.3087739545575783,0.6853520119671032,0.7144022075958363
0.301212075422695,0.6479722588978427,0.6860449760725078
0.2940000125051332,0.5990927431601866,0.7074674950699934
0.3026376101061766,0.6635615935384582,0.6865129858618214
0.3028042442728647,0.6577728193062582,0.7409264861691699
0.3002159755045212,0.633338760234431,0.7065452082276706
0.2992510223182392,0.6357026473245644,0.6969201990356365
0.30724396843183926,0.6790939955382125,0.7127918890913185
0.2961709473026028,0.6424955678931177,0.6742252686858334
0.2965282906142236,0.6152551556584749,0.7177403781133713
0.29888898701098043,0.6317267835716008,0.7171211607826763
0.3026407825756875,0.6349668276318957,0.7453495461346391
0.28837460384195046,0.6038908073263657,0.6774532153870519
0.2936424266052001,0.6125345536295624,0.6994939251859005
0.30880650504300516,0.6417977580530306,0.7632189970354852
0.2968678306314542,0.6378699387057438,0.6961827176647679
0.30716489360259724,0.6299966780907561,0.7483960109488035
0.3031263595512768,0.6264706188695603,0.7137335913525524
0.29788144649739035,0.6362241489484941,0.7124677063823848
0.28779659317225664,0.6089634679741283,0.7014893124518896
0.30436782816373004,0.6713844452653015,0.7116544363441697
0.2982255317599602,0.6303839909804442,0.7096628663783363
0.3039650530098964,0.6414096905840281,0.728709968792458
0.31176305304096835,0.6536607610686024,0.7484735120797678
0.3008810618735355,0.6317915002010186,0.6977597876154781
0.3035903948444347,0.6225153329679703,0.7176227639972622
0.29869335794476715,0.5939466848476929,0.7339819817615024
0.28457831517492804,0.5959722589490162,0.6970565854888511
0.288314307665762,0.5918635909929324,0.6812126124572531
0.2971617560939715,0.6010460210354059,0.7298468052921421
0.29570217802887344,0.6293653442289472,0.7009230959243934
0.29294842604313337,0.6384092723075566,0.669875793037531
0.29138510637992987,0.5832874237934282,0.7050759755886554
0.30065070739737443,0.6377670060735999,0.7418994453425983
0.30763867493519026,0.6550791705488017,0.724383791124207
0.30254871851419884,0.6349056407139031,0.7374689549632556
0.2987252482680009,0.6259743980838709,0.7250465122305269
0.30211365364109954,0.6595608387988099,0.7060477379123067
0.30233876153102784,0.6276168219789424,0.7744867738465321
0.3000963406563897,0.6241676170475042,0.7432093950329681
0.2890257127770526,0.6248840450589149,0.6715036997126278
0.2956217736401737,0.6211029774773136,0.7153331591227838
0.30940318719869603,0.6690941437354014,0.7343124975889908
0.3006883793607102,0.6124615793394298,0.7058491143522272
0.29490056846277907,0.6294887573243012,0.6955465527433833
0.29914958087448135,0.6162044276702441,0.7292968313519252
0.30383057555894133,0.6414076370833418,0.7379903233009568
0.30318069760109567,0.6517500416646136,0.6990110560093702
0.30532054645248796,0.6335821779175773,0.7273295265018765
0.30544405336373043,0.6424689539411145,0.7582659195184016
0.30275530053873995,0.6375872822095754,0.7188308490737354
0.3013028858438014,0.6571433847744887,0.7098292219442829
0.2903909272949199,0.6153115493537584,0.6944825859762844
0.3007930347321341,0.652118590110698,0.7295272479109047
0.29572449493772573,0.6117238830286901,0.7234098376434627
0.305303133702355,0.6477147377374939,0.6734717301917528
0.301669233558104,0.6576048518027351,0.7161669925931013
0.303077268296029,0.652182811828332,0.6964200936751317
0.30134546042619176,0.6349351764824889,0.7310367158758649
0.30419189834503096,0.6399661368215609,0.7102056089981161
0.2894303685090093,0.5851093727483426,0.678304114609375
0.28758144081995624,0.6151449864876419,0.6818728873620213
0.29819573949471856,0.6308344755153199,0.6845865695123771
0.2980176401698994,0.6292260269453063,0.6947104752727526
0.2889661857202979,0.6013087671303872,0.6482524486648782
0.29880809370297995,0.6343800246652712,0.7081993660439143
0.2946269720597637,0.6343456491551323,0.6888537794924007
0.3015460648581272,0.6207824887557096,0.7511835285907386
0.2887274433407311,0.6143771670677619,0.6898345979200569
0.2834042486616036,0.5896909751992871,0.6729328136379654
0.29521898251736234,0.639110921135035,0.6618026730856045
0.3104044126838777,0.6451761638390989,0.7703397062742131
0.29568947347676316,0.6255143202127461,0.7244765240521516
0.29477825206764563,0.6190640917000093,0.6759969940538977
0.3037862813445253,0.6543627396617989,0.7342831532141859
0.29387572530701833,0.6573228178012647,0.6498548583603346
0.2980959827652227,0.623454162119478,0.729858967044801
0.2971088854368738,0.6326324021135434,0.6940929584978776
0.2965457976448375,0.6426070994934163,0.732564056528659
0.29923439628535803,0.6434440289493858,0.7072913219831487
0.29815258533554584,0.6252151955942575,0.7129431315652982
0.3036055789356366,0.6375493154666106,0.7471567348161041
0.29528479359333154,0.6314750537822534,0.6713478994231531
0.29869760261147665,0.6393741949050165,0.7058336177634824
0.29431894408081327,0.5872624287204868,0.7219530751700463
0.303498986349405,0.6636278349492193,0.6938081154755891
0.29180951469251337,0.6209903091596086,0.6946088444926249
0.2964485421212981,0.595657911041677,0.73244982107161
0.2940304682620155,0.6281982806849957,0.7034402505760753
0.29572263057690273,0.6412180112329939,0.6816117502501814
0.30401643629765734,0.6009653184547973,0.7553795356649389
0.30023486118013915,0.6296144432447626,0.7330260191571939
0.30028442416457046,0.6459275552996385,0.7143133635742771
0.29878357751627216,0.6271800709008029,0.7076151810080298
0.305984903647002,0.6526730053893718,0.7052157271221172
0.3037783321253116,0.6263099870665109,0.7568482242814163
0.29582461807176313,0.6420716569370752,0.6805202398260682
0.3049195344865424,0.6337280962302825,0.7273727206331556
0.29663109696136725,0.6388738283504083,0.7111378525080261
0.29863690824825606,0.640768108669103,0.7110668595097747
0.3025216187704973,0.6488083069195055,0.7093271751816215
0.2986385393436975,0.6340037538510902,0.7108593228007885
0.3028613722738739,0.6400449754262426,0.7224532412759876
0.29460446600095247,0.6060570374676365,0.7102690933612181
0.28977322388529114,0.6053694844301829,0.6712159798774894
0.3009969651637433,0.6404810662011886,0.7205996613448491
0.29836770377419364,0.6066719989047988,0.7538305021586702
0.3014475184647146,0.6472535996314055,0.6955719259897023
0.29917087088380356,0.6066416991891752,0.7352036728680996
0.2972520715421701,0.6637086370780573,0.7087814578447508
0.2961677279220959,0.6143788449781823,0.731917797704341
0.2958675835069186,0.6255342060018996,0.7091155722876239
0.2913892894509422,0.5888702703092945,0.7147581424556968
0.3038164415894594,0.6346102891869093,0.7128374981433955
0.2941428505115772,0.6204904354473443,0.7219520281771179
0.2887892684601876,0.6077091374355137,0.6727021562083226
0.29627015789086086,0.6181869482399812,0.6885492361324377
0.3063359683617655,0.6320795027091978,0.7197078807645774
0.299335578458621,0.6350740302655902,0.7083411580091316
0.2982174965855146,0.6230799085047177,0.6991104809898729
0.2882716197907115,0.5820866926353134,0.6921856902493001
0.2960267435716889,0.6243612620458664,0.6760103747187116
0.30033342105580274,0.6219300256984721,0.734747626641289
0.2933243586824517,0.6238754124171236,0.6964232051077641
0.2986135640914534,0.6190877777778598,0.7475881190630596
0.29291513708044703,0.6060415354916647,0.6773273200261856
0.2964130516088752,0.631865937648434,0.6854182672606709
0.294353017210393,0.5902168998932141,0.7294783547144399
0.30253021842793665,0.6297062177849405,0.7210177942567338
0.29329976459619606,0.6102433357127827,0.6996345888441592
0.29551133184301553,0.6264489442552362,0.6961689321116734
0.2983581793205628,0.6171319477402083,0.6884449743614188
0.3088749383321638,0.6377033211493864,0.7620087375696971
0.30017898511047414,0.6483324714480315,0.6884849254286969
0.30284663974759557,0.6335588740513142,0.7389623644094067
0.29744276147372234,0.6208574875462056,0.6895105953737426
0.30033720756054216,0.647112076603567,0.7249349463084518
0.2978339799174021,0.6401670215806015,0.7093330564772202
0.29035387297398413,0.5975849496072757,0.6819044051448679
0.2929976109367743,0.6401515529647328,0.6732325592669299
0.2954025939017879,0.6187552419838868,0.7037772630737958
0.2988521199459517,0.6475711637937039,0.679145429823705
0.29999726800265175,0.6233373052505906,0.7325718459993068
0.30457780775891274,0.6680580751691827,0.6991795631562651
0.3090406156567623,0.6564509578790789,0.7627980684649022
0.30822429281215347,0.6550342205587509,0.7258447730853831
0.3055278960262191,0.6525826594449856,0.7488980330517222
0.29993266038309574,0.6384422641041404,0.7211064278544004
0.3022241043390486,0.626602888127319,0.7332172692338623
0.3022161094964652,0.6446803302845248,0.7252309555983161
0.298721759802824,0.6104778396096628,0.7272781068507301
0.3012553130334529,0.6385500294435996,0.7287949605120104
0.29384322735300444,0.6256430900095094,0.6761915324900414
0.2996538594320748,0.6363864572327619,0.6893385108882337
0.30014540694149633,0.6255049224374991,0.7460051085378532
0.2914603323233194,0.5983666380254655,0.7056708749876498
0.29666328229358074,0.6117502088907344,0.7007506858204069
0.30033370818024313,0.6339188891322977,0.7291471566105509
0.2975846320074937,0.6506803524857733,0.6865702011853901
0.308938362705734,0.6672371570459552,0.7271534508232494
0.2987658010397031,0.6362939770546062,0.6686690933664794
0.3011571400992355,0.6367212706803902,0.6974471685548849
0.2941771279671187,0.6213454112608544,0.6816018548353735
0.3108023026640446,0.6486925322235177,0.7415758408868959
0.2948992292141618,0.6024845511249491,0.7014877192488007
0.302068865713249,0.6293658637732761,0.7343627728669502
0.3037228829220086,0.6476532603613541,0.7336008313178557
0.2893759570028247,0.5979091660475913,0.7053956703249962
0.29521431843975376,0.6296478659180584,0.6969072829244317
0.303546481086337,0.6343585912270812,0.7065381140692909
0.30539146822248925,0.6394826833845291,0.7170782066964742
0.29593509771653354,0.6159028869822127,0.7119321188891159
0.3036125049400006,0.6662171811337232,0.7043778989861224
0.3073057051437179,0.6730470578161467,0.7235606099064856
0.2981722696103974,0.6402087517209526,0.6807641980946362
0.30006508182332153,0.6191677485749785,0.7304808714002613
0.29395866009117017,0.6174462736955074,0.6811674368823576
0.29915837369505505,0.6217502546728051,0.7521146957724811
0.30267459252435125,0.6643250765004385,0.7244867381581424
0.2969826530904881,0.6139013472789112,0.7164793535404459
0.2952193060809665,0.6092680843308533,0.7304740057240721
0.30296787482127296,0.62564715653087,0.7298381386567694
0.29664968160525057,0.6177809566921755,0.6962056147745899
0.30673225618155775,0.6516485571126793,0.7591350415953965
0.29842340067882783,0.6349057617018241,0.7402095835907876
0.299200640925679,0.6301133304832339,0.7052856210255186
0.2967261401269308,0.6095850405649991,0.7101507084639387
0.29790999789231287,0.6425326715621784,0.7099819559240014
0.2991608599397066,0.6389432503135531,0.7068173886226136
0.300515170618312,0.6391637178200839,0.7069271113649258
0.3039364521468131,0.6502278546768713,0.6949290439943066
0.30474701067603693,0.6597320888061254,0.7222343754674309
0.29819422129239753,0.6210868301992137,0.7033920507126588
0.2963195935907625,0.6067332757200213,0.7292951553972774
0.30741984667982597,0.6627098263833847,0.7565371251327943
0.301727471466992,0.6519973064980037,0.7046508459513308
0.30062770001718725,0.6433807639767076,0.7059561231212312
0.30415515681645505,0.6391424516217511,0.7471323409844577
0.29577816298420484,0.6274891796550807,0.7047421443722485
0.3000170405525624,0.6300137229982282,0.6960873807489711
0.2987070623886948,0.6297441238598183,0.713985329309338
0.2987580362032971,0.6479990254305011,0.6807546326082735
0.29169317032685965,0.6176311727682708,0.6403994524169986
0.2961269053736431,0.6199134257124342,0.6760011782456686
0.29674632592581324,0.6353792996030445,0.7141017704587485
0.297625331369798,0.6046670857730113,0.7732200933446041
0.3027834735762691,0.6506115781286591,0.732752288362716
