window_size_1_RMSE,Exp_wAll,Linear_wAll
0.23117402501267142,0.5348608394025015,0.3438372398236917
0.23724096705360107,0.5382572839897908,0.3551033446860295
0.23925924429981746,0.5021387737429146,0.37474633805372015
0.23663496605083972,0.5416180148712548,0.3826212132783728
0.23696052761502098,0.5663390938116154,0.3631823143177352
0.23527702740721157,0.5491872901297292,0.34709401757703423
0.23407070379525588,0.5813385116108755,0.3444462848176553
0.2375215385461412,0.5433483815753881,0.3439447670477898
0.24023028069115485,0.5996494577237284,0.366588577170199
0.23494986783214425,0.5450961989982998,0.3395143038711273
0.23615426705879744,0.5271181680942071,0.35453458487961464
0.23096956020561782,0.4925193960056474,0.33727647851672465
0.23486004906909533,0.5290909583972045,0.3643253212740937
0.2375509120969793,0.5482708644077542,0.35621783359339704
0.23879681402955658,0.5471474061650462,0.3951781455134204
0.23487532842454742,0.5250720732841313,0.3725408331829527
0.23837919219287873,0.5604293683177007,0.383765823605932
0.24350936393258948,0.5739696025652812,0.3494228875918396
0.23937529807251187,0.5191586149054787,0.3684004953085519
0.23915762170123334,0.5813295194370116,0.3281927034561221
0.23406534674789276,0.4740856824262781,0.3651542260988341
0.2395843766964273,0.5596441899238696,0.3587165403256026
0.23946954425968703,0.5685865584575539,0.3744022339953952
0.23602775782871113,0.532102754729228,0.3500036974581868
0.24047161452761218,0.5707412421044046,0.3654400135061598
0.23758284451926756,0.5624410919568446,0.35123675480246386
0.2433003570355117,0.6162816975382823,0.3785734863050655
0.23076226419289586,0.5059241041819188,0.3375823909456135
0.23677916479212505,0.5376367885777673,0.34189560307135153
0.23382740112179845,0.5360667871440954,0.3563675894522143
0.23582129656123715,0.5309947132679183,0.35618743622701193
0.23360089301890544,0.5244608287864784,0.3715077594173156
0.23926780144129642,0.528005132924039,0.3462410085427217
0.23376004044598492,0.4795936089493506,0.3773754136839571
0.24025360387812786,0.5747376789189622,0.3525449098422051
0.23561903049228738,0.5075539984646289,0.3738246540605875
0.23664627638424257,0.5203297307680175,0.3311929491156468
0.24925571264448346,0.5734836269149111,0.4482721304794372
0.240849274177888,0.5556319089949157,0.3707596833834713
0.2404671278579304,0.5544714618690514,0.3560203435287614
0.23896484386436126,0.5481685980652137,0.3557858828992587
0.24228727803597783,0.5576463286385143,0.3886134801613135
0.23523961548434127,0.5361375344963792,0.3435662587174847
0.2391558376933005,0.5226302082269574,0.35902868600648496
0.2353660803197047,0.4949291940536276,0.3607314681966154
0.23270839387473147,0.5362545961266154,0.3428892719299588
0.23803072938550882,0.5398759659489506,0.4096901897623487
0.23425672511837337,0.5309839576189362,0.3543927704586606
0.23994856866750125,0.544186905915381,0.3540914883663752
0.23793215658740943,0.5576660651621966,0.3479739214285853
0.23798844780692888,0.5758279746134513,0.3475410344720647
0.2371727618390145,0.541607637012858,0.3789584802513224
0.23767853838201933,0.5466412185292132,0.3945463594517597
0.236114481973656,0.5383311875601376,0.3612495923459111
0.23534988343363727,0.504141297115282,0.3527756214081865
0.239960126353535,0.5475306977465991,0.3601974106729822
0.22917974566792312,0.495394143747985,0.3315975919168905
0.23927504213066714,0.5526598463709798,0.3625043536544297
0.23794092065738018,0.5433677970756297,0.3667320479103881
0.2357105323553562,0.5521380576711767,0.34215042644059435
0.24080992751338826,0.5886199037162041,0.3740166923673221
0.23583685099345486,0.5105445995000236,0.3800332164526905
0.2366788570046851,0.547798116784882,0.3713651586012563
0.23893719547548622,0.5269461904029628,0.3473664489452301
0.23577872174740813,0.5410556894836145,0.3752389870816371
0.2346359811053737,0.5253128634311417,0.36869179112957823
0.24063403936484629,0.5499798399559441,0.3449512887143316
0.2366347057773337,0.5603855172054221,0.3530355055739445
0.23520836759502142,0.5266458907529686,0.3707048236124686
0.2370218433557653,0.5531108416451179,0.350825415386575
0.23583248122579809,0.5306269403450519,0.3836100308743449
0.23333649254143893,0.5117717065108512,0.3408475922777691
0.23672026911445532,0.5482782594708929,0.3678724849404685
0.23753056030671565,0.5351177390629646,0.3596289494689222
0.2375627841471877,0.5836285513321705,0.3911192407848336
0.24210723357757552,0.5374350366450624,0.3659971608810557
0.23156700023980523,0.4715026958952634,0.3836497102111408
0.2359774312503749,0.5682761467284806,0.3672283811539059
0.23219641135802552,0.5211961707733115,0.33002441119108816
0.23649323572129347,0.5558025950687042,0.3779173501218999
0.23653990244964307,0.5307336330120266,0.38882694582618776
0.2359198566428642,0.5391345663024193,0.3523509277437678
0.23926300874603834,0.5319183637622831,0.38428380339510015
0.23649091859881666,0.5198528931290385,0.39914088497044503
0.24401117855707571,0.5829634679273289,0.3723666098762777
0.23252720351315986,0.4963530784160749,0.3796350187109572
0.23582441461682557,0.5300968285925075,0.35991350361191565
0.2408002591869695,0.5432069184433144,0.3738677569463846
0.23767196401958615,0.5627133908340408,0.37913076596999934
0.23960741400166813,0.5649399307673183,0.3653770012949774
0.23808371647528226,0.5512364371867726,0.3731941761970077
0.24058498679442947,0.5303074399664726,0.38955656006404416
0.23457777627410606,0.5033544730376969,0.36879933237010026
0.23926863275293928,0.5679590762598691,0.3813993012106843
0.2403233246588403,0.5592302130172658,0.3688163455807182
0.23537927292240687,0.4811045227933059,0.35656861808885226
0.23463853979026594,0.5398078776913627,0.3378995319869898
0.23660369187586971,0.4939789719472234,0.36068508658074383
0.24085180030523726,0.5040460190075413,0.37322495784729065
0.23383608191737232,0.4756569810332699,0.3963566473679929
0.24068925385749537,0.5149427927198118,0.431635653664056
0.23027533912764997,0.4798391078167459,0.388662977520542
0.24332319008023265,0.5745863693769915,0.3952844090539195
0.23289124553889257,0.4923832420350713,0.35119066923997466
0.2334373978752048,0.5070686864873127,0.4014262258856688
0.23931454395099622,0.5618814245399135,0.35852525927100004
0.2404020826418554,0.5517729733712314,0.3765668002120083
0.2367218915713139,0.4875838884815039,0.373199977265258
0.23832047889213168,0.5145615515051055,0.4058201988759933
0.2398872675257896,0.5355903343546228,0.3612500977122776
0.2419289396881152,0.5689580498534523,0.36881442788976
0.24396603970794456,0.5561821178595018,0.37278553837206496
0.23898101738124766,0.5623652021922322,0.34754364312737906
