window_size_1_RMSE,Exp_wAll,Linear_w200
0.26911269354218903,0.5348608394025015,0.6069673712411633
0.27244252979997374,0.5382572839897908,0.6296731958762087
0.2664739552996273,0.5021387737429146,0.5959074112162085
0.27032430275694286,0.5416180148712548,0.5859803991849879
0.27885710613332404,0.5663390938116154,0.6475329408167991
0.2733846275081401,0.5491872901297292,0.6141695763780883
0.2802062261211123,0.5813385116108755,0.638747730867723
0.2743017476493777,0.5433483815753881,0.6001457322686384
0.2777027030646057,0.5996494577237284,0.5812180754033968
0.27761376325936243,0.5450961989982998,0.6493178122238819
0.27005472278662,0.5271181680942071,0.6100380303984686
0.2679085814144998,0.4925193960056474,0.5981252723049318
0.27137057816652904,0.5290909583972045,0.6408404509136228
0.2745637532968426,0.5482708644077542,0.6332506480501231
0.270429427037301,0.5471474061650462,0.6081416829481013
0.264995782146657,0.5250720732841313,0.5991866085175458
0.2797457865038729,0.5604293683177007,0.6113837512821386
0.27828842322491104,0.5739696025652812,0.6190537789571449
0.26836339753459476,0.5191586149054787,0.6039499841639988
0.2783515298486004,0.5813295194370116,0.613590403190152
0.2653222390371489,0.4740856824262781,0.6291661745730434
0.27041760755157057,0.5596441899238696,0.6086511563468396
0.2779050390277039,0.5685865584575539,0.6312460276635882
0.26931914706330556,0.532102754729228,0.5881444286175735
0.27095781103157923,0.5707412421044046,0.5908301698509224
0.2721304845313344,0.5624410919568446,0.6020700902670003
0.2810931100563253,0.6162816975382823,0.6222910445111078
0.2701362668223357,0.5059241041819188,0.6406257447466678
0.275813554602682,0.5376367885777673,0.6704942633533506
0.26831058475611647,0.5360667871440954,0.6269862672225538
0.27372817217577106,0.5309947132679183,0.6182651063861736
0.269889769832988,0.5244608287864784,0.6155000092346482
0.2709834813418255,0.528005132924039,0.6141111649407035
0.264908947044864,0.4795936089493506,0.6181943605296133
0.27732536967997296,0.5747376789189622,0.6334037442711863
0.2781768403608442,0.5075539984646289,0.6678234895492986
0.26805123664052444,0.5203297307680175,0.603268522349839
0.27961561957553416,0.5734836269149111,0.6331436747340891
0.27498155166902816,0.5556319089949157,0.62598796636319
0.2753662178334524,0.5544714618690514,0.6254363187411723
0.27241552995768326,0.5481685980652137,0.6291668970912653
0.2745422407360316,0.5576463286385143,0.6268090831116401
0.27150210650314205,0.5361375344963792,0.6017110368774837
0.27200591045545325,0.5226302082269574,0.6385637423453585
0.26677664828124736,0.4949291940536276,0.5964425544999716
0.26828767059085895,0.5362545961266154,0.5872187922682459
0.2732933850629202,0.5398759659489506,0.6275733183834356
0.2763453128778913,0.5309839576189362,0.6418950549997118
0.27676666580536924,0.544186905915381,0.6202250195579166
0.273932043554869,0.5576660651621966,0.6286368388146717
0.2717706616712537,0.5758279746134513,0.6176134192433813
0.26570972164167406,0.541607637012858,0.5950317475362749
0.27319691337162594,0.5466412185292132,0.6273550845911025
0.27103675997177606,0.5383311875601376,0.6119410000702006
0.26623232850907297,0.504141297115282,0.6019405439292459
