window_size_1_MASE,Plain_wAll,Exp_wAll
0.6034542480813277,1.0869731445261313,0.91912761603572
0.5302362558226499,0.9929741486645196,0.784384458050907
0.5604543848809953,0.9978991106809378,0.7863869825887516
0.5662968266147659,0.8722931095653194,0.7885621706771114
0.5814941899470608,1.1003006481325328,0.7869333289965392
0.6395548491540872,1.4187727355564779,0.8266211043152891
0.5812729147182304,0.8750757322804471,0.8454493829380315
0.5361468840101928,0.8780708845399242,0.7716994130680739
0.5984721278294437,0.9527245861931088,0.9244490575841712
0.6234866994229309,1.9555538549155296,0.7075815658020052
0.463410218613486,0.8474435265349756,0.622434667479382
0.5239550891006479,0.8554153572205734,0.7250382010920658
0.5292060410131642,0.92034628535361,0.6950753719112476
0.6375162591248329,0.940224173396218,0.9223733487039576
0.5674501423659951,0.9968382347320696,0.8732261460587578
0.4869130054535725,0.8445414749482058,0.6508848037767665
0.4866056335224293,0.8723592803299673,0.6936805455483794
0.5804275045985358,0.8831312702247033,0.8364288129001791
0.624457502199759,1.1262047221574194,0.7917219435527089
0.5397485499426905,1.0242856663089648,0.8009383251352227
0.5642951488515204,0.8742684612982168,0.7865776609015219
0.5300103790575157,0.9961221792413901,0.7550381244732374
0.5219375335487041,0.9183749196525628,0.6962539780798863
0.47198051857721396,1.037505432046235,0.6297208460923521
0.5924239550957162,1.033605513425675,0.7910349813930556
0.5082568320192529,0.9900249581322648,0.7307651330227312
0.6133329243342895,1.183685885136867,0.8620860468794254
0.559142403944605,0.944427324718342,0.7757396430262381
0.5321667707174502,1.2733386802070252,0.6843102897505584
0.504526956209979,0.9815123383784692,0.7243762410768285
0.47086898000067956,0.7843074361155514,0.6449675990548772
0.4859508251457558,0.9034432903812762,0.7403115392399553
0.5361862005723058,0.8887098057817141,0.7373402916193118
0.6411548847678881,0.9618849875441714,0.9196313426514356
0.5929825260793966,0.7931391696668899,0.8866020172090943
0.5401445016108517,0.9208273559363328,0.7697713002427129
0.5740195017605061,0.7762237885861443,0.794669407910266
0.5862042997590842,1.0659969979710604,0.8654844516062038
0.5745509373912238,1.1531396832156788,0.7419597201958672
0.5026336120716511,0.8955241985102238,0.7872461683401761
0.5353865815875481,0.9669672882252444,0.6913423775206746
0.5407851458264095,1.1172923989230552,0.7144842810602181
0.41282693924795877,0.9140405577097059,0.5963547461940749
0.5374252613869207,0.8328020233998958,0.730322072552759
0.49445148652167825,0.9530701728710526,0.6708592285063618
0.5684661278854094,0.8255416473567131,0.8760134229291441
0.5994853191431054,1.3123264810477706,0.8059294128078254
0.5729593405555913,1.02710053735388,0.9161913850164738
0.584926897056975,0.9435478103182032,0.8514087984825658
0.5954357352190265,0.8368677886686282,0.89677749625993
0.4932718018294153,0.8327322734285836,0.7366703577950259
0.5133660287540157,1.0162581822178018,0.6962163736099133
0.5110196847286893,0.8934314637499664,0.7599971411662183
0.5468613248373323,1.0056525639446283,0.788771534061722
0.5628841285821844,0.8663129334336291,0.8025258315035115
0.5871812583941701,0.9242558853115438,0.8162369108300269
0.5564769280394914,1.1808605540575912,0.7086114259732886
0.5584041757324184,0.8772103143211687,0.8603557288460065
0.5000917614768311,0.9129260308577912,0.6416448059567098
0.5596751615212401,0.9476833844037584,0.7597548201571455
0.6191613944844644,0.9806188828693108,0.8493918394918222
0.5598598613833052,0.8610069232260442,0.8237303111104126
0.5514082088363872,0.8836073483082179,0.8154981487680323
0.5806247896969342,0.9143878384374388,0.8852697830145329
0.5014635356596209,0.9086207236643641,0.6956443053353315
0.6072933510395457,1.1390299920062414,0.828174942334554
0.6656487484081106,1.4492437009688175,0.8178535155727367
0.5687666335329736,0.9785950312358758,0.8127997379746688
0.5625481347395396,0.9962794029667684,0.7778928013099525
0.5315822879890473,1.1135585460958743,0.7144443286067207
0.6102081199626066,1.4234303929376204,0.7283314278882626
0.5561872564931343,1.3277325683924592,0.7315510134659349
0.5327213122741563,0.9907339338852296,0.7561001245203124
0.5044818597975591,0.8997379396397533,0.7173220634794921
0.5774537993922028,1.2822525238380968,0.7852570193083264
0.6075859015524232,1.015162102390169,0.83612547860746
0.5332834721938757,1.0035728169215627,0.7468606873952317
0.5347707353693507,0.9088513306474671,0.7374737867221809
0.5055444181839607,1.015912665920802,0.6828105425176848
0.5703698925964116,1.3358311683524815,0.7561681405959986
0.5338454500166391,0.9897250460339276,0.7757862921179425
0.5563187956880444,0.8968348296095084,0.7623316938279733
0.4959878155767137,0.8206721981436135,0.6592148834096071
0.6147336303858998,1.199532901452471,0.74145985782859
0.5949611240500721,0.8366740161632387,0.8123827591311519
0.47196894241400406,0.8525581944561692,0.6849839034284433
0.5168707684212478,0.8628728685891146,0.7284808164022187
0.5579815032057249,1.1414905892806104,0.7264255224714569
0.4861765571328337,1.2472825114811177,0.6869534176445562
0.5759820395360743,0.9543642882322196,0.8183839174123001
0.5227086808343209,0.842574623914886,0.7508289225563243
0.5890770405376246,1.3154654886486998,0.791425952661799
0.5532629804701712,1.0601816223689695,0.7438516858155181
0.5133934901915747,0.8237291148514504,0.7756186656174863
0.5860031758150455,0.8848755708895908,0.8493619636013512
0.5170891107306381,1.0163872917150505,0.7033858093945881
0.7088268607482956,1.9605716001605105,0.7205083603217126
0.46706930563943566,0.7972473752473772,0.6339272419044698
0.5475541971668981,1.013314086017742,0.7538340879914397
0.5285188323199672,1.0129756340406857,0.7340680010093484
0.5752581272353918,1.05311622581607,0.8118358747661696
0.5812160923809135,1.0764763493389164,0.8224958084647824
0.5482296483995522,1.0832098641001022,0.7545726354485442
0.54298522767643,1.1512724163179695,0.6991511857783358
0.5142664430447497,0.8642532598228749,0.7245041414137252
0.6212481217168491,1.1981348360696618,0.8487192649015171
0.5716358007713391,1.0920100568386573,0.7812027000488807
0.4812790071830518,0.9524495928704252,0.7130705873803938
0.5370054471536692,0.9104992087912028,0.7382940835778778
0.595394442975745,0.9588457392514718,0.8531895827951747
0.6529761454883217,1.4056056204996037,0.7987014344194274
0.6030812024136034,0.9139283484077956,0.844472252824762
0.5639395026912166,0.9140107439196212,0.7804092539126118
0.53809803898249,1.0019987592838593,0.8500486486230195
0.5159727348182919,0.8340695347340025,0.7457245121180159
0.5498218787328999,0.9273167038566822,0.7478096375953363
0.5571736270282088,1.0803149502592182,0.7323006237381918
0.5396047349681841,0.8841068059999441,0.7102139120130184
0.5620660122994123,0.8950748384852312,0.7571943539687271
0.5182115058596442,0.9411728186650784,0.6759810612417464
0.5577433207072073,0.8415783261614805,0.7810079394284289
0.5272769765760303,0.9141554681941528,0.7217753859862671
0.5194627608545197,0.8558426607645173,0.7422631857966215
0.6195753827006368,0.962326204135014,0.9401760862587092
0.6282373098640588,1.0132813394217814,0.9062705504737631
0.5033554825377692,0.8687585712541832,0.7594341418728386
0.5312420393532559,0.94478751697393,0.7725180574996254
0.5231970462063977,1.0005908851979577,0.7354343741076367
