window_size_1_MASE,Exp_wAll,Linear_w200
0.6036333010533409,0.91912761603572,0.7444153950326182
0.5243146408945668,0.784384458050907,0.6841663618264175
0.553727162868201,0.7863869825887516,0.7297993130051756
0.5767498777189506,0.7885621706771114,0.7285926059325623
0.5763266093378302,0.7869333289965392,0.7087646869868118
0.5787720839204046,0.8266211043152891,0.6990874381116552
0.5918331920834499,0.8454493829380315,0.6635531983886458
0.5158260304971587,0.7716994130680739,0.6508683545614872
0.6513256576274832,0.9244490575841712,0.7364934939025258
0.5240752844931902,0.7075815658020052,0.6634404128016342
0.46129991833825956,0.622434667479382,0.6301609522798582
0.5702010213219653,0.7250382010920658,0.7268750684969137
0.5319660439253259,0.6950753719112476,0.7071701871451187
0.6215468447633428,0.9223733487039576,0.7282987771034548
0.5772331253176588,0.8732261460587578,0.7059447413729772
0.4992607995378853,0.6508848037767665,0.676959820217148
0.48883270886013386,0.6936805455483794,0.6338461702483101
0.5813779190324482,0.8364288129001791,0.7154737255917223
0.6112869019112823,0.7917219435527089,0.7648382343205149
0.5699309331951535,0.8009383251352227,0.6564480661299218
0.5405743262423518,0.7865776609015219,0.7045229607144101
0.5600587023713507,0.7550381244732374,0.7126828975218779
0.5173233677834768,0.6962539780798863,0.6729863579643791
0.4808413721702841,0.6297208460923521,0.6708355076384218
0.5717906743165371,0.7910349813930556,0.6944636036218821
0.5086578440262028,0.7307651330227312,0.6656894904712638
0.5909570450455464,0.8620860468794254,0.7266375186638709
0.5685511898002832,0.7757396430262381,0.7310275810717748
0.509980207080942,0.6843102897505584,0.7195848012452708
0.5037852699621235,0.7243762410768285,0.6466188135172399
0.47986370455656163,0.6449675990548772,0.6760164717722523
0.48437667032742415,0.7403115392399553,0.6768664094550908
0.5201499064324547,0.7373402916193118,0.6828699747573307
0.690201731201357,0.9196313426514356,0.7519147437513121
0.6310652522991057,0.8866020172090943,0.7277715538851416
0.534907770254737,0.7697713002427129,0.6845525476901435
0.5460160957733975,0.794669407910266,0.6746745129154078
0.5783999583323743,0.8654844516062038,0.6955352304425761
0.5656765367883696,0.7419597201958672,0.7181321978573477
0.5474258483614124,0.7872461683401761,0.7191623694180785
0.5354496329862096,0.6913423775206746,0.7358658176548977
0.5212647444529381,0.7144842810602181,0.6672353693202879
0.4483924902865371,0.5963547461940749,0.6354310587588418
0.5372199605832716,0.730322072552759,0.6511957077187489
0.5047585910370451,0.6708592285063618,0.6640925944595371
