window_size_1_MASE,Plain_w200,Plain_wAll
0.5904058805695115,0.7323456920220199,1.0869731445261313
0.5506180824297026,0.7007370592546794,0.9929741486645196
0.5768692316186121,0.72420348953046,0.9978991106809378
0.5735587525469645,0.6929399211127902,0.8722931095653194
0.6203873954613708,0.7349591404096558,1.1003006481325328
0.63911656165891,0.729747545872346,1.4187727355564779
0.5624982234538249,0.7043630491452403,0.8750757322804471
0.5512289209777089,0.6771639057918193,0.8780708845399242
0.5898731240226959,0.7386095163813233,0.9527245861931088
0.6478169326431541,0.6793945732523803,1.9555538549155296
0.5206422868674125,0.6440866562248511,0.8474435265349756
0.5628429345214958,0.7225706239508285,0.8554153572205734
0.5714885260485236,0.6859354009478794,0.92034628535361
0.6383472942577388,0.7246434698822773,0.940224173396218
0.5380758510160359,0.6985972855979162,0.9968382347320696
0.5457712647675828,0.6832240881172897,0.8445414749482058
0.5021536024705332,0.6572112352589815,0.8723592803299673
0.56093390240485,0.7247020090175156,0.8831312702247033
0.6335839090700237,0.7865856311095317,1.1262047221574194
0.5222569388354419,0.6565719640376849,1.0242856663089648
0.5430609543252758,0.6714611219767047,0.8742684612982168
0.5839591073919245,0.7491191977059105,0.9961221792413901
0.556348397989516,0.7036002419538852,0.9183749196525628
0.5511045907936176,0.7353180895337701,1.037505432046235
0.618950505957238,0.7288142564057428,1.033605513425675
0.5442555212860168,0.6649627646489491,0.9900249581322648
0.5899667275491418,0.7185408762268295,1.183685885136867
0.5814728856666086,0.6941986036808321,0.944427324718342
0.5590595471339607,0.7085614847095597,1.2733386802070252
0.5183168711229696,0.6473209008707121,0.9815123383784692
0.49776535674567995,0.6534822426880526,0.7843074361155514
0.543802420829437,0.6791509968361599,0.9034432903812762
0.5450784893385279,0.691714527906359,0.8887098057817141
0.6056110177693017,0.758817925328061,0.9618849875441714
0.5810514069370933,0.7661188565624422,0.7931391696668899
0.5392903429576993,0.7351614780275527,0.9208273559363328
0.5479525678761786,0.6842108634821318,0.7762237885861443
0.6079293855438366,0.7165236818186497,1.0659969979710604
0.5966376067610653,0.7311787598635759,1.1531396832156788
0.5160327135501527,0.6714203824749945,0.8955241985102238
0.6102852725913058,0.7554904296627879,0.9669672882252444
0.5479701433697574,0.6648668998570777,1.1172923989230552
0.47455482176864594,0.6321531611551143,0.9140405577097059
0.5467824460735763,0.6374163259735498,0.8328020233998958
0.5522284070113834,0.7049386855230872,0.9530701728710526
0.5296657191495361,0.6948888348484092,0.8255416473567131
0.5990518250370489,0.6816830670482679,1.3123264810477706
0.569207612142075,0.7095598508684321,1.02710053735388
0.59525293861519,0.735499875357869,0.9435478103182032
0.5944179693615915,0.7412795578730774,0.8368677886686282
0.5358592634315809,0.6625636187218145,0.8327322734285836
0.5321262179085057,0.6729875519583082,1.0162581822178018
0.5476540155115159,0.6830558979709036,0.8934314637499664
0.5282421895745679,0.6637800704302402,1.0056525639446283
0.5688330346933261,0.7220130889576494,0.8663129334336291
0.5908535084757777,0.7487831763314396,0.9242558853115438
0.600653546649898,0.6980563560992075,1.1808605540575912
0.5487222254223472,0.7000977556102421,0.8772103143211687
0.5488628778987252,0.6776925088393954,0.9129260308577912
0.5932064530069857,0.7520519039758572,0.9476833844037584
0.6057400734508579,0.7243512040938369,0.9806188828693108
0.5594554212364291,0.6778391037901302,0.8610069232260442
0.575693642681388,0.7386292747697104,0.8836073483082179
0.5701695681506969,0.7114471690382246,0.9143878384374388
0.564283321214143,0.6969177934968025,0.9086207236643641
0.5568056460826764,0.7039005996234029,1.1390299920062414
0.6590830238918983,0.7333914161793147,1.4492437009688175
0.596690584542363,0.7098671180001402,0.9785950312358758
0.5605257845442718,0.6970347462229256,0.9962794029667684
0.5456370789129167,0.6963325232545573,1.1135585460958743
0.6426001061014448,0.7322215274486598,1.4234303929376204
0.5990198184266243,0.7117708021971895,1.3277325683924592
0.5653716451353189,0.6847115034211702,0.9907339338852296
0.5368082458504531,0.693130654739007,0.8997379396397533
0.5900232983035901,0.7211922388858478,1.2822525238380968
0.5893273816757828,0.6726802727176119,1.015162102390169
0.5538119718478484,0.7151505141583336,1.0035728169215627
0.557157976933169,0.7111920736396432,0.9088513306474671
0.5725518897405407,0.6957799432131718,1.015912665920802
0.586215882910275,0.7181920739120352,1.3358311683524815
0.5358055499107786,0.7025300735575641,0.9897250460339276
0.5694096171635776,0.7458531397177265,0.8968348296095084
0.5356226920476733,0.6842663214140449,0.8206721981436135
0.6423798372931939,0.7391686605991371,1.199532901452471
0.5965630722639258,0.7424561180512452,0.8366740161632387
0.5164717278901665,0.7076157367737352,0.8525581944561692
0.5588921590009157,0.690449357880252,0.8628728685891146
0.6038565941866234,0.7120334442832451,1.1414905892806104
0.5550108039920976,0.6666185280643986,1.2472825114811177
0.5949798083891281,0.7447264843084019,0.9543642882322196
0.5329040529891647,0.6905387834088645,0.842574623914886
0.6006087337713808,0.7017584140412855,1.3154654886486998
0.5802662937409849,0.7027363340887745,1.0601816223689695
0.550590176864686,0.6877181653587193,0.8237291148514504
0.5314707128836755,0.7278298385111447,0.8848755708895908
0.5752347290413296,0.7269061006664614,1.0163872917150505
0.7252922167011624,0.6729214585737832,1.9605716001605105
0.5228189769521564,0.6790681111503251,0.7972473752473772
0.5546337871466337,0.6987448954097677,1.013314086017742
0.5743333879893158,0.7063132213053565,1.0129756340406857
0.5624281109567996,0.6947406713128589,1.05311622581607
0.600778760721363,0.7271766903448653,1.0764763493389164
0.567771836834186,0.7151487510327651,1.0832098641001022
0.5530034678510204,0.6383160099866275,1.1512724163179695
0.51707247492936,0.6983383648142748,0.8642532598228749
0.6067928767769163,0.7266723542641234,1.1981348360696618
0.5682797510761233,0.69763399059273,1.0920100568386573
0.5077303893300882,0.6645698841660754,0.9524495928704252
0.5468209000881459,0.6741623192154975,0.9104992087912028
0.5788624044760179,0.7191291048546843,0.9588457392514718
0.6224325713514943,0.7124157320310489,1.4056056204996037
0.6012786647716427,0.7138534298203306,0.9139283484077956
0.5735080834752756,0.7020305365239693,0.9140107439196212
0.5256573122366965,0.665134810053141,1.0019987592838593
0.5452551939838748,0.6868972813552671,0.8340695347340025
0.5459004928467818,0.7077522691831376,0.9273167038566822
0.5568766172101458,0.6747495690435856,1.0803149502592182
0.5574418073886273,0.6914591362169138,0.8841068059999441
0.5607738730606107,0.7030161164867752,0.8950748384852312
0.5862855891722092,0.7209335305694924,0.9411728186650784
0.5457254163455939,0.6717412830339036,0.8415783261614805
0.5291129421184875,0.7037331592198939,0.9141554681941528
0.5664282094779202,0.7061651774173703,0.8558426607645173
0.5857159908661653,0.7534321604139385,0.962326204135014
0.60509406388806,0.7222691649033173,1.0132813394217814
0.549744132834538,0.7222450257837959,0.8687585712541832
0.5472681145074869,0.6806270124166995,0.94478751697393
0.5862629578613149,0.7275476998373809,1.0005908851979577
0.5719419029640653,0.7286166576349691,1.3009515888604462
0.5583937322041812,0.7350558212733204,0.8650361209944696
0.6162644343004752,0.7095650203576178,1.36872168637167
0.5463471889530819,0.6736126567650749,0.7857581812917289
0.5522384606078933,0.7245635814431353,0.7879964053265222
0.5543570073666146,0.6704445953884988,1.3278527651612768
0.5726789566776774,0.7084454202749423,0.927316164818102
0.5614507588211565,0.6972150254898101,0.8411869031530737
0.522071055064381,0.7151091079996771,1.1725219489480896
0.5749024992622414,0.6793865605835009,0.9209115427038864
0.5293905868931449,0.6643021032157408,1.2029934287253317
0.547665682170841,0.6676703824041051,1.051101201922437
0.5838643213859086,0.6906145346512337,1.1551875624776915
0.5208236619290109,0.7008551934455314,0.8065145549816176
0.5874707876634351,0.7223002478838025,1.040193012646043
0.5672094984898481,0.6900973255324536,0.9877371182195648
0.5771717344834996,0.7037838610463635,1.1708221106706105
0.5511087039190022,0.7178027123605224,0.9255595158120772
0.5811787686020231,0.7059539002351705,0.8051516791789471
0.5373383540082928,0.6736545556502773,0.8707902318401334
0.5648899986235125,0.7177938469794953,0.8379081147226869
0.5821297859079586,0.7088863966358373,1.0052880404038178
0.6220221201307033,0.7225942143516779,1.338758628191202
0.6017705968138681,0.7137293775453593,1.332091259349489
0.5746897323104022,0.6766144193614083,0.9114477579822124
0.573139009147484,0.7154771428430015,0.9214811833393259
0.5949876326694512,0.6775601892234193,1.337344980668001
0.6083700677116757,0.7199129611866164,1.0021066600182895
0.5865284926556388,0.6966907909399844,1.1451727669207732
0.6553542339599607,0.7771513249164741,1.3521365234762177
0.6445009357934558,0.7424008452639549,1.2298686068464466
0.5476355332724521,0.6945239451191432,0.8397206536467593
0.5421470731798024,0.6765373791854389,0.9402138409330016
0.555431477480853,0.7187685369100195,1.1189530589396308
0.4986899154260538,0.6782573035390801,1.0147571937334392
0.5600808768932718,0.7148721232622168,0.9135420767804272
0.5655436869820016,0.6948866565283344,0.8335004237790402
0.5566392965376311,0.6963456528735285,0.8301458693208781
0.5348341520005055,0.7176509996070821,0.8443292053217872
