window_size_1_MASE,Plain_w200,Linear_w200
0.6490040571375549,0.7323456920220199,0.7444153950326182
0.5803237990881136,0.7007370592546794,0.6841663618264175
0.6267876383453936,0.72420348953046,0.7297993130051756
0.6386419116388082,0.6929399211127902,0.7285926059325623
0.6450545174644327,0.7349591404096558,0.7087646869868118
0.6340964244891794,0.729747545872346,0.6990874381116552
0.6031481108433596,0.7043630491452403,0.6635531983886458
0.5719089065173962,0.6771639057918193,0.6508683545614872
0.6503254355734611,0.7386095163813233,0.7364934939025258
0.5993786094496643,0.6793945732523803,0.6634404128016342
0.5394309825526226,0.6440866562248511,0.6301609522798582
0.6508722653980267,0.7225706239508285,0.7268750684969137
0.6112940426622645,0.6859354009478794,0.7071701871451187
0.670818723153636,0.7246434698822773,0.7282987771034548
0.601551389746756,0.6985972855979162,0.7059447413729772
0.6081172209326621,0.6832240881172897,0.676959820217148
0.5661977055647366,0.6572112352589815,0.6338461702483101
0.6533991797952523,0.7247020090175156,0.7154737255917223
0.6981864575038905,0.7865856311095317,0.7648382343205149
0.5861960204739992,0.6565719640376849,0.6564480661299218
0.6015711436671383,0.6714611219767047,0.7045229607144101
0.6425566884623011,0.7491191977059105,0.7126828975218779
0.6117134720374743,0.7036002419538852,0.6729863579643791
0.5911812509416612,0.7353180895337701,0.6708355076384218
0.6336083369532458,0.7288142564057428,0.6944636036218821
0.5871912423969866,0.6649627646489491,0.6656894904712638
0.6286225416680854,0.7185408762268295,0.7266375186638709
0.6186580055044297,0.6941986036808321,0.7310275810717748
0.6261749810649788,0.7085614847095597,0.7195848012452708
0.5696958965591985,0.6473209008707121,0.6466188135172399
0.5560374088058726,0.6534822426880526,0.6760164717722523
0.5909538865247927,0.6791509968361599,0.6768664094550908
0.5893682275780384,0.691714527906359,0.6828699747573307
0.6986962805132997,0.758817925328061,0.7519147437513121
0.6303913800099982,0.7661188565624422,0.7277715538851416
0.6148966779293124,0.7351614780275527,0.6845525476901435
0.6035770618999728,0.6842108634821318,0.6746745129154078
0.6263780095340487,0.7165236818186497,0.6955352304425761
