window_size_1_MASE,Plain_wAll,Linear_w200
0.6045262439506424,1.0869731445261313,0.7444153950326182
0.5432929459076022,0.9929741486645196,0.6841663618264175
0.5819362086962958,0.9978991106809378,0.7297993130051756
0.5744459699077886,0.8722931095653194,0.7285926059325623
0.5981183196425013,1.1003006481325328,0.7087646869868118
0.6282024026741913,1.4187727355564779,0.6990874381116552
0.5515915231922375,0.8750757322804471,0.6635531983886458
0.5484019850409783,0.8780708845399242,0.6508683545614872
0.5888426882009378,0.9527245861931088,0.7364934939025258
0.6429221547985116,1.9555538549155296,0.6634404128016342
0.5048019698748847,0.8474435265349756,0.6301609522798582
0.5523480838628774,0.8554153572205734,0.7268750684969137
0.5709962672429331,0.92034628535361,0.7071701871451187
0.6237095675503894,0.940224173396218,0.7282987771034548
0.5503114929066352,0.9968382347320696,0.7059447413729772
0.5374758063017208,0.8445414749482058,0.676959820217148
0.49522718518081943,0.8723592803299673,0.6338461702483101
0.5651679177815873,0.8831312702247033,0.7154737255917223
0.6265504706645362,1.1262047221574194,0.7648382343205149
0.5181225713348724,1.0242856663089648,0.6564480661299218
0.5460106652898028,0.8742684612982168,0.7045229607144101
0.5680912430853824,0.9961221792413901,0.7126828975218779
0.5412804572869014,0.9183749196525628,0.6729863579643791
0.5380224124092363,1.037505432046235,0.6708355076384218
0.6083343699198648,1.033605513425675,0.6944636036218821
0.5322005009037981,0.9900249581322648,0.6656894904712638
0.5906639136004306,1.183685885136867,0.7266375186638709
0.5645083663528025,0.944427324718342,0.7310275810717748
0.560421075928094,1.2733386802070252,0.7195848012452708
0.5180550605447164,0.9815123383784692,0.6466188135172399
0.4937397258080534,0.7843074361155514,0.6760164717722523
0.5343209376280033,0.9034432903812762,0.6768664094550908
0.5338703499741717,0.8887098057817141,0.6828699747573307
0.6025719425682214,0.9618849875441714,0.7519147437513121
0.583949192250042,0.7931391696668899,0.7277715538851416
0.5172994147851254,0.9208273559363328,0.6845525476901435
0.5499368879326374,0.7762237885861443,0.6746745129154078
0.6090241871219254,1.0659969979710604,0.6955352304425761
0.6000241297345358,1.1531396832156788,0.7181321978573477
0.5155474907335649,0.8955241985102238,0.7191623694180785
0.5881977122941585,0.9669672882252444,0.7358658176548977
0.5221142251721236,1.1172923989230552,0.6672353693202879
0.46365255084338414,0.9140405577097059,0.6354310587588418
0.543676823249072,0.8328020233998958,0.6511957077187489
0.537902343953704,0.9530701728710526,0.6640925944595371
0.5372568393665302,0.8255416473567131,0.6906078967161706
0.6065474703790585,1.3123264810477706,0.7150384888308752
0.5731917386415578,1.02710053735388,0.7289078626477472
0.5891217992642068,0.9435478103182032,0.7023743165980123
0.5963123654339885,0.8368677886686282,0.7588436639451268
0.5203013350913095,0.8327322734285836,0.6461715485662242
0.5267119509065868,1.0162581822178018,0.6738799861564754
0.5282333707944713,0.8934314637499664,0.6779990585827046
0.5202379098966933,1.0056525639446283,0.641594457738111
0.5722676858172813,0.8663129334336291,0.6960950146247066
0.5725926774246515,0.9242558853115438,0.7297706811944145
0.5972600595968562,1.1808605540575912,0.7400174792739156
0.5540061663297212,0.8772103143211687,0.6803392330669351
0.5350509828674823,0.9129260308577912,0.6616441146353591
0.5692316909461812,0.9476833844037584,0.7068387537838341
0.6069244310784596,0.9806188828693108,0.7409976378654419
0.5627964606930974,0.8610069232260442,0.7040575429782931
0.5639399056192029,0.8836073483082179,0.6987044274635061
0.5770031937179582,0.9143878384374388,0.7046863024696887
0.5431442322985667,0.9086207236643641,0.6991647367662085
0.5650501271859697,1.1390299920062414,0.6682495968311496
0.65210822675772,1.4492437009688175,0.7615404570651257
0.5813770889347514,0.9785950312358758,0.6943254816629815
0.5489643230045581,0.9962794029667684,0.6869025348714799
0.5574507588004358,1.1135585460958743,0.6813797459696831
0.6488587492563412,1.4234303929376204,0.7208378803878481
0.5783464579928332,1.3277325683924592,0.6876677877425378
0.5455480924705547,0.9907339338852296,0.6698384460338832
0.5118533653128388,0.8997379396397533,0.6633251329053471
0.5756328792843494,1.2822525238380968,0.7051464428393932
0.5763777754816405,1.015162102390169,0.7032690588850798
0.5509007317790592,1.0035728169215627,0.6841192674429841
0.5443564667766825,0.9088513306474671,0.6705659616670814
0.5458174853622537,1.015912665920802,0.6920506907160358
0.5741751153086444,1.3358311683524815,0.7108262109276705
0.535702728673433,0.9897250460339276,0.7070247168674012
0.5593357714829845,0.8968348296095084,0.7050626015528594
0.5204164838411823,0.8206721981436135,0.6947668494990764
0.6244460278050679,1.199532901452471,0.7100218465016468
0.5819472307416259,0.8366740161632387,0.7586083171655618
0.5048078375288911,0.8525581944561692,0.6749285132459388
0.536228603373609,0.8628728685891146,0.6600298450800082
0.5907043885055789,1.1414905892806104,0.7226738734275469
0.5352361907095279,1.2472825114811177,0.6428192237180131
0.591280930026397,0.9543642882322196,0.7199893593333607
0.5235104005312696,0.842574623914886,0.6902866077874655
0.584225098650352,1.3154654886486998,0.6651088127480997
0.5729259859673969,1.0601816223689695,0.7150295908150488
0.5452912861417295,0.8237291148514504,0.6911931409997609
0.5383621015450646,0.8848755708895908,0.6937235582832535
0.5436991811097424,1.0163872917150505,0.6764186095049809
0.7201204637389182,1.9605716001605105,0.6677681578954475
